params,train_trades,train_wr,train_pf,train_net_r,train_dd,valid_trades,valid_wr,valid_pf,valid_net_r,valid_dd,score
"{""breakout_fraction"": 0.0, ""distribution_rr"": 2.0, ""enable_distribution"": true, ""enable_fade"": false, ""fade_rr"": 2.0, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.03, ""stop_buffer_fraction"": 0.07, ""sweep_max_fraction"": 0.5, ""sweep_min_fraction"": 0.03, ""trade_london"": true, ""trade_new_york"": false, ""use_regime_filter"": false, ""volume_factor"": 0.0}",81,18.51851851851852,1.2381856690407196,6.0,6.84900802692315,20,20.0,1.5853978719449455,3.0,2.019206980000001,9.395813948737286
"{""breakout_fraction"": 0.0, ""distribution_rr"": 2.0, ""enable_distribution"": true, ""enable_fade"": false, ""fade_rr"": 2.0, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.06, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.5, ""sweep_min_fraction"": 0.03, ""trade_london"": true, ""trade_new_york"": false, ""use_regime_filter"": false, ""volume_factor"": 0.0}",82,17.073170731707318,1.02258959622774,1.0,11.440732023907534,24,25.0,1.4812339456438786,4.0,2.970100000000002,8.137653739689275
"{""breakout_fraction"": 0.0, ""distribution_rr"": 2.0, ""enable_distribution"": true, ""enable_fade"": false, ""fade_rr"": 2.0, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.06, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.5, ""sweep_min_fraction"": 0.0, ""trade_london"": true, ""trade_new_york"": false, ""use_regime_filter"": false, ""volume_factor"": 0.0}",82,17.073170731707318,1.02258959622774,1.0,11.440732023907534,24,25.0,1.4812339456438786,4.0,2.970100000000002,8.137653739689275
"{""breakout_fraction"": 0.0, ""distribution_rr"": 3.0, ""enable_distribution"": true, ""enable_fade"": false, ""fade_rr"": 3.0, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.03, ""stop_buffer_fraction"": 0.07, ""sweep_max_fraction"": 0.5, ""sweep_min_fraction"": 0.0, ""trade_london"": true, ""trade_new_york"": false, ""use_regime_filter"": false, ""volume_factor"": 1.0}",60,10.0,0.9801691290978066,0.0,8.756409156105702,19,10.526315789473683,1.4774685275025894,2.0,2.970100000000002,7.7669608577691065
"{""breakout_fraction"": 0.0, ""distribution_rr"": 3.0, ""enable_distribution"": true, ""enable_fade"": false, ""fade_rr"": 3.0, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.03, ""stop_buffer_fraction"": 0.07, ""sweep_max_fraction"": 0.5, ""sweep_min_fraction"": 0.03, ""trade_london"": true, ""trade_new_york"": false, ""use_regime_filter"": false, ""volume_factor"": 1.0}",60,10.0,0.9801691290978066,0.0,8.756409156105702,19,10.526315789473683,1.4774685275025894,2.0,2.970100000000002,7.7669608577691065
"{""breakout_fraction"": 0.0, ""distribution_rr"": 3.0, ""enable_distribution"": true, ""enable_fade"": false, ""fade_rr"": 3.0, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.06, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.5, ""sweep_min_fraction"": 0.0, ""trade_london"": true, ""trade_new_york"": false, ""use_regime_filter"": false, ""volume_factor"": 0.0}",82,9.75609756097561,0.8654659196571405,-3.0,12.45552073900839,24,16.666666666666664,1.477503432525172,4.0,2.970100000000002,7.611403434903574
"{""breakout_fraction"": 0.0, ""distribution_rr"": 3.0, ""enable_distribution"": true, ""enable_fade"": false, ""fade_rr"": 3.0, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.06, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.5, ""sweep_min_fraction"": 0.03, ""trade_london"": true, ""trade_new_york"": false, ""use_regime_filter"": false, ""volume_factor"": 0.0}",82,9.75609756097561,0.8654659196571405,-3.0,12.45552073900839,24,16.666666666666664,1.477503432525172,4.0,2.970100000000002,7.611403434903574
"{""breakout_fraction"": 0.03, ""distribution_rr"": 2.0, ""enable_distribution"": true, ""enable_fade"": false, ""fade_rr"": 2.0, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.06, ""stop_buffer_fraction"": 0.07, ""sweep_max_fraction"": 0.5, ""sweep_min_fraction"": 0.0, ""trade_london"": true, ""trade_new_york"": false, ""use_regime_filter"": false, ""volume_factor"": 1.0}",53,13.20754716981132,0.7690639974104341,-4.0,6.821240756668624,18,16.666666666666664,1.4825122013157075,2.0,1.9899999999999978,7.368366334577312
"{""breakout_fraction"": 0.03, ""distribution_rr"": 2.0, ""enable_distribution"": true, ""enable_fade"": false, ""fade_rr"": 2.0, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.06, ""stop_buffer_fraction"": 0.07, ""sweep_max_fraction"": 0.5, ""sweep_min_fraction"": 0.03, ""trade_london"": true, ""trade_new_york"": false, ""use_regime_filter"": false, ""volume_factor"": 1.0}",53,13.20754716981132,0.7690639974104341,-4.0,6.821240756668624,18,16.666666666666664,1.4825122013157075,2.0,1.9899999999999978,7.368366334577312
"{""breakout_fraction"": 0.06, ""distribution_rr"": 2.0, ""enable_distribution"": true, ""enable_fade"": false, ""fade_rr"": 2.0, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.03, ""stop_buffer_fraction"": 0.07, ""sweep_max_fraction"": 0.5, ""sweep_min_fraction"": 0.03, ""trade_london"": true, ""trade_new_york"": false, ""use_regime_filter"": false, ""volume_factor"": 0.0}",56,21.428571428571427,1.4663818611224777,8.0,3.969024761097987,15,6.666666666666667,0.9851726539954225,0.0,1.0,7.003574528743174
"{""breakout_fraction"": 0.06, ""distribution_rr"": 2.0, ""enable_distribution"": true, ""enable_fade"": false, ""fade_rr"": 2.0, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.03, ""stop_buffer_fraction"": 0.07, ""sweep_max_fraction"": 0.5, ""sweep_min_fraction"": 0.0, ""trade_london"": true, ""trade_new_york"": false, ""use_regime_filter"": false, ""volume_factor"": 0.0}",56,21.428571428571427,1.4663818611224777,8.0,3.969024761097987,15,6.666666666666667,0.9851726539954225,0.0,1.0,7.003574528743174
"{""breakout_fraction"": 0.03, ""distribution_rr"": 2.0, ""enable_distribution"": true, ""enable_fade"": false, ""fade_rr"": 2.0, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.06, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.5, ""sweep_min_fraction"": 0.0, ""trade_london"": true, ""trade_new_york"": false, ""use_regime_filter"": false, ""volume_factor"": 1.0}",53,13.20754716981132,0.8136160444903408,-3.0,5.014302362981733,18,22.22222222222222,1.3166829399978401,2.0,2.0192069800000034,6.938183378734905
"{""breakout_fraction"": 0.03, ""distribution_rr"": 2.0, ""enable_distribution"": true, ""enable_fade"": false, ""fade_rr"": 2.0, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.06, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.5, ""sweep_min_fraction"": 0.03, ""trade_london"": true, ""trade_new_york"": false, ""use_regime_filter"": false, ""volume_factor"": 1.0}",53,13.20754716981132,0.8136160444903408,-3.0,5.014302362981733,18,22.22222222222222,1.3166829399978401,2.0,2.0192069800000034,6.938183378734905
"{""breakout_fraction"": 0.03, ""distribution_rr"": 3.0, ""enable_distribution"": true, ""enable_fade"": false, ""fade_rr"": 3.0, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.06, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.5, ""sweep_min_fraction"": 0.03, ""trade_london"": true, ""trade_new_york"": false, ""use_regime_filter"": false, ""volume_factor"": 1.0}",53,5.660377358490567,0.5211148445421143,-8.0,7.889321312316179,18,16.666666666666664,1.477536295248022,3.0,3.9403989999999993,6.711038715781262
"{""breakout_fraction"": 0.03, ""distribution_rr"": 3.0, ""enable_distribution"": true, ""enable_fade"": false, ""fade_rr"": 3.0, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.06, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.5, ""sweep_min_fraction"": 0.0, ""trade_london"": true, ""trade_new_york"": false, ""use_regime_filter"": false, ""volume_factor"": 1.0}",53,5.660377358490567,0.5211148445421143,-8.0,7.889321312316179,18,16.666666666666664,1.477536295248022,3.0,3.9403989999999993,6.711038715781262
"{""breakout_fraction"": 0.06, ""distribution_rr"": 3.0, ""enable_distribution"": true, ""enable_fade"": false, ""fade_rr"": 3.0, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.06, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.5, ""sweep_min_fraction"": 0.0, ""trade_london"": true, ""trade_new_york"": false, ""use_regime_filter"": false, ""volume_factor"": 1.0}",43,4.651162790697675,0.4624183610606038,-7.0,9.561792499119539,16,18.75,1.477536295248022,3.0,3.9403989999999993,6.599480285134063
"{""breakout_fraction"": 0.06, ""distribution_rr"": 3.0, ""enable_distribution"": true, ""enable_fade"": false, ""fade_rr"": 3.0, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.06, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.5, ""sweep_min_fraction"": 0.03, ""trade_london"": true, ""trade_new_york"": false, ""use_regime_filter"": false, ""volume_factor"": 1.0}",43,4.651162790697675,0.4624183610606038,-7.0,9.561792499119539,16,18.75,1.477536295248022,3.0,3.9403989999999993,6.599480285134063
"{""breakout_fraction"": 0.0, ""distribution_rr"": 2.0, ""enable_distribution"": true, ""enable_fade"": false, ""fade_rr"": 2.0, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.03, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.5, ""sweep_min_fraction"": 0.03, ""trade_london"": true, ""trade_new_york"": false, ""use_regime_filter"": false, ""volume_factor"": 1.0}",60,21.666666666666668,1.220848784596784,5.0,4.900995010000011,19,15.789473684210526,0.985222134470672,0.0,2.0192069800000043,6.185615658576255
"{""breakout_fraction"": 0.0, ""distribution_rr"": 2.0, ""enable_distribution"": true, ""enable_fade"": false, ""fade_rr"": 2.0, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.03, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.5, ""sweep_min_fraction"": 0.0, ""trade_london"": true, ""trade_new_york"": false, ""use_regime_filter"": false, ""volume_factor"": 1.0}",60,21.666666666666668,1.220848784596784,5.0,4.900995010000011,19,15.789473684210526,0.985222134470672,0.0,2.0192069800000043,6.185615658576255
"{""breakout_fraction"": 0.03, ""distribution_rr"": 2.0, ""enable_distribution"": true, ""enable_fade"": false, ""fade_rr"": 2.0, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.03, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.5, ""sweep_min_fraction"": 0.0, ""trade_london"": true, ""trade_new_york"": false, ""use_regime_filter"": false, ""volume_factor"": 0.0}",63,20.634920634920633,1.6832662890234649,11.0,2.9700999999999955,15,6.666666666666667,0.6579161602152117,-1.0,1.9899999999999978,5.774501742717301
"{""breakout_fraction"": 0.03, ""distribution_rr"": 2.0, ""enable_distribution"": true, ""enable_fade"": false, ""fade_rr"": 2.0, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.03, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.5, ""sweep_min_fraction"": 0.03, ""trade_london"": true, ""trade_new_york"": false, ""use_regime_filter"": false, ""volume_factor"": 0.0}",63,20.634920634920633,1.6832662890234649,11.0,2.9700999999999955,15,6.666666666666667,0.6579161602152117,-1.0,1.9899999999999978,5.774501742717301
"{""breakout_fraction"": 0.03, ""distribution_rr"": 2.0, ""enable_distribution"": true, ""enable_fade"": false, ""fade_rr"": 2.0, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.03, ""stop_buffer_fraction"": 0.07, ""sweep_max_fraction"": 0.5, ""sweep_min_fraction"": 0.03, ""trade_london"": true, ""trade_new_york"": false, ""use_regime_filter"": false, ""volume_factor"": 0.0}",63,20.634920634920633,1.494113530287437,9.0,2.9701000000000137,15,6.666666666666667,0.6579161602152117,-1.0,1.9899999999999978,5.3009581300071495
"{""breakout_fraction"": 0.03, ""distribution_rr"": 2.0, ""enable_distribution"": true, ""enable_fade"": false, ""fade_rr"": 2.0, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.03, ""stop_buffer_fraction"": 0.07, ""sweep_max_fraction"": 0.5, ""sweep_min_fraction"": 0.0, ""trade_london"": true, ""trade_new_york"": false, ""use_regime_filter"": false, ""volume_factor"": 0.0}",63,20.634920634920633,1.494113530287437,9.0,2.9701000000000137,15,6.666666666666667,0.6579161602152117,-1.0,1.9899999999999978,5.3009581300071495
"{""breakout_fraction"": 0.0, ""distribution_rr"": 3.0, ""enable_distribution"": true, ""enable_fade"": false, ""fade_rr"": 3.0, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.03, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.5, ""sweep_min_fraction"": 0.0, ""trade_london"": true, ""trade_new_york"": false, ""use_regime_filter"": false, ""volume_factor"": 1.0}",60,10.0,0.8383188317401712,-3.0,10.572156613899208,19,10.526315789473683,0.9803596040804565,0.0,1.9899999999999993,4.720468249107208
"{""breakout_fraction"": 0.0, ""distribution_rr"": 3.0, ""enable_distribution"": true, ""enable_fade"": false, ""fade_rr"": 3.0, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.03, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.5, ""sweep_min_fraction"": 0.03, ""trade_london"": true, ""trade_new_york"": false, ""use_regime_filter"": false, ""volume_factor"": 1.0}",60,10.0,0.8383188317401712,-3.0,10.572156613899208,19,10.526315789473683,0.9803596040804565,0.0,1.9899999999999993,4.720468249107208
"{""breakout_fraction"": 0.0, ""distribution_rr"": 3.0, ""enable_distribution"": true, ""enable_fade"": false, ""fade_rr"": 3.0, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.03, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.5, ""sweep_min_fraction"": 0.03, ""trade_london"": true, ""trade_new_york"": false, ""use_regime_filter"": false, ""volume_factor"": 0.0}",81,11.11111111111111,0.9799207876304673,0.0,10.678013201722676,20,10.0,0.8403116329504611,-1.0,2.970099999999999,4.190177446976645
"{""breakout_fraction"": 0.0, ""distribution_rr"": 3.0, ""enable_distribution"": true, ""enable_fade"": false, ""fade_rr"": 3.0, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.03, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.5, ""sweep_min_fraction"": 0.0, ""trade_london"": true, ""trade_new_york"": false, ""use_regime_filter"": false, ""volume_factor"": 0.0}",81,11.11111111111111,0.9799207876304673,0.0,10.678013201722676,20,10.0,0.8403116329504611,-1.0,2.970099999999999,4.190177446976645
"{""breakout_fraction"": 0.06, ""distribution_rr"": 2.0, ""enable_distribution"": true, ""enable_fade"": false, ""fade_rr"": 2.0, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.06, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.5, ""sweep_min_fraction"": 0.03, ""trade_london"": true, ""trade_new_york"": false, ""use_regime_filter"": false, ""volume_factor"": 1.0}",43,9.30232558139535,0.6152223694438441,-5.0,8.64827525163591,16,18.75,0.9850256370694872,0.0,3.9403989999999984,3.995256415281516
"{""breakout_fraction"": 0.06, ""distribution_rr"": 2.0, ""enable_distribution"": true, ""enable_fade"": false, ""fade_rr"": 2.0, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.06, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.5, ""sweep_min_fraction"": 0.0, ""trade_london"": true, ""trade_new_york"": false, ""use_regime_filter"": false, ""volume_factor"": 1.0}",43,9.30232558139535,0.6152223694438441,-5.0,8.64827525163591,16,18.75,0.9850256370694872,0.0,3.9403989999999984,3.995256415281516
"{""breakout_fraction"": 0.0, ""distribution_rr"": 2.0, ""enable_distribution"": true, ""enable_fade"": false, ""fade_rr"": 2.0, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.03, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.5, ""sweep_min_fraction"": 0.0, ""trade_london"": true, ""trade_new_york"": false, ""use_regime_filter"": false, ""volume_factor"": 0.0}",81,18.51851851851852,1.096537038267718,3.0,8.729919358782755,20,10.0,0.5629532878971985,-3.0,3.027921203756773,2.9167102509205263
"{""breakout_fraction"": 0.0, ""distribution_rr"": 2.0, ""enable_distribution"": true, ""enable_fade"": false, ""fade_rr"": 2.0, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.03, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.5, ""sweep_min_fraction"": 0.03, ""trade_london"": true, ""trade_new_york"": false, ""use_regime_filter"": false, ""volume_factor"": 0.0}",81,18.51851851851852,1.096537038267718,3.0,8.729919358782755,20,10.0,0.5629532878971985,-3.0,3.027921203756773,2.9167102509205263
"{""breakout_fraction"": 0.06, ""distribution_rr"": 3.0, ""enable_distribution"": true, ""enable_fade"": false, ""fade_rr"": 3.0, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.03, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.5, ""sweep_min_fraction"": 0.03, ""trade_london"": true, ""trade_new_york"": false, ""use_regime_filter"": false, ""volume_factor"": 0.0}",56,14.285714285714285,1.460040988467805,8.0,3.940399000000007,15,0.0,0.0,-1.0,1.0,2.6516334555070378
"{""breakout_fraction"": 0.06, ""distribution_rr"": 3.0, ""enable_distribution"": true, ""enable_fade"": false, ""fade_rr"": 3.0, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.03, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.5, ""sweep_min_fraction"": 0.0, ""trade_london"": true, ""trade_new_york"": false, ""use_regime_filter"": false, ""volume_factor"": 0.0}",56,14.285714285714285,1.460040988467805,8.0,3.940399000000007,15,0.0,0.0,-1.0,1.0,2.6516334555070378
"{""breakout_fraction"": 0.03, ""distribution_rr"": 3.0, ""enable_distribution"": true, ""enable_fade"": false, ""fade_rr"": 3.0, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.03, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.5, ""sweep_min_fraction"": 0.0, ""trade_london"": true, ""trade_new_york"": false, ""use_regime_filter"": false, ""volume_factor"": 0.0}",63,14.285714285714285,1.743154416881338,12.0,2.9701000000000044,15,0.0,0.0,-3.0,2.970100000000002,2.4122224051912466
"{""breakout_fraction"": 0.03, ""distribution_rr"": 3.0, ""enable_distribution"": true, ""enable_fade"": false, ""fade_rr"": 3.0, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.03, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.5, ""sweep_min_fraction"": 0.03, ""trade_london"": true, ""trade_new_york"": false, ""use_regime_filter"": false, ""volume_factor"": 0.0}",63,14.285714285714285,1.743154416881338,12.0,2.9701000000000044,15,0.0,0.0,-3.0,2.970100000000002,2.4122224051912466
"{""breakout_fraction"": 0.06, ""distribution_rr"": 3.0, ""enable_distribution"": true, ""enable_fade"": false, ""fade_rr"": 3.0, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.03, ""stop_buffer_fraction"": 0.07, ""sweep_max_fraction"": 0.5, ""sweep_min_fraction"": 0.03, ""trade_london"": true, ""trade_new_york"": false, ""use_regime_filter"": false, ""volume_factor"": 0.0}",56,12.5,1.2798326811565253,5.0,3.9972691655800334,15,0.0,0.0,-2.0,1.9899999999999978,1.628659046891192
"{""breakout_fraction"": 0.06, ""distribution_rr"": 3.0, ""enable_distribution"": true, ""enable_fade"": false, ""fade_rr"": 3.0, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.03, ""stop_buffer_fraction"": 0.07, ""sweep_max_fraction"": 0.5, ""sweep_min_fraction"": 0.0, ""trade_london"": true, ""trade_new_york"": false, ""use_regime_filter"": false, ""volume_factor"": 0.0}",56,12.5,1.2798326811565253,5.0,3.9972691655800334,15,0.0,0.0,-2.0,1.9899999999999978,1.628659046891192
"{""breakout_fraction"": 0.03, ""distribution_rr"": 3.0, ""enable_distribution"": true, ""enable_fade"": false, ""fade_rr"": 3.0, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.03, ""stop_buffer_fraction"": 0.07, ""sweep_max_fraction"": 0.5, ""sweep_min_fraction"": 0.0, ""trade_london"": true, ""trade_new_york"": false, ""use_regime_filter"": false, ""volume_factor"": 0.0}",63,12.698412698412698,1.3754670312569273,7.0,3.9403990000000046,15,0.0,0.0,-3.0,2.970100000000002,1.3902374458471876
"{""breakout_fraction"": 0.03, ""distribution_rr"": 3.0, ""enable_distribution"": true, ""enable_fade"": false, ""fade_rr"": 3.0, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.03, ""stop_buffer_fraction"": 0.07, ""sweep_max_fraction"": 0.5, ""sweep_min_fraction"": 0.03, ""trade_london"": true, ""trade_new_york"": false, ""use_regime_filter"": false, ""volume_factor"": 0.0}",63,12.698412698412698,1.3754670312569273,7.0,3.9403990000000046,15,0.0,0.0,-3.0,2.970100000000002,1.3902374458471876
"{""breakout_fraction"": 0.03, ""distribution_rr"": 3.0, ""enable_distribution"": true, ""enable_fade"": false, ""fade_rr"": 3.0, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.03, ""stop_buffer_fraction"": 0.07, ""sweep_max_fraction"": 0.5, ""sweep_min_fraction"": 0.03, ""trade_london"": true, ""trade_new_york"": false, ""use_regime_filter"": false, ""volume_factor"": 1.0}",47,14.893617021276595,1.3562679467604228,6.0,5.9077235091849944,13,0.0,0.0,-3.0,2.970100000000002,1.1185030568504666
"{""breakout_fraction"": 0.03, ""distribution_rr"": 3.0, ""enable_distribution"": true, ""enable_fade"": false, ""fade_rr"": 3.0, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.03, ""stop_buffer_fraction"": 0.07, ""sweep_max_fraction"": 0.5, ""sweep_min_fraction"": 0.0, ""trade_london"": true, ""trade_new_york"": false, ""use_regime_filter"": false, ""volume_factor"": 1.0}",47,14.893617021276595,1.3562679467604228,6.0,5.9077235091849944,13,0.0,0.0,-3.0,2.970100000000002,1.1185030568504666
"{""breakout_fraction"": 0.03, ""distribution_rr"": 2.0, ""enable_distribution"": true, ""enable_fade"": false, ""fade_rr"": 2.0, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.03, ""stop_buffer_fraction"": 0.07, ""sweep_max_fraction"": 0.5, ""sweep_min_fraction"": 0.03, ""trade_london"": true, ""trade_new_york"": false, ""use_regime_filter"": false, ""volume_factor"": 1.0}",47,21.27659574468085,1.3004824316821046,5.0,6.821240756668617,13,0.0,0.0,-3.0,2.970100000000002,0.8974263770856061
"{""breakout_fraction"": 0.03, ""distribution_rr"": 2.0, ""enable_distribution"": true, ""enable_fade"": false, ""fade_rr"": 2.0, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.03, ""stop_buffer_fraction"": 0.07, ""sweep_max_fraction"": 0.5, ""sweep_min_fraction"": 0.0, ""trade_london"": true, ""trade_new_york"": false, ""use_regime_filter"": false, ""volume_factor"": 1.0}",47,21.27659574468085,1.3004824316821046,5.0,6.821240756668617,13,0.0,0.0,-3.0,2.970100000000002,0.8974263770856061
"{""breakout_fraction"": 0.06, ""distribution_rr"": 2.0, ""enable_distribution"": true, ""enable_fade"": false, ""fade_rr"": 2.0, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.03, ""stop_buffer_fraction"": 0.07, ""sweep_max_fraction"": 0.5, ""sweep_min_fraction"": 0.03, ""trade_london"": true, ""trade_new_york"": false, ""use_regime_filter"": false, ""volume_factor"": 1.0}",37,18.91891891891892,1.1430480934633298,2.0,7.725530557208018,11,0.0,0.0,-3.0,2.970100000000002,0.12860818486478465
"{""breakout_fraction"": 0.06, ""distribution_rr"": 2.0, ""enable_distribution"": true, ""enable_fade"": false, ""fade_rr"": 2.0, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.03, ""stop_buffer_fraction"": 0.07, ""sweep_max_fraction"": 0.5, ""sweep_min_fraction"": 0.0, ""trade_london"": true, ""trade_new_york"": false, ""use_regime_filter"": false, ""volume_factor"": 1.0}",37,18.91891891891892,1.1430480934633298,2.0,7.725530557208018,11,0.0,0.0,-3.0,2.970100000000002,0.12860818486478465
