symbol,session_date,phase,side,signal_time,entry_time,exit_time,entry,initial_stop,final_stop,target,exit_price,initial_risk,pnl_r,mae_r,exit_reason,stop_locked,asia_high,asia_low,asia_range,liquidity_level
XAUUSD..,2025-07-31,london_distribution,buy,2025-07-31T10:05:00+00:00,2025-07-31T10:05:00+00:00,2025-07-31T10:15:00+00:00,3299.7,3297.2893000000004,3299.7,3306.932099999998,3299.7,2.4106999999994514,0.0,0.41896544572115707,locked_stop,True,3298.54,3273.85,24.690000000000055,3298.54
XAUUSD..,2025-08-05,london_distribution,sell,2025-08-05T08:45:00+00:00,2025-08-05T08:45:00+00:00,2025-08-05T08:49:00+00:00,3370.52,3372.3322999999996,3372.3322999999996,3365.083100000001,3372.3322999999996,1.8122999999995955,-1.0,1.042873696408042,stop,False,3382.36,3370.95,11.41000000000031,3370.95
XAUUSD..,2025-08-06,london_distribution,sell,2025-08-06T08:40:00+00:00,2025-08-06T08:40:00+00:00,2025-08-06T08:47:00+00:00,3371.95,3373.1218,3371.95,3368.4345999999996,3371.95,1.1718000000000757,0.0,0.8875234681685411,locked_stop,True,3385.24,3372.18,13.059999999999945,3372.18
XAUUSD..,2025-08-07,london_distribution,buy,2025-08-07T09:50:00+00:00,2025-08-07T09:50:00+00:00,2025-08-07T10:27:00+00:00,3385.77,3383.3453999999997,3385.77,3393.043800000001,3393.043800000001,2.4246000000002823,3.0,0.21034397426367407,target,True,3384.03,3365.21,18.820000000000164,3384.03
XAUUSD..,2025-08-11,london_distribution,sell,2025-08-11T10:35:00+00:00,2025-08-11T10:35:00+00:00,2025-08-11T11:00:00+00:00,3362.06,3368.8108,3362.06,3341.807599999999,3362.06,6.750800000000254,0.0,0.26663506547373855,locked_stop,True,3405.05,3367.69,37.36000000000013,3367.69
XAUUSD..,2025-08-13,london_distribution,buy,2025-08-13T09:40:00+00:00,2025-08-13T09:40:00+00:00,2025-08-13T10:15:00+00:00,3356.43,3353.3307999999997,3356.43,3365.7276,3356.43,3.09920000000011,0.0,0.8227929788331301,locked_stop,True,3354.25,3342.61,11.639999999999873,3354.25
XAUUSD..,2025-08-15,london_distribution,buy,2025-08-15T08:45:00+00:00,2025-08-15T08:45:00+00:00,2025-08-15T08:50:00+00:00,3347.06,3344.1668,3344.1668,3355.7396,3344.1668,2.893199999999979,-1.0,1.0058067192036069,stop,False,3346.62,3332.18,14.440000000000055,3346.62
XAUUSD..,2025-08-20,london_distribution,buy,2025-08-20T09:00:00+00:00,2025-08-20T09:00:00+00:00,2025-08-20T09:23:00+00:00,3323.64,3320.6359,3323.64,3332.652299999999,3323.64,3.004099999999653,0.0,0.3861389434439561,locked_stop,True,3320.92,3311.45,9.470000000000255,3320.92
XAUUSD..,2025-08-21,london_distribution,sell,2025-08-21T09:45:00+00:00,2025-08-21T09:45:00+00:00,2025-08-21T10:00:00+00:00,3337.37,3338.3057,3337.37,3334.5629,3337.37,0.9356999999999971,0.0,0.26717965159773516,locked_stop,True,3352.06,3337.87,14.190000000000055,3337.87
XAUUSD..,2025-08-22,london_distribution,sell,2025-08-22T10:50:00+00:00,2025-08-22T10:50:00+00:00,2025-08-22T11:00:00+00:00,3326.85,3328.6395,3328.6395,3321.481499999999,3328.6395,1.7895000000003165,-1.0,1.1679240011175054,stop,False,3340.55,3327.9,12.650000000000091,3327.9
