id,label,symbol,timeframe,return_pct,equity_dd_pct,balance_dd_pct,profit_factor,win_rate_pct,wins,losses,trades,net,history_quality,score
us30-r12,US30 M1 execution,US30,M1,5.0785,5.5,4.02,1.24,46.15,18,21,39,507.85,98%,4.359836555403346
us30-r08,US30 relaxed no break even,US30,M5,3.1127999999999996,5.68,3.97,1.23,37.5,9,15,24,311.28,98%,0.15117602608953096
us30-r02,US30 prior day plus Asia relaxed,US30,M5,1.8144999999999998,6.44,4.79,1.17,40.91,9,13,22,181.45,98%,-2.254667010474951
us30-r09,US30 relaxed ATR trail,US30,M5,0.1433,4.69,4.27,1.01,44.0,11,14,25,14.33,98%,-3.4594133581349857
us30-r03,US30 prior day plus H1 relaxed,US30,M5,0.6313,3.83,2.58,1.07,47.37,9,10,19,63.13,98%,-3.4747042715990073
us30-r06,US30 relaxed two R,US30,M5,-0.18960000000000002,4.69,4.27,0.98,44.0,11,14,25,-18.96,98%,-4.038360406508527
us30-r07,US30 relaxed three R,US30,M5,-0.21889999999999998,4.69,4.27,0.98,44.0,11,14,25,-21.89,98%,-4.062777073175194
us30-r01,US30 relaxed composite,US30,M5,-0.6784999999999999,4.69,4.27,0.95,44.0,11,14,25,-67.85,98%,-4.756682943875505
us30-r04,US30 wide SNR zone,US30,M5,-0.6784999999999999,4.69,4.27,0.95,44.0,11,14,25,-67.85,98%,-4.756682943875505
us30-r11,US30 relaxed short only,US30,M5,-1.4538999999999997,4.54,3.03,0.76,40.0,4,6,10,-145.39,98%,-7.823714049473708
us30-r05,US30 clean displacement,US30,M5,-3.3299000000000003,4.06,3.79,0.58,30.77,4,9,13,-332.99,98%,-9.864471312296695
us30-r10,US30 relaxed long only,US30,M5,-3.2727,5.88,5.73,0.68,38.1,8,13,21,-327.27,98%,-10.40005483882067
us30-r13,US30 M15 execution,US30,M15,-7.3831,8.33,7.41,0.16,13.33,2,13,15,-738.31,98%,-19.8471774746046
us30-r14,US30 narrow session relaxed,US30,M5,-7.0952,7.77,7.17,0.04,43.75,7,9,16,-709.52,98%,-20.30424263957824
us100-r12,US100 M1 execution,USTEC,M1,11.328199999999999,5.52,4.2,1.54,52.38,22,20,42,1132.82,98%,13.197588997106454
us100-r11,US100 relaxed short only,USTEC,M5,1.6078999999999999,4.18,2.77,1.25,50.0,8,8,16,160.79,98%,-2.785267938255724
us100-r08,US100 relaxed no break even,USTEC,M5,0.8122,9.59,7.6,1.04,40.62,13,19,32,81.22,98%,-4.4711514421606235
us100-r14,US100 narrow session relaxed,USTEC,M5,-0.34090000000000004,6.34,5.43,0.96,52.63,10,9,19,-34.09,98%,-5.8686838250206055
us100-r09,US100 relaxed ATR trail,USTEC,M5,-0.7520999999999999,8.64,6.66,0.95,50.0,16,16,32,-75.21,98%,-6.551619532650607
us100-r05,US100 clean displacement,USTEC,M5,-1.1395,5.1,4.7,0.87,50.0,9,9,18,-113.95,98%,-6.722386884801255
us100-r01,US100 relaxed composite,USTEC,M5,-1.4143000000000001,8.63,6.66,0.91,50.0,16,16,32,-141.43,98%,-7.724028153654896
us100-r04,US100 wide SNR zone,USTEC,M5,-1.4143000000000001,8.63,6.66,0.91,50.0,16,16,32,-141.43,98%,-7.724028153654896
us100-r13,US100 M15 execution,USTEC,M15,-1.9441,3.32,2.31,0.64,46.15,6,7,13,-194.41,98%,-8.559669600334448
us100-r07,US100 relaxed three R,USTEC,M5,-3.0025,8.63,6.65,0.8,50.0,16,16,32,-300.25,98%,-10.858222615770517
us100-r03,US100 prior day plus H1 relaxed,USTEC,M5,-2.9786,8.79,7.78,0.75,45.83,11,13,24,-297.86,98%,-10.963827895537097
us100-r06,US100 relaxed two R,USTEC,M5,-3.3253,8.63,6.66,0.78,50.0,16,16,32,-332.53,98%,-11.484836311581994
us100-r02,US100 prior day plus Asia relaxed,USTEC,M5,-5.044,6.88,5.48,0.52,40.91,9,13,22,-504.4,98%,-14.614019579845309
us100-r10,US100 relaxed long only,USTEC,M5,-6.3555,8.31,6.79,0.48,36.36,8,14,22,-635.55,98%,-16.909362074039098
