slug,selection_score,opening_minutes,direction,gap_mode,minimum_opening_efficiency,minimum_breakout_relative_volume,stop_mode,reward_risk,maximum_retest_bars,minimum_opening_relative_volume,minimum_range_daily_atr,maximum_range_daily_atr,breakout_body_minimum,breakout_buffer_daily_atr,maximum_pre_retest_excursion_range,retest_tolerance_range,break_even_at_r,train_trades,train_wins,train_win_rate_pct,train_profit_factor,train_return_pct,train_maximum_drawdown_pct,train_final_balance,train_gross_profit,train_gross_loss,validation_trades,validation_wins,validation_win_rate_pct,validation_profit_factor,validation_return_pct,validation_maximum_drawdown_pct,validation_final_balance,validation_gross_profit,validation_gross_loss,locked_trades,locked_wins,locked_win_rate_pct,locked_profit_factor,locked_return_pct,locked_maximum_drawdown_pct,locked_final_balance,locked_gross_profit,locked_gross_loss
or5-both-not_against-eff025-bv11-retest-rr2,-1000000000.0,5,both,not_against,0.25,1.1,retest,2.0,3,0.8,0.05,0.35,0.55,0.015,0.6,0.12,1.0,12,3,25.0,0.7157630278623576,-2.2723742920576107,6.701703612185765,9772.762570794239,572.2272832726678,-799.4647124784267,10,3,30.0,0.8712842008461452,-0.8374748031598211,3.2160067645766786,9916.252519684018,566.8912203448249,-650.6387006608063,3,1,33.33333333333333,0.9500159043447718,-0.10390104561093239,2.0384276308175076,9989.609895438907,197.47810681478592,-207.86821137587904
or5-both-not_against-eff025-bv11-midpoint-rr15,-1000000000.0,5,both,not_against,0.25,1.1,midpoint,1.5,3,0.8,0.05,0.35,0.55,0.015,0.6,0.12,1.0,12,5,41.66666666666667,1.2488308955243672,1.4603523368941218,3.1312977252411063,10146.035233689412,732.9206901021703,-586.885456412757,10,3,30.0,0.680472072869026,-1.9929961306479171,3.137332612414375,9800.700386935208,424.4318236652983,-623.7314367300874,3,1,33.33333333333333,0.7202203782499594,-0.5772040590469651,2.0328613066282015,9942.279594095304,148.58627770453782,-206.30668360923482
or5-both-not_against-eff025-bv11-midpoint-rr2,-1000000000.0,5,both,not_against,0.25,1.1,midpoint,2.0,3,0.8,0.05,0.35,0.55,0.015,0.6,0.12,1.0,12,4,33.33333333333333,1.1970369337692708,1.181250823273694,4.564117921388783,10118.12508232737,717.6323933053818,-599.5073109780134,10,3,30.0,0.9145197755725929,-0.5366733000946033,3.137332612414375,9946.33266999054,574.1659538752295,-627.8332838846887,3,1,33.33333333333333,0.689053298804361,-0.641091606613442,2.032861306628205,9935.890839338655,142.06495347086522,-206.1741141322087
or5-both-not_against-eff025-bv11-opposite-rr15,-1000000000.0,5,both,not_against,0.25,1.1,opposite,1.5,3,0.8,0.05,0.35,0.55,0.015,0.6,0.12,1.0,12,6,50.0,2.2242284681771403,4.446583065513887,2.3676739170332075,10444.65830655139,807.8734400905382,-363.21513353914963,10,2,20.0,0.3995623222342552,-4.251243933406479,4.251243933406477,9574.875606659352,282.8997848264421,-708.024178167089,3,2,66.66666666666666,2.1448879833229637,1.1882088825312165,1.0152388499239964,10118.820888253122,222.60474307903246,-103.78385482591146
or5-both-not_against-eff025-bv11-opposite-rr2,-1000000000.0,5,both,not_against,0.25,1.1,opposite,2.0,3,0.8,0.05,0.35,0.55,0.015,0.6,0.12,1.0,12,6,50.0,2.45555453475406,5.333924033433779,2.3676739170332057,10533.392403343378,899.8454565321398,-366.4530531887639,10,2,20.0,0.5347953281626603,-3.305315011668497,4.051555139329175,9669.46849883315,379.9761982967134,-710.5076994635638,3,2,66.66666666666666,2.1448879833229637,1.1882088825312165,1.0152388499239964,10118.820888253122,222.60474307903246,-103.78385482591146
or5-long-any-eff0-bv08-retest-rr15,-1000000000.0,5,long,any,0.0,0.8,retest,1.5,3,0.8,0.05,0.35,0.55,0.015,0.6,0.12,1.0,42,16,38.095238095238095,1.011237999476947,0.24280269798269138,9.211642075111108,10024.28026979827,2184.831162159019,-2160.5508923607517,14,5,35.714285714285715,0.8030219017587661,-1.7039964400209495,4.045118034917071,9829.600355997905,694.6693434820276,-865.0689874841191,11,8,72.72727272727273,3.5692608887833206,8.721363682680394,2.1083621514586093,10872.136368268038,1211.5866639058017,-339.4502956377627
or5-long-any-eff0-bv08-retest-rr2,-1000000000.0,5,long,any,0.0,0.8,retest,2.0,3,0.8,0.05,0.35,0.55,0.015,0.6,0.12,1.0,42,12,28.57142857142857,0.9785509792191482,-0.4783114839358449,9.441359101741455,9952.168851606415,2182.1610215188466,-2229.992169912435,14,5,35.714285714285715,1.084920386069362,0.743129480928939,3.572083273903685,10074.312948092895,949.4025647627269,-875.0896166698346,11,7,63.63636363636363,4.127045891803337,10.864530696410668,2.108362151458615,11086.453069641067,1433.8905896624046,-347.4375200213385
or5-long-any-eff0-bv08-midpoint-rr15,-1000000000.0,5,long,any,0.0,0.8,midpoint,1.5,3,0.8,0.05,0.35,0.55,0.015,0.6,0.12,1.0,42,14,33.33333333333333,0.9565498458937547,-0.9141062678911349,8.451035227838485,9908.589373210887,2012.393805425122,-2103.8044322142323,14,3,21.428571428571427,0.5013858248862902,-4.10033329330034,5.480555876554772,9589.966670669966,412.3125841942382,-822.3459135242742,11,6,54.54545454545454,2.500058724756958,4.908149191826072,2.0550025997079904,10490.814919182607,818.0120555894644,-327.1971364068606
or5-long-any-eff0-bv08-midpoint-rr2,-1000000000.0,5,long,any,0.0,0.8,midpoint,2.0,3,0.8,0.05,0.35,0.55,0.015,0.6,0.12,1.0,42,12,28.57142857142857,0.9170462468553207,-1.7460508932405139,8.687020061648727,9825.394910675948,1930.243488407196,-2104.848577731243,14,2,14.285714285714285,0.44550842194058765,-4.584100016162573,5.232766073983221,9541.589998383743,368.31130445043243,-826.7213060666895,11,5,45.45454545454545,2.463114188552963,4.825412631128567,2.05500259970799,10482.541263112857,812.3455031975599,-329.804240084703
or5-long-any-eff0-bv08-opposite-rr15,-1000000000.0,5,long,any,0.0,0.8,opposite,1.5,3,0.8,0.05,0.35,0.55,0.015,0.6,0.12,1.0,42,14,33.33333333333333,0.6658005814609629,-6.994700287444944,9.540155380031184,9300.529971255506,1393.501981207678,-2092.9720099521746,14,3,21.428571428571427,0.3149909699290149,-6.22475974704545,6.6359809453371,9377.524025295455,286.23609678455665,-908.7120714891023,11,8,72.72727272727273,3.234645293166095,5.630405431211494,1.0170088275815203,10563.04054312115,815.0002366094196,-251.95969348827467
or5-long-any-eff0-bv08-opposite-rr2,-1000000000.0,5,long,any,0.0,0.8,opposite,2.0,3,0.8,0.05,0.35,0.55,0.015,0.6,0.12,1.0,42,12,28.57142857142857,0.5787761801315123,-8.802504810361366,11.448898820062494,9119.749518963863,1209.4947791226127,-2089.7452601587465,14,3,21.428571428571427,0.31692012989249957,-6.192140737458251,6.213959196658362,9380.785926254175,287.2891052285094,-906.503178974333,11,8,72.72727272727273,3.827513060177706,7.199452268506201,1.0170088275815217,10719.94522685062,974.566588990453,-254.62136213983428
or5-long-any-eff0-bv11-retest-rr15,-1000000000.0,5,long,any,0.0,1.1,retest,1.5,3,0.8,0.05,0.35,0.55,0.015,0.6,0.12,1.0,10,3,30.0,0.9077627372368209,-0.43189633098449365,2.410059834413126,9956.81036690155,425.05532349074997,-468.24495658920154,9,4,44.44444444444444,1.3026841962818707,1.3195687975340764,2.1122072846936377,10131.956879753407,567.9125106530304,-435.9556308996223,4,3,75.0,4.167190464041714,3.3916658762624508,1.0251284692992995,10339.166587626245,446.25411250892193,-107.08752488267713
or5-long-any-eff0-bv11-retest-rr2,-1000000000.0,5,long,any,0.0,1.1,retest,2.0,3,0.8,0.05,0.35,0.55,0.015,0.6,0.12,1.0,10,2,20.0,0.8030490110689918,-0.9345576180749049,2.7805991400057515,9906.54423819251,381.0570208636897,-474.5127826711839,9,4,44.44444444444444,1.7541572658746223,3.332633087200243,2.1122072846936364,10333.263308720025,775.1649170450797,-441.9016083250567,4,2,50.0,3.6113719384731935,2.8696122663183665,1.0251284692992941,10286.961226631836,396.85029390871557,-109.88906727687952
or5-long-any-eff0-bv11-midpoint-rr15,-1000000000.0,5,long,any,0.0,1.1,midpoint,1.5,3,0.8,0.05,0.35,0.55,0.015,0.6,0.12,1.0,10,2,20.0,0.6781900092878513,-1.3939637572277785,3.0883866545694962,9860.603624277222,293.76722934212694,-433.1636050649048,9,2,22.22222222222222,0.6664583253004059,-1.415088693198363,2.160967807281104,9858.491130680164,282.7525650190237,-424.26143433885835,4,3,75.0,4.23181105263524,3.439925746481176,1.0185183470523413,10343.992574648117,450.4321433746409,-106.43956872652598
or5-long-any-eff0-bv11-midpoint-rr2,-1000000000.0,5,long,any,0.0,1.1,midpoint,2.0,3,0.8,0.05,0.35,0.55,0.015,0.6,0.12,1.0,10,2,20.0,0.9039007700410852,-0.419770103330086,3.0883866545695025,9958.022989666992,394.8320083339757,-436.8090186669819,9,2,22.22222222222222,0.8966059713795189,-0.4407880744770942,2.160967807281104,9955.92119255229,382.2398884753035,-426.3186959230137,4,2,50.0,3.17153806365739,2.3471598714039033,1.0185183470523334,10234.715987140391,342.8034257483405,-108.08743860794866
or5-long-any-eff0-bv11-opposite-rr15,-1000000000.0,5,long,any,0.0,1.1,opposite,1.5,3,0.8,0.05,0.35,0.55,0.015,0.6,0.12,1.0,10,4,40.0,1.0987626764232687,0.5180952921138626,2.6422219486357434,10051.809529211387,576.3956490665081,-524.5861198551189,9,2,22.22222222222222,0.23504032367098,-4.642575088281697,4.6647539558224524,9535.74249117183,142.6470420837212,-606.9045509118893,4,4,100.0,99.0,4.372371830730182,0.0,10437.237183073017,437.2371830730168,-0.0
or5-long-any-eff0-bv11-opposite-rr2,-1000000000.0,5,long,any,0.0,1.1,opposite,2.0,3,0.8,0.05,0.35,0.55,0.015,0.6,0.12,1.0,10,3,30.0,0.7889876055065614,-1.103462020106194,4.081296070363891,9889.65379798938,412.59086183115994,-522.9370638417827,9,2,22.22222222222222,0.3135909691814724,-4.172665642216056,4.194953804438046,9582.733435778395,190.6312714522994,-607.8978356739052,4,4,100.0,99.0,4.886588877141618,0.0,10488.658887714162,488.6588877141619,-0.0
or5-long-any-eff025-bv08-retest-rr15,-1000000000.0,5,long,any,0.25,0.8,retest,1.5,3,0.8,0.05,0.35,0.55,0.015,0.6,0.12,1.0,34,13,38.23529411764706,1.0388415944105838,0.6659409093659585,7.3435665476522765,10066.594090936596,1781.0986561367167,-1714.5045652001193,12,5,41.66666666666667,1.0784562825597948,0.5132629912809161,2.229347308684044,10051.326299128092,705.5288365600416,-654.2025374319461,10,7,70.0,3.135188550604798,7.176877432409867,2.108362151458595,10717.687743240987,1053.811568482414,-336.1238252414283
or5-long-any-eff025-bv08-retest-rr2,-1000000000.0,5,long,any,0.25,0.8,retest,2.0,3,0.8,0.05,0.35,0.55,0.015,0.6,0.12,1.0,34,9,26.47058823529412,0.9133169759864793,-1.5227816771402836,7.869281751240925,9847.721832285972,1604.4460519010925,-1756.7242196151235,12,5,41.66666666666667,1.455007195884447,3.0155886439726665,2.22934730868404,10301.558864397266,964.3151177595767,-662.7562533623098,10,6,60.0,3.552868608422974,8.753555740807606,2.1083621514586053,10875.35557408076,1218.2465365034218,-342.8909624226632
or5-long-any-eff025-bv08-midpoint-rr15,-1000000000.0,5,long,any,0.25,0.8,midpoint,1.5,3,0.8,0.05,0.35,0.55,0.015,0.6,0.12,1.0,34,11,32.35294117647059,0.9526075626600212,-0.7841762977814914,6.738786695506302,9921.582370221851,1576.2267434496644,-1654.644373227812,12,3,25.0,0.6735538050151921,-2.0412308753392616,3.4510888030750904,9795.876912466074,421.16552256436523,-625.2886100982917,10,5,50.0,2.047946930439157,3.3955955682781758,2.0821997222471627,10339.559556827817,663.58317573905,-324.02361891123456
or5-long-any-eff025-bv08-midpoint-rr2,-1000000000.0,5,long,any,0.25,0.8,midpoint,2.0,3,0.8,0.05,0.35,0.55,0.015,0.6,0.12,1.0,34,9,26.47058823529412,0.8907750757434295,-1.8109754522402044,7.435526619231022,9818.90245477598,1476.9264493600265,-1658.0239945840453,12,2,16.666666666666664,0.5974032936737579,-2.5353847586888856,3.1979786005569624,9746.461524131111,376.2194726808368,-629.7579485497286,10,4,40.0,1.8623103521330724,2.8074260915329052,2.0821997222471476,10280.74260915329,606.3128733381362,-325.5702641848451
or5-long-any-eff025-bv08-opposite-rr15,-1000000000.0,5,long,any,0.25,0.8,opposite,1.5,3,0.8,0.05,0.35,0.55,0.015,0.6,0.12,1.0,34,12,35.294117647058826,0.7668863875558276,-3.747477280339462,6.012984801928101,9625.252271966054,1232.82775460199,-1607.575482635937,12,3,25.0,0.40478090139678957,-4.25284597837241,4.672714371176095,9574.71540216276,289.21632935956376,-714.5009271968028,10,7,70.0,2.6345654918172534,4.092639829329903,1.0170088275815203,10409.263982932991,659.6448853696248,-250.38090243663646
or5-long-any-eff025-bv08-opposite-rr2,-1000000000.0,5,long,any,0.25,0.8,opposite,2.0,3,0.8,0.05,0.35,0.55,0.015,0.6,0.12,1.0,34,10,29.411764705882355,0.6202475485264325,-6.0812634411814726,8.447355479787827,9391.873655881853,993.2493461727562,-1601.3756902909029,12,3,25.0,0.40837156504080535,-4.219541053463038,4.241818313088425,9578.045894653696,291.25384818183704,-713.2079535281413,10,7,70.0,3.028177578386109,5.120891791702098,1.0170088275815217,10512.089179170209,764.5765277275751,-252.48734855736637
or5-long-any-eff025-bv11-retest-rr15,-1000000000.0,5,long,any,0.25,1.1,retest,1.5,3,0.8,0.05,0.35,0.55,0.015,0.6,0.12,1.0,9,3,33.33333333333333,0.9160367483698021,-0.3897109253414244,2.368712544860903,9961.028907465858,425.1735395221241,-464.1446320562703,9,4,44.44444444444444,1.3026841962818707,1.3195687975340764,2.1122072846936377,10131.956879753407,567.9125106530304,-435.9556308996223,4,3,75.0,4.167190464041714,3.3916658762624508,1.0251284692992995,10339.166587626245,446.25411250892193,-107.08752488267713
or5-long-any-eff025-bv11-retest-rr2,-1000000000.0,5,long,any,0.25,1.1,retest,2.0,3,0.8,0.05,0.35,0.55,0.015,0.6,0.12,1.0,9,2,22.22222222222222,0.8102473052215319,-0.8925851819423403,2.73940884200344,9910.741481805766,381.13542429202744,-470.3939424862637,9,4,44.44444444444444,1.7541572658746223,3.332633087200243,2.1122072846936364,10333.263308720025,775.1649170450797,-441.9016083250567,4,2,50.0,3.6113719384731935,2.8696122663183665,1.0251284692992941,10286.961226631836,396.85029390871557,-109.88906727687952
or5-long-any-eff025-bv11-midpoint-rr15,-1000000000.0,5,long,any,0.25,1.1,midpoint,1.5,3,0.8,0.05,0.35,0.55,0.015,0.6,0.12,1.0,9,2,22.22222222222222,0.6864543577759354,-1.3421680717424223,3.0883866545694882,9865.783192825758,293.84465852563187,-428.0614656998729,9,2,22.22222222222222,0.6664583253004059,-1.415088693198363,2.160967807281104,9858.491130680164,282.7525650190237,-424.26143433885835,4,3,75.0,4.23181105263524,3.439925746481176,1.0185183470523413,10343.992574648117,450.4321433746409,-106.43956872652598
or5-long-any-eff025-bv11-midpoint-rr2,-1000000000.0,5,long,any,0.25,1.1,midpoint,2.0,3,0.8,0.05,0.35,0.55,0.015,0.6,0.12,1.0,9,2,22.22222222222222,0.9148766400990213,-0.36746269432327283,3.0883866545695016,9963.253730567672,394.9362848638553,-431.68255429618307,9,2,22.22222222222222,0.8966059713795189,-0.4407880744770942,2.160967807281104,9955.92119255229,382.2398884753035,-426.3186959230137,4,2,50.0,3.17153806365739,2.3471598714039033,1.0185183470523334,10234.715987140391,342.8034257483405,-108.08743860794866
or5-long-any-eff025-bv11-opposite-rr15,-1000000000.0,5,long,any,0.25,1.1,opposite,1.5,3,0.8,0.05,0.35,0.55,0.015,0.6,0.12,1.0,9,4,44.44444444444444,1.3708029881513824,1.5633629910273283,2.066136864810806,10156.336299102733,577.9518310652342,-421.61553196250327,9,2,22.22222222222222,0.23504032367098,-4.642575088281697,4.6647539558224524,9535.74249117183,142.6470420837212,-606.9045509118893,4,4,100.0,99.0,4.372371830730182,0.0,10437.237183073017,437.2371830730168,-0.0
or5-long-any-eff025-bv11-opposite-rr2,-1000000000.0,5,long,any,0.25,1.1,opposite,2.0,3,0.8,0.05,0.35,0.55,0.015,0.6,0.12,1.0,9,3,33.33333333333333,0.9821334931294722,-0.07505657346166261,3.0838565282802506,9992.494342653834,412.59086183115994,-420.09651917732646,9,2,22.22222222222222,0.3135909691814724,-4.172665642216056,4.194953804438046,9582.733435778395,190.6312714522994,-607.8978356739052,4,4,100.0,99.0,4.886588877141618,0.0,10488.658887714162,488.6588877141619,-0.0
or5-long-not_against-eff0-bv08-retest-rr15,-1000000000.0,5,long,not_against,0.0,0.8,retest,1.5,3,0.8,0.05,0.35,0.55,0.015,0.6,0.12,1.0,24,9,37.5,0.9073493582501302,-1.2710691311651479,8.605894579261797,9872.893086883485,1244.7876654409492,-1371.8945785574656,8,3,37.5,0.9457867107842084,-0.2372455676146079,2.229347308684046,9976.275443238539,413.89059451684864,-437.61515127831217,7,6,85.71428571428571,8.082759258969162,7.916705845130978,1.0251284692992906,10791.670584513098,903.4449023413606,-111.77431782826375
or5-long-not_against-eff0-bv08-retest-rr2,-1000000000.0,5,long,not_against,0.0,0.8,retest,2.0,3,0.8,0.05,0.35,0.55,0.015,0.6,0.12,1.0,24,8,33.33333333333333,1.0358157453359293,0.5037952829499481,8.154999223978932,10050.379528294994,1457.0102663256932,-1406.6307380306955,8,3,37.5,1.2832861498527954,1.2458043811569564,2.229347308684046,10124.580438115696,564.3493367379191,-439.7688986222247,7,6,85.71428571428571,10.68328369012394,11.14744925131015,1.0251284692992957,11114.744925131015,1229.8654731603933,-115.12054802937891
or5-long-not_against-eff0-bv08-midpoint-rr15,-1000000000.0,5,long,not_against,0.0,0.8,midpoint,1.5,3,0.8,0.05,0.35,0.55,0.015,0.6,0.12,1.0,24,9,37.5,0.9846894191515418,-0.19900514262110036,7.1884247336603355,9980.09948573789,1279.8878124566822,-1299.7883267187924,8,2,25.0,0.5382024342545483,-2.4013894015162074,3.1583450308877032,9759.86105984838,279.87016765729567,-520.0091078089183,7,4,57.14285714285714,4.597550052316971,4.021310477634432,1.0360708226632167,10402.131047763443,513.9101868763136,-111.77913911286828
or5-long-not_against-eff0-bv08-midpoint-rr2,-1000000000.0,5,long,not_against,0.0,0.8,midpoint,2.0,3,0.8,0.05,0.35,0.55,0.015,0.6,0.12,1.0,24,7,29.166666666666668,0.8850212459560319,-1.494807478277893,7.636107873864539,9850.519252172211,1150.5920271009638,-1300.0727749287564,8,2,25.0,0.7247582160811449,-1.4368362520336464,3.1583450308877032,9856.316374796636,378.3433111055657,-522.0269363089302,7,4,57.14285714285714,5.416382554388283,4.9815353970503295,1.0360708226632134,10498.153539705034,610.9502763034176,-112.79673659838402
or5-long-not_against-eff0-bv08-opposite-rr15,-1000000000.0,5,long,not_against,0.0,0.8,opposite,1.5,3,0.8,0.05,0.35,0.55,0.015,0.6,0.12,1.0,24,7,29.166666666666668,0.4869345927282912,-6.024560471475693,9.530133684412059,9397.543952852431,571.7724987822896,-1174.2285459298594,8,2,25.0,0.5611135174599573,-2.268062372193147,3.6745185361820227,9773.193762780686,289.97030123017316,-516.7765384494882,7,6,85.71428571428571,5.695342148071253,4.910028218957563,1.017008827581515,10491.002821895756,595.5751419549979,-104.57232005924199
or5-long-not_against-eff0-bv08-opposite-rr2,-1000000000.0,5,long,not_against,0.0,0.8,opposite,2.0,3,0.8,0.05,0.35,0.55,0.015,0.6,0.12,1.0,24,7,29.166666666666668,0.45024289712021986,-6.454910526794233,10.09714309018572,9354.508947320577,528.6475792694168,-1174.138631948839,8,2,25.0,0.5665665969250113,-2.2340670552858266,3.199838628680612,9776.593294471417,292.02820083448563,-515.4349063630685,7,6,85.71428571428571,6.65852135482521,5.946402576503984,1.0170088275815152,10594.640257650399,699.7278274168976,-105.08756976649599
or5-long-not_against-eff0-bv11-retest-rr15,-1000000000.0,5,long,not_against,0.0,1.1,retest,1.5,3,0.8,0.05,0.35,0.55,0.015,0.6,0.12,1.0,4,2,50.0,1.3074011128183454,0.6649736794524408,1.08593280054997,10066.497367945245,282.8185365173956,-216.3211685721514,7,3,42.857142857142854,1.285241337452649,0.9293134520715451,1.0930219594789512,10092.931345207155,418.7303546953242,-325.7990094881702,2,1,50.0,1.4177221877203379,0.4345341982591622,1.0251284692992861,10043.453419825915,147.47810681478592,-104.02468698887125
or5-long-not_against-eff0-bv11-retest-rr2,-1000000000.0,5,long,not_against,0.0,1.1,retest,2.0,3,0.8,0.05,0.35,0.55,0.015,0.6,0.12,1.0,4,2,50.0,1.7617973763226835,1.6600581925608537,1.0859328005499698,10166.005819256086,383.9191705167899,-217.91335126070302,7,3,42.857142857142854,1.7408136006605313,2.429705196428311,1.093021959478966,10242.970519642831,570.9484609578875,-327.97794131505395,2,1,50.0,1.8890692504678497,0.9294085559126586,1.0251284692992917,10092.940855591265,197.47810681478592,-104.5372512235209
or5-long-not_against-eff0-bv11-midpoint-rr15,-1000000000.0,5,long,not_against,0.0,1.1,midpoint,1.5,3,0.8,0.05,0.35,0.55,0.015,0.6,0.12,1.0,4,1,25.0,0.6893202939240801,-0.6601365571534346,2.0756666330836637,9933.986344284656,146.46773403855354,-212.48138975389736,7,2,28.57142857142857,0.6759861833115802,-1.355844988949484,2.1209096551607036,9864.415501105052,282.86833216234186,-418.4528310572884,2,1,50.0,1.4374882332033534,0.45221064499680885,1.018518347052345,10045.221064499681,148.58627770453782,-103.365213204857
or5-long-not_against-eff0-bv11-midpoint-rr2,-1000000000.0,5,long,not_against,0.0,1.1,midpoint,2.0,3,0.8,0.05,0.35,0.55,0.015,0.6,0.12,1.0,4,1,25.0,0.9200967604520477,-0.17060861754696344,2.075666633083667,9982.939138245303,196.45816264553142,-213.5190244002279,7,2,28.57142857142857,0.9094016953598274,-0.3809588731482072,2.1209096551607036,9961.904112685179,382.39638862923863,-420.4922759440579,2,1,50.0,1.3752818428826217,0.3876616114979914,1.0185183470523365,10038.766161149799,142.06495347086522,-103.29879232106626
or5-long-not_against-eff0-bv11-opposite-rr15,-1000000000.0,5,long,not_against,0.0,1.1,opposite,1.5,3,0.8,0.05,0.35,0.55,0.015,0.6,0.12,1.0,4,2,50.0,2.5763850092303464,1.71005984134458,1.0553040874556425,10171.005984134457,279.48581814274087,-108.47983400828464,7,1,14.285714285714285,0.27857203223486865,-3.6745185361820254,3.674518536182022,9632.548146381798,141.88777561257098,-509.3396292307731,2,2,100.0,99.0,2.2260474307903344,0.0,10222.604743079033,222.60474307903246,-0.0
or5-long-not_against-eff0-bv11-opposite-rr2,-1000000000.0,5,long,not_against,0.0,1.1,opposite,2.0,3,0.8,0.05,0.35,0.55,0.015,0.6,0.12,1.0,4,2,50.0,1.99499474041771,1.072603824877505,1.0553040874556532,10107.26038248775,215.06033170428645,-107.79994921653645,7,1,14.285714285714285,0.3730026316474615,-3.19983862868064,3.199838628680645,9680.016137131935,190.3593682508061,-510.34323111886715,2,2,100.0,99.0,2.2260474307903344,0.0,10222.604743079033,222.60474307903246,-0.0
or5-long-not_against-eff025-bv08-retest-rr15,-1000000000.0,5,long,not_against,0.25,0.8,retest,1.5,3,0.8,0.05,0.35,0.55,0.015,0.6,0.12,1.0,20,7,35.0,0.8441806283288116,-1.7684657227419631,6.557476318225733,9823.153427725803,958.0994256302445,-1134.945997904445,8,3,37.5,0.9457867107842084,-0.2372455676146079,2.229347308684046,9976.275443238539,413.89059451684864,-437.61515127831217,6,5,83.33333333333334,6.793498042210395,6.383650494217941,1.0251284692992864,10638.365049421795,748.5515109983373,-110.18646157654324
or5-long-not_against-eff025-bv08-retest-rr2,-1000000000.0,5,long,not_against,0.25,0.8,retest,2.0,3,0.8,0.05,0.35,0.55,0.015,0.6,0.12,1.0,20,6,30.0,0.9148998864978031,-0.9817513668333944,6.09647503460839,9901.82486331666,1055.4677040022318,-1153.6428406855707,8,3,37.5,1.2832861498527954,1.2458043811569564,2.229347308684046,10124.580438115696,564.3493367379191,-439.7688986222247,6,5,83.33333333333334,8.997170339133751,9.03108723475874,1.0251284692992986,10903.108723475874,1016.0372575920686,-112.92853411619335
or5-long-not_against-eff025-bv08-midpoint-rr15,-1000000000.0,5,long,not_against,0.25,0.8,midpoint,1.5,3,0.8,0.05,0.35,0.55,0.015,0.6,0.12,1.0,20,7,35.0,0.9161152701592764,-0.896004177245957,6.206812761032464,9910.399582275404,978.5369881504506,-1068.1374058750505,8,2,25.0,0.5382024342545483,-2.4013894015162074,3.1583450308877032,9759.86105984838,279.87016765729567,-520.0091078089183,6,3,50.0,3.287964729266061,2.5215431926216336,1.0635508796363333,10252.154319262163,362.3633255622946,-110.20900630013185
or5-long-not_against-eff025-bv08-midpoint-rr2,-1000000000.0,5,long,not_against,0.25,0.8,midpoint,2.0,3,0.8,0.05,0.35,0.55,0.015,0.6,0.12,1.0,20,5,25.0,0.8234474477637405,-1.894118792715327,6.206812761032467,9810.588120728467,883.4238111356302,-1072.8356904071647,8,2,25.0,0.7247582160811449,-1.4368362520336464,3.1583450308877032,9856.316374796636,378.3433111055657,-522.0269363089302,6,3,50.0,3.6748451600792498,2.960543349226774,1.0635508796363589,10296.054334922677,406.7352593145446,-110.68092439186557
or5-long-not_against-eff025-bv08-opposite-rr15,-1000000000.0,5,long,not_against,0.25,0.8,opposite,1.5,3,0.8,0.05,0.35,0.55,0.015,0.6,0.12,1.0,20,6,30.0,0.5484336714926961,-4.3969796052033105,7.600676384643642,9560.30203947967,534.0193712696532,-973.7173317899851,8,2,25.0,0.5611135174599573,-2.268062372193147,3.6745185361820227,9773.193762780686,289.97030123017316,-516.7765384494882,6,5,83.33333333333334,4.2348425033168935,3.3827498559809266,1.017008827581515,10338.274985598093,442.84730565733577,-104.57232005924199
or5-long-not_against-eff025-bv08-opposite-rr2,-1000000000.0,5,long,not_against,0.25,0.8,opposite,2.0,3,0.8,0.05,0.35,0.55,0.015,0.6,0.12,1.0,20,6,30.0,0.503554872725651,-4.834782985766683,8.17977844050686,9516.521701423331,490.40234203134503,-973.880640608016,8,2,25.0,0.5665665969250113,-2.2340670552858266,3.199838628680612,9776.593294471417,292.02820083448563,-515.4349063630685,6,5,83.33333333333334,4.703709497252924,3.892138301873982,1.0170088275815152,10389.213830187398,494.30139995389646,-105.08756976649599
or5-long-not_against-eff025-bv11-retest-rr15,-1000000000.0,5,long,not_against,0.25,1.1,retest,1.5,3,0.8,0.05,0.35,0.55,0.015,0.6,0.12,1.0,4,2,50.0,1.3074011128183454,0.6649736794524408,1.08593280054997,10066.497367945245,282.8185365173956,-216.3211685721514,7,3,42.857142857142854,1.285241337452649,0.9293134520715451,1.0930219594789512,10092.931345207155,418.7303546953242,-325.7990094881702,2,1,50.0,1.4177221877203379,0.4345341982591622,1.0251284692992861,10043.453419825915,147.47810681478592,-104.02468698887125
or5-long-not_against-eff025-bv11-retest-rr2,-1000000000.0,5,long,not_against,0.25,1.1,retest,2.0,3,0.8,0.05,0.35,0.55,0.015,0.6,0.12,1.0,4,2,50.0,1.7617973763226835,1.6600581925608537,1.0859328005499698,10166.005819256086,383.9191705167899,-217.91335126070302,7,3,42.857142857142854,1.7408136006605313,2.429705196428311,1.093021959478966,10242.970519642831,570.9484609578875,-327.97794131505395,2,1,50.0,1.8890692504678497,0.9294085559126586,1.0251284692992917,10092.940855591265,197.47810681478592,-104.5372512235209
or5-long-not_against-eff025-bv11-midpoint-rr15,-1000000000.0,5,long,not_against,0.25,1.1,midpoint,1.5,3,0.8,0.05,0.35,0.55,0.015,0.6,0.12,1.0,4,1,25.0,0.6893202939240801,-0.6601365571534346,2.0756666330836637,9933.986344284656,146.46773403855354,-212.48138975389736,7,2,28.57142857142857,0.6759861833115802,-1.355844988949484,2.1209096551607036,9864.415501105052,282.86833216234186,-418.4528310572884,2,1,50.0,1.4374882332033534,0.45221064499680885,1.018518347052345,10045.221064499681,148.58627770453782,-103.365213204857
