symbol,range_minutes,rr,month,date,opened_at,closed_at,direction,entry,stop_loss,take_profit,exit_price,result,r_multiple,spread_r,spread_points,pnl,range_high,range_low,range_atr,risk_per_lot,lot_min,lot_max,lot_step,setup_score
US100,30,1.1111111111111112,2025-12,2025-12-30,2025-12-31 00:45:00,2025-12-31 01:00:00,SELL,25455.57,25482.57,25425.57,25425.57,win,1.0311,0.08,216.0,30.0,25478.17,25455.57,1.1787,27.0,0.01,500.0,0.01,100
US100,30,1.1111111111111112,2026-01,2026-01-01,2026-01-02 00:45:00,2026-01-02 01:30:00,BUY,25339.57,25312.57,25369.57,25369.57,win,1.0311,0.08,216.0,30.0,25339.57,25305.86,1.037,27.0,0.01,500.0,0.01,100
US100,30,1.1111111111111112,2026-01,2026-01-06,2026-01-07 00:30:00,2026-01-07 04:00:00,SELL,25660.51,25687.51,25630.51,25630.51,win,1.0311,0.08,216.0,30.0,25681.42,25660.51,1.494,27.0,0.01,500.0,0.01,100
US100,30,1.1111111111111112,2026-01,2026-01-07,2026-01-08 00:30:00,2026-01-08 02:30:00,BUY,25670.83,25643.83,25700.83,25643.83,loss,-1.08,0.08,216.0,-27.0,25670.83,25649.59,0.9807,27.0,0.01,500.0,0.01,100
US100,30,1.1111111111111112,2026-01,2026-01-08,2026-01-09 00:30:00,2026-01-09 00:45:00,BUY,25540.05,25513.05,25570.05,25513.05,loss,-1.08,0.08,216.0,-27.0,25540.05,25518.19,0.8234,27.0,0.01,500.0,0.01,100
US100,30,1.1111111111111112,2026-01,2026-01-13,2026-01-14 00:30:00,2026-01-14 01:45:00,BUY,25778.15,25751.15,25808.15,25751.15,loss,-1.08,0.08,216.0,-27.0,25778.15,25739.61,1.5567,27.0,0.01,500.0,0.01,100
US100,30,1.1111111111111112,2026-01,2026-01-15,2026-01-16 00:30:00,2026-01-16 02:00:00,BUY,25615.79,25588.79,25645.79,25645.79,win,1.0311,0.08,216.0,30.0,25615.79,25593.75,0.7678,27.0,0.01,500.0,0.01,100
US100,30,1.1111111111111112,2026-01,2026-01-20,2026-01-21 00:30:00,2026-01-21 01:00:00,BUY,25034.87,25007.87,25064.87,25064.87,win,1.04,0.0711,192.0,30.0,25034.87,24992.57,1.1979,27.0,0.01,500.0,0.01,100
US100,30,1.1111111111111112,2026-01,2026-01-21,2026-01-22 01:15:00,2026-01-22 05:30:00,BUY,25459.79,25432.79,25489.79,25432.79,loss,-1.08,0.08,216.0,-27.0,25459.79,25416.95,0.7656,27.0,0.01,500.0,0.01,100
US100,30,1.1111111111111112,2026-01,2026-01-22,2026-01-23 00:30:00,2026-01-23 01:00:00,BUY,25518.57,25491.57,25548.57,25548.57,win,1.0311,0.08,216.0,30.0,25518.57,25477.89,1.1419,27.0,0.01,500.0,0.01,100
US100,30,1.1111111111111112,2026-01,2026-01-27,2026-01-28 00:30:00,2026-01-28 00:30:00,BUY,26063.11,26036.11,26093.11,26093.11,win,1.0311,0.08,216.0,30.0,26063.11,26027.71,1.7603,27.0,0.01,500.0,0.01,100
US100,30,1.1111111111111112,2026-01,2026-01-28,2026-01-29 01:15:00,2026-01-29 01:15:00,SELL,25997.37,26024.37,25967.37,26024.37,loss,-1.08,0.08,216.0,-27.0,26072.83,25997.37,1.0741,27.0,0.01,500.0,0.01,100
US100,30,1.1111111111111112,2026-01,2026-01-29,2026-01-30 00:30:00,2026-01-30 00:30:00,BUY,25882.66,25855.66,25912.66,25855.66,loss,-1.08,0.08,216.0,-27.0,25882.66,25798.85,1.3423,27.0,0.01,500.0,0.01,100
