policy,bot,symbol,timeframe,month,opened_at,closed_at,direction,entry,stop_loss,final_rr,exit_price,result,r_multiple,setup_score,atr,spread_r,spread_points,atr_percentile,session_metric,stop_mode,rr_mode,entry_model,balance_at_entry,risk_amount,pnl,balance_before_settlement,balance_after
challenge20_current,LTA,XAGUSD,M15,2026-05,2026-05-01 09:15:00,2026-05-01 11:15:00,BUY,73.2,72.92637,1.304,73.556909,win,1.3033,100,0.230857,0.0011,30.0,0.5104,,"live_adaptive(vol=1.00,volume=1.00)",challenge20,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure,300.0,15.0,19.55,300.0,319.55
challenge20_current,LTA,XAUUSD,M15,2026-05,2026-05-01 09:45:00,2026-05-01 12:00:00,SELL,4562.515,4583.67886,1.304,4583.67886,loss,-1.0001,96,8.012429,0.0001,280.0,0.5521,,"live_adaptive(vol=1.00,volume=1.00)",challenge20,Entry Model 1 - Double Wick Confirmation,300.0,15.0,-15.0,319.55,304.55
challenge20_current,LTA,XAGUSD,M15,2026-05,2026-05-01 13:00:00,2026-05-01 14:00:00,BUY,74.567,73.14459,1.304,76.422317,win,1.3041,97,0.362714,0.0002,30.0,1.0,,"live_adaptive(vol=1.00,volume=1.00)",challenge20,Entry Model 1 - Double Wick Confirmation + Entry Model 4 - High Volume Continuation,304.55,15.23,19.86,304.55,324.41
challenge20_current,LTA,XAGUSD,M15,2026-05,2026-05-07 17:45:00,2026-05-07 18:45:00,BUY,79.748,78.75189,1.304,78.75189,loss,-1.0003,100,0.527429,0.0003,30.0,0.9792,,"live_adaptive(vol=1.00,volume=1.00)",challenge20,Entry Model 1 - Double Wick Confirmation + Entry Model 4 - High Volume Continuation,324.41,16.22,-16.23,324.41,308.18
challenge20_current,LTA,XAUUSD,M15,2026-05,2026-05-11 13:30:00,2026-05-12 14:45:00,BUY,4743.508,4665.63142,1.304,4672.988,timeout,-0.9056,99,11.383857,0.0,280.0,0.7188,,"live_adaptive(vol=1.00,volume=1.00)",challenge20,Entry Model 4 - High Volume Continuation,308.18,15.41,-13.95,308.18,294.23
challenge20_current,LTA,XAUUSD,M15,2026-05,2026-05-13 00:30:00,2026-05-13 01:00:00,SELL,4720.459,4728.0304,1.304,4710.583261,win,1.304,93,6.569357,0.0004,280.0,0.1146,,"live_adaptive(vol=1.00,volume=1.00)",challenge20,Entry Model 1 - Double Wick Confirmation,294.23,14.71,19.18,294.23,313.41
challenge20_current,LTA,XAGUSD,M15,2026-05,2026-05-13 00:45:00,2026-05-13 01:00:00,SELL,87.196,87.70253,1.304,87.70253,loss,-1.0006,96,0.290214,0.0006,30.0,0.0729,,"live_adaptive(vol=1.00,volume=1.00)",challenge20,Entry Model 1 - Double Wick Confirmation + Entry Model 4 - High Volume Continuation,294.23,14.71,-14.72,313.41,298.69
challenge20_current,LTA,XAGUSD,M15,2026-05,2026-05-14 13:45:00,2026-05-15 05:30:00,SELL,83.946,87.1248,1.304,79.799739,win,1.3043,100,0.592,0.0001,30.0,0.9271,,"live_adaptive(vol=1.00,volume=1.00)",challenge20,Entry Model 1 - Double Wick Confirmation,298.69,14.93,19.48,298.69,318.17
challenge20_current,LTA,XAUUSD,M15,2026-05,2026-05-20 01:45:00,2026-05-20 03:00:00,BUY,4481.199,4454.10737,1.304,4454.10737,loss,-1.0001,100,12.924214,0.0001,280.0,0.8333,,"live_adaptive(vol=1.00,volume=1.00)",challenge20,Entry Model 1 - Double Wick Confirmation,318.17,15.91,-15.91,318.17,302.26
challenge20_current,LTA,XAGUSD,M15,2026-05,2026-05-19 13:45:00,2026-05-20 14:30:00,BUY,74.372,72.96582,1.304,76.206148,win,1.3041,96,0.621214,0.0002,30.0,0.9792,,"live_adaptive(vol=1.00,volume=1.00)",challenge20,Entry Model 1 - Double Wick Confirmation + Entry Model 4 - High Volume Continuation,318.17,15.91,20.75,302.26,323.01
challenge20_current,LTA,XAGUSD,M15,2026-05,2026-05-20 17:45:00,2026-05-20 18:30:00,SELL,75.835,76.23373,1.304,76.23373,loss,-1.0008,98,0.424857,0.0008,30.0,0.7083,,"live_adaptive(vol=1.00,volume=1.00)",challenge20,Entry Model 1 - Double Wick Confirmation,323.01,16.15,-16.16,323.01,306.85
challenge20_current,LTA,XAUUSD,M15,2026-05,2026-05-26 00:45:00,2026-05-26 01:30:00,BUY,4549.403,4538.30172,1.304,4538.30172,loss,-1.0003,98,7.881857,0.0003,280.0,0.7396,,"live_adaptive(vol=1.00,volume=1.00)",challenge20,Entry Model 1 - Double Wick Confirmation,306.85,15.34,-15.35,306.85,291.5
