policy,bot,symbol,month,trades,wins,losses,trail_stops,timeouts,win_rate,net_r,avg_r,profit_factor,avg_final_rr
challenge20_current,LTA,XAGUSD,2026-05,14,7,6,1,0,50.0,3.12,0.223,1.52,1.3
challenge20_current,LTA,XAGUSD,2026-06,11,4,3,3,1,36.36,2.91,0.265,1.97,1.3
challenge20_current,LTA,XAUUSD,2026-05,13,6,5,1,1,46.15,1.92,0.148,1.32,1.3
challenge20_current,LTA,XAUUSD,2026-06,10,1,9,0,0,10.0,-7.7,-0.77,0.14,1.3
dynamic_aggressive,LTA,XAGUSD,2026-05,14,1,6,5,2,7.14,8.23,0.588,2.37,5.14
dynamic_aggressive,LTA,XAGUSD,2026-06,11,0,3,7,1,0.0,1.69,0.154,1.56,5.36
dynamic_aggressive,LTA,XAUUSD,2026-05,13,1,5,6,1,7.69,5.09,0.392,1.86,5.31
dynamic_aggressive,LTA,XAUUSD,2026-06,10,0,9,1,0,0.0,-7.0,-0.7,0.22,5.4
dynamic_balanced,LTA,XAGUSD,2026-05,14,1,6,5,2,7.14,6.23,0.445,2.04,3.71
dynamic_balanced,LTA,XAGUSD,2026-06,11,0,3,7,1,0.0,1.69,0.154,1.56,3.91
dynamic_balanced,LTA,XAUUSD,2026-05,13,2,6,4,1,15.38,4.09,0.315,1.59,3.69
dynamic_balanced,LTA,XAUUSD,2026-06,10,1,9,0,0,10.0,-6.0,-0.6,0.33,3.9
dynamic_capped,LTA,XAGUSD,2026-05,14,3,6,4,1,21.43,9.94,0.71,2.66,3.71
dynamic_capped,LTA,XAGUSD,2026-06,11,0,3,8,0,0.0,1.99,0.181,1.66,3.91
dynamic_capped,LTA,XAUUSD,2026-05,13,2,8,3,0,15.38,4.0,0.308,1.5,3.69
dynamic_capped,LTA,XAUUSD,2026-06,10,1,8,1,0,10.0,-5.0,-0.5,0.37,3.9
dynamic_conservative,LTA,XAGUSD,2026-05,14,4,6,3,1,28.57,6.91,0.494,2.15,2.5
dynamic_conservative,LTA,XAGUSD,2026-06,11,1,3,6,1,9.09,1.69,0.154,1.56,2.73
dynamic_conservative,LTA,XAUUSD,2026-05,13,3,6,3,1,23.08,3.09,0.238,1.45,2.69
dynamic_conservative,LTA,XAUUSD,2026-06,10,1,9,0,0,10.0,-7.0,-0.7,0.22,2.6
dynamic_score,LTA,XAGUSD,2026-05,14,2,6,4,2,14.29,9.23,0.66,2.54,4.57
dynamic_score,LTA,XAGUSD,2026-06,11,0,3,7,1,0.0,1.69,0.154,1.56,4.64
dynamic_score,LTA,XAUUSD,2026-05,13,3,6,3,1,23.08,3.09,0.238,1.45,4.08
dynamic_score,LTA,XAUUSD,2026-06,10,0,9,1,0,0.0,-7.0,-0.7,0.22,4.6
fixed_current,LTA,XAGUSD,2026-05,14,8,6,0,0,57.14,1.99,0.142,1.33,1.0
fixed_current,LTA,XAGUSD,2026-06,11,7,3,0,1,63.64,4.69,0.427,2.56,1.0
fixed_current,LTA,XAUUSD,2026-05,13,1,5,6,1,7.69,6.09,0.469,2.03,6.0
fixed_current,LTA,XAUUSD,2026-06,10,0,9,1,0,0.0,-7.0,-0.7,0.22,6.0
production_current,LTA,XAGUSD,2026-05,14,8,6,0,0,57.14,1.99,0.142,1.33,1.0
production_current,LTA,XAGUSD,2026-06,11,7,3,0,1,63.64,4.69,0.427,2.56,1.0
production_current,LTA,XAUUSD,2026-05,13,1,5,6,1,7.69,6.09,0.469,2.03,6.0
production_current,LTA,XAUUSD,2026-06,10,0,9,1,0,0.0,-7.0,-0.7,0.22,6.0
