policy,bot,symbol,timeframe,month,opened_at,closed_at,direction,entry,stop_loss,final_rr,exit_price,result,r_multiple,setup_score,atr,spread_r,spread_points,atr_percentile,session_metric,stop_mode,rr_mode,entry_model,balance_at_entry,risk_amount,pnl,balance_before_settlement,balance_after
dynamic_balanced,LTA,XAUUSD,M15,2026-05,2026-05-01 09:45:00,2026-05-01 12:00:00,SELL,4562.515,4583.67886,4.0,4583.67886,loss,-1.0001,96,8.012429,0.0001,280.0,0.5521,,"max(structure,0.80ATR)",balanced,Entry Model 1 - Double Wick Confirmation,300.0,15.0,-15.0,300.0,285.0
dynamic_balanced,LTA,XAGUSD,M15,2026-05,2026-05-01 09:15:00,2026-05-01 12:15:00,BUY,73.2,72.92637,4.0,74.29452,win,3.9989,100,0.230857,0.0011,30.0,0.5104,,"max(structure,0.80ATR)",balanced,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure,300.0,15.0,59.98,285.0,344.98
dynamic_balanced,LTA,XAGUSD,M15,2026-05,2026-05-01 13:00:00,2026-05-04 07:45:00,BUY,74.567,73.14459,3.0,74.567,trail_stop,-0.0002,97,0.362714,0.0002,30.0,1.0,,"max(structure,1.25ATR)",balanced,Entry Model 1 - Double Wick Confirmation + Entry Model 4 - High Volume Continuation,344.98,17.25,-0.0,344.98,344.98
dynamic_balanced,LTA,XAGUSD,M15,2026-05,2026-05-07 17:45:00,2026-05-07 18:45:00,BUY,79.748,78.75189,3.0,78.75189,loss,-1.0003,100,0.527429,0.0003,30.0,0.9792,,"max(structure,1.25ATR)",balanced,Entry Model 1 - Double Wick Confirmation + Entry Model 4 - High Volume Continuation,344.98,17.25,-17.25,344.98,327.73
dynamic_balanced,LTA,XAUUSD,M15,2026-05,2026-05-11 13:30:00,2026-05-12 14:45:00,BUY,4743.508,4665.63142,4.0,4672.988,timeout,-0.9056,99,11.383857,0.0,280.0,0.7188,,"max(structure,1.00ATR)",balanced,Entry Model 4 - High Volume Continuation,327.73,16.39,-14.84,327.73,312.89
dynamic_balanced,LTA,XAGUSD,M15,2026-05,2026-05-13 00:45:00,2026-05-13 01:00:00,SELL,87.196,87.70253,5.0,87.70253,loss,-1.0006,96,0.290214,0.0006,30.0,0.0729,,"max(structure,0.80ATR)",balanced,Entry Model 1 - Double Wick Confirmation + Entry Model 4 - High Volume Continuation,312.89,15.64,-15.65,312.89,297.24
dynamic_balanced,LTA,XAUUSD,M15,2026-05,2026-05-13 00:30:00,2026-05-13 02:45:00,SELL,4720.459,4728.0304,4.0,4690.1734,win,3.9996,93,6.569357,0.0004,280.0,0.1146,,"max(structure,0.80ATR)",balanced,Entry Model 1 - Double Wick Confirmation,312.89,15.64,62.57,297.24,359.81
dynamic_balanced,LTA,XAGUSD,M15,2026-05,2026-05-14 13:45:00,2026-05-15 15:00:00,SELL,83.946,87.1248,3.0,76.555,timeout,2.325,100,0.592,0.0001,30.0,0.9271,,"max(structure,1.25ATR)",balanced,Entry Model 1 - Double Wick Confirmation,359.81,17.99,41.83,359.81,401.64
dynamic_balanced,LTA,XAUUSD,M15,2026-05,2026-05-20 01:45:00,2026-05-20 03:00:00,BUY,4481.199,4454.10737,3.0,4454.10737,loss,-1.0001,100,12.924214,0.0001,280.0,0.8333,,"max(structure,1.25ATR)",balanced,Entry Model 1 - Double Wick Confirmation,401.64,20.08,-20.08,401.64,381.56
dynamic_balanced,LTA,XAGUSD,M15,2026-05,2026-05-19 13:45:00,2026-05-20 15:00:00,BUY,74.372,72.96582,3.0,75.662,timeout,0.9172,96,0.621214,0.0002,30.0,0.9792,,"max(structure,1.25ATR)",balanced,Entry Model 1 - Double Wick Confirmation + Entry Model 4 - High Volume Continuation,401.64,20.08,18.42,381.56,399.98
dynamic_balanced,LTA,XAGUSD,M15,2026-05,2026-05-20 17:45:00,2026-05-20 18:30:00,SELL,75.835,76.259857,4.0,76.259857,loss,-1.0007,98,0.424857,0.0007,30.0,0.7083,,"max(structure,1.00ATR)",balanced,Entry Model 1 - Double Wick Confirmation,399.98,20.0,-20.01,399.98,379.97
dynamic_balanced,LTA,XAUUSD,M15,2026-05,2026-05-26 00:45:00,2026-05-26 01:30:00,BUY,4549.403,4538.30172,4.0,4538.30172,loss,-1.0003,98,7.881857,0.0003,280.0,0.7396,,"max(structure,1.00ATR)",balanced,Entry Model 1 - Double Wick Confirmation,379.97,19.0,-19.0,379.97,360.97
dynamic_balanced,LTA,XAGUSD,M15,2026-05,2026-05-26 07:45:00,2026-05-26 09:30:00,BUY,76.401,75.84977,3.0,75.84977,loss,-1.0005,99,0.3015,0.0005,30.0,0.8021,,"max(structure,1.25ATR)",balanced,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure,360.97,18.05,-18.06,360.97,342.91
dynamic_balanced,LTA,XAGUSD,M15,2026-05,2026-05-27 08:00:00,2026-05-27 10:45:00,BUY,75.133,74.54614,3.0,74.54614,loss,-1.0005,93,0.419071,0.0005,30.0,1.0,,"max(structure,1.25ATR)",balanced,Entry Model 1 - Double Wick Confirmation,342.91,17.15,-17.15,342.91,325.76
dynamic_balanced,LTA,XAUUSD,M15,2026-05,2026-05-27 07:00:00,2026-05-27 14:00:00,SELL,4480.302,4510.36636,4.0,4450.23764,trail_stop,0.9999,96,8.495714,0.0001,280.0,0.6667,,"max(structure,1.00ATR)",balanced,Entry Model 1 - Double Wick Confirmation + Entry Model 4 - High Volume Continuation,342.91,17.15,17.14,325.76,342.9
dynamic_balanced,LTA,XAGUSD,M15,2026-05,2026-05-28 03:00:00,2026-05-28 05:30:00,SELL,72.988,74.084,4.0,72.988,trail_stop,-0.0003,91,0.38,0.0003,30.0,0.7292,,"max(structure,1.00ATR)",balanced,Entry Model 1 - Double Wick Confirmation,342.9,17.15,-0.01,342.9,342.89
dynamic_balanced,LTA,XAUUSD,M15,2026-05,2026-05-28 02:45:00,2026-05-28 14:00:00,SELL,4394.44,4460.6215,3.0,4460.6215,loss,-1.0,97,11.43,0.0,280.0,0.8021,,"max(structure,1.25ATR)",balanced,Entry Model 1 - Double Wick Confirmation + Entry Model 4 - High Volume Continuation,342.9,17.15,-17.15,342.89,325.74
dynamic_balanced,LTA,XAUUSD,M15,2026-05,2026-05-28 17:00:00,2026-05-29 06:45:00,SELL,4503.933,4522.887018,3.0,4522.887018,loss,-1.0001,98,15.163214,0.0001,280.0,0.8854,,"max(structure,1.25ATR)",balanced,Entry Model 1 - Double Wick Confirmation,325.74,16.29,-16.29,325.74,309.45
