policy,bot,symbol,timeframe,month,opened_at,closed_at,direction,entry,stop_loss,final_rr,exit_price,result,r_multiple,setup_score,atr,spread_r,spread_points,atr_percentile,session_metric,stop_mode,rr_mode,entry_model,balance_at_entry,risk_amount,pnl,balance_before_settlement,balance_after
fixed_current,LTA,XAUUSD,M15,2026-05,2026-05-28 02:45:00,2026-05-28 14:00:00,SELL,4394.44,4460.6215,6.0,4460.6215,loss,-1.0,97,11.43,0.0,280.0,0.8021,,structure,static,Entry Model 1 - Double Wick Confirmation + Entry Model 4 - High Volume Continuation,282.85,14.14,-14.14,296.99,282.85
fixed_current,LTA,XAUUSD,M15,2026-05,2026-05-28 17:00:00,2026-05-29 01:00:00,SELL,4503.933,4516.94048,6.0,4503.933,trail_stop,-0.0002,98,15.163214,0.0002,280.0,0.8854,,structure,static,Entry Model 1 - Double Wick Confirmation,282.85,14.14,-0.0,282.85,282.85
fixed_current,LTA,XAUUSD,M15,2026-05,2026-05-29 02:15:00,2026-05-29 06:00:00,SELL,4503.151,4521.99362,6.0,4521.99362,loss,-1.0001,91,7.964143,0.0001,280.0,0.2708,,structure,static,Entry Model 1 - Double Wick Confirmation + Entry Model 4 - High Volume Continuation,282.85,14.14,-14.14,282.85,268.71
fixed_current,LTA,XAUUSD,M15,2026-05,2026-05-29 10:30:00,2026-05-31 22:00:00,BUY,4538.091,4508.58835,6.0,4538.091,trail_stop,-0.0001,93,8.597643,0.0001,280.0,0.5938,,structure,static,Entry Model 1 - Double Wick Confirmation,268.71,13.44,-0.0,268.71,268.71
fixed_current,LTA,XAUUSD,M15,2026-06,2026-06-01 07:00:00,2026-06-01 07:30:00,BUY,4507.352,4499.0047,6.0,4499.0047,loss,-1.0003,95,7.335357,0.0003,280.0,0.2292,,structure,static,Entry Model 1 - Double Wick Confirmation,268.71,13.44,-13.44,268.71,255.27
fixed_current,LTA,XAUUSD,M15,2026-06,2026-06-01 09:15:00,2026-06-01 10:45:00,SELL,4496.183,4509.00489,6.0,4509.00489,loss,-1.0002,96,8.212571,0.0002,280.0,0.3958,,structure,static,Entry Model 1 - Double Wick Confirmation,255.27,12.76,-12.77,255.27,242.5
fixed_current,LTA,XAGUSD,M15,2026-06,2026-06-02 01:30:00,2026-06-02 01:45:00,SELL,75.343,75.95324,1.0,74.73276,win,0.9995,98,0.294929,0.0005,30.0,0.4896,,structure,static,Entry Model 1 - Double Wick Confirmation + Entry Model 4 - High Volume Continuation,242.5,12.13,12.12,242.5,254.62
fixed_current,LTA,XAGUSD,M15,2026-06,2026-06-02 08:15:00,2026-06-02 08:45:00,SELL,76.747,77.05236,1.0,76.44164,win,0.999,93,0.315714,0.001,30.0,0.5417,,structure,static,Entry Model 1 - Double Wick Confirmation,254.62,12.73,12.72,254.62,267.34
fixed_current,LTA,XAGUSD,M15,2026-06,2026-06-02 23:30:00,2026-06-03 00:30:00,BUY,74.792,74.27513,1.0,75.30887,win,0.9994,93,0.199143,0.0006,30.0,0.1771,,structure,static,Entry Model 1 - Double Wick Confirmation,267.34,13.37,13.36,267.34,280.7
fixed_current,LTA,XAUUSD,M15,2026-06,2026-06-04 11:30:00,2026-06-04 14:45:00,BUY,4491.247,4462.97076,6.0,4462.97076,loss,-1.0001,100,8.148286,0.0001,280.0,0.4792,,structure,static,Entry Model 1 - Double Wick Confirmation,280.7,14.04,-14.04,280.7,266.66
fixed_current,LTA,XAUUSD,M15,2026-06,2026-06-05 02:00:00,2026-06-05 02:30:00,BUY,4449.216,4440.67815,6.0,4440.67815,loss,-1.0003,94,9.772357,0.0003,280.0,0.6354,,structure,static,Entry Model 1 - Double Wick Confirmation,266.66,13.33,-13.34,266.66,253.32
fixed_current,LTA,XAGUSD,M15,2026-06,2026-06-05 01:30:00,2026-06-05 06:15:00,SELL,72.737,74.01145,1.0,71.46255,win,0.9998,97,0.263,0.0002,30.0,0.4167,,structure,static,Entry Model 1 - Double Wick Confirmation,266.66,13.33,13.33,253.32,266.65
fixed_current,LTA,XAUUSD,M15,2026-06,2026-06-05 02:45:00,2026-06-05 11:45:00,SELL,4440.555,4471.511,6.0,4471.511,loss,-1.0001,95,10.433357,0.0001,280.0,0.7708,,structure,static,Entry Model 1 - Double Wick Confirmation,253.32,12.67,-12.67,266.65,253.98
fixed_current,LTA,XAGUSD,M15,2026-06,2026-06-08 13:00:00,2026-06-08 14:00:00,SELL,68.348,68.98394,1.0,67.71206,win,0.9995,100,0.446286,0.0005,30.0,0.6354,,structure,static,Entry Model 3 - Confirmation of Internal Structure,253.98,12.7,12.69,253.98,266.67
fixed_current,LTA,XAGUSD,M15,2026-06,2026-06-11 18:15:00,2026-06-12 19:30:00,BUY,65.953,63.53495,1.0,67.641,timeout,0.698,96,0.593643,0.0001,30.0,0.8958,,structure,static,Entry Model 1 - Double Wick Confirmation,266.67,13.33,9.31,266.67,275.98
fixed_current,LTA,XAUUSD,M15,2026-06,2026-06-15 13:15:00,2026-06-15 17:30:00,BUY,4353.145,4323.56479,6.0,4323.56479,loss,-1.0001,93,7.094714,0.0001,280.0,0.1042,,structure,static,Entry Model 1 - Double Wick Confirmation,275.98,13.8,-13.8,275.98,262.18
fixed_current,LTA,XAGUSD,M15,2026-06,2026-06-16 01:45:00,2026-06-16 07:30:00,SELL,69.346,70.01027,1.0,70.01027,loss,-1.0005,91,0.221786,0.0005,30.0,0.5729,,structure,static,Entry Model 1 - Double Wick Confirmation,262.18,13.11,-13.12,262.18,249.06
fixed_current,LTA,XAGUSD,M15,2026-06,2026-06-17 20:00:00,2026-06-18 00:00:00,BUY,67.722,66.65239,1.0,68.79161,win,0.9997,100,0.864071,0.0003,30.0,1.0,,structure,static,Entry Model 3 - Confirmation of Internal Structure + Entry Model 4 - High Volume Continuation,249.06,12.45,12.45,249.06,261.51
fixed_current,LTA,XAGUSD,M15,2026-06,2026-06-18 12:00:00,2026-06-18 12:30:00,BUY,66.977,66.49814,1.0,66.49814,loss,-1.0006,100,0.365714,0.0006,30.0,0.8021,,structure,static,Entry Model 1 - Double Wick Confirmation + Entry Model 4 - High Volume Continuation,261.51,13.08,-13.08,261.51,248.43
fixed_current,LTA,XAUUSD,M15,2026-06,2026-06-18 17:00:00,2026-06-18 19:00:00,BUY,4227.698,4212.00261,6.0,4212.00261,loss,-1.0002,98,12.335929,0.0002,260.0,0.6562,,structure,static,Entry Model 1 - Double Wick Confirmation,248.43,12.42,-12.42,248.43,236.01
fixed_current,LTA,XAUUSD,M15,2026-06,2026-06-23 02:15:00,2026-06-23 02:45:00,BUY,4161.717,4147.24694,6.0,4147.24694,loss,-1.0002,98,10.493714,0.0002,260.0,0.7604,,structure,static,Entry Model 1 - Double Wick Confirmation,236.01,11.8,-11.8,236.01,224.21
fixed_current,LTA,XAUUSD,M15,2026-06,2026-06-23 03:45:00,2026-06-23 04:45:00,BUY,4143.902,4128.94795,6.0,4128.94795,loss,-1.0002,91,12.087,0.0002,260.0,0.9375,,structure,static,Entry Model 1 - Double Wick Confirmation + Entry Model 4 - High Volume Continuation,224.21,11.21,-11.21,224.21,213.0
fixed_current,LTA,XAGUSD,M15,2026-06,2026-06-26 02:30:00,2026-06-26 06:45:00,SELL,56.065,58.0834,1.0,58.0834,loss,-1.0001,97,0.402643,0.0001,30.0,0.7188,,structure,static,Entry Model 1 - Double Wick Confirmation + Entry Model 4 - High Volume Continuation,213.0,10.65,-10.65,213.0,202.35
