policy,bot,symbol,timeframe,month,opened_at,closed_at,direction,entry,stop_loss,final_rr,exit_price,result,r_multiple,setup_score,atr,spread_r,spread_points,atr_percentile,session_metric,stop_mode,rr_mode,entry_model,balance_at_entry,risk_amount,pnl,balance_before_settlement,balance_after
fixed_current,LTA,XAGUSD,M15,2026-05,2026-05-01 09:15:00,2026-05-01 11:15:00,BUY,73.2,72.92637,1.0,73.47363,win,0.9989,100,0.230857,0.0011,30.0,0.5104,,structure,static,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure,300.0,15.0,14.98,300.0,314.98
fixed_current,LTA,XAUUSD,M15,2026-05,2026-05-01 09:45:00,2026-05-01 12:00:00,SELL,4562.515,4583.67886,6.0,4583.67886,loss,-1.0001,96,8.012429,0.0001,280.0,0.5521,,structure,static,Entry Model 1 - Double Wick Confirmation,300.0,15.0,-15.0,314.98,299.98
fixed_current,LTA,XAGUSD,M15,2026-05,2026-05-01 13:00:00,2026-05-01 13:45:00,BUY,74.567,73.14459,1.0,75.98941,win,0.9998,97,0.362714,0.0002,30.0,1.0,,structure,static,Entry Model 1 - Double Wick Confirmation + Entry Model 4 - High Volume Continuation,299.98,15.0,15.0,299.98,314.98
fixed_current,LTA,XAGUSD,M15,2026-05,2026-05-07 17:45:00,2026-05-07 18:45:00,BUY,79.748,78.75189,1.0,78.75189,loss,-1.0003,100,0.527429,0.0003,30.0,0.9792,,structure,static,Entry Model 1 - Double Wick Confirmation + Entry Model 4 - High Volume Continuation,314.98,15.75,-15.75,314.98,299.23
fixed_current,LTA,XAUUSD,M15,2026-05,2026-05-11 13:30:00,2026-05-12 14:45:00,BUY,4743.508,4665.63142,6.0,4672.988,timeout,-0.9056,99,11.383857,0.0,280.0,0.7188,,structure,static,Entry Model 4 - High Volume Continuation,299.23,14.96,-13.55,299.23,285.68
fixed_current,LTA,XAGUSD,M15,2026-05,2026-05-13 00:45:00,2026-05-13 01:00:00,SELL,87.196,87.70253,1.0,87.70253,loss,-1.0006,96,0.290214,0.0006,30.0,0.0729,,structure,static,Entry Model 1 - Double Wick Confirmation + Entry Model 4 - High Volume Continuation,285.68,14.28,-14.29,285.68,271.39
fixed_current,LTA,XAUUSD,M15,2026-05,2026-05-13 00:30:00,2026-05-13 03:15:00,SELL,4720.459,4728.0304,6.0,4697.7448,trail_stop,2.9996,93,6.569357,0.0004,280.0,0.1146,,structure,static,Entry Model 1 - Double Wick Confirmation,285.68,14.28,42.85,271.39,314.24
fixed_current,LTA,XAGUSD,M15,2026-05,2026-05-14 13:45:00,2026-05-15 01:45:00,SELL,83.946,87.1248,1.0,80.7672,win,0.9999,100,0.592,0.0001,30.0,0.9271,,structure,static,Entry Model 1 - Double Wick Confirmation,314.24,15.71,15.71,314.24,329.95
fixed_current,LTA,XAUUSD,M15,2026-05,2026-05-20 01:45:00,2026-05-20 03:00:00,BUY,4481.199,4454.10737,6.0,4454.10737,loss,-1.0001,100,12.924214,0.0001,280.0,0.8333,,structure,static,Entry Model 1 - Double Wick Confirmation,329.95,16.5,-16.5,329.95,313.45
fixed_current,LTA,XAGUSD,M15,2026-05,2026-05-19 13:45:00,2026-05-20 11:00:00,BUY,74.372,72.96582,1.0,75.77818,win,0.9998,96,0.621214,0.0002,30.0,0.9792,,structure,static,Entry Model 1 - Double Wick Confirmation + Entry Model 4 - High Volume Continuation,329.95,16.5,16.49,313.45,329.94
fixed_current,LTA,XAGUSD,M15,2026-05,2026-05-20 17:45:00,2026-05-20 18:30:00,SELL,75.835,76.23373,1.0,76.23373,loss,-1.0008,98,0.424857,0.0008,30.0,0.7083,,structure,static,Entry Model 1 - Double Wick Confirmation,329.94,16.5,-16.51,329.94,313.43
fixed_current,LTA,XAUUSD,M15,2026-05,2026-05-26 00:45:00,2026-05-26 01:30:00,BUY,4549.403,4538.30172,6.0,4538.30172,loss,-1.0003,98,7.881857,0.0003,280.0,0.7396,,structure,static,Entry Model 1 - Double Wick Confirmation,313.43,15.67,-15.68,313.43,297.75
fixed_current,LTA,XAGUSD,M15,2026-05,2026-05-26 07:45:00,2026-05-26 09:30:00,BUY,76.401,75.84977,1.0,75.84977,loss,-1.0005,99,0.3015,0.0005,30.0,0.8021,,structure,static,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure,297.75,14.89,-14.89,297.75,282.86
fixed_current,LTA,XAGUSD,M15,2026-05,2026-05-27 08:00:00,2026-05-27 10:45:00,BUY,75.133,74.54614,1.0,74.54614,loss,-1.0005,93,0.419071,0.0005,30.0,1.0,,structure,static,Entry Model 1 - Double Wick Confirmation,282.86,14.14,-14.15,282.86,268.71
fixed_current,LTA,XAUUSD,M15,2026-05,2026-05-27 07:00:00,2026-05-27 14:00:00,SELL,4480.302,4510.36636,6.0,4450.23764,trail_stop,0.9999,96,8.495714,0.0001,280.0,0.6667,,structure,static,Entry Model 1 - Double Wick Confirmation + Entry Model 4 - High Volume Continuation,282.86,14.14,14.14,268.71,282.85
fixed_current,LTA,XAGUSD,M15,2026-05,2026-05-28 03:00:00,2026-05-28 04:45:00,SELL,72.988,74.084,1.0,71.892,win,0.9997,91,0.38,0.0003,30.0,0.7292,,structure,static,Entry Model 1 - Double Wick Confirmation,282.85,14.14,14.14,282.85,296.99
