policy,bot,symbol,timeframe,month,opened_at,closed_at,direction,entry,stop_loss,final_rr,exit_price,result,r_multiple,setup_score,atr,spread_r,spread_points,atr_percentile,session_metric,stop_mode,rr_mode,entry_model,balance_at_entry,risk_amount,pnl,balance_before_settlement,balance_after
dynamic_aggressive,LTA,XAUUSD,M15,2026-05,2026-05-01 09:45:00,2026-05-01 12:00:00,SELL,4562.515,4583.67886,6.0,4583.67886,loss,-1.0001,96,8.012429,0.0001,280.0,0.5521,,"max(structure,0.8ATR)",aggressive,Entry Model 1 - Double Wick Confirmation,300.0,15.0,-15.0,300.0,285.0
dynamic_aggressive,LTA,XAGUSD,M15,2026-05,2026-05-01 09:15:00,2026-05-01 12:15:00,BUY,73.2,72.92637,6.0,74.84178,win,5.9989,100,0.230857,0.0011,30.0,0.5104,,"max(structure,0.8ATR)",aggressive,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure,300.0,15.0,89.98,285.0,374.98
dynamic_aggressive,LTA,XAGUSD,M15,2026-05,2026-05-01 13:00:00,2026-05-04 07:45:00,BUY,74.567,73.14459,4.0,74.567,trail_stop,-0.0002,97,0.362714,0.0002,30.0,1.0,,"max(structure,0.8ATR)",aggressive,Entry Model 1 - Double Wick Confirmation + Entry Model 4 - High Volume Continuation,374.98,18.75,-0.0,374.98,374.98
dynamic_aggressive,LTA,XAGUSD,M15,2026-05,2026-05-07 17:45:00,2026-05-07 18:45:00,BUY,79.748,78.75189,4.0,78.75189,loss,-1.0003,100,0.527429,0.0003,30.0,0.9792,,"max(structure,0.8ATR)",aggressive,Entry Model 1 - Double Wick Confirmation + Entry Model 4 - High Volume Continuation,374.98,18.75,-18.75,374.98,356.23
dynamic_aggressive,LTA,XAUUSD,M15,2026-05,2026-05-11 13:30:00,2026-05-12 14:45:00,BUY,4743.508,4665.63142,6.0,4672.988,timeout,-0.9056,99,11.383857,0.0,280.0,0.7188,,"max(structure,0.8ATR)",aggressive,Entry Model 4 - High Volume Continuation,356.23,17.81,-16.13,356.23,340.1
dynamic_aggressive,LTA,XAGUSD,M15,2026-05,2026-05-13 00:45:00,2026-05-13 01:00:00,SELL,87.196,87.70253,6.0,87.70253,loss,-1.0006,96,0.290214,0.0006,30.0,0.0729,,"max(structure,0.8ATR)",aggressive,Entry Model 1 - Double Wick Confirmation + Entry Model 4 - High Volume Continuation,340.1,17.0,-17.02,340.1,323.08
dynamic_aggressive,LTA,XAUUSD,M15,2026-05,2026-05-13 00:30:00,2026-05-13 03:15:00,SELL,4720.459,4728.0304,5.0,4697.7448,trail_stop,2.9996,93,6.569357,0.0004,280.0,0.1146,,"max(structure,0.8ATR)",aggressive,Entry Model 1 - Double Wick Confirmation,340.1,17.0,51.01,323.08,374.09
dynamic_aggressive,LTA,XAGUSD,M15,2026-05,2026-05-14 13:45:00,2026-05-15 15:00:00,SELL,83.946,87.1248,4.0,76.555,timeout,2.325,100,0.592,0.0001,30.0,0.9271,,"max(structure,0.8ATR)",aggressive,Entry Model 1 - Double Wick Confirmation,374.09,18.7,43.49,374.09,417.58
dynamic_aggressive,LTA,XAUUSD,M15,2026-05,2026-05-20 01:45:00,2026-05-20 03:00:00,BUY,4481.199,4454.10737,6.0,4454.10737,loss,-1.0001,100,12.924214,0.0001,280.0,0.8333,,"max(structure,0.8ATR)",aggressive,Entry Model 1 - Double Wick Confirmation,417.58,20.88,-20.88,417.58,396.7
dynamic_aggressive,LTA,XAGUSD,M15,2026-05,2026-05-19 13:45:00,2026-05-20 15:00:00,BUY,74.372,72.96582,4.0,75.662,timeout,0.9172,96,0.621214,0.0002,30.0,0.9792,,"max(structure,0.8ATR)",aggressive,Entry Model 1 - Double Wick Confirmation + Entry Model 4 - High Volume Continuation,417.58,20.88,19.15,396.7,415.85
