policy,bot,symbol,timeframe,month,opened_at,closed_at,direction,entry,stop_loss,final_rr,exit_price,result,r_multiple,setup_score,atr,spread_r,spread_points,atr_percentile,session_metric,stop_mode,rr_mode,entry_model,balance_at_entry,risk_amount,pnl,balance_before_settlement,balance_after
dynamic_aggressive,LTA,XAGUSD,M15,2026-05,2026-05-20 17:45:00,2026-05-20 18:30:00,SELL,75.835,76.23373,6.0,76.23373,loss,-1.0008,98,0.424857,0.0008,30.0,0.7083,,"max(structure,0.8ATR)",aggressive,Entry Model 1 - Double Wick Confirmation,415.85,20.79,-20.81,415.85,395.04
dynamic_aggressive,LTA,XAUUSD,M15,2026-05,2026-05-26 00:45:00,2026-05-26 01:30:00,BUY,4549.403,4538.30172,6.0,4538.30172,loss,-1.0003,98,7.881857,0.0003,280.0,0.7396,,"max(structure,0.8ATR)",aggressive,Entry Model 1 - Double Wick Confirmation,395.04,19.75,-19.76,395.04,375.28
dynamic_aggressive,LTA,XAGUSD,M15,2026-05,2026-05-26 07:45:00,2026-05-26 09:30:00,BUY,76.401,75.84977,6.0,75.84977,loss,-1.0005,99,0.3015,0.0005,30.0,0.8021,,"max(structure,0.8ATR)",aggressive,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure,375.28,18.76,-18.77,375.28,356.51
dynamic_aggressive,LTA,XAGUSD,M15,2026-05,2026-05-27 08:00:00,2026-05-27 10:45:00,BUY,75.133,74.54614,4.0,74.54614,loss,-1.0005,93,0.419071,0.0005,30.0,1.0,,"max(structure,0.8ATR)",aggressive,Entry Model 1 - Double Wick Confirmation,356.51,17.83,-17.83,356.51,338.68
dynamic_aggressive,LTA,XAUUSD,M15,2026-05,2026-05-27 07:00:00,2026-05-27 14:00:00,SELL,4480.302,4510.36636,6.0,4450.23764,trail_stop,0.9999,96,8.495714,0.0001,280.0,0.6667,,"max(structure,0.8ATR)",aggressive,Entry Model 1 - Double Wick Confirmation + Entry Model 4 - High Volume Continuation,356.51,17.83,17.82,338.68,356.5
dynamic_aggressive,LTA,XAGUSD,M15,2026-05,2026-05-28 03:00:00,2026-05-28 05:30:00,SELL,72.988,74.084,5.0,72.988,trail_stop,-0.0003,91,0.38,0.0003,30.0,0.7292,,"max(structure,0.8ATR)",aggressive,Entry Model 1 - Double Wick Confirmation,356.5,17.83,-0.01,356.5,356.49
dynamic_aggressive,LTA,XAUUSD,M15,2026-05,2026-05-28 02:45:00,2026-05-28 14:00:00,SELL,4394.44,4460.6215,6.0,4460.6215,loss,-1.0,97,11.43,0.0,280.0,0.8021,,"max(structure,0.8ATR)",aggressive,Entry Model 1 - Double Wick Confirmation + Entry Model 4 - High Volume Continuation,356.5,17.83,-17.83,356.49,338.66
dynamic_aggressive,LTA,XAUUSD,M15,2026-05,2026-05-28 17:00:00,2026-05-29 01:00:00,SELL,4503.933,4516.94048,4.0,4503.933,trail_stop,-0.0002,98,15.163214,0.0002,280.0,0.8854,,"max(structure,0.8ATR)",aggressive,Entry Model 1 - Double Wick Confirmation,338.66,16.93,-0.0,338.66,338.66
dynamic_aggressive,LTA,XAUUSD,M15,2026-05,2026-05-29 02:15:00,2026-05-29 06:00:00,SELL,4503.151,4521.99362,5.0,4521.99362,loss,-1.0001,91,7.964143,0.0001,280.0,0.2708,,"max(structure,0.8ATR)",aggressive,Entry Model 1 - Double Wick Confirmation + Entry Model 4 - High Volume Continuation,338.66,16.93,-16.93,338.66,321.73
dynamic_aggressive,LTA,XAUUSD,M15,2026-05,2026-05-29 10:30:00,2026-05-31 22:00:00,BUY,4538.091,4508.58835,5.0,4538.091,trail_stop,-0.0001,93,8.597643,0.0001,280.0,0.5938,,"max(structure,0.8ATR)",aggressive,Entry Model 1 - Double Wick Confirmation,321.73,16.09,-0.0,321.73,321.73
dynamic_aggressive,LTA,XAUUSD,M15,2026-06,2026-06-01 07:00:00,2026-06-01 07:30:00,BUY,4507.352,4499.0047,6.0,4499.0047,loss,-1.0003,95,7.335357,0.0003,280.0,0.2292,,"max(structure,0.8ATR)",aggressive,Entry Model 1 - Double Wick Confirmation,321.73,16.09,-16.09,321.73,305.64
dynamic_aggressive,LTA,XAUUSD,M15,2026-06,2026-06-01 09:15:00,2026-06-01 10:45:00,SELL,4496.183,4509.00489,6.0,4509.00489,loss,-1.0002,96,8.212571,0.0002,280.0,0.3958,,"max(structure,0.8ATR)",aggressive,Entry Model 1 - Double Wick Confirmation,305.64,15.28,-15.29,305.64,290.35
dynamic_aggressive,LTA,XAGUSD,M15,2026-06,2026-06-02 01:30:00,2026-06-02 03:00:00,SELL,75.343,75.95324,6.0,75.343,trail_stop,-0.0005,98,0.294929,0.0005,30.0,0.4896,,"max(structure,0.8ATR)",aggressive,Entry Model 1 - Double Wick Confirmation + Entry Model 4 - High Volume Continuation,290.35,14.52,-0.01,290.35,290.34
dynamic_aggressive,LTA,XAGUSD,M15,2026-06,2026-06-02 08:15:00,2026-06-02 11:30:00,SELL,76.747,77.05236,5.0,76.44164,trail_stop,0.999,93,0.315714,0.001,30.0,0.5417,,"max(structure,0.8ATR)",aggressive,Entry Model 1 - Double Wick Confirmation,290.34,14.52,14.5,290.34,304.84
dynamic_aggressive,LTA,XAGUSD,M15,2026-06,2026-06-02 23:30:00,2026-06-03 01:00:00,BUY,74.792,74.27513,5.0,74.792,trail_stop,-0.0006,93,0.199143,0.0006,30.0,0.1771,,"max(structure,0.8ATR)",aggressive,Entry Model 1 - Double Wick Confirmation,304.84,15.24,-0.01,304.84,304.83
dynamic_aggressive,LTA,XAUUSD,M15,2026-06,2026-06-04 11:30:00,2026-06-04 14:45:00,BUY,4491.247,4462.97076,6.0,4462.97076,loss,-1.0001,100,8.148286,0.0001,280.0,0.4792,,"max(structure,0.8ATR)",aggressive,Entry Model 1 - Double Wick Confirmation,304.83,15.24,-15.24,304.83,289.59
dynamic_aggressive,LTA,XAUUSD,M15,2026-06,2026-06-05 02:00:00,2026-06-05 02:30:00,BUY,4449.216,4440.67815,5.0,4440.67815,loss,-1.0003,94,9.772357,0.0003,280.0,0.6354,,"max(structure,0.8ATR)",aggressive,Entry Model 1 - Double Wick Confirmation,289.59,14.48,-14.48,289.59,275.11
dynamic_aggressive,LTA,XAGUSD,M15,2026-06,2026-06-05 01:30:00,2026-06-05 08:15:00,SELL,72.737,74.01145,6.0,72.737,trail_stop,-0.0002,97,0.263,0.0002,30.0,0.4167,,"max(structure,0.8ATR)",aggressive,Entry Model 1 - Double Wick Confirmation,289.59,14.48,-0.0,275.11,275.11
dynamic_aggressive,LTA,XAUUSD,M15,2026-06,2026-06-05 02:45:00,2026-06-05 11:45:00,SELL,4440.555,4471.511,6.0,4471.511,loss,-1.0001,95,10.433357,0.0001,280.0,0.7708,,"max(structure,0.8ATR)",aggressive,Entry Model 1 - Double Wick Confirmation,275.11,13.76,-13.76,275.11,261.35
dynamic_aggressive,LTA,XAGUSD,M15,2026-06,2026-06-08 13:00:00,2026-06-08 14:45:00,SELL,68.348,68.98394,6.0,68.348,trail_stop,-0.0005,100,0.446286,0.0005,30.0,0.6354,,"max(structure,0.8ATR)",aggressive,Entry Model 3 - Confirmation of Internal Structure,261.35,13.07,-0.01,261.35,261.34
dynamic_aggressive,LTA,XAGUSD,M15,2026-06,2026-06-11 18:15:00,2026-06-12 19:30:00,BUY,65.953,63.53495,4.0,67.641,timeout,0.698,96,0.593643,0.0001,30.0,0.8958,,"max(structure,0.8ATR)",aggressive,Entry Model 1 - Double Wick Confirmation,261.34,13.07,9.12,261.34,270.46
dynamic_aggressive,LTA,XAUUSD,M15,2026-06,2026-06-15 13:15:00,2026-06-15 17:30:00,BUY,4353.145,4323.56479,5.0,4323.56479,loss,-1.0001,93,7.094714,0.0001,280.0,0.1042,,"max(structure,0.8ATR)",aggressive,Entry Model 1 - Double Wick Confirmation,270.46,13.52,-13.52,270.46,256.94
dynamic_aggressive,LTA,XAGUSD,M15,2026-06,2026-06-16 01:45:00,2026-06-16 07:30:00,SELL,69.346,70.01027,5.0,70.01027,loss,-1.0005,91,0.221786,0.0005,30.0,0.5729,,"max(structure,0.8ATR)",aggressive,Entry Model 1 - Double Wick Confirmation,256.94,12.85,-12.85,256.94,244.09
dynamic_aggressive,LTA,XAGUSD,M15,2026-06,2026-06-17 20:00:00,2026-06-18 10:45:00,BUY,67.722,66.65239,4.0,67.722,trail_stop,-0.0003,100,0.864071,0.0003,30.0,1.0,,"max(structure,0.8ATR)",aggressive,Entry Model 3 - Confirmation of Internal Structure + Entry Model 4 - High Volume Continuation,244.09,12.2,-0.0,244.09,244.09
dynamic_aggressive,LTA,XAGUSD,M15,2026-06,2026-06-18 12:00:00,2026-06-18 12:30:00,BUY,66.977,66.49814,6.0,66.49814,loss,-1.0006,100,0.365714,0.0006,30.0,0.8021,,"max(structure,0.8ATR)",aggressive,Entry Model 1 - Double Wick Confirmation + Entry Model 4 - High Volume Continuation,244.09,12.2,-12.21,244.09,231.88
dynamic_aggressive,LTA,XAUUSD,M15,2026-06,2026-06-18 17:00:00,2026-06-18 19:00:00,BUY,4227.698,4212.00261,6.0,4212.00261,loss,-1.0002,98,12.335929,0.0002,260.0,0.6562,,"max(structure,0.8ATR)",aggressive,Entry Model 1 - Double Wick Confirmation,231.88,11.59,-11.6,231.88,220.28
dynamic_aggressive,LTA,XAUUSD,M15,2026-06,2026-06-23 02:15:00,2026-06-23 02:45:00,BUY,4161.717,4147.24694,6.0,4147.24694,loss,-1.0002,98,10.493714,0.0002,260.0,0.7604,,"max(structure,0.8ATR)",aggressive,Entry Model 1 - Double Wick Confirmation,220.28,11.01,-11.02,220.28,209.26
dynamic_aggressive,LTA,XAUUSD,M15,2026-06,2026-06-23 03:45:00,2026-06-23 04:45:00,BUY,4143.902,4128.94795,4.0,4128.94795,loss,-1.0002,91,12.087,0.0002,260.0,0.9375,,"max(structure,0.8ATR)",aggressive,Entry Model 1 - Double Wick Confirmation + Entry Model 4 - High Volume Continuation,209.26,10.46,-10.47,209.26,198.79
dynamic_aggressive,LTA,XAGUSD,M15,2026-06,2026-06-26 02:30:00,2026-06-26 06:45:00,SELL,56.065,58.0834,6.0,58.0834,loss,-1.0001,97,0.402643,0.0001,30.0,0.7188,,"max(structure,0.8ATR)",aggressive,Entry Model 1 - Double Wick Confirmation + Entry Model 4 - High Volume Continuation,198.79,9.94,-9.94,198.79,188.85
