policy,bot,symbol,timeframe,month,opened_at,closed_at,direction,entry,stop_loss,final_rr,exit_price,result,r_multiple,setup_score,atr,spread_r,spread_points,atr_percentile,session_metric,stop_mode,rr_mode,entry_model
production_current,LTA,XAUUSD,M15,2026-05,2026-05-01 09:45:00,2026-05-01 12:00:00,SELL,4562.515,4583.67886,6.0,4583.67886,loss,-1.0001,96,8.012429,0.0001,280.0,0.5521,,"live_adaptive(vol=1.00,volume=1.00)",static,Entry Model 1 - Double Wick Confirmation
production_current,LTA,XAUUSD,M15,2026-05,2026-05-01 13:30:00,2026-05-01 20:00:00,BUY,4607.756,4571.02168,6.0,4607.756,trail_stop,-0.0001,91,10.802143,0.0001,280.0,0.8854,,"live_adaptive(vol=1.00,volume=1.00)",static,Entry Model 1 - Double Wick Confirmation + Entry Model 4 - High Volume Continuation
production_current,LTA,XAUUSD,M15,2026-05,2026-05-11 13:30:00,2026-05-12 14:45:00,BUY,4743.508,4665.63142,6.0,4672.988,timeout,-0.9056,99,11.383857,0.0,280.0,0.7188,,"live_adaptive(vol=1.00,volume=1.00)",static,Entry Model 4 - High Volume Continuation
production_current,LTA,XAUUSD,M15,2026-05,2026-05-12 00:15:00,2026-05-12 07:00:00,SELL,4762.401,4774.8332,6.0,4687.8078,win,5.9998,93,8.368,0.0002,280.0,0.3854,,"live_adaptive(vol=1.00,volume=1.00)",static,Entry Model 1 - Double Wick Confirmation
production_current,LTA,XAUUSD,M15,2026-05,2026-05-13 00:30:00,2026-05-13 03:15:00,SELL,4720.459,4728.0304,6.0,4697.7448,trail_stop,2.9996,93,6.569357,0.0004,280.0,0.1146,,"live_adaptive(vol=1.00,volume=1.00)",static,Entry Model 1 - Double Wick Confirmation
production_current,LTA,XAUUSD,M15,2026-05,2026-05-20 01:45:00,2026-05-20 03:00:00,BUY,4481.199,4454.10737,6.0,4454.10737,loss,-1.0001,100,12.924214,0.0001,280.0,0.8333,,"live_adaptive(vol=1.00,volume=1.00)",static,Entry Model 1 - Double Wick Confirmation
production_current,LTA,XAUUSD,M15,2026-05,2026-05-26 00:45:00,2026-05-26 01:30:00,BUY,4549.403,4538.30172,6.0,4538.30172,loss,-1.0003,98,7.881857,0.0003,280.0,0.7396,,"live_adaptive(vol=1.00,volume=1.00)",static,Entry Model 1 - Double Wick Confirmation
production_current,LTA,XAUUSD,M15,2026-05,2026-05-27 07:00:00,2026-05-27 14:00:00,SELL,4480.302,4510.36636,6.0,4450.23764,trail_stop,0.9999,96,8.495714,0.0001,280.0,0.6667,,"live_adaptive(vol=1.00,volume=1.00)",static,Entry Model 1 - Double Wick Confirmation + Entry Model 4 - High Volume Continuation
production_current,LTA,XAUUSD,M15,2026-05,2026-05-27 07:45:00,2026-05-27 12:15:00,SELL,4482.085,4500.61352,6.0,4445.02796,trail_stop,1.9998,91,8.816786,0.0002,280.0,0.7292,,"live_adaptive(vol=1.00,volume=1.00)",static,Entry Model 1 - Double Wick Confirmation
production_current,LTA,XAUUSD,M15,2026-05,2026-05-28 02:45:00,2026-05-28 14:00:00,SELL,4394.44,4460.6215,6.0,4460.6215,loss,-1.0,97,11.43,0.0,280.0,0.8021,,"live_adaptive(vol=1.00,volume=1.00)",static,Entry Model 1 - Double Wick Confirmation + Entry Model 4 - High Volume Continuation
production_current,LTA,XAUUSD,M15,2026-05,2026-05-28 17:00:00,2026-05-29 01:00:00,SELL,4503.933,4516.94048,6.0,4503.933,trail_stop,-0.0002,98,15.163214,0.0002,280.0,0.8854,,"live_adaptive(vol=1.00,volume=1.00)",static,Entry Model 1 - Double Wick Confirmation
production_current,LTA,XAUUSD,M15,2026-05,2026-05-29 02:15:00,2026-05-29 06:00:00,SELL,4503.151,4521.99362,6.0,4521.99362,loss,-1.0001,91,7.964143,0.0001,280.0,0.2708,,"live_adaptive(vol=1.00,volume=1.00)",static,Entry Model 1 - Double Wick Confirmation + Entry Model 4 - High Volume Continuation
