bot,symbol,timeframe,series_key,start_index,opened_at,direction,entry,base_stop,configured_rr,setup_score,atr,atr_percentile,session_metric,entry_model
LTA,XAUUSD,M15,LTA:XAUUSD:M15,2983,2026-05-01 09:45:00,SELL,4562.515,4583.67886,6.0,96,8.012428571428634,0.5520833333333334,,Entry Model 1 - Double Wick Confirmation
LTA,XAUUSD,M15,LTA:XAUUSD:M15,2998,2026-05-01 13:30:00,BUY,4607.756,4571.02168,6.0,91,10.802142857142956,0.8854166666666666,,Entry Model 1 - Double Wick Confirmation + Entry Model 4 - High Volume Continuation
LTA,XAUUSD,M15,LTA:XAUUSD:M15,3550,2026-05-11 13:30:00,BUY,4743.508,4665.63142,6.0,99,11.383857142857323,0.71875,,Entry Model 4 - High Volume Continuation
LTA,XAUUSD,M15,LTA:XAUUSD:M15,3589,2026-05-12 00:15:00,SELL,4762.401,4774.8332,6.0,93,8.367999999999938,0.3854166666666667,,Entry Model 1 - Double Wick Confirmation
LTA,XAUUSD,M15,LTA:XAUUSD:M15,3682,2026-05-13 00:30:00,SELL,4720.459,4728.0304,6.0,93,6.569357142857176,0.11458333333333333,,Entry Model 1 - Double Wick Confirmation
LTA,XAUUSD,M15,LTA:XAUUSD:M15,4147,2026-05-20 01:45:00,BUY,4481.199,4454.10737,6.0,100,12.924214285714243,0.8333333333333334,,Entry Model 1 - Double Wick Confirmation
LTA,XAUUSD,M15,LTA:XAUUSD:M15,4501,2026-05-26 00:45:00,BUY,4549.403,4538.30172,6.0,98,7.881857142857045,0.7395833333333334,,Entry Model 1 - Double Wick Confirmation
LTA,XAUUSD,M15,LTA:XAUUSD:M15,4618,2026-05-27 07:00:00,SELL,4480.302,4510.36636,6.0,96,8.495714285714387,0.6666666666666666,,Entry Model 1 - Double Wick Confirmation + Entry Model 4 - High Volume Continuation
LTA,XAUUSD,M15,LTA:XAUUSD:M15,4621,2026-05-27 07:45:00,SELL,4482.085,4500.61352,6.0,91,8.816785714285873,0.7291666666666666,,Entry Model 1 - Double Wick Confirmation
LTA,XAUUSD,M15,LTA:XAUUSD:M15,4693,2026-05-28 02:45:00,SELL,4394.44,4460.6215,6.0,97,11.429999999999902,0.8020833333333334,,Entry Model 1 - Double Wick Confirmation + Entry Model 4 - High Volume Continuation
LTA,XAUUSD,M15,LTA:XAUUSD:M15,4750,2026-05-28 17:00:00,SELL,4503.933,4516.94048,6.0,98,15.16321428571421,0.8854166666666666,,Entry Model 1 - Double Wick Confirmation
LTA,XAUUSD,M15,LTA:XAUUSD:M15,4783,2026-05-29 02:15:00,SELL,4503.151,4521.99362,6.0,91,7.964142857142698,0.2708333333333333,,Entry Model 1 - Double Wick Confirmation + Entry Model 4 - High Volume Continuation
LTA,XAUUSD,M15,LTA:XAUUSD:M15,4816,2026-05-29 10:30:00,BUY,4538.091,4508.58835,6.0,93,8.597642857142935,0.59375,,Entry Model 1 - Double Wick Confirmation
LTA,XAUUSD,M15,LTA:XAUUSD:M15,4894,2026-06-01 07:00:00,BUY,4507.352,4499.0047,6.0,95,7.335357142857187,0.22916666666666666,,Entry Model 1 - Double Wick Confirmation
