utc_day;balance_at_observation;min_equity;max_equity
2026.02.04;9894.03;9894.03;9894.03
2026.02.05;9894.03;9894.03;9894.03
2026.02.06;9894.03;9894.03;9894.03
2026.02.08;9894.03;9894.03;9894.03
2026.02.09;9894.03;9894.03;9894.03
2026.02.10;9894.03;9894.03;9894.03
2026.02.11;9894.03;9894.03;9894.03
2026.02.12;9894.03;9894.03;9894.03
2026.02.13;9894.03;9894.03;9894.03
2026.02.15;9894.03;9894.03;9894.03
2026.02.16;9894.03;9894.03;9894.03
2026.02.17;9894.03;9894.03;9894.03
2026.02.18;9894.03;9894.03;9894.03
2026.02.19;9894.03;9894.03;9894.03
2026.02.20;9894.03;9894.03;9894.03
2026.02.22;9894.03;9894.03;9894.03
2026.02.23;9894.03;9894.03;9894.03
2026.02.24;9894.03;9894.03;9894.03
2026.02.25;9894.03;9894.03;9894.03
2026.02.26;9894.03;9894.03;9894.03
2026.02.27;9894.03;9894.03;9894.03
2026.03.01;9894.03;9894.03;9894.03
2026.03.02;9894.03;9894.03;9894.03
2026.03.03;9894.03;9894.03;9894.03
2026.03.04;9894.03;9894.03;9894.03
2026.03.05;9894.03;9894.03;9894.03
2026.03.06;9894.03;9894.03;9894.03
2026.03.08;9894.03;9894.03;9894.03
2026.03.09;9894.03;9894.03;9894.03
2026.03.10;9894.03;9894.03;9894.03
2026.03.11;9894.03;9894.03;9894.03
2026.03.12;9894.03;9894.03;9894.03
2026.03.13;9894.03;9894.03;9894.03
2026.03.15;9894.03;9894.03;9894.03
2026.03.16;9894.03;9894.03;9894.03
2026.03.17;9894.03;9894.03;9894.03
2026.03.18;9894.03;9894.03;9894.03
2026.03.19;9894.03;9894.03;9894.03
2026.03.20;9894.03;9894.03;9894.03
2026.03.22;9894.03;9894.03;9894.03
2026.03.23;9894.03;9894.03;9894.03
2026.03.24;9868.44;9856.05;9970.57
2026.03.25;9868.44;9868.44;9868.44
2026.03.26;9868.44;9868.44;9868.44
2026.03.27;9868.44;9868.44;9868.44
2026.03.29;9868.44;9868.44;9868.44
2026.03.30;9868.44;9868.44;9868.44
2026.03.31;9868.44;9868.44;9868.44
2026.04.01;9868.44;9868.44;9868.44
2026.04.02;9868.44;9868.44;9868.44
2026.04.03;9868.44;9868.44;9868.44
2026.04.05;9868.44;9868.44;9868.44
2026.04.06;9868.44;9868.44;9868.44
2026.04.07;9868.44;9868.44;9868.44
2026.04.08;9868.44;9868.44;9868.44
2026.04.09;9868.44;9868.44;9868.44
2026.04.10;9868.44;9868.44;9868.44
2026.04.12;9868.44;9868.44;9868.44
2026.04.13;9868.44;9868.44;9868.44
2026.04.14;9868.44;9868.44;9868.44
2026.04.15;9868.44;9868.44;9868.44
2026.04.16;9868.44;9868.44;9868.44
2026.04.17;9868.44;9868.44;9868.44
2026.04.19;9868.44;9868.44;9868.44
2026.04.20;9868.44;9868.44;9868.44
2026.04.21;9868.44;9868.44;9868.44
2026.04.22;9868.44;9868.44;9868.44
2026.04.23;9868.44;9868.44;9868.44
2026.04.24;9868.44;9868.44;9868.44
2026.04.26;9868.44;9868.44;9868.44
2026.04.27;9868.44;9868.44;9868.44
2026.04.28;9868.44;9868.44;9868.44
2026.04.29;9868.44;9868.44;9868.44
2026.04.30;9868.44;9868.44;9868.44
2026.05.01;9868.44;9868.44;9868.44
2026.05.03;9868.44;9868.44;9868.44
2026.05.04;9766.50;9766.50;9898.01
2026.05.05;9766.50;9766.50;9766.50
2026.05.06;9766.50;9766.50;9766.50
2026.05.07;9766.50;9766.50;9766.50
2026.05.08;9766.50;9766.50;9766.50
2026.05.10;9766.50;9766.50;9766.50
2026.05.11;9766.50;9766.50;9766.50
2026.05.12;9766.50;9766.50;9766.50
2026.05.13;9766.50;9766.50;9766.50
2026.05.14;9766.50;9766.50;9766.50
2026.05.15;9766.50;9766.50;9766.50
2026.05.17;9766.50;9766.50;9766.50
2026.05.18;9766.50;9766.50;9766.50
2026.05.19;9766.50;9766.50;9766.50
2026.05.20;9766.50;9766.50;9766.50
2026.05.21;9766.50;9766.50;9766.50
2026.05.22;9766.50;9766.50;9766.50
2026.05.24;9766.50;9766.50;9766.50
2026.05.25;9766.50;9766.50;9766.50
2026.05.26;9766.50;9766.50;9766.50
2026.05.27;9766.50;9766.50;9766.50
2026.05.28;9766.50;9766.50;9766.50
2026.05.29;9766.50;9766.50;9766.50
2026.05.31;9766.50;9766.50;9766.50
2026.06.01;9766.50;9766.50;9766.50
2026.06.02;9766.50;9766.50;9766.50
2026.06.03;9766.50;9766.50;9766.50
2026.06.04;9766.50;9766.50;9766.50
2026.06.05;9766.50;9766.50;9766.50
2026.06.07;9766.50;9766.50;9766.50
2026.06.08;9766.50;9766.50;9766.50
2026.06.09;9766.50;9766.50;9766.50
2026.06.10;9766.50;9766.50;9766.50
2026.06.11;9766.50;9766.50;9766.50
2026.06.12;9766.50;9766.50;9766.50
2026.06.14;9766.50;9766.50;9766.50
2026.06.15;9766.50;9766.50;9766.50
2026.06.16;9766.50;9766.50;9766.50
2026.06.17;9766.50;9766.50;9766.50
2026.06.18;9766.50;9766.50;9766.50
2026.06.19;9766.50;9766.50;9766.50
2026.06.21;9766.50;9766.50;9766.50
2026.06.22;9766.50;9766.50;9766.50
2026.06.23;9766.50;9766.50;9766.50
2026.06.24;9766.50;9766.50;9766.50
2026.06.25;9766.50;9766.50;9766.50
2026.06.26;9766.50;9766.50;9766.50
2026.06.28;9766.50;9766.50;9766.50
2026.06.29;9766.50;9766.50;9766.50
2026.06.30;9766.50;9766.50;9766.50
2026.07.01;9766.50;9766.50;9766.50
2026.07.02;9766.50;9766.50;9766.50
2026.07.03;9766.50;9766.50;9766.50
2026.07.05;9766.50;9766.50;9766.50
2026.07.06;9766.50;9766.50;9766.50
2026.07.07;9766.50;9766.50;9766.50
2026.07.08;9766.50;9766.50;9766.50
2026.07.09;9766.50;9766.50;9766.50
2026.07.10;9766.50;9766.50;9766.50
2026.07.12;9766.50;9766.50;9766.50
2026.07.13;9766.50;9766.50;9766.50
2026.07.14;9766.50;9766.50;9766.50
2026.07.15;9766.50;9766.50;9766.50
2026.07.16;9766.50;9766.50;9766.50
2026.07.17;9766.50;9766.50;9766.50
2026.07.19;9766.50;9766.50;9766.50
2026.07.20;9766.50;9766.50;9766.50
2026.07.21;9766.50;9766.50;9766.50
2026.07.22;9766.50;9766.50;9766.50
2026.07.23;9766.50;9766.50;9766.50
2026.07.24;9766.50;9766.50;9766.50
2026.07.26;9766.50;9766.50;9766.50
2026.07.27;9766.50;9766.50;9766.50
2026.07.28;9766.50;9766.50;9766.50
2026.07.29;9766.50;9766.50;9766.50
2026.07.30;9766.50;9766.50;9766.50
2026.07.31;9766.50;9766.50;9766.50
2026.08.02;9766.50;9766.50;9766.50
2026.08.03;9766.50;9766.50;9766.50
2026.08.04;9766.50;9766.50;9766.50
2026.08.05;9766.50;9766.50;9766.50
2026.08.06;9766.50;9766.50;9766.50
2026.08.07;9766.50;9766.50;9766.50
2026.08.09;9766.50;9766.50;9766.50
2026.08.10;9766.50;9766.50;9766.50
2026.08.11;9766.50;9766.50;9766.50
2026.08.12;9766.50;9766.50;9766.50
2026.08.13;9766.50;9766.50;9766.50
2026.08.14;9766.50;9766.50;9766.50
2026.08.16;9766.50;9766.50;9766.50
2026.08.17;9766.50;9766.50;9766.50
2026.08.18;9766.50;9766.50;9766.50
2026.08.19;9766.50;9766.50;9766.50
2026.08.20;9766.50;9766.50;9766.50
2026.08.21;9766.50;9766.50;9766.50
2026.08.23;9766.50;9766.50;9766.50
2026.08.24;9766.50;9766.50;9766.50
2026.08.25;9766.50;9766.50;9766.50
2026.08.26;9766.50;9766.50;9766.50
2026.08.27;9766.50;9766.50;9766.50
2026.08.28;9766.50;9766.50;9766.50
2026.08.30;9766.50;9766.50;9766.50
2026.08.31;9766.50;9766.50;9766.50
2026.09.01;9766.50;9766.50;9766.50
2026.09.02;9766.50;9766.50;9766.50
2026.09.03;9766.50;9766.50;9766.50
2026.09.04;9766.50;9766.50;9766.50
2026.09.06;9766.50;9766.50;9766.50
2026.09.07;9766.50;9766.50;9766.50
2026.09.08;9766.50;9766.50;9766.50
2026.09.09;9766.50;9766.50;9766.50
2026.09.10;9766.50;9766.50;9766.50
2026.09.11;9766.50;9766.50;9766.50
2026.09.13;9766.50;9766.50;9766.50
2026.09.14;9766.50;9766.50;9766.50
2026.09.15;9766.50;9766.50;9766.50
2026.09.16;9766.50;9766.50;9766.50
2026.09.17;9766.50;9766.50;9766.50
2026.09.18;9766.50;9766.50;9766.50
