symbol,config,score,train_return_pct,train_profit_factor,train_win_rate,train_max_dd_pct,train_trades,train_sharpe,train_recovery,train_avg_win_r,train_avg_loss_r,train_momentum_trades,train_mean_reversion_trades,validation_return_pct,validation_profit_factor,validation_win_rate,validation_max_dd_pct,validation_trades,validation_sharpe,validation_recovery,validation_avg_win_r,validation_avg_loss_r,validation_momentum_trades,validation_mean_reversion_trades
XAUUSD,"{""history"": 252, ""mode"": ""baseline"", ""sideways_probability"": 0.4, ""signal_gate"": 0.05, ""threshold"": 0.05, ""window"": 20}",16.370938159686652,32.43905525687958,2.819253355484173,33.33333333333333,4.588757495686124,24,2.092857389387779,7.069245931469559,5.5012022547954285,-0.9173148293867825,24,0,22.01358024953506,1.6207907669337385,22.22222222222222,7.514807673177815,45,1.0339035139466763,2.929360431685685,5.399670444087896,-0.9295314133740379,45,0
XAUUSD,"{""history"": 126, ""mode"": ""directional-signal"", ""sideways_probability"": 0.34, ""signal_gate"": 0.0, ""threshold"": 0.02, ""window"": 10}",12.677327153250104,13.664018909728926,1.9423019596828863,25.0,6.073034108414177,20,1.2543475083504505,2.249949311300171,5.464020383943826,-0.9151896058860411,20,0,22.372009824292704,1.7471593828368963,23.684210526315788,7.243121291307187,38,1.0836130540229245,3.088725001905244,5.418139123115509,-0.9366694032265772,38,0
XAUUSD,"{""history"": 126, ""mode"": ""directional-signal"", ""sideways_probability"": 0.34, ""signal_gate"": 0.03, ""threshold"": 0.02, ""window"": 10}",7.550644765621838,9.505955071174753,1.7618339793780844,23.52941176470588,9.649429536316811,17,1.0054869142857308,0.9851313008088122,5.435068204345107,-0.9255513129882524,17,0,15.545645536439912,1.5375083523583444,21.62162162162162,8.145403954556185,37,0.8392572279785437,1.9085174440911985,5.356914351364155,-0.9366694032265772,37,0
XAUUSD,"{""history"": 126, ""mode"": ""directional-signal"", ""sideways_probability"": 0.34, ""signal_gate"": 0.05, ""threshold"": 0.02, ""window"": 10}",5.8519411104284,6.435484020754312,1.6629357929474557,23.076923076923077,7.104316287173051,13,0.8383467634294819,0.9058555053881362,5.319086482502208,-0.9267017576508072,13,0,20.04615153248146,1.7796112118253182,24.242424242424242,5.359299149870733,33,1.054958722494897,3.7404427280318875,5.356914351364155,-0.9344237897875582,33,0
XAUUSD,"{""history"": 126, ""mode"": ""directional-signal"", ""sideways_probability"": 0.34, ""signal_gate"": 0.1, ""threshold"": 0.02, ""window"": 10}",2.448115918503442,8.432715218408537,2.079698859620499,27.27272727272727,5.361155541998075,11,1.0822514361038598,1.572928662925103,5.319086482502208,-0.9270722751400726,11,0,6.262890354111739,1.311989600885424,19.230769230769234,5.49061982371345,26,0.45963959692051565,1.1406527050120876,5.294302544352889,-0.9344283106528315,26,0
XAUUSD,"{""history"": 252, ""mode"": ""directional-signal"", ""sideways_probability"": 0.34, ""signal_gate"": 0.0, ""threshold"": 0.02, ""window"": 10}",12.677327153250104,13.664018909728926,1.9423019596828863,25.0,6.073034108414177,20,1.2543475083504505,2.249949311300171,5.464020383943826,-0.9151896058860411,20,0,22.372009824292704,1.7471593828368963,23.684210526315788,7.243121291307187,38,1.0836130540229245,3.088725001905244,5.418139123115509,-0.9366694032265772,38,0
XAUUSD,"{""history"": 252, ""mode"": ""directional-signal"", ""sideways_probability"": 0.34, ""signal_gate"": 0.03, ""threshold"": 0.02, ""window"": 10}",5.640156619440237,8.432715218408537,2.079698859620499,27.27272727272727,5.361155541998075,11,1.0822514361038598,1.572928662925103,5.319086482502208,-0.9270722751400726,11,0,16.712714243132076,1.5949784858231844,22.22222222222222,7.217626675604749,36,0.894687197375109,2.31554151998749,5.356914351364155,-0.9344093843423452,36,0
XAUUSD,"{""history"": 252, ""mode"": ""directional-signal"", ""sideways_probability"": 0.34, ""signal_gate"": 0.05, ""threshold"": 0.02, ""window"": 10}",1.3197389751110808,8.432715218408537,2.079698859620499,27.27272727272727,5.361155541998075,11,1.0822514361038598,1.572928662925103,5.319086482502208,-0.9270722751400726,11,0,6.699932170099476,1.2721854289114916,18.75,8.388464692309427,32,0.45152534592012483,0.798707798846909,5.294575010124654,-0.9365574054171891,32,0
XAUUSD,"{""history"": 252, ""mode"": ""directional-signal"", ""sideways_probability"": 0.34, ""signal_gate"": 0.1, ""threshold"": 0.02, ""window"": 10}",-26.863067974654548,8.432715218408537,2.079698859620499,27.27272727272727,5.361155541998075,11,1.0822514361038598,1.572928662925103,5.319086482502208,-0.9270722751400726,11,0,-0.7484740217295727,0.9562063384754977,14.285714285714285,5.49061982371345,21,-0.023120899553435825,-0.1363186754429776,5.5357207456935065,-0.9353033797535699,21,0
XAUUSD,"{""history"": 504, ""mode"": ""directional-signal"", ""sideways_probability"": 0.34, ""signal_gate"": 0.0, ""threshold"": 0.02, ""window"": 10}",12.677327153250104,13.664018909728926,1.9423019596828863,25.0,6.073034108414177,20,1.2543475083504505,2.249949311300171,5.464020383943826,-0.9151896058860411,20,0,22.372009824292704,1.7471593828368963,23.684210526315788,7.243121291307187,38,1.0836130540229245,3.088725001905244,5.418139123115509,-0.9366694032265772,38,0
