symbol,range_minutes,rr,month,date,opened_at,closed_at,direction,entry,stop_loss,take_profit,exit_price,result,r_multiple,spread_r,spread_points,pnl,range_high,range_low,range_atr
AUDUSD,15,1.0,2026-05,2026-05-28,2026-05-28 12:15:00,2026-05-28 14:00:00,BUY,0.71208,0.71008,0.71408,0.71408,win,0.955,0.045,9.0,200.0,0.71208,0.71173,0.8235
EURGBP,15,1.0,2026-05,2026-05-28,2026-05-28 12:15:00,2026-05-28 21:00:00,BUY,0.86668,0.86468,0.86868,0.86647,timeout,-0.17,0.065,13.0,-21.0,0.86668,0.86644,0.9256
EURJPY,15,1.0,2026-05,2026-05-28,2026-05-28 12:15:00,2026-05-28 13:00:00,BUY,185.259,185.059,185.459,185.459,win,0.92,0.08,16.0,20000.0,185.259,185.213,0.6357
EURUSD,15,1.0,2026-05,2026-05-28,2026-05-28 12:15:00,2026-05-28 13:00:00,BUY,1.16195,1.15995,1.16395,1.16395,win,0.96,0.04,8.0,200.0,1.16195,1.16152,0.7748
GBPUSD,15,1.0,2026-05,2026-05-28,2026-05-28 12:15:00,2026-05-28 14:00:00,BUY,1.34077,1.33877,1.34277,1.34277,win,0.95,0.05,10.0,200.0,1.34077,1.34025,0.6816
NZDUSD,15,1.0,2026-05,2026-05-28,2026-05-28 12:15:00,2026-05-28 14:00:00,BUY,0.58941,0.58741,0.59141,0.59141,win,0.93,0.07,14.0,200.0,0.58941,0.58897,1.278
USDCAD,15,1.0,2026-05,2026-05-28,2026-05-28 12:15:00,2026-05-28 14:00:00,SELL,1.38486,1.38686,1.38286,1.38286,win,0.93,0.07,14.0,200.0,1.38534,1.38486,0.9081
USDCHF,15,1.0,2026-05,2026-05-28,2026-05-28 12:15:00,2026-05-28 12:45:00,SELL,0.78867,0.79067,0.78667,0.78667,win,0.935,0.065,13.0,200.0,0.78906,0.78867,0.8465
USDJPY,15,1.0,2026-05,2026-05-28,2026-05-28 12:15:00,2026-05-28 14:00:00,SELL,159.417,159.617,159.217,159.217,win,0.95,0.05,10.0,20000.0,159.456,159.417,0.9463
AUDUSD,15,1.0,2026-05,2026-05-29,2026-05-29 12:15:00,2026-05-29 14:45:00,BUY,0.71744,0.71544,0.71944,0.71944,win,0.955,0.045,9.0,200.0,0.71744,0.71671,1.8448
EURGBP,15,1.0,2026-05,2026-05-29,2026-05-29 12:15:00,2026-05-29 20:45:00,BUY,0.86733,0.86533,0.86933,0.86646,timeout,-0.5,0.065,13.0,-87.0,0.86733,0.86707,0.8143
GBPUSD,15,1.0,2026-05,2026-05-29,2026-05-29 12:15:00,2026-05-29 13:15:00,SELL,1.34239,1.34439,1.34039,1.34439,loss,-1.05,0.05,10.0,-200.0,1.34296,1.34239,0.8471
USDCAD,15,1.0,2026-05,2026-05-29,2026-05-29 12:15:00,2026-05-29 12:45:00,BUY,1.38063,1.37863,1.38263,1.38263,win,0.93,0.07,14.0,200.0,1.38063,1.37991,1.6716
EURJPY,15,1.0,2026-05,2026-05-29,2026-05-29 12:30:00,2026-05-29 14:45:00,BUY,185.517,185.317,185.717,185.717,win,0.92,0.08,16.0,20000.0,185.517,185.431,1.0818
EURUSD,15,1.0,2026-05,2026-05-29,2026-05-29 12:30:00,2026-05-29 14:45:00,SELL,1.16426,1.16626,1.16226,1.16626,loss,-1.04,0.04,8.0,-200.0,1.16484,1.16426,0.9988
USDCHF,15,1.0,2026-05,2026-05-29,2026-05-29 12:30:00,2026-05-29 14:45:00,BUY,0.78246,0.78046,0.78446,0.78046,loss,-1.065,0.065,13.0,-200.0,0.78246,0.78175,1.4099
USDJPY,15,1.0,2026-05,2026-05-29,2026-05-29 12:30:00,2026-05-29 20:45:00,BUY,159.278,159.078,159.478,159.262,timeout,-0.13,0.05,10.0,-1600.0,159.278,159.248,0.7865
NZDUSD,15,1.0,2026-05,2026-05-29,2026-05-29 12:45:00,2026-05-29 20:45:00,BUY,0.59772,0.59572,0.59972,0.59885,timeout,0.495,0.07,14.0,113.0,0.59772,0.59707,1.75
AUDUSD,15,1.0,2026-06,2026-06-01,2026-06-01 12:15:00,2026-06-01 13:00:00,SELL,0.71709,0.71909,0.71509,0.71509,win,0.955,0.045,9.0,200.0,0.7174,0.71709,0.9042
EURGBP,15,1.0,2026-06,2026-06-01,2026-06-01 12:15:00,2026-06-01 21:00:00,BUY,0.86499,0.86299,0.86699,0.86423,timeout,-0.445,0.065,13.0,-76.0,0.86499,0.86478,0.8212
GBPUSD,15,1.0,2026-06,2026-06-01,2026-06-01 12:15:00,2026-06-01 13:00:00,SELL,1.3462,1.3482,1.3442,1.3442,win,0.95,0.05,10.0,200.0,1.34682,1.3462,1.0611
USDCAD,15,1.0,2026-06,2026-06-01,2026-06-01 12:15:00,2026-06-01 21:00:00,BUY,1.38317,1.38117,1.38517,1.38401,timeout,0.35,0.07,14.0,84.0,1.38317,1.38259,1.2889
USDCHF,15,1.0,2026-06,2026-06-01,2026-06-01 12:15:00,2026-06-01 13:00:00,SELL,0.78361,0.78561,0.78161,0.78561,loss,-1.065,0.065,13.0,-200.0,0.78393,0.78361,0.8374
USDJPY,15,1.0,2026-06,2026-06-01,2026-06-01 12:15:00,2026-06-01 13:15:00,SELL,159.47,159.67,159.27,159.67,loss,-1.05,0.05,10.0,-20000.0,159.491,159.47,0.9671
NZDUSD,15,1.0,2026-06,2026-06-01,2026-06-01 12:45:00,2026-06-01 13:00:00,BUY,0.59553,0.59353,0.59753,0.59353,loss,-1.07,0.07,14.0,-200.0,0.59553,0.59507,1.3586
EURGBP,15,1.0,2026-06,2026-06-02,2026-06-02 12:15:00,2026-06-02 21:00:00,BUY,0.86469,0.86269,0.86669,0.86339,timeout,-0.715,0.065,13.0,-130.0,0.86469,0.86452,0.7256
NZDUSD,15,1.0,2026-06,2026-06-02,2026-06-02 12:15:00,2026-06-02 21:00:00,SELL,0.59337,0.59537,0.59137,0.59218,timeout,0.525,0.07,14.0,119.0,0.5938,0.59337,1.4647
USDCAD,15,1.0,2026-06,2026-06-02,2026-06-02 12:15:00,2026-06-02 13:30:00,BUY,1.38413,1.38213,1.38613,1.38213,loss,-1.07,0.07,14.0,-200.0,1.38413,1.38354,1.652
USDCHF,15,1.0,2026-06,2026-06-02,2026-06-02 12:15:00,2026-06-02 17:15:00,BUY,0.78541,0.78341,0.78741,0.78741,win,0.935,0.065,13.0,200.0,0.78541,0.78496,1.2186
USDJPY,15,1.0,2026-06,2026-06-02,2026-06-02 12:15:00,2026-06-02 17:30:00,BUY,159.747,159.547,159.947,159.947,win,0.95,0.05,10.0,20000.0,159.747,159.729,0.766
AUDUSD,15,1.0,2026-06,2026-06-03,2026-06-03 12:15:00,2026-06-03 13:45:00,SELL,0.71604,0.71804,0.71404,0.71404,win,0.955,0.045,9.0,200.0,0.71657,0.71604,1.096
EURGBP,15,1.0,2026-06,2026-06-03,2026-06-03 12:15:00,2026-06-03 21:00:00,SELL,0.86349,0.86549,0.86149,0.86436,timeout,-0.5,0.065,13.0,-87.0,0.86374,0.86349,0.9259
EURJPY,15,1.0,2026-06,2026-06-03,2026-06-03 12:15:00,2026-06-03 21:00:00,SELL,185.597,185.797,185.397,185.526,timeout,0.275,0.08,16.0,7100.0,185.703,185.597,1.0082
EURUSD,15,1.0,2026-06,2026-06-03,2026-06-03 12:15:00,2026-06-03 21:00:00,SELL,1.16122,1.16322,1.15922,1.15972,timeout,0.71,0.04,8.0,150.0,1.16183,1.16122,1.2504
GBPUSD,15,1.0,2026-06,2026-06-03,2026-06-03 12:15:00,2026-06-03 13:15:00,SELL,1.34458,1.34658,1.34258,1.34258,win,0.95,0.05,10.0,200.0,1.34507,1.34458,0.7101
NZDUSD,15,1.0,2026-06,2026-06-03,2026-06-03 12:15:00,2026-06-03 13:30:00,SELL,0.58963,0.59163,0.58763,0.58763,win,0.93,0.07,14.0,200.0,0.59006,0.58963,1.0985
USDCAD,15,1.0,2026-06,2026-06-03,2026-06-03 12:15:00,2026-06-03 14:45:00,BUY,1.38571,1.38371,1.38771,1.38771,win,0.93,0.07,14.0,200.0,1.38571,1.38532,0.9192
USDCHF,15,1.0,2026-06,2026-06-03,2026-06-03 12:15:00,2026-06-03 16:00:00,BUY,0.78933,0.78733,0.79133,0.79133,win,0.935,0.065,13.0,200.0,0.78933,0.7886,1.9768
EURJPY,15,1.0,2026-06,2026-06-04,2026-06-04 12:30:00,2026-06-04 18:45:00,BUY,186.045,185.845,186.245,185.845,loss,-1.08,0.08,16.0,-20000.0,186.045,185.984,0.7694
EURUSD,15,1.0,2026-06,2026-06-04,2026-06-04 13:00:00,2026-06-04 18:45:00,SELL,1.16342,1.16542,1.16142,1.16142,win,0.96,0.04,8.0,200.0,1.16448,1.16342,1.7296
GBPUSD,15,1.0,2026-06,2026-06-04,2026-06-04 13:00:00,2026-06-04 15:30:00,SELL,1.34519,1.34719,1.34319,1.34319,win,0.95,0.05,10.0,200.0,1.34622,1.34519,1.5422
USDCHF,15,1.0,2026-06,2026-06-04,2026-06-04 13:00:00,2026-06-04 21:00:00,BUY,0.78789,0.78589,0.78989,0.78927,timeout,0.625,0.065,13.0,138.0,0.78789,0.78677,1.8106
USDJPY,15,1.0,2026-06,2026-06-04,2026-06-04 13:00:00,2026-06-04 21:00:00,BUY,159.874,159.674,160.074,160.004,timeout,0.6,0.05,10.0,13000.0,159.874,159.752,2.8851
EURGBP,15,1.0,2026-06,2026-06-04,2026-06-04 13:30:00,2026-06-04 21:00:00,BUY,0.86502,0.86302,0.86702,0.86485,timeout,-0.15,0.065,13.0,-17.0,0.86502,0.86473,1.1871
NZDUSD,15,1.0,2026-06,2026-06-04,2026-06-04 13:45:00,2026-06-04 20:30:00,BUY,0.58861,0.58661,0.59061,0.58661,loss,-1.07,0.07,14.0,-200.0,0.58861,0.58779,2.2248
AUDUSD,15,1.0,2026-06,2026-06-04,2026-06-04 14:30:00,2026-06-04 21:00:00,SELL,0.71386,0.71586,0.71186,0.71303,timeout,0.37,0.045,9.0,83.0,0.71483,0.71386,2.2372
