date,opened_at,closed_at,symbol,direction,result,r_multiple,balance_before,balance_after,level_after
2026-05-28,2026-05-28 12:15:00,2026-05-28 13:00:00,EURJPY,BUY,win,0.92,20.0,24.23,1
2026-05-29,2026-05-29 12:30:00,2026-05-29 14:45:00,EURJPY,BUY,win,0.92,24.23,29.36,2
2026-06-03,2026-06-03 12:15:00,2026-06-03 21:00:00,EURJPY,SELL,timeout,0.275,29.36,31.22,2
2026-06-04,2026-06-04 12:30:00,2026-06-04 18:45:00,EURJPY,BUY,loss,-1.08,31.22,23.46,1
2026-06-08,2026-06-08 12:15:00,2026-06-08 13:15:00,EURJPY,SELL,loss,-1.08,23.46,17.63,1
2026-06-09,2026-06-09 12:15:00,2026-06-09 15:30:00,EURJPY,SELL,win,0.92,17.63,21.37,1
2026-06-10,2026-06-10 12:15:00,2026-06-10 12:45:00,EURJPY,BUY,win,0.92,21.37,25.89,1
2026-06-11,2026-06-11 12:15:00,2026-06-11 12:15:00,EURJPY,SELL,win,0.92,25.89,31.36,2
2026-06-12,2026-06-12 12:15:00,2026-06-12 13:45:00,EURJPY,SELL,loss,-1.08,31.36,23.57,1
2026-06-15,2026-06-15 12:15:00,2026-06-15 21:00:00,EURJPY,SELL,timeout,0.315,23.57,25.28,1
2026-06-16,2026-06-16 12:15:00,2026-06-16 14:45:00,EURJPY,SELL,loss,-1.08,25.28,19.0,1
2026-06-17,2026-06-17 12:15:00,2026-06-17 18:00:00,EURJPY,BUY,loss,-1.08,19.0,14.28,1
2026-06-18,2026-06-18 12:15:00,2026-06-18 14:45:00,EURJPY,BUY,win,0.92,14.28,17.3,1
2026-06-19,2026-06-19 12:15:00,2026-06-19 17:30:00,EURJPY,BUY,win,0.92,17.3,20.96,1
2026-06-22,2026-06-22 12:15:00,2026-06-22 13:00:00,EURJPY,BUY,loss,-1.08,20.96,15.76,1
2026-06-23,2026-06-23 12:15:00,2026-06-23 21:00:00,EURJPY,SELL,win,0.92,15.76,19.09,1
2026-06-24,2026-06-24 12:15:00,2026-06-24 13:45:00,EURJPY,SELL,loss,-1.08,19.09,14.35,1
2026-06-25,2026-06-25 12:15:00,2026-06-25 12:30:00,EURJPY,BUY,win,0.92,14.35,17.39,1
2026-06-26,2026-06-26 12:15:00,2026-06-26 12:45:00,EURJPY,BUY,win,0.92,17.39,21.06,1
