trades,wins,losses,timeouts,win_rate,net_r,start_balance,final_balance,level,target_balance,target_reached,target_reached_at,max_drawdown_pct,min_balance,symbol
20,9,5,6,45.0,3.88,20.0,32.98,2,52399.91,False,,70.59,18.58,EURUSD
19,10,7,2,52.63,2.23,20.0,21.06,1,52399.91,False,,54.47,14.28,EURJPY
20,9,6,5,45.0,1.71,20.0,19.61,1,52399.91,False,,81.54,19.61,AUDUSD
19,7,6,6,36.84,1.46,20.0,19.12,1,52399.91,False,,59.0,13.85,USDCHF
19,5,6,8,26.32,-0.86,20.0,11.82,1,52399.91,False,,76.49,10.97,USDJPY
18,2,0,16,11.11,-2.36,20.0,10.37,1,52399.91,False,,62.78,7.44,EURGBP
20,5,6,9,25.0,-1.34,20.0,9.82,1,52399.91,False,,78.09,9.82,NZDUSD
20,9,9,2,45.0,-1.62,20.0,8.29,1,52399.91,False,,90.77,8.29,GBPUSD
20,7,9,4,35.0,-4.1,20.0,4.77,1,52399.91,False,,87.86,4.77,USDCAD
