date,opened_at,closed_at,symbol,direction,result,r_multiple,balance_before,balance_after,level_after
2026-05-28,2026-05-28 12:15:00,2026-05-28 14:00:00,AUDUSD,BUY,win,0.955,20.0,24.39,1
2026-05-29,2026-05-29 12:15:00,2026-05-29 14:45:00,AUDUSD,BUY,win,0.955,24.39,29.75,2
2026-06-01,2026-06-01 12:15:00,2026-06-01 13:00:00,AUDUSD,SELL,win,0.955,29.75,36.29,3
2026-06-03,2026-06-03 12:15:00,2026-06-03 13:45:00,AUDUSD,SELL,win,0.955,36.29,44.26,4
2026-06-04,2026-06-04 14:30:00,2026-06-04 21:00:00,AUDUSD,SELL,timeout,0.37,44.26,48.02,4
2026-06-05,2026-06-05 12:15:00,2026-06-05 12:45:00,AUDUSD,SELL,win,0.955,48.02,58.57,5
2026-06-08,2026-06-08 12:30:00,2026-06-08 14:15:00,AUDUSD,SELL,win,0.955,58.57,71.44,5
2026-06-09,2026-06-09 12:15:00,2026-06-09 14:15:00,AUDUSD,SELL,win,0.955,71.44,87.13,6
2026-06-10,2026-06-10 12:15:00,2026-06-10 13:30:00,AUDUSD,BUY,win,0.955,87.13,106.26,7
2026-06-11,2026-06-11 12:15:00,2026-06-11 17:30:00,AUDUSD,SELL,loss,-1.045,106.26,80.72,6
2026-06-12,2026-06-12 12:15:00,2026-06-12 15:15:00,AUDUSD,SELL,loss,-1.045,80.72,61.32,5
2026-06-15,2026-06-15 12:15:00,2026-06-15 14:45:00,AUDUSD,SELL,loss,-1.045,61.32,46.58,4
2026-06-16,2026-06-16 12:15:00,2026-06-16 21:00:00,AUDUSD,SELL,timeout,-0.155,46.58,44.92,4
2026-06-17,2026-06-17 12:15:00,2026-06-17 18:00:00,AUDUSD,BUY,loss,-1.045,44.92,34.12,3
2026-06-18,2026-06-18 12:15:00,2026-06-18 14:45:00,AUDUSD,BUY,win,0.955,34.12,41.62,3
2026-06-19,2026-06-19 12:30:00,2026-06-19 20:45:00,AUDUSD,SELL,timeout,-0.055,41.62,41.09,3
2026-06-22,2026-06-22 12:15:00,2026-06-22 21:00:00,AUDUSD,BUY,timeout,-0.565,41.09,35.75,3
2026-06-23,2026-06-23 13:00:00,2026-06-23 16:45:00,AUDUSD,BUY,loss,-1.045,35.75,27.16,2
2026-06-24,2026-06-24 12:15:00,2026-06-24 21:00:00,AUDUSD,SELL,timeout,-0.215,27.16,25.82,1
2026-06-25,2026-06-25 12:15:00,2026-06-25 12:45:00,AUDUSD,SELL,loss,-1.045,25.82,19.61,1
