symbol,timeframe,month,opened_at,closed_at,direction,entry,stop_loss,take_profit,exit_price,result,r_multiple,spread_r,spread_points,setup_score,bpr_low,bpr_high,reason,pnl,balance
XAUUSD,M30,2025-12,2025-12-29 00:00:00,2025-12-29 00:30:00,BUY,4487.214,4479.66854,4494.75946,4479.66854,SL_SAME_BAR,-1.0002,0.0002,160.0,99,4483.566,4484.47,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-15.0,285.0
XAUUSD,M30,2025-12,2025-12-30 13:00:00,2025-12-30 13:30:00,BUY,4393.515,4386.88652,4400.14348,4386.88652,SL,-1.0002,0.0002,160.0,96,4390.055,4393.155,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-14.25,270.74
XAUUSD,M30,2025-12,2025-12-31 16:00:00,2025-12-31 18:30:00,BUY,4325.643,4315.89389,4335.39211,4315.89389,SL,-1.0002,0.0002,160.0,99,4319.735,4323.248,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-13.54,257.2
XAUUSD,M30,2026-01,2026-01-02 16:00:00,2026-01-02 16:30:00,BUY,4321.62,4316.28425,4326.95575,4316.28425,SL_SAME_BAR,-1.0003,0.0003,160.0,98,4319.735,4323.248,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-12.86,244.34
XAUUSD,M30,2026-01,2026-01-13 13:00:00,2026-01-13 13:30:00,SELL,4601.294,4607.29121,4595.29679,4607.29121,SL,-1.0003,0.0003,160.0,98,4604.852,4604.882,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-12.22,232.12
XAUUSD,M30,2026-01,2026-01-15 23:00:00,2026-01-16 01:00:00,SELL,4609.022,4619.58027,4598.46373,4598.46373,TP,0.9998,0.0002,160.0,100,4616.621,4617.411,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,11.6,243.72
XAUUSD,M30,2026-01,2026-01-21 20:30:00,2026-01-21 21:00:00,SELL,4826.569,4838.77434,4814.36366,4814.36366,TP,0.9999,0.0001,160.0,100,4827.701,4830.504,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,12.18,255.91
XAUUSD,M30,2026-01,2026-01-22 01:00:00,2026-01-22 06:00:00,SELL,4795.969,4822.57298,4769.36502,4822.57298,SL,-1.0001,0.0001,160.0,100,4801.693,4815.136,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-12.8,243.11
XAUUSD,M30,2026-02,2026-02-03 02:00:00,2026-02-03 02:30:00,BUY,4772.933,4748.85852,4797.00748,4748.85852,SL,-1.0001,0.0001,160.0,99,4763.456,4766.243,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-12.16,230.95
XAUUSD,M30,2026-02,2026-02-05 07:00:00,2026-02-05 07:30:00,SELL,4932.529,4965.60629,4899.45171,4899.45171,TP,1.0,0.0,160.0,100,4940.433,4951.97,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,11.55,242.5
XAUUSD,M30,2026-02,2026-02-09 11:30:00,2026-02-09 13:00:00,SELL,5010.634,5021.87061,4999.39739,5021.87061,SL,-1.0002,0.0002,240.0,99,5015.037,5016.309,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-12.13,230.37
XAUUSD,M30,2026-02,2026-02-13 14:30:00,2026-02-13 16:00:00,BUY,4995.804,4970.65752,5020.95048,5020.95048,TP,0.9999,0.0001,240.0,96,4976.169,4984.805,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,11.52,241.89
XAUUSD,M30,2026-02,2026-02-18 23:00:00,2026-02-19 00:30:00,BUY,4982.218,4960.5227,5003.9133,4960.5227,SL,-1.0001,0.0001,240.0,100,4963.56,4971.015,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-12.1,229.8
XAUUSD,M30,2026-02,2026-02-20 07:00:00,2026-02-20 08:30:00,BUY,5015.186,5002.84902,5027.52298,5027.52298,TP,0.9998,0.0002,240.0,96,5006.145,5010.317,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,11.49,241.28
XAUUSD,M30,2026-02,2026-02-24 18:00:00,2026-02-24 19:00:00,SELL,5158.356,5170.2358,5146.4762,5146.4762,TP,0.9998,0.0002,240.0,100,5164.414,5164.884,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,12.06,253.35
XAUUSD,M30,2026-02,2026-02-25 21:30:00,2026-02-25 23:00:00,SELL,5169.177,5179.03438,5159.31962,5179.03438,SL,-1.0002,0.0002,240.0,100,5173.173,5174.707,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-12.67,240.68
XAUUSD,M30,2026-02,2026-02-27 02:30:00,2026-02-27 03:30:00,BUY,5183.356,5176.50223,5190.20977,5190.20977,TP,0.9996,0.0004,240.0,97,5179.823,5182.712,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,12.03,252.71
XAUUSD,M30,2026-03,2026-03-02 02:30:00,2026-03-02 03:00:00,SELL,5346.134,5355.85779,5336.41021,5355.85779,SL,-1.0004,0.0004,360.0,100,5347.392,5349.007,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-12.64,240.06
XAUUSD,M30,2026-03,2026-03-03 10:00:00,2026-03-03 10:30:00,SELL,5276.722,5297.24455,5256.19945,5256.19945,TP,0.9998,0.0002,360.0,99,5281.263,5290.025,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,12.0,252.07
XAUUSD,M30,2026-03,2026-03-27 16:30:00,2026-03-27 17:00:00,BUY,4515.931,4508.11189,4523.75011,4508.11189,SL,-1.0004,0.0004,280.0,99,4514.86,4516.414,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-12.61,239.46
XAUUSD,M30,2026-03,2026-03-29 23:30:00,2026-03-30 00:00:00,BUY,4448.566,4436.83666,4460.29534,4436.83666,SL_SAME_BAR,-1.0002,0.0002,280.0,100,4442.832,4448.664,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-11.98,227.48
XAUUSD,M30,2026-03,2026-03-30 00:00:00,2026-03-30 00:30:00,BUY,4449.223,4434.97866,4463.46734,4434.97866,SL,-1.0002,0.0002,280.0,100,4441.557,4442.667,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-11.38,216.11
XAUUSD,M30,2026-03,2026-03-31 10:30:00,2026-03-31 11:00:00,BUY,4546.874,4524.89918,4568.84882,4568.84882,TP,0.9999,0.0001,280.0,100,4528.674,4531.475,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,10.8,226.91
XAUUSD,M30,2026-04,2026-04-10 06:00:00,2026-04-10 06:30:00,BUY,4755.247,4750.63629,4759.85771,4750.63629,SL,-1.0006,0.0006,280.0,97,4753.524,4755.789,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-11.35,215.56
XAUUSD,M30,2026-04,2026-04-13 13:30:00,2026-04-13 14:00:00,BUY,4730.503,4716.6472,4744.3588,4716.6472,SL,-1.0002,0.0002,280.0,98,4720.2,4722.77,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-10.78,204.78
XAUUSD,M30,2026-04,2026-04-17 08:30:00,2026-04-17 09:30:00,SELL,4795.737,4801.49545,4789.97855,4789.97855,TP,0.9995,0.0005,280.0,97,4795.235,4799.125,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,10.23,215.01
XAUUSD,M30,2026-04,2026-04-20 14:00:00,2026-04-20 14:30:00,BUY,4823.168,4805.95273,4840.38327,4805.95273,SL,-1.0002,0.0002,280.0,100,4809.194,4815.753,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-10.75,204.26
XAUUSD,M30,2026-04,2026-04-23 14:00:00,2026-04-23 17:00:00,BUY,4731.472,4711.89977,4751.04423,4711.89977,SL,-1.0001,0.0001,280.0,100,4715.561,4719.513,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-10.21,194.04
XAUUSD,M30,2026-04,2026-04-27 01:00:00,2026-04-27 02:00:00,SELL,4697.889,4708.04375,4687.73425,4708.04375,SL,-1.0003,0.0003,280.0,100,4703.203,4705.298,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-9.71,184.34
XAUUSD,M30,2026-04,2026-04-28 01:30:00,2026-04-28 05:30:00,SELL,4670.774,4693.27737,4648.27063,4648.27063,TP,0.9999,0.0001,280.0,100,4690.957,4691.601,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,9.22,193.56
