trade_id,slug,label,symbol,side,open_time,close_time,r_multiple,trade_risk_pct,reserved_risk_pct,risk_family,equity_at_entry,fixed_equity_at_entry,active_risk_before_pct,symbol_risk_before_pct,family_risk_before_pct,risk_cash,fixed_risk_cash,extra_cost_cash,fixed_extra_cost_cash,simulated_pnl,fixed_risk_pnl,active_risk_after_pct,simulated_close_equity,fixed_close_equity,drawdown_pct_after_close,fixed_drawdown_pct_after_close
1279,xau-orb-new-york-m30,XAU ORB New York M30,XAUUSD,Long,2023-09-12T16:00:00,2023-09-12T16:37:29,-0.0156,1.0,1.0,XAU_ORB,9667.1967,9663.337,1.0,0.0,0.0,96.672,100.0,0.0,0.0,-1.5081,-1.56,2.0,9665.6886,9661.777,3.3431,3.3822
2063,nasdaq-overnight,Nasdaq Overnight,USTEC,Long,2023-09-12T20:00:00,2023-09-13T13:29:00,-0.0151,1.0,1.0,nasdaq-overnight,9815.8651,9815.547,0.0,0.0,0.0,98.1587,100.0,0.0,0.0,-1.4825,-1.5103,1.0,9707.2132,9704.8569,2.9279,2.9514
643,engineered-liquidity-xau,Engineered Liquidity XAU,XAUUSD,Short,2023-09-13T12:00:00,2023-09-13T12:30:04,-1.0918,1.0,1.0,engineered-liquidity-xau,9815.8651,9815.547,1.0,0.0,0.0,98.1587,100.0,0.0,0.0,-107.1694,-109.1798,2.0,9708.6957,9706.3672,2.913,2.9363
3099,xau-rsi-vwap,XAU RSI VWAP,XAUUSD,Long,2023-09-13T13:00:00,2023-09-14T07:49:51,-0.9511,1.0,1.0,xau-rsi-vwap,9708.6957,9706.3672,1.0,0.0,0.0,97.087,100.0,0.0,0.0,-92.3366,-95.1071,2.0,9729.9365,9728.3083,2.7006,2.7169
2243,nasdaq-5m-candle-momentum,Nasdaq 5M Candle Momentum,USTEC,Long,2023-09-13T13:35:00,2023-09-13T19:55:00,0.1672,1.0,1.0,nasdaq-5m-candle-momentum,9707.2132,9704.8569,1.0,0.0,0.0,97.0721,100.0,0.0,0.0,16.2292,16.7188,2.0,9822.2731,9823.4154,1.7773,1.7658
869,orb-volume-profile,ORB Volume Profile,XAUUSD,Short,2023-09-13T13:55:00,2023-09-13T19:55:00,1.1109,1.0,1.0,XAU_ORB,9707.2132,9704.8569,2.0,1.0,0.0,97.0721,100.0,0.0,0.0,107.8374,111.09,3.0,9827.4856,9828.7569,1.7251,1.7124
1040,orb-volume-profile-high-win-0-75r,ORB Volume Profile High Win 0.75R,XAUUSD,Short,2023-09-13T13:55:00,2023-09-13T14:15:40,0.1281,1.0,1.0,XAU_ORB,9707.2132,9704.8569,3.0,2.0,1.0,97.0721,100.0,0.0,0.0,12.4349,12.81,4.0,9719.6482,9717.6669,2.8035,2.8233
1410,us100-orb-new-york-m30,US100 ORB New York M30,USTEC,Long,2023-09-13T15:00:00,2023-09-13T19:55:00,-0.2206,1.0,1.0,US100_ORB,9719.6482,9717.6669,3.0,1.0,0.0,97.1965,100.0,0.0,0.0,-21.4418,-22.0603,4.0,9806.0438,9806.6967,1.9396,1.933
2244,nasdaq-5m-candle-momentum,Nasdaq 5M Candle Momentum,USTEC,Short,2023-09-14T13:35:00,2023-09-14T15:11:02,-1.0028,1.0,1.0,nasdaq-5m-candle-momentum,9729.9365,9728.3083,0.0,0.0,0.0,97.2994,100.0,0.0,0.0,-97.5726,-100.2808,1.0,9632.3639,9628.0275,3.6764,3.7197
3100,xau-rsi-vwap,XAU RSI VWAP,XAUUSD,Long,2023-09-14T15:00:00,2023-09-15T01:34:27,0.4829,1.0,1.0,xau-rsi-vwap,9729.9365,9728.3083,1.0,0.0,0.0,97.2994,100.0,0.0,0.0,46.9845,48.2886,2.0,9584.0159,9577.3451,4.1598,4.2265
644,engineered-liquidity-xau,Engineered Liquidity XAU,XAUUSD,Short,2023-09-14T18:00:00,2023-09-15T01:03:12,-0.9897,1.0,1.0,engineered-liquidity-xau,9632.3639,9628.0275,1.0,1.0,0.0,96.3236,100.0,0.0,0.0,-95.3325,-98.971,2.0,9537.0314,9529.0565,4.6297,4.7094
645,engineered-liquidity-xau,Engineered Liquidity XAU,XAUUSD,Short,2023-09-15T13:00:00,2023-09-15T13:10:14,-1.0041,1.0,1.0,engineered-liquidity-xau,9584.0159,9577.3451,0.0,0.0,0.0,95.8402,100.0,0.0,0.0,-96.2307,-100.4075,1.0,9487.7851,9476.9375,5.1221,5.2306
2245,nasdaq-5m-candle-momentum,Nasdaq 5M Candle Momentum,USTEC,Short,2023-09-15T13:35:00,2023-09-15T14:53:40,2.4866,1.0,1.0,nasdaq-5m-candle-momentum,9487.7851,9476.9375,0.0,0.0,0.0,94.8779,100.0,0.0,0.0,235.919,248.6555,1.0,9723.7041,9725.593,2.763,2.7441
2246,nasdaq-5m-candle-momentum,Nasdaq 5M Candle Momentum,USTEC,Long,2023-09-18T13:35:00,2023-09-18T22:05:00,0.3247,1.0,1.0,nasdaq-5m-candle-momentum,9723.7041,9725.593,0.0,0.0,0.0,97.237,100.0,0.0,0.0,31.5751,32.4723,1.0,9755.2792,9758.0653,2.4472,2.4193
2064,nasdaq-overnight,Nasdaq Overnight,USTEC,Long,2023-09-18T20:00:00,2023-09-19T13:29:00,-0.2125,1.0,1.0,nasdaq-overnight,9723.7041,9725.593,1.0,1.0,0.0,97.237,100.0,0.0,0.0,-20.6616,-21.2487,2.0,9734.6176,9736.8166,2.6538,2.6318
3390,xau-slow-trend,XAU Slow Trend,XAUUSD,Long,2023-09-18T22:01:00,2023-09-21T00:31:12,-0.9924,1.0,1.0,xau-slow-trend,9723.7041,9725.593,2.0,0.0,0.0,97.237,100.0,0.0,0.0,-96.4935,-99.2353,3.0,9997.5339,10016.9414,0.9559,0.981
2247,nasdaq-5m-candle-momentum,Nasdaq 5M Candle Momentum,USTEC,Short,2023-09-19T13:35:00,2023-09-19T19:55:00,-0.3727,1.0,1.0,nasdaq-5m-candle-momentum,9734.6176,9736.8166,1.0,0.0,0.0,97.3462,100.0,0.0,0.0,-36.281,-37.2701,2.0,9599.4669,9597.9814,4.0053,4.0202
