trade_id,slug,label,symbol,side,open_time,close_time,r_multiple,trade_risk_pct,reserved_risk_pct,risk_family,equity_at_entry,fixed_equity_at_entry,active_risk_before_pct,symbol_risk_before_pct,family_risk_before_pct,risk_cash,fixed_risk_cash,extra_cost_cash,fixed_extra_cost_cash,simulated_pnl,fixed_risk_pnl,active_risk_after_pct,simulated_close_equity,fixed_close_equity,drawdown_pct_after_close,fixed_drawdown_pct_after_close
1423,us100-orb-new-york-m30,US100 ORB New York M30,USTEC,Short,2024-08-07T14:30:00,2024-08-07T14:45:42,-1.0056,1.0,1.0,US100_ORB,45376.7683,27019.4193,3.0,1.0,0.0,453.7677,100.0,0.0,0.0,-456.2924,-100.5564,4.0,44920.4759,26918.8629,13.8071,5.1722
2103,nasdaq-overnight,Nasdaq Overnight,USTEC,Long,2024-08-07T20:00:00,2024-08-08T13:29:00,0.6859,1.0,1.0,nasdaq-overnight,44465.3583,26818.5654,2.0,0.0,0.0,444.6536,100.0,0.0,0.0,304.9697,68.5859,3.0,44770.328,26887.1513,14.0952,5.2839
2472,nasdaq-5m-candle-momentum,Nasdaq 5M Candle Momentum,USTEC,Long,2024-08-08T13:35:00,2024-08-08T19:55:00,1.3023,1.0,1.0,nasdaq-5m-candle-momentum,44770.328,26887.1513,2.0,0.0,0.0,447.7033,100.0,0.0,0.0,583.0359,130.2282,3.0,45353.3638,27017.3795,12.9765,4.8251
1511,us100-h1-orb-13utc,US100 H1 ORB 13UTC,USTEC,Long,2024-08-08T14:15:00,2024-08-08T20:00:00,0.8363,1.0,1.0,US100_ORB,44770.328,26887.1513,3.0,1.0,0.0,447.7033,100.0,0.0,0.0,374.3962,83.626,4.0,45727.7601,27101.0055,12.2581,4.5305
2473,nasdaq-5m-candle-momentum,Nasdaq 5M Candle Momentum,USTEC,Long,2024-08-09T13:35:00,2024-08-09T19:55:00,0.7837,1.0,1.0,nasdaq-5m-candle-momentum,45727.7601,27101.0055,2.0,0.0,0.0,457.2776,100.0,0.0,0.0,358.3781,78.3721,3.0,46086.1382,27179.3776,11.5705,4.2545
1512,us100-h1-orb-13utc,US100 H1 ORB 13UTC,USTEC,Long,2024-08-09T14:15:00,2024-08-11T22:05:00,0.5468,1.0,1.0,US100_ORB,45727.7601,27101.0055,3.0,1.0,0.0,457.2776,100.0,0.0,0.0,250.0302,54.678,4.0,48593.7359,27723.9139,6.7589,2.3362
548,btc-poc-fibonacci,BTC POC Fibonacci,BTCUSD,Long,2024-08-10T17:15:00,2024-08-11T09:20:40,4.8986,1.0,1.0,btc-poc-fibonacci,46086.1382,27179.3776,3.0,0.0,0.0,460.8614,100.0,0.0,0.0,2257.5674,489.8582,4.0,48343.7056,27669.2359,7.2387,2.5288
704,engineered-liquidity-xau,Engineered Liquidity XAU,XAUUSD,Long,2024-08-12T01:00:00,2024-08-12T01:46:27,-1.0341,1.0,1.0,engineered-liquidity-xau,48593.7359,27723.9139,2.0,2.0,0.0,485.9374,100.0,0.0,0.0,-502.5075,-103.4099,3.0,48091.2284,27620.5039,7.7231,2.7005
705,engineered-liquidity-xau,Engineered Liquidity XAU,XAUUSD,Long,2024-08-12T04:00:00,2024-08-12T05:46:26,0.4815,1.0,1.0,engineered-liquidity-xau,48091.2284,27620.5039,2.0,2.0,0.0,480.9123,100.0,0.0,0.0,231.5754,48.1534,3.0,48322.8038,27668.6573,7.2788,2.5309
2474,nasdaq-5m-candle-momentum,Nasdaq 5M Candle Momentum,USTEC,Long,2024-08-12T13:35:00,2024-08-12T13:41:46,-1.0091,1.0,1.0,nasdaq-5m-candle-momentum,48322.8038,27668.6573,2.0,0.0,0.0,483.228,100.0,0.0,0.0,-487.6283,-100.9106,3.0,47835.1755,27567.7467,8.2144,2.8863
1818,ema3,EMA3,XAUUSD,Long,2024-08-13T00:00:00,2024-08-22T13:21:30,0.3313,1.0,1.0,ema3,47835.1755,27567.7467,2.0,2.0,0.0,478.3518,100.0,0.0,0.0,158.4884,33.1322,3.0,53179.4536,28723.1224,2.6646,0.915
2475,nasdaq-5m-candle-momentum,Nasdaq 5M Candle Momentum,USTEC,Long,2024-08-13T13:35:00,2024-08-13T19:55:00,1.7087,1.0,1.0,nasdaq-5m-candle-momentum,47835.1755,27567.7467,3.0,0.0,0.0,478.3518,100.0,0.0,0.0,817.3583,170.8697,4.0,48652.5338,27738.6164,6.6461,2.2844
2476,nasdaq-5m-candle-momentum,Nasdaq 5M Candle Momentum,USTEC,Short,2024-08-14T13:35:00,2024-08-14T19:55:00,-0.1295,1.0,1.0,nasdaq-5m-candle-momentum,48652.5338,27738.6164,3.0,0.0,0.0,486.5253,100.0,0.0,0.0,-62.9825,-12.9454,4.0,48589.5513,27725.671,6.767,2.33
2477,nasdaq-5m-candle-momentum,Nasdaq 5M Candle Momentum,USTEC,Long,2024-08-15T13:35:00,2024-08-15T19:55:00,1.4432,1.0,1.0,nasdaq-5m-candle-momentum,48589.5513,27725.671,3.0,0.0,0.0,485.8955,100.0,0.0,0.0,701.2416,144.3194,4.0,49290.7929,27869.9905,5.4214,1.8216
3442,xau-slow-trend,XAU Slow Trend,XAUUSD,Long,2024-08-16T12:59:41,2024-08-22T14:22:05,-1.0521,1.0,1.0,xau-slow-trend,51938.1842,28427.7425,2.0,2.0,0.0,519.3818,100.0,0.0,0.0,-546.4582,-105.2132,3.0,51577.9677,28421.1485,5.5959,1.9567
2478,nasdaq-5m-candle-momentum,Nasdaq 5M Candle Momentum,USTEC,Long,2024-08-16T13:35:00,2024-08-16T19:55:00,0.8078,1.0,1.0,nasdaq-5m-candle-momentum,51938.1842,28427.7425,3.0,0.0,0.0,519.3818,100.0,0.0,0.0,419.5331,80.7755,4.0,54635.2766,28988.3538,0.0,0.0
3574,xau-regime-switch,XAU Regime Switch,XAUUSD,Long,2024-08-16T20:00:00,2024-08-22T13:32:42,-0.9582,1.0,1.0,xau-regime-switch,54635.2766,28988.3538,2.0,2.0,0.0,546.3528,100.0,0.0,0.0,-523.5144,-95.8199,3.0,52655.9391,28627.3025,3.6228,1.2455
2479,nasdaq-5m-candle-momentum,Nasdaq 5M Candle Momentum,USTEC,Short,2024-08-19T13:35:00,2024-08-19T14:32:42,-1.0141,1.0,1.0,nasdaq-5m-candle-momentum,54635.2766,28988.3538,3.0,0.0,0.0,546.3528,100.0,0.0,0.0,-554.0747,-101.4134,4.0,54081.2019,28886.9404,1.0141,0.3498
2480,nasdaq-5m-candle-momentum,Nasdaq 5M Candle Momentum,USTEC,Long,2024-08-20T13:35:00,2024-08-20T14:26:02,-1.0117,1.0,1.0,nasdaq-5m-candle-momentum,54081.2019,28886.9404,3.0,0.0,0.0,540.812,100.0,0.0,0.0,-547.1653,-101.1748,4.0,53534.0365,28785.7656,2.0156,0.6989
2104,nasdaq-overnight,Nasdaq Overnight,USTEC,Long,2024-08-20T20:00:00,2024-08-21T13:29:00,0.0634,1.0,1.0,nasdaq-overnight,53534.0365,28785.7656,3.0,0.0,0.0,535.3404,100.0,0.0,0.0,33.9539,6.3425,4.0,53567.9905,28792.1081,1.9535,0.677
2481,nasdaq-5m-candle-momentum,Nasdaq 5M Candle Momentum,USTEC,Short,2024-08-21T13:35:00,2024-08-21T13:46:30,-1.0212,1.0,1.0,nasdaq-5m-candle-momentum,53567.9905,28792.1081,3.0,0.0,0.0,535.6799,100.0,0.0,0.0,-547.0253,-102.1179,4.0,53020.9652,28689.9902,2.9547,1.0293
550,btc-poc-fibonacci,BTC POC Fibonacci,BTCUSD,Long,2024-08-21T14:30:00,2024-08-22T14:45:00,1.6919,1.0,1.0,btc-poc-fibonacci,53020.9652,28689.9902,3.0,0.0,0.0,530.2097,100.0,0.0,0.0,897.0443,169.1867,4.0,52475.012,28590.3353,3.954,1.373
2482,nasdaq-5m-candle-momentum,Nasdaq 5M Candle Momentum,USTEC,Long,2024-08-22T13:35:00,2024-08-22T14:08:26,-1.0094,1.0,1.0,nasdaq-5m-candle-momentum,52655.9391,28627.3025,2.0,0.0,0.0,526.5594,100.0,0.0,0.0,-531.5132,-100.9408,3.0,52124.426,28526.3617,4.5957,1.5937
3443,xau-slow-trend,XAU Slow Trend,XAUUSD,Long,2024-08-22T14:22:05,2024-09-18T18:10:32,5.8847,1.0,1.0,xau-slow-trend,51577.9677,28421.1485,1.0,0.0,0.0,515.7797,100.0,0.0,0.0,3035.2018,588.4687,2.0,47414.2874,27517.5783,13.2167,5.0737
3575,xau-regime-switch,XAU Regime Switch,XAUUSD,Long,2024-08-22T16:00:00,2024-09-20T07:11:15,5.4885,1.0,1.0,xau-regime-switch,52475.012,28590.3353,1.0,1.0,0.0,524.7501,100.0,0.0,0.0,2880.1036,548.8524,2.0,51405.0074,28300.5452,5.9124,2.3727
2105,nasdaq-overnight,Nasdaq Overnight,USTEC,Long,2024-08-22T20:00:00,2024-08-23T13:29:00,0.3926,1.0,1.0,nasdaq-overnight,52475.012,28590.3353,2.0,0.0,0.0,524.7501,100.0,0.0,0.0,206.0142,39.2595,3.0,52939.2396,28678.8017,3.1043,1.0678
3133,xau-rsi-vwap,XAU RSI VWAP,XAUUSD,Long,2024-08-23T04:00:00,2024-08-23T08:41:27,0.4921,1.0,1.0,xau-rsi-vwap,52475.012,28590.3353,3.0,2.0,0.0,524.7501,100.0,0.0,0.0,258.2134,49.2069,4.0,52733.2254,28639.5422,3.4814,1.2033
2483,nasdaq-5m-candle-momentum,Nasdaq 5M Candle Momentum,USTEC,Short,2024-08-23T13:35:00,2024-08-23T14:00:11,-1.0118,1.0,1.0,nasdaq-5m-candle-momentum,52939.2396,28678.8017,2.0,0.0,0.0,529.3924,100.0,0.0,0.0,-535.6565,-101.1833,3.0,52403.5831,28577.6184,4.0847,1.4169
1928,xau-weakness,XAU Weakness,XAUUSD,Long,2024-08-25T22:30:27,2024-08-26T13:54:31,0.7737,1.0,1.0,xau-weakness,52403.5831,28577.6184,2.0,2.0,0.0,524.0358,100.0,0.0,0.0,405.4684,77.3742,3.0,52279.8858,28554.0137,4.3111,1.4983
2484,nasdaq-5m-candle-momentum,Nasdaq 5M Candle Momentum,USTEC,Long,2024-08-26T13:35:00,2024-08-26T13:47:39,-1.0098,1.0,1.0,nasdaq-5m-candle-momentum,52403.5831,28577.6184,3.0,0.0,0.0,524.0358,100.0,0.0,0.0,-529.1657,-100.9789,4.0,51874.4174,28476.6395,5.0533,1.7652
2106,nasdaq-overnight,Nasdaq Overnight,USTEC,Long,2024-08-26T20:00:00,2024-08-27T13:29:00,-0.2218,1.0,1.0,nasdaq-overnight,52279.8858,28554.0137,2.0,0.0,0.0,522.7989,100.0,0.0,0.0,-115.9505,-22.1788,3.0,51112.29,28329.6562,6.4482,2.2723
88,lta-volume-profile,LTA Volume Profile,XAUUSD,Long,2024-08-27T01:30:00,2024-08-27T01:48:30,-1.0107,1.0,1.0,lta-volume-profile,52279.8858,28554.0137,3.0,2.0,0.0,522.7989,100.0,0.0,0.0,-528.3824,-101.068,4.0,51751.5034,28452.9457,5.2782,1.847
89,lta-volume-profile,LTA Volume Profile,XAUUSD,Long,2024-08-27T05:45:00,2024-08-27T07:36:38,-1.0111,1.0,1.0,lta-volume-profile,51751.5034,28452.9457,3.0,2.0,0.0,517.515,100.0,0.0,0.0,-523.2629,-101.1107,4.0,51228.2405,28351.835,6.236,2.1958
2485,nasdaq-5m-candle-momentum,Nasdaq 5M Candle Momentum,USTEC,Short,2024-08-27T13:35:00,2024-08-27T14:24:40,-1.0075,1.0,1.0,nasdaq-5m-candle-momentum,51112.29,28329.6562,2.0,0.0,0.0,511.1229,100.0,0.0,0.0,-514.9623,-100.7512,3.0,50076.473,28127.001,8.3441,2.9714
1352,xau-orb-london-ny-overlap-m30,XAU ORB London NY Overlap M30,XAUUSD,Long,2024-08-27T14:00:00,2024-08-27T14:01:27,-1.019,1.0,1.0,XAU_ORB,51112.29,28329.6562,3.0,2.0,0.0,511.1229,100.0,0.0,0.0,-520.8547,-101.904,4.0,50591.4353,28227.7522,7.4015,2.6238
710,engineered-liquidity-xau,Engineered Liquidity XAU,XAUUSD,Long,2024-08-28T07:00:00,2024-08-28T10:48:37,-0.9822,1.0,1.0,engineered-liquidity-xau,50076.473,28127.001,2.0,2.0,0.0,500.7647,100.0,0.0,0.0,-491.8684,-98.2235,3.0,49584.6046,28028.7776,9.2443,3.3102
2486,nasdaq-5m-candle-momentum,Nasdaq 5M Candle Momentum,USTEC,Long,2024-08-28T13:35:00,2024-08-28T13:45:27,-1.0102,1.0,1.0,nasdaq-5m-candle-momentum,49584.6046,28028.7776,2.0,0.0,0.0,495.846,100.0,0.0,0.0,-500.8945,-101.0182,3.0,49083.7101,27927.7594,10.1611,3.6587
711,engineered-liquidity-xau,Engineered Liquidity XAU,XAUUSD,Long,2024-08-28T14:00:00,2024-08-28T16:23:43,-1.0048,1.0,1.0,engineered-liquidity-xau,49083.7101,27927.7594,2.0,2.0,0.0,490.8371,100.0,0.0,0.0,-493.216,-100.4847,3.0,48590.4941,27827.2748,11.0639,4.0053
2107,nasdaq-overnight,Nasdaq Overnight,USTEC,Long,2024-08-28T20:00:00,2024-08-29T13:29:00,0.164,1.0,1.0,nasdaq-overnight,48590.4941,27827.2748,2.0,0.0,0.0,485.9049,100.0,0.0,0.0,79.699,16.4022,3.0,48670.1931,27843.6769,10.918,3.9487
2487,nasdaq-5m-candle-momentum,Nasdaq 5M Candle Momentum,USTEC,Long,2024-08-29T13:35:00,2024-08-29T18:30:25,-1.0,1.0,1.0,nasdaq-5m-candle-momentum,48670.1931,27843.6769,2.0,0.0,0.0,486.7019,100.0,0.0,0.0,-486.7019,-100.0,3.0,48251.8262,27757.7174,11.6838,4.2453
1099,orb-volume-profile-high-win-0-75r,ORB Volume Profile High Win 0.75R,XAUUSD,Long,2024-08-29T13:55:00,2024-08-29T14:16:41,0.1404,1.0,1.0,XAU_ORB,48670.1931,27843.6769,3.0,2.0,0.0,486.7019,100.0,0.0,0.0,68.335,14.0404,4.0,48738.5281,27857.7174,10.7929,3.9003
2108,nasdaq-overnight,Nasdaq Overnight,USTEC,Long,2024-08-29T20:00:00,2024-08-30T13:29:00,0.4069,1.0,1.0,nasdaq-overnight,48251.8262,27757.7174,2.0,0.0,0.0,482.5183,100.0,0.0,0.0,196.3557,40.6939,3.0,48448.1819,27798.4113,11.3244,4.1049
2488,nasdaq-5m-candle-momentum,Nasdaq 5M Candle Momentum,USTEC,Short,2024-08-30T13:35:00,2024-08-30T14:01:41,-1.0058,1.0,1.0,nasdaq-5m-candle-momentum,48448.1819,27798.4113,2.0,0.0,0.0,484.4818,100.0,0.0,0.0,-487.2837,-100.5783,3.0,47960.8982,27697.833,12.2162,4.4519
712,engineered-liquidity-xau,Engineered Liquidity XAU,XAUUSD,Long,2024-09-02T04:00:00,2024-09-03T01:23:35,-0.9924,1.0,1.0,engineered-liquidity-xau,47960.8982,27697.833,2.0,2.0,0.0,479.609,100.0,0.0,0.0,-475.9428,-99.2356,3.0,47995.7152,27705.0924,12.1525,4.4268
2489,nasdaq-5m-candle-momentum,Nasdaq 5M Candle Momentum,USTEC,Long,2024-09-02T13:35:00,2024-09-02T22:00:00,1.065,1.0,1.0,nasdaq-5m-candle-momentum,47960.8982,27697.833,3.0,0.0,0.0,479.609,100.0,0.0,0.0,510.7598,106.495,4.0,48471.658,27804.328,11.2814,4.0845
3135,xau-rsi-vwap,XAU RSI VWAP,XAUUSD,Long,2024-09-03T03:00:00,2024-09-03T06:56:31,0.4915,1.0,1.0,xau-rsi-vwap,47995.7152,27705.0924,2.0,2.0,0.0,479.9572,100.0,0.0,0.0,235.8887,49.1479,3.0,48231.6039,27754.2403,11.7208,4.2573
2490,nasdaq-5m-candle-momentum,Nasdaq 5M Candle Momentum,USTEC,Short,2024-09-03T13:35:00,2024-09-03T14:48:29,2.4866,1.0,1.0,nasdaq-5m-candle-momentum,48231.6039,27754.2403,2.0,0.0,0.0,482.316,100.0,0.0,0.0,1199.34,248.6627,3.0,48943.6912,27901.8794,10.4174,3.748
3717,us100-month-end-flow,US100 Month End Flow,USTEC,Long,2024-09-03T14:30:00,2024-09-03T14:42:36,-1.0102,1.0,1.0,us100-month-end-flow,48231.6039,27754.2403,3.0,1.0,0.0,482.316,100.0,0.0,0.0,-487.2527,-101.0235,4.0,47744.3512,27653.2168,12.6126,4.6058
2109,nasdaq-overnight,Nasdaq Overnight,USTEC,Long,2024-09-03T20:00:00,2024-09-04T13:29:00,-0.3885,1.0,1.0,nasdaq-overnight,48943.6912,27901.8794,2.0,0.0,0.0,489.4369,100.0,0.0,0.0,-190.1438,-38.8495,3.0,48753.5474,27863.03,10.7654,3.882
2491,nasdaq-5m-candle-momentum,Nasdaq 5M Candle Momentum,USTEC,Long,2024-09-04T13:35:00,2024-09-04T14:00:42,-1.0074,1.0,1.0,nasdaq-5m-candle-momentum,48753.5474,27863.03,2.0,0.0,0.0,487.5355,100.0,0.0,0.0,-491.1241,-100.7361,3.0,48262.4234,27762.2939,11.6644,4.2295
3718,us100-month-end-flow,US100 Month End Flow,USTEC,Long,2024-09-04T14:30:00,2024-09-04T19:10:05,-1.008,1.0,1.0,us100-month-end-flow,48262.4234,27762.2939,2.0,0.0,0.0,482.6242,100.0,0.0,0.0,-486.4627,-100.7953,3.0,47775.9606,27661.4986,12.5547,4.5772
1515,us100-h1-orb-13utc,US100 H1 ORB 13UTC,USTEC,Long,2024-09-04T14:45:00,2024-09-04T20:00:00,-0.4944,1.0,1.0,US100_ORB,48262.4234,27762.2939,3.0,1.0,0.0,482.6242,100.0,0.0,0.0,-238.5879,-49.4355,4.0,47537.3728,27612.063,12.9914,4.7477
2110,nasdaq-overnight,Nasdaq Overnight,USTEC,Long,2024-09-04T20:00:00,2024-09-05T13:29:00,-0.2069,1.0,1.0,nasdaq-overnight,47537.3728,27612.063,2.0,0.0,0.0,475.3737,100.0,0.0,0.0,-98.3729,-20.6938,3.0,47438.9999,27591.3692,13.1715,4.8191
2492,nasdaq-5m-candle-momentum,Nasdaq 5M Candle Momentum,USTEC,Long,2024-09-05T13:35:00,2024-09-05T19:55:00,0.1541,1.0,1.0,nasdaq-5m-candle-momentum,47438.9999,27591.3692,2.0,0.0,0.0,474.39,100.0,0.0,0.0,73.1099,15.4114,3.0,47028.6957,27504.8681,13.9225,5.1175
1231,orb-volume-profile-volume-confirmed,ORB Volume Profile Volume Confirmed,XAUUSD,Short,2024-09-05T13:50:00,2024-09-05T14:14:38,-0.0101,1.0,1.0,XAU_ORB,47438.9999,27591.3692,3.0,2.0,0.0,474.39,100.0,0.0,0.0,-4.8064,-1.0132,4.0,47434.1934,27590.356,13.1803,4.8226
1424,us100-orb-new-york-m30,US100 ORB New York M30,USTEC,Short,2024-09-05T15:30:00,2024-09-05T16:32:13,-1.009,1.0,1.0,US100_ORB,47434.1934,27590.356,3.0,1.0,0.0,474.3419,100.0,0.0,0.0,-478.6077,-100.8993,4.0,46955.5857,27489.4567,14.0563,5.1707
2493,nasdaq-5m-candle-momentum,Nasdaq 5M Candle Momentum,USTEC,Long,2024-09-06T13:35:00,2024-09-06T14:24:40,-1.0012,1.0,1.0,nasdaq-5m-candle-momentum,47028.6957,27504.8681,2.0,0.0,0.0,470.287,100.0,0.0,0.0,-470.8311,-100.1157,3.0,46557.8646,27404.7524,14.7842,5.4629
1232,orb-volume-profile-volume-confirmed,ORB Volume Profile Volume Confirmed,XAUUSD,Long,2024-09-06T15:15:00,2024-09-06T16:03:39,-0.9011,1.0,1.0,XAU_ORB,46557.8646,27404.7524,2.0,2.0,0.0,465.5786,100.0,0.0,0.0,-419.5475,-90.1131,3.0,46138.3171,27314.6393,15.5521,5.7737
2494,nasdaq-5m-candle-momentum,Nasdaq 5M Candle Momentum,USTEC,Long,2024-09-09T13:35:00,2024-09-09T14:33:27,-1.0026,1.0,1.0,nasdaq-5m-candle-momentum,46138.3171,27314.6393,2.0,0.0,0.0,461.3832,100.0,0.0,0.0,-462.5964,-100.263,3.0,45675.7207,27214.3763,16.3988,6.1196
931,orb-volume-profile,ORB Volume Profile,XAUUSD,Short,2024-09-09T14:35:00,2024-09-09T16:58:41,-1.0001,1.0,1.0,XAU_ORB,45675.7207,27214.3763,2.0,2.0,0.0,456.7572,100.0,0.0,0.0,-456.7984,-100.009,3.0,45218.9223,27114.3673,17.2349,6.4646
1425,us100-orb-new-york-m30,US100 ORB New York M30,USTEC,Long,2024-09-09T16:30:00,2024-09-09T18:15:36,-1.01,1.0,1.0,US100_ORB,45675.7207,27214.3763,3.0,0.0,0.0,456.7572,100.0,0.0,0.0,-461.3386,-101.003,4.0,44757.5837,27013.3643,18.0793,6.813
2495,nasdaq-5m-candle-momentum,Nasdaq 5M Candle Momentum,USTEC,Long,2024-09-10T13:35:00,2024-09-10T14:13:40,-1.0075,1.0,1.0,nasdaq-5m-candle-momentum,44757.5837,27013.3643,2.0,0.0,0.0,447.5758,100.0,0.0,0.0,-450.9222,-100.7477,3.0,44306.6615,26912.6166,18.9047,7.1606
1662,us100-selective-orb-v3,US100 Selective ORB V3,USTEC,Short,2024-09-10T14:25:00,2024-09-10T16:53:35,-0.0087,1.0,1.0,US100_ORB,44306.6615,26912.6166,2.0,0.0,0.0,443.0666,100.0,0.0,0.0,-3.8368,-0.866,3.0,44302.8247,26911.7506,18.9117,7.1636
1820,ema3,EMA3,XAUUSD,Long,2024-09-11T00:00:00,2024-09-12T13:45:28,1.5027,1.0,1.0,ema3,44302.8247,26911.7506,2.0,2.0,0.0,443.0282,100.0,0.0,0.0,665.7171,150.2652,3.0,44072.6091,26858.7541,19.3331,7.3464
2496,nasdaq-5m-candle-momentum,Nasdaq 5M Candle Momentum,USTEC,Short,2024-09-11T13:35:00,2024-09-11T17:40:29,-0.9957,1.0,1.0,nasdaq-5m-candle-momentum,44302.8247,26911.7506,3.0,0.0,0.0,443.0282,100.0,0.0,0.0,-441.1352,-99.5727,4.0,43861.6895,26812.1779,19.7191,7.5071
453,btc-top-down-fvg-liquidity,BTC Top Down FVG Liquidity,BTCUSD,Long,2024-09-12T12:30:42,2024-09-12T12:33:39,-1.0369,1.0,1.0,btc-top-down-fvg-liquidity,43861.6895,26812.1779,3.0,0.0,0.0,438.6169,100.0,0.0,0.0,-454.7975,-103.689,4.0,43406.8921,26708.4889,20.5515,7.8648
2497,nasdaq-5m-candle-momentum,Nasdaq 5M Candle Momentum,USTEC,Short,2024-09-12T13:35:00,2024-09-12T15:13:26,-1.0072,1.0,1.0,nasdaq-5m-candle-momentum,43406.8921,26708.4889,3.0,0.0,0.0,434.0689,100.0,0.0,0.0,-437.2061,-100.7227,4.0,43635.403,26758.0313,20.1333,7.6939
1516,us100-h1-orb-13utc,US100 H1 ORB 13UTC,USTEC,Long,2024-09-12T14:15:00,2024-09-12T20:00:00,1.0051,1.0,1.0,US100_ORB,44072.6091,26858.7541,3.0,1.0,0.0,440.7261,100.0,0.0,0.0,442.9725,100.5097,4.0,44078.3755,26858.541,19.3225,7.3471
1821,ema3,EMA3,XAUUSD,Long,2024-09-12T16:00:00,2024-09-23T03:07:27,1.3815,1.0,1.0,ema3,43635.403,26758.0313,3.0,2.0,0.0,436.354,100.0,0.0,0.0,602.8109,138.1472,4.0,51489.3426,28337.8314,5.7581,2.2441
2498,nasdaq-5m-candle-momentum,Nasdaq 5M Candle Momentum,USTEC,Long,2024-09-13T13:35:00,2024-09-13T19:55:00,1.2791,1.0,1.0,nasdaq-5m-candle-momentum,44078.3755,26858.541,3.0,0.0,0.0,440.7838,100.0,0.0,0.0,563.7849,127.9051,4.0,44642.1603,26986.4461,18.2906,6.9059
2499,nasdaq-5m-candle-momentum,Nasdaq 5M Candle Momentum,USTEC,Short,2024-09-16T13:35:00,2024-09-16T13:49:38,-1.0029,1.0,1.0,nasdaq-5m-candle-momentum,44642.1603,26986.4461,3.0,0.0,0.0,446.4216,100.0,0.0,0.0,-447.7178,-100.2903,4.0,44194.4426,26886.1558,19.1101,7.2519
2111,nasdaq-overnight,Nasdaq Overnight,USTEC,Long,2024-09-16T20:00:00,2024-09-17T13:29:00,0.2751,1.0,1.0,nasdaq-overnight,44194.4426,26886.1558,3.0,0.0,0.0,441.9444,100.0,0.0,0.0,121.5758,27.5093,4.0,44316.0183,26913.6651,18.8875,7.157
2500,nasdaq-5m-candle-momentum,Nasdaq 5M Candle Momentum,USTEC,Short,2024-09-17T13:35:00,2024-09-17T19:55:00,1.1814,1.0,1.0,nasdaq-5m-candle-momentum,44316.0183,26913.6651,3.0,0.0,0.0,443.1602,100.0,0.0,0.0,523.5636,118.1432,4.0,44839.582,27031.8083,17.9292,6.7494
2501,nasdaq-5m-candle-momentum,Nasdaq 5M Candle Momentum,USTEC,Short,2024-09-18T13:35:00,2024-09-18T18:00:29,-1.027,1.0,1.0,nasdaq-5m-candle-momentum,44839.582,27031.8083,3.0,0.0,0.0,448.3958,100.0,0.0,0.0,-460.4965,-102.6987,4.0,44379.0855,26929.1096,18.7721,7.1037
3444,xau-slow-trend,XAU Slow Trend,XAUUSD,Long,2024-09-18T18:10:32,2024-09-18T18:50:27,-1.0337,1.0,1.0,xau-slow-trend,47414.2874,27517.5783,2.0,2.0,0.0,474.1429,100.0,0.0,0.0,-490.1014,-103.3658,3.0,46924.1859,27414.2125,14.1138,5.4303
3654,xag-session-vwap-snapback,XAG Session VWAP Snapback,XAGUSD,Short,2024-09-18T19:00:00,2024-09-18T19:01:31,0.9103,1.0,1.0,xag-session-vwap-snapback,46924.1859,27414.2125,2.0,0.0,0.0,469.2419,100.0,0.0,0.0,427.1716,91.0344,3.0,47351.3575,27505.247,13.3319,5.1162
2112,nasdaq-overnight,Nasdaq Overnight,USTEC,Long,2024-09-18T20:00:00,2024-09-19T13:29:00,1.1329,1.0,1.0,nasdaq-overnight,47351.3575,27505.247,2.0,0.0,0.0,473.5136,100.0,0.0,0.0,536.421,113.2852,3.0,48103.0909,27664.0034,11.956,4.5686
3136,xau-rsi-vwap,XAU RSI VWAP,XAUUSD,Long,2024-09-19T03:00:00,2024-09-19T05:41:27,0.4547,1.0,1.0,xau-rsi-vwap,47351.3575,27505.247,3.0,2.0,0.0,473.5136,100.0,0.0,0.0,215.3124,45.4712,4.0,47566.6699,27550.7182,12.9378,4.9594
3264,xau-trend-progression,XAU Trend Progression,XAUUSD,Long,2024-09-19T08:00:00,2024-10-18T01:34:41,2.6695,1.0,1.0,xau-trend-progression,47566.6699,27550.7182,3.0,2.0,0.0,475.6667,100.0,0.0,0.0,1269.8117,266.9541,4.0,55294.1402,29131.7062,0.1309,0.0
2502,nasdaq-5m-candle-momentum,Nasdaq 5M Candle Momentum,USTEC,Long,2024-09-19T13:35:00,2024-09-19T19:55:00,0.8769,1.0,1.0,nasdaq-5m-candle-momentum,48103.0909,27664.0034,3.0,0.0,0.0,481.0309,100.0,0.0,0.0,421.8129,87.6894,4.0,48524.9038,27751.6928,11.1839,4.2661
3576,xau-regime-switch,XAU Regime Switch,XAUUSD,Long,2024-09-20T08:00:00,2024-10-23T04:22:31,5.8052,1.0,1.0,xau-regime-switch,51405.0074,28300.5452,2.0,2.0,0.0,514.0501,100.0,0.0,0.0,2984.1461,580.5166,3.0,60392.7912,30117.1601,0.0,0.0
2503,nasdaq-5m-candle-momentum,Nasdaq 5M Candle Momentum,USTEC,Long,2024-09-20T13:35:00,2024-09-20T14:00:37,-1.0086,1.0,1.0,nasdaq-5m-candle-momentum,51405.0074,28300.5452,3.0,0.0,0.0,514.0501,100.0,0.0,0.0,-518.4758,-100.8609,4.0,50886.5317,28199.6842,6.8614,2.7206
