slug,label,symbol,side,open_time,close_time,net_profit,estimated_risk_cash,r_multiple,entry_comment,exit_comment
news-pulse-xag,News Pulse XAG,XAGUSD,Short,2026-02-11 13:30:18,2026-02-11 13:31:00,2394.87,92.34,25.9353,NP|1770816600|NFP|S,
news-pulse-xag,News Pulse XAG,XAGUSD,Long,2026-02-13 13:30:17,2026-02-13 13:31:00,1952.77,110.3,17.7042,NP|1770989400|CPI|B,
news-pulse-xag,News Pulse XAG,XAGUSD,Long,2026-03-06 13:29:39,2026-03-06 13:30:58,2057.62,124.95,16.4675,NP|1772803800|NFP|B,sl 84.070
news-pulse-xag,News Pulse XAG,XAGUSD,Short,2026-06-17 18:00:01,2026-06-17 18:01:00,1759.62,143.77,12.2391,NP|1781719200|FOMC|S,
news-pulse-xag,News Pulse XAG,XAGUSD,Long,2026-07-02 12:30:16,2026-07-02 12:31:00,3177.52,156.97,20.2428,NP|1782995400|NFP|B,
news-pulse-xag,News Pulse XAG,XAGUSD,Long,2026-07-14 12:30:02,2026-07-14 12:31:00,2705.62,180.8,14.9647,NP|1784032200|CPI|B,
news-pulse-xag,News Pulse XAG,XAGUSD,Short,2026-08-07 12:29:40,2026-08-07 12:30:45,2410.17,214.52,11.2352,NP|1786105800|NFP|S,sl 64.965
