policy,bot,symbol,timeframe,month,opened_at,closed_at,direction,entry,stop_loss,final_rr,exit_price,result,r_multiple,setup_score,atr,spread_r,spread_points,atr_percentile,session_metric,stop_mode,rr_mode,entry_model
production_current,LTA,EURUSD,M15,2026-01,2026-01-06 05:45:00,2026-01-06 06:15:00,SELL,1.17284,1.17373,6.0,1.17346,smart_exit,-0.7865,90,0.000429,0.0899,8.0,0.2812,,"live_adaptive(vol=0.99,volume=1.41)",static,Entry Model 2 - Internal Swing Confirmation
production_current,LTA,EURUSD,M15,2026-01,2026-01-26 06:30:00,2026-01-26 07:00:00,BUY,1.18602,1.184862,6.0,1.18543,smart_exit,-0.5785,91,0.000732,0.0691,8.0,0.3542,,"live_adaptive(vol=0.70,volume=0.80)",static,Entry Model 2 - Internal Swing Confirmation
production_current,LTA,EURUSD,M15,2026-02,2026-02-11 06:30:00,2026-02-11 07:45:00,SELL,1.19139,1.19262,6.0,1.19176,smart_exit,-0.3659,97,0.000489,0.065,8.0,0.3021,,"live_adaptive(vol=1.00,volume=1.46)",static,Entry Model 3 - Confirmation of Internal Structure
production_current,LTA,EURUSD,M15,2026-02,2026-02-27 00:30:00,2026-02-27 02:00:00,SELL,1.17977,1.18058,6.0,1.17952,smart_exit,0.2099,93,0.000326,0.0988,8.0,0.0521,,"live_adaptive(vol=0.61,volume=1.75)",static,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
production_current,LTA,EURUSD,M15,2026-03,2026-03-04 04:15:00,2026-03-04 06:15:00,SELL,1.16035,1.161537,6.0,1.16035,trail_stop,-0.0674,100,0.000782,0.0674,8.0,0.2708,,"live_adaptive(vol=0.91,volume=0.84)",static,Entry Model 1 - Double Wick Confirmation
production_current,LTA,EURUSD,M15,2026-03,2026-03-05 05:00:00,2026-03-05 05:45:00,BUY,1.16102,1.160079,6.0,1.160079,loss,-1.085,97,0.000616,0.085,8.0,0.2708,,"live_adaptive(vol=1.01,volume=1.10)",static,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
production_current,LTA,EURUSD,M15,2026-03,2026-03-05 06:30:00,2026-03-05 07:45:00,BUY,1.15989,1.158079,6.0,1.16045,smart_exit,0.265,94,0.000686,0.0442,8.0,0.375,,"live_adaptive(vol=1.26,volume=2.42)",static,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
production_current,LTA,EURUSD,M15,2026-03,2026-03-10 00:30:00,2026-03-10 01:15:00,BUY,1.16341,1.161,6.0,1.16165,smart_exit,-0.7635,97,0.000872,0.0332,8.0,0.0938,,"live_adaptive(vol=0.84,volume=1.54)",static,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
production_current,LTA,EURUSD,M15,2026-03,2026-03-10 23:00:00,2026-03-11 06:15:00,BUY,1.16098,1.16017,6.0,1.16354,smart_exit,3.0617,90,0.000441,0.0988,8.0,0.5,,"live_adaptive(vol=0.39,volume=0.29)",static,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
production_current,LTA,EURUSD,M15,2026-03,2026-03-26 00:30:00,2026-03-26 01:00:00,SELL,1.15544,1.15648,6.0,1.15648,loss,-1.0769,100,0.000326,0.0769,8.0,0.0625,,"live_adaptive(vol=0.39,volume=1.38)",static,Entry Model 3 - Confirmation of Internal Structure
