Date,Open,High,Low,Close,Volume
2017-03-09,20859.0,20907.0,20781.0,20869.0,178610
2017-03-10,20876.0,21021.0,20829.0,20892.0,110718
2017-03-13,20886.0,20926.0,20850.0,20888.0,53340
2017-03-14,20884.0,20890.0,20788.0,20847.0,60314
2017-03-15,20858.0,20978.0,20851.0,20944.0,44285
2017-03-16,20930.0,21028.0,20893.0,20940.0,25420
2017-03-17,20938.0,20975.0,20915.0,20972.490234375,105018
2017-03-20,20851.0,20901.0,20824.0,20868.0,104838
2017-03-21,20855.0,20917.0,20603.0,20627.0,266691
2017-03-22,20600.0,20633.0,20525.0,20596.0,208619
2017-03-23,20589.0,20702.0,20561.0,20588.0,187184
2017-03-24,20599.0,20674.0,20476.0,20575.0,180188
2017-03-27,20527.0,20528.0,20356.0,20497.0,175580
2017-03-28,20525.0,20678.0,20459.0,20625.0,158903
2017-03-29,20635.0,20663.0,20563.0,20601.0,103586
2017-03-30,20597.0,20694.0,20570.0,20660.0,104368
2017-03-31,20666.0,20671.0,20596.0,20604.0,105486
2017-04-03,20599.0,20648.0,20451.0,20590.0,151669
2017-04-04,20580.0,20653.0,20512.0,20634.0,112384
2017-04-05,20658.0,20828.0,20557.0,20577.0,184153
2017-04-06,20571.0,20690.0,20512.0,20605.0,159505
2017-04-07,20620.0,20669.0,20462.0,20599.0,166432
2017-04-10,20609.0,20691.0,20551.0,20598.0,139608
2017-04-11,20606.0,20623.0,20448.0,20593.0,191207
2017-04-12,20596.0,20639.0,20490.0,20516.0,157299
2017-04-13,20498.0,20549.0,20388.0,20414.0,161544
2017-04-17,20380.0,20581.0,20373.0,20569.0,98949
2017-04-18,20562.0,20584.0,20394.0,20433.0,163328
2017-04-19,20424.0,20486.0,20311.0,20335.0,134881
2017-04-20,20335.0,20567.0,20328.0,20528.0,149080
2017-04-21,20530.0,20553.0,20443.0,20503.0,117723
2017-04-24,20599.0,20732.0,20599.0,20696.0,135562
2017-04-25,20696.0,20967.0,20686.0,20945.0,126509
2017-04-26,20930.0,21010.0,20900.0,20905.0,164795
2017-04-27,20900.0,20949.0,20871.0,20898.0,116450
2017-04-28,20896.0,20929.0,20859.0,20874.0,89493
2017-05-01,20894.0,20923.0,20829.0,20873.0,86530
2017-05-02,20871.0,20894.0,20836.0,20865.0,75155
2017-05-03,20856.0,20907.0,20805.0,20879.0,97914
2017-05-04,20872.0,20946.0,20775.0,20871.0,132693
2017-05-05,20876.0,20972.0,20813.0,20954.0,95622
2017-05-08,21001.0,21010.0,20902.0,20941.0,83336
2017-05-09,20943.0,20987.0,20875.0,20907.0,88501
2017-05-10,20891.0,20935.0,20841.0,20893.0,95700
2017-05-11,20887.0,20898.0,20760.0,20870.0,125739
2017-05-12,20873.0,20878.0,20826.0,20848.0,83758
2017-05-15,20856.0,20962.0,20846.0,20930.0,90412
2017-05-16,20940.0,20995.0,20894.0,20935.0,101235
2017-05-17,20936.0,20936.0,20581.0,20605.0,246950
2017-05-18,20566.0,20740.0,20474.0,20644.0,284802
2017-05-19,20640.0,20837.0,20622.0,20787.0,154499
2017-05-22,20788.0,20893.0,20766.0,20878.0,99247
2017-05-23,20888.0,20941.0,20837.0,20915.0,101974
2017-05-24,20907.0,20998.0,20894.0,20985.0,95790
2017-05-25,20997.0,21095.0,20987.0,21063.0,113070
2017-05-26,21055.0,21076.0,21020.0,21066.0,78293
2017-05-30,21070.0,21091.0,20998.0,21015.0,101700
2017-05-31,21020.0,21060.0,20929.0,21002.0,128420
2017-06-01,21031.0,21140.0,20986.0,21132.0,120297
2017-06-02,21136.0,21227.0,21125.0,21203.0,127109
2017-06-05,21185.0,21220.0,21164.0,21176.0,72057
2017-06-06,21177.0,21185.0,21114.0,21156.0,114810
2017-06-07,21145.0,21188.0,21108.0,21163.0,121187
2017-06-08,21166.0,21270.0,21133.0,21178.0,131835
2017-06-09,21139.0,21301.0,21127.0,21251.0,121235
2017-06-12,21251.0,21267.0,21181.0,21226.0,63290
2017-06-13,21225.0,21336.0,21220.0,21322.0,55548
2017-06-14,21322.0,21388.0,21289.0,21371.0,34520
2017-06-15,21363.0,21375.0,21263.0,21363.0,41585
2017-06-16,21363.0,21414.0,21341.0,21360.109375,116376
2017-06-19,21367.0,21480.0,21349.0,21461.0,107501
2017-06-20,21471.0,21494.0,21416.0,21437.0,114957
2017-06-21,21422.0,21450.0,21341.0,21378.0,144469
2017-06-22,21362.0,21408.0,21342.0,21348.0,100300
2017-06-23,21350.0,21376.0,21282.0,21339.0,106186
2017-06-26,21320.0,21454.0,21308.0,21368.0,117059
2017-06-27,21365.0,21389.0,21265.0,21291.0,165483
2017-06-28,21268.0,21437.0,21253.0,21402.0,157387
2017-06-29,21427.0,21451.0,21138.0,21255.0,239968
2017-06-30,21264.0,21366.0,21232.0,21300.0,147374
2017-07-03,21306.0,21508.0,21306.0,21436.0,93477
2017-07-05,21420.0,21473.0,21348.0,21422.0,159867
2017-07-06,21420.0,21441.0,21257.0,21280.0,143721
2017-07-07,21279.0,21377.0,21264.0,21370.0,106494
2017-07-10,21359.0,21401.0,21315.0,21359.0,88382
2017-07-11,21352.0,21389.0,21226.0,21367.0,131431
2017-07-12,21381.0,21531.0,21359.0,21483.0,120415
2017-07-13,21483.0,21519.0,21459.0,21509.0,76753
2017-07-14,21515.0,21628.0,21470.0,21595.0,101194
2017-07-17,21596.0,21621.0,21561.0,21581.0,77044
2017-07-18,21589.0,21609.0,21416.0,21520.0,115609
2017-07-19,21518.0,21605.0,21503.0,21596.0,75838
2017-07-20,21581.0,21624.0,21525.0,21581.0,99138
2017-07-21,21579.0,21590.0,21451.0,21518.0,98870
2017-07-24,21515.0,21529.0,21444.0,21499.0,77342
2017-07-25,21495.0,21640.0,21482.0,21560.0,115421
2017-07-26,21563.0,21687.0,21547.0,21646.0,103284
2017-07-27,21636.0,21750.0,21632.0,21743.0,145893
2017-07-28,21740.0,21784.0,21684.0,21775.0,106336
2017-07-31,21775.0,21876.0,21749.0,21842.0,94740
2017-08-01,21857.0,21961.0,21850.0,21904.0,104872
2017-08-02,21932.0,22025.0,21912.0,21957.0,98542
2017-08-03,21972.0,21989.0,21928.0,21974.0,85530
2017-08-04,21981.0,22046.0,21956.0,22017.0,99367
2017-08-07,22022.0,22081.0,22019.0,22062.0,58492
2017-08-08,22066.0,22132.0,22009.0,22030.0,108182
2017-08-09,22023.0,22031.0,21961.0,22018.0,142068
2017-08-10,22029.0,22034.0,21799.0,21836.0,209507
2017-08-11,21817.0,21884.0,21790.0,21848.0,147335
2017-08-14,21851.0,21988.0,21851.0,21952.0,104805
2017-08-15,21957.0,22034.0,21942.0,21977.0,100758
2017-08-16,21988.0,22067.0,21969.0,22011.0,108643
2017-08-17,22015.0,22019.0,21690.0,21733.0,193644
2017-08-18,21716.0,21773.0,21622.0,21679.0,181899
2017-08-21,21689.0,21720.0,21579.0,21692.0,128742
2017-08-22,21699.0,21897.0,21694.0,21886.0,121880
2017-08-23,21886.0,21900.0,21779.0,21795.0,129593
2017-08-24,21793.0,21863.0,21745.0,21786.0,131401
2017-08-25,21798.0,21893.0,21757.0,21809.0,116022
2017-08-28,21802.0,21859.0,21750.0,21791.0,89951
2017-08-29,21751.0,21879.0,21644.0,21874.0,159945
2017-08-30,21872.0,21959.0,21832.0,21871.0,115725
2017-08-31,21886.0,21985.0,21874.0,21950.0,114407
2017-09-01,21976.0,22037.0,21966.0,21980.0,87130
2017-09-05,21885.0,21948.0,21703.0,21764.0,211617
2017-09-06,21781.0,21844.0,21740.0,21812.0,134473
2017-09-07,21800.0,21853.0,21747.0,21804.0,150006
2017-09-08,21800.0,21844.0,21713.0,21812.0,103108
2017-09-11,21848.0,22077.0,21848.0,22053.0,69540
2017-09-12,22066.0,22135.0,22055.0,22124.0,40740
2017-09-13,22130.0,22157.0,22089.0,22149.0,35411
2017-09-14,22155.0,22242.0,22112.0,22216.0,26364
2017-09-15,22213.0,22283.150390625,22175.0,22283.150390625,102050
2017-09-18,22227.0,22314.0,22223.0,22299.0,106599
2017-09-19,22299.0,22343.0,22296.0,22336.0,84470
2017-09-20,22344.0,22389.0,22274.0,22376.0,118814
2017-09-21,22372.0,22387.0,22317.0,22333.0,96180
2017-09-22,22326.0,22334.0,22258.0,22299.0,112069
2017-09-25,22300.0,22343.0,22174.0,22276.0,144993
2017-09-26,22283.0,22324.0,22235.0,22259.0,102488
2017-09-27,22250.0,22326.0,22208.0,22298.0,115420
2017-09-28,22288.0,22345.0,22237.0,22320.0,94355
2017-09-29,22319.0,22351.0,22281.0,22346.0,82473
2017-10-02,22355.0,22520.0,22347.0,22507.0,104284
2017-10-03,22512.0,22622.0,22500.0,22608.0,75523
2017-10-04,22610.0,22631.0,22580.0,22607.0,73327
2017-10-05,22597.0,22744.0,22596.0,22740.0,71116
2017-10-06,22730.0,22739.0,22680.0,22694.0,77797
2017-10-09,22676.0,22751.0,22676.0,22711.0,62206
2017-10-10,22707.0,22799.0,22706.0,22784.0,86327
2017-10-11,22780.0,22819.0,22758.0,22816.0,68158
2017-10-12,22813.0,22835.0,22770.0,22798.0,70452
2017-10-13,22786.0,22852.0,22779.0,22830.0,74008
2017-10-16,22825.0,22906.0,22821.0,22898.0,75403
2017-10-17,22895.0,22973.0,22886.0,22951.0,77237
2017-10-18,22964.0,23124.0,22961.0,23114.0,85637
2017-10-19,23113.0,23124.0,22951.0,23114.0,138863
2017-10-20,23115.0,23283.0,23106.0,23277.0,121588
2017-10-23,23272.0,23320.0,23214.0,23228.0,103260
2017-10-24,23220.0,23436.0,23220.0,23403.0,132148
2017-10-25,23389.0,23416.0,23203.0,23301.0,189234
2017-10-26,23311.0,23404.0,23289.0,23349.0,125498
2017-10-27,23356.0,23408.0,23297.0,23372.0,126170
2017-10-30,23361.0,23386.0,23274.0,23291.0,117371
2017-10-31,23290.0,23352.0,23269.0,23325.0,85154
2017-11-01,23334.0,23464.0,23320.0,23372.0,135446
2017-11-02,23359.0,23472.0,23289.0,23444.0,135674
2017-11-03,23455.0,23494.0,23416.0,23449.0,97920
2017-11-06,23444.0,23507.0,23407.0,23487.0,90269
2017-11-07,23501.0,23557.0,23414.0,23488.0,116835
2017-11-08,23461.0,23507.0,23434.0,23491.0,97478
2017-11-09,23491.0,23535.0,23260.0,23416.0,222954
2017-11-10,23403.0,23447.0,23338.0,23382.0,113940
2017-11-13,23397.0,23429.0,23288.0,23406.0,110344
2017-11-14,23398.0,23424.0,23231.0,23375.0,143451
2017-11-15,23366.0,23366.0,23205.0,23262.0,166036
2017-11-16,23260.0,23464.0,23244.0,23424.0,136359
2017-11-17,23416.0,23440.0,23305.0,23316.0,125397
2017-11-20,23318.0,23427.0,23241.0,23395.0,110122
2017-11-21,23398.0,23586.0,23375.0,23543.0,113831
2017-11-22,23550.0,23599.0,23476.0,23485.0,74052
2017-11-24,23485.0,23569.0,23432.0,23517.0,74052
2017-11-27,23515.0,23616.0,23475.0,23562.0,101427
2017-11-28,23563.0,23827.0,23522.0,23811.0,143563
2017-11-29,23804.0,23946.0,23790.0,23918.0,158617
2017-11-30,23918.0,24328.0,23892.0,24274.0,210841
2017-12-01,24235.0,24325.0,23924.0,24238.0,346046
2017-12-04,24346.0,24536.0,24265.0,24305.0,196164
2017-12-05,24294.0,24388.0,24154.0,24175.0,159349
2017-12-06,24177.0,24231.0,24083.0,24157.0,133152
2017-12-07,24167.0,24263.0,24073.0,24231.0,127113
2017-12-08,24234.0,24334.0,24218.0,24318.0,102292
2017-12-11,24325.0,24435.0,24321.0,24401.0,66296
2017-12-12,24428.0,24556.0,24398.0,24526.0,58817
2017-12-13,24525.0,24668.0,24466.0,24627.0,53863
2017-12-14,24630.0,24684.0,24517.0,24537.0,40787
2017-12-15,24543.0,24669.640625,24533.0,24669.640625,117089
2017-12-18,24703.0,24896.0,24693.0,24823.0,114155
2017-12-19,24825.0,24893.0,24730.0,24775.0,114531
2017-12-20,24772.0,24880.0,24706.0,24739.0,117525
2017-12-21,24736.0,24860.0,24714.0,24778.0,89253
2017-12-22,24793.0,24843.0,24729.0,24766.0,43677
2017-12-26,24779.0,24798.0,24707.0,24792.0,43677
2017-12-27,24792.0,24821.0,24762.0,24788.0,65184
2017-12-28,24791.0,24840.0,24784.0,24797.0,59438
2017-12-29,24808.0,24886.0,24667.0,24735.0,74016
2018-01-02,24735.0,24857.0,24716.0,24768.0,105418
2018-01-03,24796.0,24908.0,24768.0,24878.0,93398
2018-01-04,24884.0,25082.0,24878.0,25053.0,115656
2018-01-05,25067.0,25282.0,25059.0,25269.0,106856
2018-01-08,25272.0,25359.0,25210.0,25250.0,108698
2018-01-09,25246.0,25415.0,25238.0,25373.0,125138
2018-01-10,25354.0,25384.0,25222.0,25351.0,143641
2018-01-11,25351.0,25561.0,25330.0,25555.0,115640
2018-01-12,25539.0,25813.0,25531.0,25801.0,152582
2018-01-16,25813.0,26061.0,25682.0,25819.0,309926
2018-01-17,25828.0,26120.0,25775.0,26098.0,188028
2018-01-18,26084.0,26149.0,25912.0,25941.0,190652
2018-01-19,25944.0,26086.0,25876.0,26046.0,166335
2018-01-22,25981.0,26225.0,25944.0,26195.0,140635
2018-01-23,26201.0,26315.0,26135.0,26201.0,183153
2018-01-24,26185.0,26387.0,26087.0,26270.0,239662
2018-01-25,26265.0,26437.0,26210.0,26376.0,222390
2018-01-26,26381.0,26608.0,26381.0,26604.0,145941
2018-01-29,26584.0,26684.0,26416.0,26430.0,212388
2018-01-30,26417.0,26477.0,26005.0,26055.0,306912
2018-01-31,26045.0,26310.0,26026.0,26136.0,243904
2018-02-01,26162.0,26280.0,25922.0,26172.0,290184
2018-02-02,26172.0,26215.0,25410.0,25428.0,353706
2018-02-05,25431.0,25477.0,23691.0,23938.0,596827
2018-02-06,24087.0,24890.0,23088.0,24800.0,655987
2018-02-07,24742.0,25239.0,24503.0,24735.0,429666
2018-02-08,24716.0,24928.0,23800.0,23970.0,492406
2018-02-09,23969.0,24350.0,23325.0,24167.0,522982
2018-02-12,24251.0,24734.0,24218.0,24583.0,300836
2018-02-13,24573.0,24674.0,24371.0,24626.0,257768
2018-02-14,24629.0,24897.0,24280.0,24863.0,335702
2018-02-15,24859.0,25250.0,24792.0,25234.0,283559
2018-02-16,25230.0,25424.0,25113.0,25236.0,260426
2018-02-20,25228.0,25341.0,24866.0,24948.0,286769
2018-02-21,24951.0,25257.0,24724.0,24782.0,254310
2018-02-22,24783.0,25137.0,24576.0,25013.0,276484
2018-02-23,25019.0,25325.0,24996.0,25314.0,0
2018-02-26,25328.0,25774.0,25300.0,25758.0,192591
2018-02-27,25758.0,25813.0,25388.0,25429.0,310010
2018-02-28,25411.0,25577.0,25018.0,25038.0,271877
2018-03-01,25090.0,25185.0,24431.0,24620.0,453185
2018-03-02,24616.0,24670.0,24204.0,24535.0,397219
2018-03-05,24483.0,24955.0,24311.0,24864.0,309960
2018-03-06,24885.0,25047.0,24695.0,24852.0,262663
2018-03-07,24659.0,24845.0,24410.0,24795.0,314554
2018-03-08,24784.0,24956.0,24704.0,24892.0,230598
2018-03-09,24879.0,25346.0,24841.0,25335.0,153047
2018-03-12,25335.0,25510.0,25151.0,25208.0,116773
2018-03-13,25196.0,25378.0,24945.0,25027.0,102168
2018-03-14,24985.0,25153.0,24670.0,24770.0,83890
2018-03-15,24784.0,25059.0,24675.0,24907.0,60747
2018-03-16,24921.0,24948.0,24823.0,24879.169921875,173972
2018-03-19,24976.0,24984.0,24461.0,24691.0,272836
2018-03-20,24671.0,24813.0,24608.0,24765.0,190952
2018-03-21,24769.0,24998.0,24660.0,24727.0,225022
2018-03-22,24732.0,24803.0,23932.0,23963.0,408367
2018-03-23,23999.0,24103.0,23496.0,23612.0,483124
2018-03-26,23609.0,24223.0,23551.0,24191.0,321554
2018-03-27,24201.0,24435.0,23691.0,23859.0,380198
2018-03-28,23854.0,24075.0,23707.0,23860.0,492033
2018-03-29,23889.0,24288.0,23797.0,24147.0,300100
2018-04-02,24097.0,24147.0,23306.0,23552.0,358651
2018-04-03,23609.0,24010.0,23545.0,23984.0,359073
2018-04-04,23981.0,24282.0,23361.0,24265.0,382535
2018-04-05,24250.0,24596.0,24234.0,24468.0,274168
2018-04-06,24483.0,24506.0,23700.0,23926.0,426617
2018-04-09,23948.0,24346.0,23911.0,24012.0,271313
2018-04-10,24004.0,24482.0,23947.0,24351.0,358832
2018-04-11,24360.0,24367.0,24062.0,24167.0,242696
2018-04-12,24176.0,24561.0,24141.0,24459.0,231525
2018-04-13,24453.0,24627.0,24206.0,24336.0,276551
2018-04-16,24444.0,24644.0,24381.0,24563.0,199910
2018-04-17,24560.0,24827.0,24550.0,24707.0,176912
2018-04-18,24699.0,24809.0,24673.0,24733.0,150510
2018-04-19,24742.0,24781.0,24514.0,24637.0,192290
2018-04-20,24633.0,24665.0,24338.0,24433.0,201071
2018-04-23,24542.0,24554.0,24290.0,24414.0,174321
2018-04-24,24431.0,24600.0,23786.0,23984.0,342249
2018-04-25,23998.0,24108.0,23782.0,24078.0,284650
2018-04-26,24116.0,24363.0,24013.0,24316.0,204755
2018-04-27,24311.0,24317.0,24147.0,24283.0,173850
2018-04-30,24279.0,24458.0,24099.0,24131.0,186410
2018-05-01,24106.0,24188.0,23753.0,24071.0,215013
2018-05-02,24092.0,24136.0,23797.0,23825.0,211176
2018-05-03,23820.0,23940.0,23467.0,23910.0,329134
2018-05-04,23904.0,24280.0,23721.0,24228.0,233196
2018-05-07,24226.0,24425.0,24204.0,24301.0,172201
2018-05-08,24284.0,24355.0,24135.0,24307.0,219324
2018-05-09,24293.0,24542.0,24267.0,24502.0,191821
2018-05-10,24509.0,24766.0,24472.0,24692.0,155974
2018-05-11,24677.0,24847.0,24675.0,24823.0,146145
2018-05-14,24811.0,24971.0,24811.0,24886.0,134517
2018-05-15,24868.0,24895.0,24603.0,24660.0,204096
2018-05-16,24676.0,24778.0,24614.0,24740.0,137023
2018-05-17,24741.0,24836.0,24631.0,24704.0,165080
2018-05-18,24704.0,24803.0,24655.0,24721.0,154189
2018-05-21,24854.0,25080.0,24854.0,25002.0,162324
2018-05-22,24997.0,25066.0,24805.0,24845.0,143053
2018-05-23,24836.0,24879.0,24627.0,24859.0,219951
2018-05-24,24849.0,24868.0,24584.0,24803.0,204225
2018-05-25,24804.0,24906.0,24674.0,24730.0,179845
2018-05-29,24770.0,24788.0,24227.0,24377.0,351107
2018-05-30,24398.0,24715.0,24325.0,24669.0,220229
2018-05-31,24636.0,24705.0,24342.0,24417.0,249110
2018-06-01,24440.0,24679.0,24419.0,24629.0,180922
2018-06-04,24619.0,24863.0,24571.0,24796.0,138703
2018-06-05,24808.0,24860.0,24709.0,24822.0,140335
2018-06-06,24828.0,25161.0,24812.0,25140.0,181641
2018-06-07,25148.0,25327.0,25119.0,25268.0,227962
2018-06-08,25257.0,25329.0,25076.0,25307.0,118435
2018-06-11,25275.0,25400.0,25232.0,25329.0,73746
2018-06-12,25317.0,25385.0,25239.0,25296.0,64694
2018-06-13,25326.0,25358.0,25181.0,25184.0,49128
2018-06-14,25180.0,25329.0,25127.0,25185.0,40976
2018-06-15,25204.0,25204.0,24963.0,25058.330078125,240917
2018-06-18,25074.0,25148.0,24839.0,25016.0,163171
2018-06-19,25001.0,25017.0,24569.0,24715.0,268359
2018-06-20,24715.0,24858.0,24632.0,24670.0,181063
2018-06-21,24673.0,24795.0,24403.0,24472.0,237197
2018-06-22,24457.0,24664.0,24445.0,24599.0,156310
2018-06-25,24599.0,24615.0,24077.0,24279.0,310488
2018-06-26,24283.0,24375.0,24216.0,24303.0,197417
2018-06-27,24279.0,24564.0,24079.0,24135.0,311825
2018-06-28,24144.0,24295.0,23978.0,24220.0,263092
2018-06-29,24247.0,24496.0,24207.0,24265.0,207549
2018-07-02,24274.0,24324.0,24026.0,24286.0,199515
2018-07-03,24298.0,24445.0,24128.0,24163.0,134117
2018-07-05,24160.0,24364.0,24114.0,24343.0,203143
2018-07-06,24319.0,24507.0,24241.0,24456.0,168009
2018-07-09,24457.0,24791.0,24453.0,24774.0,142170
2018-07-10,24780.0,24937.0,24745.0,24927.0,160488
2018-07-11,24752.0,24805.0,24611.0,24689.0,220425
2018-07-12,24710.0,24927.0,24680.0,24894.0,168031
2018-07-13,24903.0,25028.0,24869.0,25004.0,140813
2018-07-16,25025.0,25090.0,24962.0,25041.0,108198
2018-07-17,25056.0,25141.0,24971.0,25106.0,139246
2018-07-18,25118.0,25197.0,25081.0,25161.0,108762
2018-07-19,25164.0,25209.0,25034.0,25059.0,141010
2018-07-20,25057.0,25110.0,24912.0,25030.0,141062
2018-07-23,25088.0,25088.0,24952.0,25033.0,114420
2018-07-24,25027.0,25268.0,25022.0,25214.0,183688
2018-07-25,25216.0,25451.0,25088.0,25403.0,183826
2018-07-26,25437.0,25568.0,25392.0,25525.0,156245
2018-07-27,25505.0,25572.0,25348.0,25414.0,194279
2018-07-30,25422.0,25475.0,25264.0,25285.0,152238
2018-07-31,25304.0,25486.0,25272.0,25395.0,148713
2018-08-01,25472.0,25472.0,25247.0,25289.0,142699
2018-08-02,25313.0,25332.0,25087.0,25305.0,155369
2018-08-03,25327.0,25437.0,25260.0,25410.0,115235
2018-08-06,25424.0,25508.0,25346.0,25468.0,96912
2018-08-07,25473.0,25661.0,25460.0,25600.0,108087
2018-08-08,25620.0,25632.0,25501.0,25536.0,97164
2018-08-09,25505.0,25603.0,25459.0,25493.0,96582
2018-08-10,25478.0,25490.0,25215.0,25331.0,174863
2018-08-13,25333.0,25371.0,25141.0,25215.0,166859
2018-08-14,25224.0,25334.0,25192.0,25294.0,122398
2018-08-15,25318.0,25318.0,24955.0,25187.0,222573
2018-08-16,25209.0,25608.0,25147.0,25592.0,170510
2018-08-17,25578.0,25731.0,25506.0,25674.0,148777
2018-08-20,25703.0,25791.0,25663.0,25758.0,102528
2018-08-21,25754.0,25885.0,25721.0,25807.0,106828
2018-08-22,25733.0,25836.0,25677.0,25717.0,120095
2018-08-23,25731.0,25767.0,25607.0,25671.0,127109
2018-08-24,25682.0,25828.0,25653.0,25792.0,111236
2018-08-27,25809.0,26089.0,25805.0,26077.0,108051
2018-08-28,26079.0,26156.0,26044.0,26085.0,110164
2018-08-29,26092.0,26185.0,26050.0,26147.0,104664
2018-08-30,26155.0,26168.0,25946.0,26010.0,141399
2018-08-31,25974.0,26049.0,25896.0,25988.0,133440
2018-09-04,26021.0,26080.0,25817.0,25985.0,180653
2018-09-05,26000.0,26026.0,25841.0,25973.0,173923
2018-09-06,25990.0,26100.0,25894.0,26025.0,201868
2018-09-07,26003.0,26038.0,25833.0,25959.0,206054
2018-09-10,25940.0,26061.0,25874.0,25905.0,145079
2018-09-11,25897.0,26038.0,25764.0,26002.0,153176
2018-09-12,26008.0,26164.0,25940.0,26014.0,198741
2018-09-13,26004.0,26203.0,25980.0,26160.0,162906
2018-09-14,26161.0,26237.0,26078.0,26158.0,108420
2018-09-17,26159.0,26195.0,26042.0,26076.0,81130
2018-09-18,26068.0,26331.0,25966.0,26274.0,58830
2018-09-19,26290.0,26477.0,26237.0,26434.0,56272
2018-09-20,26448.0,26717.0,26430.0,26696.0,36176
2018-09-21,26689.0,26797.0,26689.0,26772.0390625,145752
2018-09-24,26709.0,26739.0,26577.0,26610.0,148656
2018-09-25,26621.0,26704.0,26501.0,26520.0,136466
2018-09-26,26524.0,26627.0,26369.0,26419.0,152942
2018-09-27,26417.0,26576.0,26357.0,26473.0,163378
2018-09-28,26498.0,26534.0,26347.0,26476.0,177168
2018-10-01,26524.0,26754.0,26516.0,26678.0,164208
2018-10-02,26685.0,26837.0,26552.0,26807.0,164667
2018-10-03,26813.0,26966.0,26776.0,26872.0,166493
2018-10-04,26832.0,26832.0,26483.0,26652.0,266898
2018-10-05,26671.0,26736.0,26311.0,26492.0,273829
2018-10-08,26520.0,26549.0,26226.0,26544.0,222641
2018-10-09,26531.0,26562.0,26337.0,26481.0,235037
2018-10-10,26472.0,26522.0,25431.0,25519.0,413483
2018-10-11,25456.0,25680.0,24893.0,25185.0,696205
2018-10-12,25209.0,25545.0,24990.0,25316.0,438111
2018-10-15,25344.0,25471.0,25111.0,25201.0,294513
2018-10-16,25166.0,25805.0,25166.0,25782.0,250411
2018-10-17,25725.0,25845.0,25461.0,25736.0,270453
2018-10-18,25704.0,25726.0,25217.0,25381.0,314790
2018-10-19,25383.0,25596.0,25338.0,25428.0,267838
2018-10-22,25369.0,25566.0,25220.0,25294.0,229965
2018-10-23,25297.0,25310.0,24750.0,25244.0,344634
2018-10-24,25240.0,25338.0,24511.0,24616.0,348985
2018-10-25,24724.0,25079.0,24571.0,24877.0,321207
2018-10-26,24804.0,24885.0,24415.0,24746.0,430291
2018-10-29,24715.0,25007.0,24086.0,24431.0,371503
2018-10-30,24368.0,24900.0,24330.0,24859.0,345523
2018-10-31,24882.0,25303.0,24823.0,25077.0,246406
2018-11-01,25047.0,25362.0,25046.0,25325.0,214660
2018-11-02,25208.0,25684.0,25035.0,25241.0,304443
