logical_symbol,broker_symbol,side,signal_time,entry_time,exit_time,entry,sl,tp1,tp2,final_tp,target_multiple,exit_price,result,r_multiple,risk_per_lot,bull_pct,bear_pct,bias,atr,spread,entry_time_iso,exit_time_iso,lot,risk_budget,actual_risk,minimum_lot_override,risk_overrun,pnl,balance_before,balance_after
BTCUSD,BTCUSDm,SELL,1780057800,1780057800,1780062300,73226.35,73567.92,72884.78,72543.22,72201.65,3,73226.35,trail_stop,0.0,341.57,0.0,85.71,STRONG BEAR,225.74,14.0,2026-05-29T12:30:00Z,2026-05-29T13:45:00Z,0.04,15.0,13.66,False,0.0,0.0,300.0,300.0
BTCUSD,BTCUSDm,BUY,1780124400,1780124400,1780194600,73499.64,73167.09,73832.19,74164.73,74497.28,3,73832.19,trail_stop,1.0,332.55,57.14,14.29,STRONG BULL,221.7,14.0,2026-05-30T07:00:00Z,2026-05-31T02:30:00Z,0.04,15.0,13.3,False,0.0,13.3,300.0,313.3
BTCUSD,BTCUSDm,SELL,1780214400,1780214400,1780248600,73757.8,73968.05,73547.55,73337.3,73127.05,3,73547.55,trail_stop,1.0,210.25,0.0,71.43,STRONG BEAR,140.17,14.0,2026-05-31T08:00:00Z,2026-05-31T17:30:00Z,0.07,15.67,14.72,False,0.0,14.72,313.3,328.02
BTCUSD,BTCUSDm,BUY,1780482600,1780482600,1780499100,67234.8,66504.96,67964.64,68694.47,69424.31,3,66504.96,loss,-1.0,729.84,85.71,0.0,STRONG BULL,486.56,14.0,2026-06-03T10:30:00Z,2026-06-03T15:05:00Z,0.02,16.4,14.6,False,0.0,-14.6,328.02,313.42
BTCUSD,BTCUSDm,BUY,1780585200,1780585200,1780626000,63893.19,62850.72,64935.66,65978.12,67020.59,3,62850.72,loss,-1.0,1042.47,85.71,0.0,STRONG BULL,670.38,10.08,2026-06-04T15:00:00Z,2026-06-05T02:20:00Z,0.01,15.67,10.42,False,0.0,-10.42,313.42,303.0
