symbol,range_minutes,rr,month,date,opened_at,closed_at,direction,entry,stop_loss,take_profit,exit_price,result,r_multiple,spread_r,spread_points,pnl,range_high,range_low,range_atr
AUDUSD,15,1.0,2026-05,2026-05-28,2026-05-28 23:15:00,2026-05-29 06:00:00,SELL,0.71623,0.71823,0.71423,0.71657,timeout,-0.215,0.045,9.0,-34.0,0.71646,0.71623,1.1882
EURGBP,15,1.0,2026-05,2026-05-28,2026-05-28 23:15:00,2026-05-29 06:00:00,SELL,0.86658,0.86858,0.86458,0.86634,timeout,0.055,0.065,13.0,24.0,0.86666,0.86658,0.6588
EURUSD,15,1.0,2026-05,2026-05-28,2026-05-28 23:45:00,2026-05-29 06:00:00,BUY,1.16526,1.16326,1.16726,1.16475,timeout,-0.295,0.04,8.0,-51.0,1.16526,1.16497,1.2531
GBPUSD,15,1.0,2026-05,2026-05-28,2026-05-28 23:45:00,2026-05-29 06:00:00,BUY,1.34451,1.34251,1.34651,1.34435,timeout,-0.13,0.05,10.0,-16.0,1.34451,1.3441,1.3732
USDCAD,15,1.0,2026-05,2026-05-28,2026-05-28 23:45:00,2026-05-29 06:00:00,BUY,1.37834,1.37634,1.38034,1.37842,timeout,-0.03,0.07,14.0,8.0,1.37834,1.37812,0.8775
USDCHF,15,1.0,2026-05,2026-05-28,2026-05-29 00:00:00,2026-05-29 06:00:00,SELL,0.78368,0.78568,0.78168,0.78349,timeout,0.03,0.065,13.0,19.0,0.7839,0.78368,1.3276
NZDUSD,15,1.0,2026-05,2026-05-28,2026-05-29 00:15:00,2026-05-29 06:00:00,BUY,0.59458,0.59258,0.59658,0.59616,timeout,0.72,0.07,14.0,158.0,0.59458,0.59331,4.6789
EURGBP,15,1.0,2026-06,2026-06-01,2026-06-01 23:15:00,2026-06-02 06:00:00,BUY,0.86443,0.86243,0.86643,0.86422,timeout,-0.17,0.065,13.0,-21.0,0.86443,0.86438,0.35
EURJPY,15,1.0,2026-06,2026-06-01,2026-06-01 23:15:00,2026-06-02 06:00:00,SELL,185.74,185.94,185.54,185.94,loss,-1.08,0.08,16.0,-20000.0,185.76,185.74,0.3804
USDCHF,15,1.0,2026-06,2026-06-01,2026-06-01 23:15:00,2026-06-02 06:00:00,SELL,0.78642,0.78842,0.78442,0.78565,timeout,0.32,0.065,13.0,77.0,0.78663,0.78642,1.0849
NZDUSD,15,1.0,2026-06,2026-06-01,2026-06-01 23:30:00,2026-06-02 06:00:00,BUY,0.59345,0.59145,0.59545,0.59374,timeout,0.075,0.07,14.0,29.0,0.59345,0.59328,0.6118
USDCAD,15,1.0,2026-06,2026-06-01,2026-06-01 23:30:00,2026-06-02 06:00:00,BUY,1.3841,1.3821,1.3861,1.38408,timeout,-0.08,0.07,14.0,-2.0,1.3841,1.38388,0.8
USDJPY,15,1.0,2026-06,2026-06-01,2026-06-01 23:30:00,2026-06-02 06:00:00,SELL,159.636,159.836,159.436,159.711,timeout,-0.425,0.05,10.0,-7500.0,159.657,159.636,0.4382
AUDUSD,15,1.0,2026-06,2026-06-02,2026-06-02 23:15:00,2026-06-03 06:00:00,SELL,0.71756,0.71956,0.71556,0.71601,timeout,0.73,0.045,9.0,155.0,0.7178,0.71756,1.3228
EURGBP,15,1.0,2026-06,2026-06-02,2026-06-02 23:15:00,2026-06-03 06:00:00,BUY,0.86363,0.86163,0.86563,0.86407,timeout,0.155,0.065,13.0,44.0,0.86363,0.86355,0.5068
EURJPY,15,1.0,2026-06,2026-06-02,2026-06-02 23:15:00,2026-06-03 06:00:00,SELL,185.961,186.161,185.761,185.761,win,0.92,0.08,16.0,20000.0,185.982,185.961,0.4273
EURUSD,15,1.0,2026-06,2026-06-02,2026-06-02 23:15:00,2026-06-03 06:00:00,SELL,1.16243,1.16443,1.16043,1.16171,timeout,0.32,0.04,8.0,72.0,1.16271,1.16243,1.1042
GBPUSD,15,1.0,2026-06,2026-06-02,2026-06-02 23:15:00,2026-06-03 06:00:00,SELL,1.34593,1.34793,1.34393,1.34435,timeout,0.74,0.05,10.0,158.0,1.34621,1.34593,0.9159
NZDUSD,15,1.0,2026-06,2026-06-02,2026-06-02 23:15:00,2026-06-03 06:00:00,SELL,0.59233,0.59433,0.59033,0.59033,win,0.93,0.07,14.0,200.0,0.59275,0.59233,1.7396
USDCHF,15,1.0,2026-06,2026-06-02,2026-06-02 23:15:00,2026-06-03 06:00:00,BUY,0.7877,0.7857,0.7897,0.78906,timeout,0.615,0.065,13.0,136.0,0.7877,0.78732,1.6835
USDJPY,15,1.0,2026-06,2026-06-02,2026-06-02 23:15:00,2026-06-03 06:00:00,BUY,159.986,159.786,160.186,159.933,timeout,-0.315,0.05,10.0,-5300.0,159.986,159.945,1.0035
AUDUSD,15,1.0,2026-06,2026-06-03,2026-06-03 23:15:00,2026-06-04 06:00:00,SELL,0.71287,0.71487,0.71087,0.71307,timeout,-0.145,0.045,9.0,-20.0,0.71368,0.71287,3.4892
