date,opened_at,closed_at,symbol,direction,result,r_multiple,balance_before,balance_after,level_after
2026-05-28,2026-05-28 23:45:00,2026-05-29 06:00:00,EURUSD,BUY,timeout,-0.295,20.0,18.64,1
2026-06-02,2026-06-02 23:15:00,2026-06-03 06:00:00,EURUSD,SELL,timeout,0.32,18.64,20.02,1
2026-06-03,2026-06-03 23:45:00,2026-06-04 06:00:00,EURUSD,BUY,timeout,0.145,20.02,20.68,1
2026-06-04,2026-06-04 23:15:00,2026-06-05 06:00:00,EURUSD,BUY,timeout,0.04,20.68,20.87,1
2026-06-08,2026-06-08 23:15:00,2026-06-09 06:00:00,EURUSD,SELL,timeout,-0.86,20.87,16.74,1
2026-06-09,2026-06-09 23:15:00,2026-06-10 06:00:00,EURUSD,SELL,loss,-1.04,16.74,12.74,1
2026-06-10,2026-06-10 23:15:00,2026-06-11 01:00:00,EURUSD,BUY,win,0.96,12.74,15.55,1
2026-06-11,2026-06-11 23:15:00,2026-06-12 05:45:00,EURUSD,SELL,win,0.96,15.55,18.99,1
2026-06-15,2026-06-15 23:15:00,2026-06-16 06:00:00,EURUSD,BUY,timeout,-0.74,18.99,15.75,1
2026-06-16,2026-06-16 23:15:00,2026-06-17 06:00:00,EURUSD,BUY,timeout,-0.17,15.75,15.14,1
2026-06-17,2026-06-17 23:15:00,2026-06-18 06:00:00,EURUSD,BUY,timeout,0.7,15.14,17.58,1
2026-06-18,2026-06-18 23:15:00,2026-06-19 04:00:00,EURUSD,SELL,win,0.96,17.58,21.46,1
2026-06-22,2026-06-22 23:15:00,2026-06-23 06:00:00,EURUSD,SELL,timeout,0.03,21.46,21.6,1
2026-06-23,2026-06-23 23:15:00,2026-06-24 06:00:00,EURUSD,SELL,timeout,0.315,21.6,23.17,1
2026-06-24,2026-06-24 23:15:00,2026-06-25 06:00:00,EURUSD,BUY,timeout,0.4,23.17,25.3,1
2026-06-25,2026-06-25 23:15:00,2026-06-26 06:00:00,EURUSD,SELL,timeout,-0.56,25.3,22.04,1
