trades,wins,losses,timeouts,win_rate,net_r,start_balance,final_balance,level,target_balance,target_reached,target_reached_at,max_drawdown_pct,min_balance,symbol
16,2,0,14,12.5,2.03,20.0,27.83,2,52399.91,False,,30.0,19.04,USDCHF
16,3,1,12,18.75,1.16,20.0,22.04,1,52399.91,False,,38.97,12.74,EURUSD
17,5,3,9,29.41,0.96,20.0,19.51,1,52399.91,False,,61.37,11.12,NZDUSD
14,3,2,9,21.43,0.16,20.0,17.73,1,52399.91,False,,43.31,12.13,USDCAD
15,2,3,10,13.33,-0.12,20.0,15.71,1,52399.91,False,,52.88,11.45,GBPUSD
15,0,0,15,0.0,-1.52,20.0,13.58,1,52399.91,False,,32.95,13.58,EURGBP
15,4,4,7,26.67,-1.11,20.0,12.05,1,52399.91,False,,57.62,9.41,AUDUSD
14,3,3,8,21.43,-1.97,20.0,10.39,1,52399.91,False,,48.04,10.39,USDJPY
14,3,7,4,21.43,-5.8,20.0,3.77,1,52399.91,False,,84.89,3.02,EURJPY
