starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,max_drawdown_pct,skipped_guardrail,skipped_same_symbol_overlap,policy
300.0,415.13,115.13,38.38,19,13,6,68.42,7.0,14.26,143,7,dynamic_capped
300.0,327.35,27.35,9.12,7,4,3,57.14,2.0,12.12,157,5,fixed_current
300.0,326.98,26.98,8.99,7,4,3,57.14,2.0,12.12,157,5,dynamic_score
300.0,326.81,26.81,8.94,7,4,3,57.14,2.0,12.12,157,5,dynamic_balanced
300.0,319.55,19.55,6.52,7,4,3,57.14,1.5,12.12,157,5,dynamic_aggressive
300.0,303.06,3.06,1.02,7,3,4,42.86,0.5,12.12,157,5,dynamic_conservative
