bot,symbol,timeframe,status,candles,broker_symbol
LTA,AUDUSD,M15,ok,27810,AUDUSDm
LTA,AUDUSD,M30,ok,13906,AUDUSDm
LTA,GBPJPY,M15,ok,27804,GBPJPYm
LTA,GBPJPY,M30,ok,13905,GBPJPYm
LTA,USDCAD,M15,ok,27810,USDCADm
LTA,USDCAD,M30,ok,13906,USDCADm
ORB,AUDUSD,M15,ok,25410,AUDUSDm
ORB,NZDUSD,M15,ok,25410,NZDUSDm
ORB,USDCAD,M15,ok,25410,USDCADm
ORB,GBPUSD,M15,ok,25409,GBPUSDm
ORB,USDCHF,M15,ok,25409,USDCHFm
