bot,symbol,timeframe,series_key,start_index,opened_at,direction,entry,base_stop,configured_rr,setup_score,atr,atr_percentile,session_metric,entry_model
LTA,AUDUSD,M15,LTA:AUDUSD:M15,3139,2025-06-27 01:30:00,SELL,0.65486,0.65552,6.0,90,0.000461428571428565,0.2708333333333333,,Entry Model 1 - Double Wick Confirmation
LTA,AUDUSD,M15,LTA:AUDUSD:M15,3349,2025-07-01 06:00:00,SELL,0.65729,0.65809,6.0,96,0.0005649999999999901,0.7604166666666666,,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
LTA,AUDUSD,M15,LTA:AUDUSD:M15,3520,2025-07-03 00:45:00,BUY,0.65792,0.65749,6.0,92,0.0002914285714286012,0.20833333333333334,,Entry Model 1 - Double Wick Confirmation
LTA,AUDUSD,M15,LTA:AUDUSD:M15,3637,2025-07-04 06:00:00,SELL,0.65702,0.65788,6.0,97,0.0004450000000000049,0.6145833333333334,,Entry Model 1 - Double Wick Confirmation
LTA,AUDUSD,M15,LTA:AUDUSD:M15,4192,2025-07-14 00:45:00,SELL,0.6581,0.65878,6.0,93,0.0004964285714285723,0.28125,,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
LTA,AUDUSD,M15,LTA:AUDUSD:M15,4303,2025-07-15 04:30:00,SELL,0.65419,0.65483,6.0,96,0.0004799999999999963,0.625,,Entry Model 1 - Double Wick Confirmation
LTA,AUDUSD,M15,LTA:AUDUSD:M15,4981,2025-07-24 06:00:00,SELL,0.66153,0.66252,6.0,95,0.0004278571428571544,0.5208333333333334,,Entry Model 3 - Confirmation of Internal Structure
LTA,AUDUSD,M15,LTA:AUDUSD:M15,5158,2025-07-28 02:15:00,BUY,0.65739,0.65661,6.0,93,0.0004721428571428575,0.6145833333333334,,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
LTA,AUDUSD,M15,LTA:AUDUSD:M15,5173,2025-07-28 06:00:00,SELL,0.65591,0.65682,6.0,90,0.0004014285714285922,0.3229166666666667,,Entry Model 1 - Double Wick Confirmation
LTA,AUDUSD,M15,LTA:AUDUSD:M15,5257,2025-07-29 03:00:00,SELL,0.6525,0.65302,6.0,96,0.00044285714285714165,0.4479166666666667,,Entry Model 1 - Double Wick Confirmation
LTA,AUDUSD,M15,LTA:AUDUSD:M15,6121,2025-08-11 03:00:00,SELL,0.65215,0.65251,6.0,97,0.0003378571428571437,0.3229166666666667,,Entry Model 3 - Confirmation of Internal Structure
LTA,AUDUSD,M15,LTA:AUDUSD:M15,6211,2025-08-12 01:30:00,BUY,0.65179,0.65093,6.0,98,0.00031499999999999383,0.3645833333333333,,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
LTA,AUDUSD,M15,LTA:AUDUSD:M15,6301,2025-08-13 00:00:00,SELL,0.65255,0.65314,6.0,93,0.0002585714285714334,0.15625,,Entry Model 3 - Confirmation of Internal Structure
LTA,AUDUSD,M15,LTA:AUDUSD:M15,6421,2025-08-14 06:00:00,BUY,0.65494,0.65446,6.0,92,0.0004178571428571682,0.5104166666666666,,Entry Model 1 - Double Wick Confirmation
LTA,AUDUSD,M15,LTA:AUDUSD:M15,6613,2025-08-18 06:00:00,SELL,0.65149,0.65243,6.0,94,0.0003178571428571316,0.34375,,Entry Model 1 - Double Wick Confirmation
LTA,AUDUSD,M15,LTA:AUDUSD:M15,6700,2025-08-19 03:45:00,SELL,0.64868,0.64942,6.0,93,0.00045000000000000595,0.8854166666666666,,Entry Model 1 - Double Wick Confirmation
LTA,AUDUSD,M15,LTA:AUDUSD:M15,6784,2025-08-20 00:45:00,BUY,0.64505,0.64448,6.0,90,0.0003000000000000066,0.23958333333333334,,Entry Model 1 - Double Wick Confirmation
LTA,AUDUSD,M15,LTA:AUDUSD:M15,6895,2025-08-21 04:30:00,SELL,0.64216,0.6425,6.0,99,0.00044285714285710994,0.40625,,Entry Model 1 - Double Wick Confirmation
LTA,AUDUSD,M15,LTA:AUDUSD:M15,6982,2025-08-22 02:15:00,BUY,0.64256,0.64185,6.0,93,0.00033928571428571655,0.3125,,Entry Model 3 - Confirmation of Internal Structure
LTA,AUDUSD,M15,LTA:AUDUSD:M15,6985,2025-08-22 03:00:00,SELL,0.64255,0.64303,6.0,97,0.0003835714285714355,0.4583333333333333,,Entry Model 1 - Double Wick Confirmation
LTA,AUDUSD,M15,LTA:AUDUSD:M15,7267,2025-08-27 01:30:00,BUY,0.65004,0.64888,6.0,98,0.00028642857142854465,0.3020833333333333,,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
LTA,AUDUSD,M15,LTA:AUDUSD:M15,7381,2025-08-28 06:00:00,BUY,0.65135,0.65049,6.0,97,0.00034428571428570177,0.34375,,Entry Model 3 - Confirmation of Internal Structure
LTA,AUDUSD,M15,LTA:AUDUSD:M15,7546,2025-08-31 23:15:00,SELL,0.65415,0.65436,6.0,92,0.00041428571428571626,0.6666666666666666,,Entry Model 2 - Internal Swing Confirmation
LTA,AUDUSD,M15,LTA:AUDUSD:M15,7549,2025-09-01 00:00:00,BUY,0.65451,0.654,6.0,93,0.00041571428571428114,0.6770833333333334,,Entry Model 2 - Internal Swing Confirmation
LTA,AUDUSD,M15,LTA:AUDUSD:M15,7570,2025-09-01 05:15:00,BUY,0.65445,0.65407,6.0,98,0.0003749999999999904,0.46875,,Entry Model 1 - Double Wick Confirmation
LTA,AUDUSD,M15,LTA:AUDUSD:M15,7573,2025-09-01 06:00:00,SELL,0.65415,0.65469,6.0,98,0.000341428571428564,0.3020833333333333,,Entry Model 1 - Double Wick Confirmation
LTA,AUDUSD,M15,LTA:AUDUSD:M15,7645,2025-09-02 00:00:00,SELL,0.6549,0.65584,6.0,91,0.00023928571428571965,0.2708333333333333,,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
LTA,AUDUSD,M15,LTA:AUDUSD:M15,7762,2025-09-03 05:15:00,SELL,0.65173,0.65224,6.0,96,0.00037000000000000525,0.4166666666666667,,Entry Model 1 - Double Wick Confirmation
LTA,AUDUSD,M15,LTA:AUDUSD:M15,8431,2025-09-12 04:30:00,SELL,0.66575,0.66645,6.0,96,0.0003442857142857097,0.3854166666666667,,Entry Model 1 - Double Wick Confirmation
LTA,AUDUSD,M15,LTA:AUDUSD:M15,8626,2025-09-16 05:15:00,BUY,0.66639,0.66595,6.0,99,0.00036999999999998145,0.5208333333333334,,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
LTA,AUDUSD,M15,LTA:AUDUSD:M15,9091,2025-09-23 01:30:00,BUY,0.65942,0.65888,6.0,93,0.00027857142857143753,0.28125,,Entry Model 1 - Double Wick Confirmation
LTA,AUDUSD,M15,LTA:AUDUSD:M15,9106,2025-09-23 05:15:00,BUY,0.65886,0.65802,6.0,94,0.00040642857142857744,0.59375,,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
LTA,AUDUSD,M15,LTA:AUDUSD:M15,9109,2025-09-23 06:00:00,SELL,0.65852,0.65914,6.0,99,0.000356428571428575,0.4791666666666667,,Entry Model 3 - Confirmation of Internal Structure
LTA,AUDUSD,M15,LTA:AUDUSD:M15,9187,2025-09-24 01:30:00,BUY,0.66108,0.65879,6.0,93,0.0004292857142857114,0.5520833333333334,,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
LTA,AUDUSD,M15,LTA:AUDUSD:M15,9376,2025-09-26 00:45:00,BUY,0.65371,0.653,6.0,91,0.00038000000000000734,0.375,,Entry Model 1 - Double Wick Confirmation
LTA,AUDUSD,M15,LTA:AUDUSD:M15,9565,2025-09-30 00:00:00,SELL,0.65762,0.65805,6.0,91,0.00022714285714288605,0.1875,,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
LTA,AUDUSD,M15,LTA:AUDUSD:M15,9658,2025-09-30 23:15:00,SELL,0.66124,0.66186,6.0,99,0.00031499999999999383,0.1875,,Entry Model 1 - Double Wick Confirmation
LTA,AUDUSD,M15,LTA:AUDUSD:M15,9757,2025-10-02 00:00:00,SELL,0.66091,0.66159,6.0,91,0.0002542857142857069,0.08333333333333333,,Entry Model 3 - Confirmation of Internal Structure
LTA,AUDUSD,M15,LTA:AUDUSD:M15,10066,2025-10-07 05:15:00,SELL,0.66042,0.6622,6.0,90,0.00037714285714285367,0.4583333333333333,,Entry Model 1 - Double Wick Confirmation
LTA,AUDUSD,M15,LTA:AUDUSD:M15,10138,2025-10-07 23:15:00,SELL,0.65828,0.65859,6.0,90,0.00017642857142859323,0.03125,,Entry Model 3 - Confirmation of Internal Structure
LTA,AUDUSD,M15,LTA:AUDUSD:M15,10234,2025-10-08 23:15:00,SELL,0.6585,0.65917,6.0,93,0.0002749999999999697,0.125,,Entry Model 3 - Confirmation of Internal Structure
LTA,AUDUSD,M15,LTA:AUDUSD:M15,10333,2025-10-10 00:00:00,SELL,0.6556,0.65611,6.0,90,0.0002678571428571609,0.07291666666666667,,Entry Model 3 - Confirmation of Internal Structure
LTA,AUDUSD,M15,LTA:AUDUSD:M15,10354,2025-10-10 05:15:00,BUY,0.65663,0.65625,6.0,100,0.0003342857142857076,0.19791666666666666,,Entry Model 2 - Internal Swing Confirmation
LTA,AUDUSD,M15,LTA:AUDUSD:M15,10429,2025-10-13 00:00:00,BUY,0.65032,0.64896,6.0,92,0.0009042857142856987,0.8645833333333334,,Entry Model 1 - Double Wick Confirmation
LTA,AUDUSD,M15,LTA:AUDUSD:M15,10837,2025-10-17 06:00:00,SELL,0.64711,0.64796,6.0,100,0.0004799999999999963,0.4166666666666667,,Entry Model 1 - Double Wick Confirmation
LTA,AUDUSD,M15,LTA:AUDUSD:M15,11194,2025-10-22 23:15:00,BUY,0.64875,0.6486,6.0,94,0.00018357142857141788,0.052083333333333336,,Entry Model 2 - Internal Swing Confirmation
LTA,AUDUSD,M15,LTA:AUDUSD:M15,11290,2025-10-23 23:15:00,SELL,0.65134,0.65163,6.0,90,0.00022642857142856393,0.125,,Entry Model 1 - Double Wick Confirmation
LTA,AUDUSD,M15,LTA:AUDUSD:M15,11506,2025-10-28 05:15:00,SELL,0.65597,0.65646,6.0,95,0.000371428571428586,0.4479166666666667,,Entry Model 3 - Confirmation of Internal Structure
LTA,AUDUSD,M15,LTA:AUDUSD:M15,11884,2025-11-03 04:45:00,SELL,0.65533,0.6556,6.0,90,0.0003807142857142739,0.3541666666666667,,Entry Model 1 - Double Wick Confirmation
LTA,AUDUSD,M15,LTA:AUDUSD:M15,11974,2025-11-04 03:15:00,BUY,0.65335,0.65198,6.0,96,0.0005300000000000067,0.90625,,Entry Model 3 - Confirmation of Internal Structure
LTA,AUDUSD,M15,LTA:AUDUSD:M15,12160,2025-11-06 01:45:00,BUY,0.65098,0.64961,6.0,97,0.00039571428571428494,0.3958333333333333,,Entry Model 2 - Internal Swing Confirmation
LTA,AUDUSD,M15,LTA:AUDUSD:M15,12181,2025-11-06 07:00:00,BUY,0.651,0.65047,6.0,96,0.0003550000000000101,0.3020833333333333,,Entry Model 3 - Confirmation of Internal Structure
LTA,AUDUSD,M15,LTA:AUDUSD:M15,12448,2025-11-11 01:45:00,BUY,0.65306,0.65277,6.0,92,0.00022714285714283848,0.15625,,Entry Model 1 - Double Wick Confirmation
LTA,AUDUSD,M15,LTA:AUDUSD:M15,12661,2025-11-13 07:00:00,BUY,0.65639,0.65546,6.0,100,0.0003621428571428585,0.3541666666666667,,Entry Model 1 - Double Wick Confirmation
LTA,AUDUSD,M15,LTA:AUDUSD:M15,12730,2025-11-14 00:15:00,BUY,0.653,0.65233,6.0,91,0.00024642857142858395,0.020833333333333332,,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
LTA,AUDUSD,M15,LTA:AUDUSD:M15,12751,2025-11-14 05:30:00,BUY,0.65375,0.65293,6.0,100,0.00041999999999999183,0.4166666666666667,,Entry Model 3 - Confirmation of Internal Structure
LTA,AUDUSD,M15,LTA:AUDUSD:M15,12925,2025-11-18 01:00:00,BUY,0.64841,0.64821,6.0,91,0.0002764285714285505,0.08333333333333333,,Entry Model 2 - Internal Swing Confirmation
LTA,AUDUSD,M15,LTA:AUDUSD:M15,13405,2025-11-25 01:00:00,BUY,0.64644,0.64568,6.0,91,0.00027571428571429184,0.15625,,Entry Model 2 - Internal Swing Confirmation
LTA,AUDUSD,M15,LTA:AUDUSD:M15,13894,2025-12-02 03:15:00,SELL,0.65468,0.65517,6.0,96,0.00030857142857141994,0.2708333333333333,,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
LTA,AUDUSD,M15,LTA:AUDUSD:M15,14182,2025-12-05 03:15:00,SELL,0.66117,0.66175,6.0,95,0.00027642857142858224,0.21875,,Entry Model 2 - Internal Swing Confirmation
LTA,AUDUSD,M15,LTA:AUDUSD:M15,14287,2025-12-08 05:30:00,BUY,0.66454,0.66391,6.0,100,0.00027714285714285677,0.08333333333333333,,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
LTA,AUDUSD,M15,LTA:AUDUSD:M15,14290,2025-12-08 06:15:00,SELL,0.66446,0.6649,6.0,94,0.0002714285714285812,0.020833333333333332,,Entry Model 1 - Double Wick Confirmation
LTA,AUDUSD,M15,LTA:AUDUSD:M15,14377,2025-12-09 04:00:00,BUY,0.66289,0.66072,6.0,100,0.0005671428571428692,1.0,,Entry Model 1 - Double Wick Confirmation
LTA,AUDUSD,M15,LTA:AUDUSD:M15,14461,2025-12-10 01:00:00,SELL,0.66389,0.66471,6.0,91,0.0003321428571428602,0.34375,,Entry Model 1 - Double Wick Confirmation
LTA,AUDUSD,M15,LTA:AUDUSD:M15,14860,2025-12-16 04:45:00,SELL,0.66362,0.66402,6.0,98,0.0005314285714285874,0.8229166666666666,,Entry Model 1 - Double Wick Confirmation
LTA,AUDUSD,M15,LTA:AUDUSD:M15,14953,2025-12-17 04:00:00,SELL,0.66253,0.66283,6.0,95,0.00047428571428569696,0.5208333333333334,,Entry Model 1 - Double Wick Confirmation
LTA,AUDUSD,M15,LTA:AUDUSD:M15,15241,2025-12-22 04:00:00,BUY,0.66243,0.66194,6.0,100,0.0003171428571428492,0.23958333333333334,,Entry Model 2 - Internal Swing Confirmation
LTA,AUDUSD,M15,LTA:AUDUSD:M15,15334,2025-12-23 03:15:00,SELL,0.66649,0.66703,6.0,96,0.00041214285714284504,1.0,,Entry Model 3 - Confirmation of Internal Structure
LTA,AUDUSD,M15,LTA:AUDUSD:M15,15349,2025-12-23 07:00:00,BUY,0.66723,0.66634,6.0,99,0.00033285714285711886,0.6770833333333334,,Entry Model 2 - Internal Swing Confirmation
LTA,AUDUSD,M15,LTA:AUDUSD:M15,15421,2025-12-24 01:00:00,SELL,0.67,0.67035,6.0,90,0.0002221428571428533,0.16666666666666666,,Entry Model 2 - Internal Swing Confirmation
LTA,AUDUSD,M15,LTA:AUDUSD:M15,15520,2025-12-26 01:45:00,SELL,0.67097,0.67153,6.0,90,0.0003578571428571479,0.6666666666666666,,Entry Model 1 - Double Wick Confirmation
LTA,AUDUSD,M15,LTA:AUDUSD:M15,15526,2025-12-26 03:15:00,SELL,0.6711,0.6718,6.0,96,0.00040214285714285883,0.8958333333333334,,Entry Model 3 - Confirmation of Internal Structure
LTA,AUDUSD,M15,LTA:AUDUSD:M15,15532,2025-12-26 04:45:00,BUY,0.6707,0.67047,6.0,97,0.00036642857142856123,0.6354166666666666,,Entry Model 1 - Double Wick Confirmation
LTA,AUDUSD,M15,LTA:AUDUSD:M15,15535,2025-12-26 05:30:00,BUY,0.6706,0.67026,6.0,97,0.00032285714285714063,0.3958333333333333,,Entry Model 1 - Double Wick Confirmation
LTA,AUDUSD,M15,LTA:AUDUSD:M15,15733,2025-12-30 07:00:00,SELL,0.67126,0.67176,6.0,94,0.00026928571428572586,0.16666666666666666,,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
LTA,AUDUSD,M15,LTA:AUDUSD:M15,16399,2026-01-09 05:30:00,SELL,0.66936,0.66985,6.0,97,0.0003114285714285895,0.2708333333333333,,Entry Model 3 - Confirmation of Internal Structure
LTA,AUDUSD,M15,LTA:AUDUSD:M15,16672,2026-01-14 01:45:00,BUY,0.6682,0.66763,6.0,94,0.0002985714285714417,0.3541666666666667,,Entry Model 1 - Double Wick Confirmation
LTA,AUDUSD,M15,LTA:AUDUSD:M15,16864,2026-01-16 01:45:00,SELL,0.66971,0.67041,6.0,93,0.00028214285714284984,0.21875,,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
LTA,AUDUSD,M15,LTA:AUDUSD:M15,17146,2026-01-21 00:15:00,BUY,0.67322,0.6729,6.0,91,0.00023857142857142927,0.010416666666666666,,Entry Model 1 - Double Wick Confirmation
