symbol,timeframe,variant,return_pct,profit_factor,win_rate_pct,equity_dd_pct,trades,sharpe,recovery_factor,score,history_quality,commission,swap,path
btcusd,h1,dynamic5020,30.608400000000003,1.3,57.71,9.2,201,2.18,2.49,27.798400000000004,100%,-220.65,-82.87,Elliott Wave Research 2026-09-05\Backtest Reports\trailing\btcusd--h1--dynamic5020--trailing.htm
btcusd,h1,be100,20.555300000000003,1.19,45.41,10.77,196,1.19,1.63,14.972800000000001,100%,-202.64,-95.31,Elliott Wave Research 2026-09-05\Backtest Reports\trailing\btcusd--h1--be100--trailing.htm
btcusd,h1,none,21.5495,1.18,23.49,14.09,166,0.79,1.51,13.177,100%,-142.19,-174.74,Elliott Wave Research 2026-09-05\Backtest Reports\trailing\btcusd--h1--none--trailing.htm
btcusd,h1,be075,15.859799999999998,1.17,50.51,10.79,198,1.02,1.19,9.977299999999996,100%,-202.6,-89.11,Elliott Wave Research 2026-09-05\Backtest Reports\trailing\btcusd--h1--be075--trailing.htm
btcusd,h1,trail075-atr15,3.3186,1.03,43.33,16.61,210,0.38,0.17,-8.6489,100%,-213.74,-39.65,Elliott Wave Research 2026-09-05\Backtest Reports\trailing\btcusd--h1--trail075-atr15--trailing.htm
btcusd,h1,trail100-atr20,-12.8859,0.88,37.02,19.25,208,-1.28,-0.64,-29.1634,100%,-196.14,-64.56,Elliott Wave Research 2026-09-05\Backtest Reports\trailing\btcusd--h1--trail100-atr20--trailing.htm
eurusd,h1,dynamic5020,9.9039,1.27,65.59,9.11,93,1.5,0.9,6.5214,100%,-79.65,0.0,Elliott Wave Research 2026-09-05\Backtest Reports\trailing\eurusd--h1--dynamic5020--trailing.htm
eurusd,h1,none,8.8201,1.15,28.95,14.98,76,0.64,0.48,-0.5948999999999993,100%,-66.62,0.0,Elliott Wave Research 2026-09-05\Backtest Reports\trailing\eurusd--h1--none--trailing.htm
eurusd,h1,trail075-atr15,3.8416000000000006,1.1,59.57,9.01,94,0.72,0.38,-1.555899999999999,100%,-78.21,0.0,Elliott Wave Research 2026-09-05\Backtest Reports\trailing\eurusd--h1--trail075-atr15--trailing.htm
eurusd,h1,trail100-atr20,1.5156999999999998,1.03,52.27,10.88,88,0.22,0.12,-6.2343,100%,-75.52,0.0,Elliott Wave Research 2026-09-05\Backtest Reports\trailing\eurusd--h1--trail100-atr20--trailing.htm
eurusd,h1,be100,0.8201999999999999,1.02,50.0,12.37,80,0.08,0.06,-8.217300000000002,100%,-68.3,0.0,Elliott Wave Research 2026-09-05\Backtest Reports\trailing\eurusd--h1--be100--trailing.htm
eurusd,h1,be075,-0.2579,0.99,57.32,11.6,82,-0.03,-0.02,-9.0729,100%,-67.72,0.0,Elliott Wave Research 2026-09-05\Backtest Reports\trailing\eurusd--h1--be075--trailing.htm
gbpjpy,h4,none,23.34,2.97,45.0,7.54,20,1.11,2.77,33.440000000000005,100%,-13.67,-72.81,Elliott Wave Research 2026-09-05\Backtest Reports\trailing\gbpjpy--h4--none--trailing.htm
gbpjpy,h4,trail075-atr15,14.9857,1.85,64.71,7.34,51,3.16,1.64,19.560700000000004,100%,-33.269999999999996,-57.0,Elliott Wave Research 2026-09-05\Backtest Reports\trailing\gbpjpy--h4--trail075-atr15--trailing.htm
gbpjpy,h4,dynamic5020,8.4525,1.76,80.0,8.66,50,1.32,0.82,10.217500000000001,100%,-31.82,-55.29,Elliott Wave Research 2026-09-05\Backtest Reports\trailing\gbpjpy--h4--dynamic5020--trailing.htm
gbpjpy,h4,be075,7.866199999999999,1.46,54.17,12.19,48,1.02,0.53,3.8336999999999986,100%,-29.98,-55.32,Elliott Wave Research 2026-09-05\Backtest Reports\trailing\gbpjpy--h4--be075--trailing.htm
gbpjpy,h4,trail100-atr20,6.2052,1.23,48.0,10.33,50,0.95,0.51,1.2326999999999981,100%,-31.56,-77.92999999999999,Elliott Wave Research 2026-09-05\Backtest Reports\trailing\gbpjpy--h4--trail100-atr20--trailing.htm
gbpjpy,h4,be100,4.694599999999999,1.2,44.68,13.78,47,0.53,0.28,-3.3753999999999995,100%,-28.84,-73.66,Elliott Wave Research 2026-09-05\Backtest Reports\trailing\gbpjpy--h4--be100--trailing.htm
us30,m15,none,32.182,1.28,27.42,12.56,124,1.2,1.73,26.162,98%,-92.43,-1586.04,Elliott Wave Research 2026-09-05\Backtest Reports\trailing\us30--m15--none--trailing.htm
us30,m15,trail100-atr20,13.7876,1.13,54.55,10.21,198,1.41,1.07,8.135099999999998,98%,-143.57,-799.97,Elliott Wave Research 2026-09-05\Backtest Reports\trailing\us30--m15--trail100-atr20--trailing.htm
us30,m15,trail075-atr15,11.8543,1.13,58.94,10.67,207,1.52,0.89,5.9117999999999995,98%,-140.2,-573.17,Elliott Wave Research 2026-09-05\Backtest Reports\trailing\us30--m15--trail075-atr15--trailing.htm
us30,m15,dynamic5020,-0.6022,0.99,57.87,12.96,197,-0.05,-0.04,-10.4472,98%,-131.97,-856.64,Elliott Wave Research 2026-09-05\Backtest Reports\trailing\us30--m15--dynamic5020--trailing.htm
us30,m15,be075,-3.3879,0.96,41.86,14.43,172,-0.24,-0.21,-14.7304,98%,-114.98,-985.89,Elliott Wave Research 2026-09-05\Backtest Reports\trailing\us30--m15--be075--trailing.htm
us30,m15,be100,-5.8054,0.93,39.05,19.62,169,-0.4,-0.26,-21.420399999999997,98%,-110.14,-1036.57,Elliott Wave Research 2026-09-05\Backtest Reports\trailing\us30--m15--be100--trailing.htm
ustec,h4,dynamic5020,7.511799999999999,1.54,74.0,3.76,50,3.44,1.85,11.8118,98%,-16.28,-111.6,Elliott Wave Research 2026-09-05\Backtest Reports\trailing\ustec--h4--dynamic5020--trailing.htm
ustec,h4,be075,8.162600000000001,1.48,68.0,4.4,50,2.89,1.71,11.107600000000001,98%,-16.25,-123.98,Elliott Wave Research 2026-09-05\Backtest Reports\trailing\ustec--h4--be075--trailing.htm
ustec,h4,be100,8.162600000000001,1.48,68.0,4.4,50,2.89,1.71,11.107600000000001,98%,-16.25,-123.98,Elliott Wave Research 2026-09-05\Backtest Reports\trailing\ustec--h4--be100--trailing.htm
ustec,h4,none,8.162600000000001,1.48,68.0,4.4,50,2.89,1.71,11.107600000000001,98%,-16.25,-123.98,Elliott Wave Research 2026-09-05\Backtest Reports\trailing\ustec--h4--none--trailing.htm
ustec,h4,trail075-atr15,8.162600000000001,1.48,68.0,4.4,50,2.89,1.71,11.107600000000001,98%,-16.25,-123.98,Elliott Wave Research 2026-09-05\Backtest Reports\trailing\ustec--h4--trail075-atr15--trailing.htm
ustec,h4,trail100-atr20,8.162600000000001,1.48,68.0,4.4,50,2.89,1.71,11.107600000000001,98%,-16.25,-123.98,Elliott Wave Research 2026-09-05\Backtest Reports\trailing\ustec--h4--trail100-atr20--trailing.htm
xagusd,h1,none,15.487599999999999,2.51,47.62,4.29,21,1.7,3.08,24.020099999999996,98%,-29.49,0.0,Elliott Wave Research 2026-09-05\Backtest Reports\trailing\xagusd--h1--none--trailing.htm
xagusd,h1,be075,7.9567,1.63,63.16,4.98,38,1.45,1.52,11.246699999999999,98%,-60.379999999999995,0.0,Elliott Wave Research 2026-09-05\Backtest Reports\trailing\xagusd--h1--be075--trailing.htm
xagusd,h1,dynamic5020,5.0676,1.43,66.67,4.45,39,1.31,1.1,6.685099999999999,98%,-60.39,0.0,Elliott Wave Research 2026-09-05\Backtest Reports\trailing\xagusd--h1--dynamic5020--trailing.htm
xagusd,h1,trail100-atr20,4.8897,1.34,58.97,3.64,39,1.45,1.26,6.284700000000001,98%,-60.379999999999995,0.0,Elliott Wave Research 2026-09-05\Backtest Reports\trailing\xagusd--h1--trail100-atr20--trailing.htm
xagusd,h1,be100,5.3130999999999995,1.42,60.0,4.98,35,0.93,1.02,6.243099999999997,98%,-53.239999999999995,0.0,Elliott Wave Research 2026-09-05\Backtest Reports\trailing\xagusd--h1--be100--trailing.htm
xagusd,h1,trail075-atr15,4.6835,1.33,59.52,4.91,42,1.84,0.94,5.221000000000001,98%,-67.05,0.0,Elliott Wave Research 2026-09-05\Backtest Reports\trailing\xagusd--h1--trail075-atr15--trailing.htm
xauusd,h4,none,39.103699999999996,2.09,42.31,6.82,52,3.91,3.96,46.84369999999999,98%,-25.12,0.0,Elliott Wave Research 2026-09-05\Backtest Reports\trailing\xauusd--h4--none--trailing.htm
xauusd,h4,trail100-atr20,32.3208,2.3,58.49,5.21,53,5.21,4.59,44.018299999999996,98%,-24.09,0.0,Elliott Wave Research 2026-09-05\Backtest Reports\trailing\xauusd--h4--trail100-atr20--trailing.htm
xauusd,h4,trail075-atr15,30.4221,2.31,58.49,4.96,53,5.75,4.53,42.6771,98%,-24.36,0.0,Elliott Wave Research 2026-09-05\Backtest Reports\trailing\xauusd--h4--trail075-atr15--trailing.htm
xauusd,h4,be075,18.0351,2.1,71.15,5.96,52,3.5,2.41,26.3151,98%,-22.75,0.0,Elliott Wave Research 2026-09-05\Backtest Reports\trailing\xauusd--h4--be075--trailing.htm
xauusd,h4,be100,18.305,1.94,65.38,5.5,52,3.31,2.7,25.235,98%,-22.75,0.0,Elliott Wave Research 2026-09-05\Backtest Reports\trailing\xauusd--h4--be100--trailing.htm
xauusd,h4,dynamic5020,12.7118,1.92,75.0,3.94,56,3.71,2.89,20.8118,98%,-22.7,0.0,Elliott Wave Research 2026-09-05\Backtest Reports\trailing\xauusd--h4--dynamic5020--trailing.htm
