symbol,timeframe,variant,return_pct,profit_factor,win_rate_pct,equity_dd_pct,trades,sharpe,recovery_factor,score,history_quality,commission,swap,path
btcusd,h1,signal-rr400,21.5495,1.18,23.49,14.09,166,0.79,1.51,13.177,100%,-142.19,-174.74,Elliott Wave Research 2026-09-05\Backtest Reports\stoprr\btcusd--h1--signal-rr400--stoprr.htm
btcusd,h1,wave2-rr150,9.3265,1.12,43.57,9.3,140,0.6,0.88,3.8514999999999997,100%,-60.15,-121.85,Elliott Wave Research 2026-09-05\Backtest Reports\stoprr\btcusd--h1--wave2-rr150--stoprr.htm
btcusd,h1,signal-rr300,7.4041999999999994,1.06,26.88,17.04,186,0.39,0.39,-4.580799999999998,100%,-171.96,-130.81,Elliott Wave Research 2026-09-05\Backtest Reports\stoprr\btcusd--h1--signal-rr300--stoprr.htm
btcusd,h1,wave2-rr050,-0.4727,0.99,67.18,7.85,195,-0.08,-0.06,-6.5001999999999995,100%,-81.21,-36.03,Elliott Wave Research 2026-09-05\Backtest Reports\stoprr\btcusd--h1--wave2-rr050--stoprr.htm
btcusd,h1,signal-rr150,3.1595,1.03,41.67,14.9,204,0.33,0.2,-7.5505,100%,-203.98,-74.91,Elliott Wave Research 2026-09-05\Backtest Reports\stoprr\btcusd--h1--signal-rr150--stoprr.htm
btcusd,h1,atr-rr200,2.7969999999999997,1.02,34.38,14.39,192,0.19,0.18,-7.700500000000001,100%,-117.06,-108.56,Elliott Wave Research 2026-09-05\Backtest Reports\stoprr\btcusd--h1--atr-rr200--stoprr.htm
btcusd,h1,wave2-rr200,1.0614000000000001,1.01,34.96,12.38,123,0.06,0.08,-8.0936,100%,-48.9,-127.25,Elliott Wave Research 2026-09-05\Backtest Reports\stoprr\btcusd--h1--wave2-rr200--stoprr.htm
btcusd,h1,atr-rr150,0.4528,1.0,40.59,11.92,202,0.04,0.03,-8.4672,100%,-123.42,-98.2,Elliott Wave Research 2026-09-05\Backtest Reports\stoprr\btcusd--h1--atr-rr150--stoprr.htm
btcusd,h1,wave2-rr400,1.2103000000000002,1.02,21.59,17.2,88,0.06,0.07,-11.4597,100%,-37.62,-215.83,Elliott Wave Research 2026-09-05\Backtest Reports\stoprr\btcusd--h1--wave2-rr400--stoprr.htm
btcusd,h1,wave2-rr100,-2.3367,0.97,50.3,13.21,165,-0.2,-0.16,-12.6442,100%,-68.18,-95.99,Elliott Wave Research 2026-09-05\Backtest Reports\stoprr\btcusd--h1--wave2-rr100--stoprr.htm
