symbol,timeframe,variant,return_pct,profit_factor,win_rate_pct,equity_dd_pct,trades,sharpe,recovery_factor,score,history_quality,commission,swap,path
btcusd,h1,ema-stack,9.3265,1.12,43.57,9.3,140,0.6,0.88,3.8514999999999997,100%,-60.15,-121.85,Elliott Wave Research 2026-09-05\Backtest Reports\screen\btcusd--h1--ema-stack--screen.htm
btcusd,h1,h4-ema50,5.4086,1.08,43.2,11.59,125,0.4,0.44,-2.2838999999999983,100%,-53.6,-114.65,Elliott Wave Research 2026-09-05\Backtest Reports\screen\btcusd--h1--h4-ema50--screen.htm
btcusd,m15,h4-ema50,3.2504999999999997,1.01,41.28,25.52,436,0.15,0.11,-15.714500000000001,100%,-368.69,-302.2,Elliott Wave Research 2026-09-05\Backtest Reports\screen\btcusd--m15--h4-ema50--screen.htm
btcusd,h1,ema50,-3.7874,0.96,39.75,17.2,161,-0.23,-0.2,-17.202399999999997,100%,-62.24,-138.91,Elliott Wave Research 2026-09-05\Backtest Reports\screen\btcusd--h1--ema50--screen.htm
btcusd,h1,wave-only,-1.574,0.98,40.76,21.44,184,-0.08,-0.07,-17.894000000000002,100%,-75.64,-148.58,Elliott Wave Research 2026-09-05\Backtest Reports\screen\btcusd--h1--wave-only--screen.htm
btcusd,h4,ema-stack,-6.8156,0.7,31.71,12.2,41,-1.08,-0.54,-19.505599999999998,100%,-7.3,-76.73,Elliott Wave Research 2026-09-05\Backtest Reports\screen\btcusd--h4--ema-stack--screen.htm
btcusd,h4,ema50,-10.9176,0.62,29.41,14.28,51,-1.52,-0.75,-26.1876,100%,-8.459999999999999,-52.26,Elliott Wave Research 2026-09-05\Backtest Reports\screen\btcusd--h4--ema50--screen.htm
btcusd,h4,h4-ema50,-10.9176,0.62,29.41,14.28,51,-1.52,-0.75,-26.1876,100%,-8.459999999999999,-52.26,Elliott Wave Research 2026-09-05\Backtest Reports\screen\btcusd--h4--h4-ema50--screen.htm
btcusd,h4,wave-only,-12.751400000000002,0.61,28.81,16.09,59,-1.57,-0.78,-29.5039,100%,-11.13,-61.28,Elliott Wave Research 2026-09-05\Backtest Reports\screen\btcusd--h4--wave-only--screen.htm
btcusd,m15,wave-only,-15.244100000000001,0.96,39.92,38.59,739,-0.46,-0.31,-44.8166,100%,-601.52,-481.76,Elliott Wave Research 2026-09-05\Backtest Reports\screen\btcusd--m15--wave-only--screen.htm
btcusd,m15,ema-stack,-15.834200000000001,0.95,39.49,41.16,552,-0.6,-0.29,-47.5042,100%,-419.95,-330.76,Elliott Wave Research 2026-09-05\Backtest Reports\screen\btcusd--m15--ema-stack--screen.htm
btcusd,m15,ema50,-18.4484,0.95,39.52,45.58,673,-0.62,-0.29,-53.443400000000004,100%,-540.62,-400.69,Elliott Wave Research 2026-09-05\Backtest Reports\screen\btcusd--m15--ema50--screen.htm
eurusd,h1,ema-stack,3.1397,1.06,42.05,9.97,88,0.4,0.28,-3.5378000000000003,100%,-75.38,0.0,Elliott Wave Research 2026-09-05\Backtest Reports\screen\eurusd--h1--ema-stack--screen.htm
