starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,max_drawdown_pct,skipped_guardrail,skipped_same_symbol_overlap,policy
300.0,211.58,-88.42,-29.47,100,49,51,49.0,-3.76,63.24,1,12,fixed_current
300.0,170.97,-129.03,-43.01,103,49,54,47.57,-8.0,65.23,1,12,dynamic_aggressive
300.0,159.02,-140.98,-46.99,115,56,59,48.7,-9.32,63.92,1,11,dynamic_conservative
300.0,95.76,-204.24,-68.08,101,41,60,40.59,-19.48,73.46,1,8,dynamic_capped
300.0,93.86,-206.14,-68.71,120,55,65,45.83,-19.87,77.52,1,14,dynamic_score
300.0,89.77,-210.23,-70.08,119,54,65,45.38,-20.79,78.51,1,15,dynamic_balanced
