policy,bot,symbol,month,trades,wins,losses,trail_stops,timeouts,win_rate,net_r,avg_r,profit_factor,avg_final_rr
dynamic_aggressive,LTA,AUDUSD,2025-12,1,0,1,0,0,0.0,-1.08,-1.077,0.0,6.0
dynamic_aggressive,LTA,AUDUSD,2026-01,6,0,3,3,0,0.0,-0.43,-0.072,0.87,5.0
dynamic_aggressive,LTA,AUDUSD,2026-02,7,0,6,1,0,0.0,-5.57,-0.795,0.14,5.57
dynamic_aggressive,LTA,AUDUSD,2026-03,9,0,3,6,0,0.0,2.46,0.274,1.77,5.33
dynamic_aggressive,LTA,AUDUSD,2026-04,6,0,2,4,0,0.0,0.06,0.01,1.03,5.5
dynamic_aggressive,LTA,AUDUSD,2026-05,5,0,0,5,0,0.0,5.57,1.113,5.57,5.4
dynamic_aggressive,LTA,AUDUSD,2026-06,4,0,2,2,0,0.0,-1.24,-0.311,0.41,5.0
dynamic_aggressive,LTA,GBPJPY,2026-01,7,0,5,2,0,0.0,-4.48,-0.64,0.16,5.43
dynamic_aggressive,LTA,GBPJPY,2026-02,4,0,2,2,0,0.0,-0.24,-0.059,0.89,5.0
dynamic_aggressive,LTA,GBPJPY,2026-03,6,0,3,3,0,0.0,0.05,0.008,1.01,5.33
dynamic_aggressive,LTA,GBPJPY,2026-04,2,0,1,0,1,0.0,-0.92,-0.461,0.14,6.0
dynamic_aggressive,LTA,GBPJPY,2026-05,6,0,4,1,1,0.0,-4.03,-0.671,0.11,5.33
dynamic_aggressive,LTA,GBPJPY,2026-06,4,0,2,2,0,0.0,-1.3,-0.324,0.4,5.25
dynamic_aggressive,LTA,USDCAD,2026-01,3,1,2,0,0,33.33,0.74,0.248,1.34,5.67
dynamic_aggressive,LTA,USDCAD,2026-02,1,0,1,0,0,0.0,-1.09,-1.087,0.0,5.0
dynamic_aggressive,LTA,USDCAD,2026-03,2,0,2,0,0,0.0,-2.15,-1.073,0.0,5.0
dynamic_aggressive,LTA,USDCAD,2026-04,2,0,1,0,1,0.0,-0.18,-0.091,0.83,5.5
dynamic_aggressive,ORB,AUDUSD,2026-01,4,0,1,2,1,0.0,1.54,0.386,2.44,4.0
