policy,bot,symbol,timeframe,month,opened_at,closed_at,direction,entry,stop_loss,final_rr,exit_price,result,r_multiple,setup_score,atr,spread_r,spread_points,atr_percentile,session_metric,stop_mode,rr_mode,entry_model
fixed_current,LTA,AUDUSD,M15,2026-01,2026-01-07 01:15:00,2026-01-07 08:30:00,BUY,0.67359,0.6716,6.0,0.67359,trail_stop,0.4548,92,0.000533,0.0452,9.0,0.8854,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,AUDUSD,M15,2026-01,2026-01-08 02:00:00,2026-01-08 15:15:00,SELL,0.67158,0.67255,6.0,0.66964,trail_stop,1.4072,92,0.000313,0.0928,9.0,0.25,,structure,static,Entry Model 3 - Confirmation of Internal Structure
fixed_current,LTA,AUDUSD,M15,2026-01,2026-01-26 06:30:00,2026-01-26 13:00:00,BUY,0.69184,0.69073,6.0,0.69073,loss,-1.0811,91,0.000484,0.0811,9.0,0.1458,,structure,static,Entry Model 3 - Confirmation of Internal Structure
fixed_current,LTA,AUDUSD,M15,2026-01,2026-01-28 06:30:00,2026-01-28 07:00:00,SELL,0.7001,0.70117,6.0,0.70117,loss,-1.0841,97,0.000615,0.0841,9.0,0.5,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,AUDUSD,M15,2026-02,2026-02-13 00:30:00,2026-02-13 01:00:00,SELL,0.70845,0.70935,6.0,0.70935,loss,-1.1,98,0.000379,0.1,9.0,0.0625,,structure,static,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
fixed_current,LTA,AUDUSD,M15,2026-02,2026-02-13 01:15:00,2026-02-13 04:45:00,BUY,0.70921,0.70797,6.0,0.70797,loss,-1.0726,92,0.000486,0.0726,9.0,0.1458,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,AUDUSD,M15,2026-02,2026-02-16 06:30:00,2026-02-16 11:00:00,BUY,0.70925,0.70798,6.0,0.70798,loss,-1.0709,90,0.000441,0.0709,9.0,0.0521,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,AUDUSD,M15,2026-02,2026-02-19 05:45:00,2026-02-19 09:30:00,BUY,0.70534,0.70443,6.0,0.70625,trail_stop,0.9011,93,0.000473,0.0989,9.0,0.4375,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,AUDUSD,M15,2026-03,2026-03-08 23:00:00,2026-03-09 02:00:00,SELL,0.69776,0.69922,6.0,0.69776,trail_stop,0.4384,91,0.000995,0.0616,9.0,0.5625,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,AUDUSD,M15,2026-03,2026-03-30 23:00:00,2026-03-31 00:30:00,SELL,0.68451,0.68549,6.0,0.68451,trail_stop,0.4082,98,0.000381,0.0918,9.0,0.0208,,structure,static,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
