bot,symbol,timeframe,series_key,start_index,opened_at,direction,entry,base_stop,configured_rr,setup_score,atr,atr_percentile,session_metric,entry_model
LTA,AUDUSD,M15,LTA:AUDUSD:M15,3850,2026-01-07 01:15:00,BUY,0.67359,0.6716,6.0,92,0.0005328571428571365,0.8854166666666666,,Entry Model 1 - Double Wick Confirmation
LTA,AUDUSD,M15,LTA:AUDUSD:M15,3949,2026-01-08 02:00:00,SELL,0.67158,0.67255,6.0,92,0.00031285714285714646,0.25,,Entry Model 3 - Confirmation of Internal Structure
LTA,AUDUSD,M15,LTA:AUDUSD:M15,4159,2026-01-12 06:30:00,SELL,0.66976,0.67003,6.0,93,0.00027642857142856636,0.17708333333333334,,Entry Model 2 - Internal Swing Confirmation
LTA,AUDUSD,M15,LTA:AUDUSD:M15,4447,2026-01-15 06:30:00,SELL,0.66789,0.66847,6.0,93,0.00037928571428571693,0.375,,Entry Model 1 - Double Wick Confirmation
LTA,AUDUSD,M15,LTA:AUDUSD:M15,4537,2026-01-16 05:00:00,SELL,0.67016,0.67071,6.0,94,0.0002978571428571275,0.2604166666666667,,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
LTA,AUDUSD,M15,LTA:AUDUSD:M15,4627,2026-01-19 03:30:00,BUY,0.66859,0.66771,6.0,90,0.0004614285714285888,0.6666666666666666,,Entry Model 1 - Double Wick Confirmation
LTA,AUDUSD,M15,LTA:AUDUSD:M15,5119,2026-01-26 06:30:00,BUY,0.69184,0.69073,6.0,91,0.00048428571428570696,0.14583333333333334,,Entry Model 3 - Confirmation of Internal Structure
LTA,AUDUSD,M15,LTA:AUDUSD:M15,5311,2026-01-28 06:30:00,SELL,0.7001,0.70117,6.0,97,0.0006150000000000084,0.5,,Entry Model 1 - Double Wick Confirmation
LTA,AUDUSD,M15,LTA:AUDUSD:M15,6361,2026-02-12 05:00:00,BUY,0.71187,0.71105,6.0,97,0.0006192857142857111,0.5833333333333334,,Entry Model 1 - Double Wick Confirmation
LTA,AUDUSD,M15,LTA:AUDUSD:M15,6439,2026-02-13 00:30:00,SELL,0.70845,0.70935,6.0,98,0.0003785714285714186,0.0625,,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
