bot,symbol,timeframe,status,candles,broker_symbol
LTA,AUDUSD,M15,ok,15471,AUDUSDm
LTA,AUDUSD,M30,ok,7736,AUDUSDm
LTA,GBPJPY,M15,ok,15470,GBPJPYm
LTA,GBPJPY,M30,ok,7736,GBPJPYm
LTA,USDCAD,M15,ok,15471,USDCADm
LTA,USDCAD,M30,ok,7736,USDCADm
ORB,AUDUSD,M15,ok,13071,AUDUSDm
ORB,NZDUSD,M15,ok,13071,NZDUSDm
ORB,USDCAD,M15,ok,13071,USDCADm
ORB,GBPUSD,M15,ok,13070,GBPUSDm
ORB,USDCHF,M15,ok,13070,USDCHFm
