time,event,position_id,dir,entry,sl,tp,note,buffer,broken,previous,close1,close2,old_sl,closed_bar,balance,equity,ladder
2025.09.05 03:15:00,entry,2,1,3554.034,3526.374,3637.014,fallback_3R|risk=110.6400|volume=0.0400|PD=2025.09.05 00:00:00|PW=2025.08.31 00:00:00,0.2135321428571404,0.0,0.0,0.0,0.0,0.0,,9999.78,9999.63,PW.VAL=3360.917;PW.POC=3376.164;PW.VAH=3405.855;PD.VAL=3536.585;PD.POC=3545.166;PD.VAH=3553.747
2025.09.09 00:00:00,entry,4,1,3635.14,3629.649,3635.47,aoi_target|risk=104.3300|volume=0.1900|PD=2025.09.09 00:00:00|PW=2025.09.07 00:00:00,0.1553250000000032,0.0,0.0,0.0,0.0,0.0,,10328.55,10327.85,PW.VAL=3498.270;PW.POC=3550.486;PD.VAL=3597.421;PW.VAH=3600.156;PD.POC=3635.470;PD.VAH=3646.416
2025.09.09 00:15:00,entry,6,1,3637.199,3630.407,3646.416,aoi_target|risk=108.6700|volume=0.1600|PD=2025.09.09 00:00:00|PW=2025.09.07 00:00:00,0.1558285714285733,0.0,0.0,0.0,0.0,0.0,,10334.11,10333.52,PW.VAL=3498.270;PW.POC=3550.486;PD.VAL=3597.421;PW.VAH=3600.156;PD.POC=3635.470;PD.VAH=3646.416
2025.09.09 02:00:00,entry,8,1,3646.587,3642.038,3660.234,fallback_3R|risk=109.1800|volume=0.2400|PD=2025.09.09 00:00:00|PW=2025.09.07 00:00:00,0.19873928571428712,0.0,0.0,0.0,0.0,0.0,,10480.57,10479.68,PW.VAL=3498.270;PW.POC=3550.486;PD.VAL=3597.421;PW.VAH=3600.156;PD.POC=3635.470;PD.VAH=3646.416
2025.09.09 08:45:00,entry,10,1,3650.501,3641.523,3677.435,fallback_3R|risk=107.7300|volume=0.1200|PD=2025.09.09 00:00:00|PW=2025.09.07 00:00:00,0.334689285714288,0.0,0.0,0.0,0.0,0.0,,10370.68,10370.24,PW.VAL=3498.270;PW.POC=3550.486;PD.VAL=3597.421;PW.VAH=3600.156;PD.POC=3635.470;PD.VAH=3646.416
2025.09.10 07:15:00,entry,12,1,3647.146,3640.829,3655.353,aoi_target|risk=107.3900|volume=0.1700|PD=2025.09.10 00:00:00|PW=2025.09.07 00:00:00,0.19547142857142522,0.0,0.0,0.0,0.0,0.0,,10261.98,10261.35,PW.VAL=3498.270;PW.POC=3550.486;PW.VAH=3600.156;PD.VAL=3638.473;PD.POC=3646.109;PD.VAH=3655.353
2025.09.10 10:30:00,entry,14,1,3654.535,3651.142,3655.353,aoi_target|risk=105.1900|volume=0.3100|PD=2025.09.10 00:00:00|PW=2025.09.07 00:00:00,0.19574285714286363,0.0,0.0,0.0,0.0,0.0,,10399.88,10398.73,PW.VAL=3498.270;PW.POC=3550.486;PW.VAH=3600.156;PD.VAL=3638.473;PD.POC=3646.109;PD.VAH=3655.353
2025.09.10 12:45:00,entry,16,1,3650.925,3641.957,3655.353,aoi_target|risk=107.6200|volume=0.1200|PD=2025.09.10 00:00:00|PW=2025.09.07 00:00:00,0.2254607142857156,0.0,0.0,0.0,0.0,0.0,,10425.32,10424.88,PW.VAL=3498.270;PW.POC=3550.486;PW.VAH=3600.156;PD.VAL=3638.473;PD.POC=3646.109;PD.VAH=3655.353
2025.09.11 00:15:00,entry,18,1,3646.714,3643.18,3654.735,aoi_target|risk=106.0200|volume=0.3000|PD=2025.09.11 00:00:00|PW=2025.09.07 00:00:00,0.14862857142856814,0.0,0.0,0.0,0.0,0.0,,10315.85,10314.74,PW.VAL=3498.270;PW.POC=3550.486;PW.VAH=3600.156;PD.VAL=3639.543;PD.POC=3645.094;PD.VAH=3654.735
2025.09.11 01:15:00,entry,20,1,3646.331,3642.29,3654.735,aoi_target|risk=105.0700|volume=0.2600|PD=2025.09.11 00:00:00|PW=2025.09.07 00:00:00,0.15234285714285697,0.0,0.0,0.0,0.0,0.0,,10207.8,10206.83,PW.VAL=3498.270;PW.POC=3550.486;PW.VAH=3600.156;PD.VAL=3639.543;PD.POC=3645.094;PD.VAH=3654.735
2025.09.12 09:30:00,entry,22,1,3646.216,3637.278,3673.03,fallback_3R|risk=107.2500|volume=0.1200|PD=2025.09.12 00:00:00|PW=2025.09.07 00:00:00,0.22174642857142834,0.0,0.0,0.0,0.0,0.0,,10101.91,10101.47,PW.VAL=3498.270;PW.POC=3550.486;PW.VAH=3600.156;PD.VAL=3623.901;PD.POC=3633.745;PD.VAH=3638.526
2025.09.15 00:15:00,entry,24,1,3641.42,3634.525,3642.905,aoi_target|risk=103.4200|volume=0.1500|PD=2025.09.15 00:00:00|PW=2025.09.14 00:00:00,0.13825714285714283,0.0,0.0,0.0,0.0,0.0,,9986.94,9986.39,PW.VAL=3628.656;PD.VAL=3637.861;PD.POC=3641.248;PD.VAH=3642.905;PW.POC=3647.200;PW.VAH=3655.359
2025.09.15 01:30:00,entry,26,1,3631.959,3626.168,3637.861,aoi_target|risk=104.2400|volume=0.1800|PD=2025.09.15 00:00:00|PW=2025.09.14 00:00:00,0.1885607142857144,0.0,0.0,0.0,0.0,0.0,,9882.38,9881.72,PW.VAL=3628.656;PD.VAL=3637.861;PD.POC=3641.248;PD.VAH=3642.905;PW.POC=3647.200;PW.VAH=3655.359
2025.09.15 07:45:00,entry,28,1,3641.31,3633.459,3642.905,aoi_target|risk=102.0600|volume=0.1300|PD=2025.09.15 00:00:00|PW=2025.09.14 00:00:00,0.1564178571428556,0.0,0.0,0.0,0.0,0.0,,9988.1,9987.62,PW.VAL=3628.656;PD.VAL=3637.861;PD.POC=3641.248;PD.VAH=3642.905;PW.POC=3647.200;PW.VAH=3655.359
2025.09.15 08:00:00,entry,30,1,3644.017,3635.712,3647.2,aoi_target|risk=107.9600|volume=0.1300|PD=2025.09.15 00:00:00|PW=2025.09.14 00:00:00,0.16832499999999787,0.0,0.0,0.0,0.0,0.0,,10008.34,10007.86,PW.VAL=3628.656;PD.VAL=3637.861;PD.POC=3641.248;PD.VAH=3642.905;PW.POC=3647.200;PW.VAH=3655.359
2025.09.15 13:30:00,entry,32,1,3653.85,3646.39,3655.359,aoi_target|risk=104.4400|volume=0.1400|PD=2025.09.15 00:00:00|PW=2025.09.14 00:00:00,0.21319285714285702,0.0,0.0,0.0,0.0,0.0,,10049.15,10048.63,PW.VAL=3628.656;PD.VAL=3637.861;PD.POC=3641.248;PD.VAH=3642.905;PW.POC=3647.200;PW.VAH=3655.359
2025.09.15 14:15:00,entry,34,1,3660.104,3653.237,3680.705,fallback_3R|risk=103.0000|volume=0.1500|PD=2025.09.15 00:00:00|PW=2025.09.14 00:00:00,0.2721464285714303,0.0,0.0,0.0,0.0,0.0,,10069.71,10069.16,PW.VAL=3628.656;PD.VAL=3637.861;PD.POC=3641.248;PD.VAH=3642.905;PW.POC=3647.200;PW.VAH=3655.359
2025.09.17 14:15:00,entry,36,1,3684.043,3675.749,3684.126,aoi_target|risk=107.8200|volume=0.1300|PD=2025.09.17 00:00:00|PW=2025.09.14 00:00:00,0.26740357142857,0.0,0.0,0.0,0.0,0.0,,10378.14,10377.66,PW.VAL=3628.656;PW.POC=3647.200;PW.VAH=3655.359;PD.VAL=3684.126;PD.POC=3689.234;PD.VAH=3697.895
2025.09.22 00:15:00,entry,38,1,3690.629,3685.333,3697.421,aoi_target|risk=105.9200|volume=0.2000|PD=2025.09.22 00:00:00|PW=2025.09.21 00:00:00,0.16196785714285594,0.0,0.0,0.0,0.0,0.0,,10378.14,10377.4,PW.VAL=3650.642;PW.POC=3680.353;PD.VAL=3686.379;PD.POC=3687.641;PD.VAH=3690.097;PW.VAH=3697.421
2025.09.22 06:15:00,entry,40,1,3700.706,3695.134,3717.422,fallback_3R|risk=105.8600|volume=0.1900|PD=2025.09.22 00:00:00|PW=2025.09.21 00:00:00,0.1720928571428593,0.0,0.0,0.0,0.0,0.0,,10513.35,10512.65,PW.VAL=3650.642;PW.POC=3680.353;PD.VAL=3686.379;PD.POC=3687.641;PD.VAH=3690.097;PW.VAH=3697.421
2025.09.23 00:00:00,entry,42,1,3747.946,3745.433,3755.485,fallback_3R|risk=110.5700|volume=0.4400|PD=2025.09.23 00:00:00|PW=2025.09.21 00:00:00,0.16634999999999991,0.0,0.0,0.0,0.0,0.0,,10828.67,10827.05,PW.VAL=3650.642;PW.POC=3680.353;PW.VAH=3697.421;PD.VAL=3708.470;PD.POC=3721.925;PD.VAH=3747.341
2025.09.23 00:30:00,entry,44,1,3748.969,3744.559,3762.199,fallback_3R|risk=110.2500|volume=0.2500|PD=2025.09.23 00:00:00|PW=2025.09.21 00:00:00,0.1616035714285707,0.0,0.0,0.0,0.0,0.0,,10715.18,10714.25,PW.VAL=3650.642;PW.POC=3680.353;PW.VAH=3697.421;PD.VAL=3708.470;PD.POC=3721.925;PD.VAH=3747.341
2025.09.24 02:45:00,entry,46,1,3755.333,3750.074,3755.493,aoi_target|risk=110.4400|volume=0.2100|PD=2025.09.24 00:00:00|PW=2025.09.21 00:00:00,0.2511785714285728,0.0,0.0,0.0,0.0,0.0,,10603.07,10602.3,PW.VAL=3650.642;PW.POC=3680.353;PW.VAH=3697.421;PD.VAL=3755.493;PD.POC=3779.707;PD.VAH=3788.628
