symbol,broker_symbol,timeframe,confirmation,pivot_len,atr_sl_mult,rr,session,trades,wins,losses,win_rate,start_balance,final_balance,profit,return_pct,max_drawdown_pct,profit_factor,avg_r,avg_lot,avg_actual_risk,max_trades_per_day,risk_mode,fixed_lot,risk_usd_cap,risk_usd_offset
EURJPY,EURJPY..,M5,EMA,3,1.2,1.0/1.5/2.0,LONDON,23,12,11,52.17,10000.0,10493.58,493.58,4.94,7.74,1.21,0.117,3.015,209.97,3,RISK_PERCENT,0.01,12.0,0.5
USDSGD,USDSGD..,M5,EMA,3,2.0,1.0/2.0/3.0,ALL,22,14,8,63.64,10000.0,10709.77,709.77,7.1,7.02,1.43,0.167,2.838,214.13,1,RISK_PERCENT,0.01,12.0,0.5
