time,balance,drawdown_pct,symbol,r_multiple
,10000.0,0.0,START,0.0
2026-06-23T08:30:00+00:00,10300.0,0.0,EURJPY,1.5
2026-06-24T04:45:00+00:00,10094.0,2.0,USDSGD,-1.0
2026-06-24T07:30:00+00:00,10396.82,0.0,EURJPY,1.5
2026-06-25T04:00:00+00:00,10466.13,0.0,USDSGD,0.3333
2026-06-25T08:20:00+00:00,10535.89,0.0,EURJPY,0.3333
2026-06-26T04:55:00+00:00,10957.33,0.0,USDSGD,2.0
2026-06-26T07:05:00+00:00,11286.05,0.0,EURJPY,1.5
2026-06-29T00:40:00+00:00,11587.0,0.0,USDSGD,1.3333
2026-06-29T07:05:00+00:00,11355.26,2.0,EURJPY,-1.0
2026-06-29T11:15:00+00:00,11128.16,3.96,EURJPY,-1.0
2026-06-30T01:55:00+00:00,10905.59,5.88,USDSGD,-1.0
2026-06-30T10:40:00+00:00,10687.48,7.76,EURJPY,-1.0
2026-07-01T00:40:00+00:00,11114.98,4.07,USDSGD,2.0
2026-07-01T11:55:00+00:00,10892.68,5.99,EURJPY,-1.0
2026-07-02T01:05:00+00:00,10766.89,7.08,USDSGD,-0.5774
2026-07-03T04:00:00+00:00,10998.64,5.08,USDSGD,1.0762
2026-07-03T09:05:00+00:00,11328.6,2.23,EURJPY,1.5
2026-07-06T01:05:00+00:00,11689.8,0.0,USDSGD,1.5942
2026-07-06T10:35:00+00:00,11456.0,2.0,EURJPY,-1.0
2026-07-07T01:20:00+00:00,11591.71,0.84,USDSGD,0.5923
2026-07-07T09:10:00+00:00,11668.98,0.18,EURJPY,0.3333
2026-07-07T11:55:00+00:00,11792.21,0.0,EURJPY,0.528
2026-07-08T00:50:00+00:00,11870.81,0.0,USDSGD,0.3333
2026-07-08T09:15:00+00:00,11633.4,2.0,EURJPY,-1.0
2026-07-09T01:05:00+00:00,11656.59,1.8,USDSGD,0.0997
2026-07-09T08:50:00+00:00,11928.59,0.0,EURJPY,1.1667
2026-07-10T00:50:00+00:00,11690.02,2.0,USDSGD,-1.0
2026-07-10T09:30:00+00:00,11456.22,3.96,EURJPY,-1.0
2026-07-13T02:50:00+00:00,11227.09,5.88,USDSGD,-1.0
2026-07-14T01:05:00+00:00,11301.93,5.25,USDSGD,0.3333
2026-07-14T07:15:00+00:00,11565.65,3.04,EURJPY,1.1667
2026-07-14T12:00:00+00:00,11835.52,0.78,EURJPY,1.1667
2026-07-15T06:40:00+00:00,11598.81,2.76,USDSGD,-1.0
2026-07-15T09:10:00+00:00,11946.78,0.0,EURJPY,1.5
2026-07-16T01:15:00+00:00,12125.76,0.0,USDSGD,0.7491
2026-07-16T10:10:00+00:00,11883.25,2.0,EURJPY,-1.0
2026-07-17T07:30:00+00:00,11645.58,3.96,EURJPY,-1.0
2026-07-17T07:30:00+00:00,11412.67,5.88,USDSGD,-1.0
2026-07-20T01:05:00+00:00,11488.75,5.25,USDSGD,0.3333
2026-07-20T09:55:00+00:00,11833.41,2.41,EURJPY,1.5
2026-07-21T03:40:00+00:00,11596.74,4.36,USDSGD,-1.0
2026-07-22T01:15:00+00:00,11627.85,4.11,USDSGD,0.1341
2026-07-22T10:05:00+00:00,11395.29,6.02,EURJPY,-1.0
2026-07-22T12:00:00+00:00,11167.38,7.9,EURJPY,-1.0
2026-07-23T01:05:00+00:00,11241.83,7.29,USDSGD,0.3333
