trades,wins,losses,timeouts,win_rate,net_r,start_balance,final_balance,level,target_balance,target_reached,target_reached_at,max_drawdown_pct,min_balance,minimum_lot_overrides,max_actual_risk_percent,sizing_mode,symbol
75,23,21,31,30.67,16.37,20.0,123.17,7,52399.91,False,,76.27,14.83,0,22.96,mt5_min_step_compounding,AUDUSD
70,22,22,26,31.43,4.72,20.0,14.05,1,52399.91,False,,90.23,5.86,3,25.6,mt5_min_step_compounding,GBPUSD
72,13,22,37,18.06,-3.95,20.0,6.15,1,52399.91,False,,90.44,1.91,16,78.49,mt5_min_step_compounding,EURUSD
74,11,17,46,14.86,-5.24,20.0,5.23,1,52399.91,False,,89.99,2.31,15,45.8,mt5_min_step_compounding,USDCAD
