date,opened_at,closed_at,symbol,direction,result,r_multiple,requested_risk,actual_risk,actual_risk_percent,raw_lot,lot,minimum_lot_override,pnl,balance_before,balance_after,level_after
2026-01-01,2026-01-02 00:45:00,2026-01-02 07:00:00,EURUSD,BUY,timeout,-0.6,4.6,4.5,22.5,0.0307,0.03,False,-2.7,20.0,17.3,1
2026-01-06,2026-01-07 01:00:00,2026-01-07 07:00:00,EURUSD,BUY,timeout,-0.02,3.98,3.0,17.34,0.0265,0.02,False,-0.06,17.3,17.24,1
2026-01-07,2026-01-08 00:45:00,2026-01-08 07:00:00,EURUSD,SELL,timeout,-0.22,3.97,3.0,17.4,0.0264,0.02,False,-0.66,17.24,16.58,1
2026-01-08,2026-01-09 00:45:00,2026-01-09 07:00:00,EURUSD,SELL,timeout,0.5333,3.81,3.0,18.09,0.0254,0.02,False,1.6,16.58,18.18,1
2026-01-13,2026-01-14 01:00:00,2026-01-14 07:00:00,EURUSD,SELL,timeout,-0.7733,4.18,3.0,16.5,0.0279,0.02,False,-2.32,18.18,15.86,1
2026-01-14,2026-01-15 00:45:00,2026-01-15 07:00:00,EURUSD,SELL,timeout,0.34,3.65,3.0,18.92,0.0243,0.02,False,1.02,15.86,16.88,1
2026-01-15,2026-01-16 00:45:00,2026-01-16 07:00:00,EURUSD,SELL,timeout,-0.5933,3.88,3.0,17.77,0.0259,0.02,False,-1.78,16.88,15.1,1
2026-01-20,2026-01-21 00:45:00,2026-01-21 01:30:00,EURUSD,SELL,loss,-1.0533,3.47,3.0,19.87,0.0232,0.02,False,-3.16,15.1,11.94,1
2026-01-21,2026-01-22 00:45:00,2026-01-22 07:00:00,EURUSD,BUY,timeout,-0.2067,2.75,1.5,12.56,0.0183,0.01,False,-0.31,11.94,11.63,1
2026-01-22,2026-01-23 00:45:00,2026-01-23 07:00:00,EURUSD,SELL,timeout,0.3733,2.67,1.5,12.9,0.0178,0.01,False,0.56,11.63,12.19,1
2026-01-27,2026-01-28 01:00:00,2026-01-28 02:00:00,EURUSD,SELL,win,1.28,2.8,1.5,12.31,0.0187,0.01,False,1.92,12.19,14.11,1
2026-01-28,2026-01-29 01:00:00,2026-01-29 03:45:00,EURUSD,SELL,loss,-1.0533,3.25,3.0,21.26,0.0216,0.02,False,-3.16,14.11,10.95,1
2026-01-29,2026-01-30 00:45:00,2026-01-30 01:15:00,EURUSD,SELL,win,1.28,2.52,1.5,13.7,0.0168,0.01,False,1.92,10.95,12.87,1
2026-02-03,2026-02-04 00:45:00,2026-02-04 05:45:00,EURUSD,BUY,win,1.28,2.96,1.5,11.65,0.0197,0.01,False,1.92,12.87,14.79,1
2026-02-04,2026-02-05 00:45:00,2026-02-05 02:45:00,EURUSD,BUY,loss,-1.0533,3.4,3.0,20.28,0.0227,0.02,False,-3.16,14.79,11.63,1
2026-02-05,2026-02-06 00:45:00,2026-02-06 05:15:00,EURUSD,BUY,win,1.28,2.67,1.5,12.9,0.0178,0.01,False,1.92,11.63,13.55,1
2026-02-10,2026-02-11 00:45:00,2026-02-11 05:30:00,EURUSD,BUY,win,1.28,3.12,3.0,22.14,0.0208,0.02,False,3.84,13.55,17.39,1
2026-02-11,2026-02-12 00:45:00,2026-02-12 04:30:00,EURUSD,BUY,loss,-1.0533,4.0,3.0,17.25,0.0267,0.02,False,-3.16,17.39,14.23,1
2026-02-17,2026-02-18 00:45:00,2026-02-18 07:00:00,EURUSD,SELL,timeout,0.5933,3.27,3.0,21.08,0.0218,0.02,False,1.78,14.23,16.01,1
2026-02-18,2026-02-19 00:45:00,2026-02-19 07:00:00,EURUSD,BUY,timeout,0.2133,3.68,3.0,18.74,0.0245,0.02,False,0.64,16.01,16.65,1
2026-02-19,2026-02-20 00:45:00,2026-02-20 01:30:00,EURUSD,BUY,loss,-1.0533,3.83,3.0,18.02,0.0255,0.02,False,-3.16,16.65,13.49,1
2026-02-24,2026-02-25 00:45:00,2026-02-25 05:30:00,EURUSD,BUY,win,1.28,3.1,3.0,22.24,0.0207,0.02,False,3.84,13.49,17.33,1
2026-02-25,2026-02-26 00:45:00,2026-02-26 07:00:00,EURUSD,BUY,timeout,-0.4,3.99,3.0,17.31,0.0266,0.02,False,-1.2,17.33,16.13,1
2026-02-26,2026-02-27 00:45:00,2026-02-27 04:30:00,EURUSD,SELL,loss,-1.0533,3.71,3.0,18.6,0.0247,0.02,False,-3.16,16.13,12.97,1
2026-03-03,2026-03-04 00:45:00,2026-03-04 04:00:00,EURUSD,SELL,loss,-1.0533,2.98,1.5,11.56,0.0199,0.01,False,-1.58,12.97,11.39,1
2026-03-04,2026-03-05 01:15:00,2026-03-05 01:45:00,EURUSD,BUY,loss,-1.0533,2.62,1.5,13.17,0.0175,0.01,False,-1.58,11.39,9.81,1
2026-03-05,2026-03-06 01:00:00,2026-03-06 07:00:00,EURUSD,BUY,timeout,-0.4667,2.26,1.5,15.29,0.015,0.01,False,-0.7,9.81,9.11,1
2026-03-10,2026-03-10 23:45:00,2026-03-11 03:30:00,EURUSD,BUY,win,1.28,2.1,1.5,16.46,0.014,0.01,False,1.92,9.11,11.03,1
2026-03-11,2026-03-11 23:45:00,2026-03-12 01:30:00,EURUSD,SELL,loss,-1.0533,2.54,1.5,13.6,0.0169,0.01,False,-1.58,11.03,9.45,1
2026-03-12,2026-03-12 23:45:00,2026-03-13 03:30:00,EURUSD,BUY,loss,-1.0533,2.17,1.5,15.87,0.0145,0.01,False,-1.58,9.45,7.87,1
2026-03-17,2026-03-17 23:45:00,2026-03-18 06:00:00,EURUSD,BUY,timeout,0.32,1.81,1.5,19.06,0.0121,0.01,False,0.48,7.87,8.35,1
2026-03-18,2026-03-18 23:45:00,2026-03-19 02:00:00,EURUSD,BUY,win,1.28,1.92,1.5,17.96,0.0128,0.01,False,1.92,8.35,10.27,1
2026-03-19,2026-03-19 23:45:00,2026-03-20 04:45:00,EURUSD,SELL,win,1.28,2.36,1.5,14.6,0.0157,0.01,False,1.92,10.27,12.19,1
2026-03-24,2026-03-25 00:00:00,2026-03-25 02:45:00,EURUSD,BUY,loss,-1.0533,2.8,1.5,12.3,0.0187,0.01,False,-1.58,12.19,10.61,1
2026-03-26,2026-03-26 23:45:00,2026-03-27 06:00:00,EURUSD,SELL,timeout,-0.5733,2.44,1.5,14.14,0.0163,0.01,False,-0.86,10.61,9.75,1
2026-03-31,2026-03-31 23:45:00,2026-04-01 06:00:00,EURUSD,BUY,timeout,-0.14,2.24,1.5,15.38,0.015,0.01,False,-0.21,9.75,9.54,1
2026-04-01,2026-04-01 23:45:00,2026-04-02 01:00:00,EURUSD,SELL,loss,-1.0533,2.19,1.5,15.72,0.0146,0.01,False,-1.58,9.54,7.96,1
2026-04-07,2026-04-07 23:45:00,2026-04-08 00:15:00,EURUSD,BUY,loss,-1.0533,1.83,1.5,18.84,0.0122,0.01,False,-1.58,7.96,6.38,1
2026-04-08,2026-04-08 23:45:00,2026-04-09 06:00:00,EURUSD,SELL,timeout,-0.1533,1.47,1.5,23.51,0.0098,0.01,True,-0.23,6.38,6.15,1
2026-04-09,2026-04-09 23:45:00,2026-04-10 06:00:00,EURUSD,SELL,timeout,0.2267,1.41,1.5,24.39,0.0094,0.01,True,0.34,6.15,6.49,1
2026-04-14,2026-04-14 23:45:00,2026-04-15 02:00:00,EURUSD,BUY,loss,-1.0533,1.49,1.5,23.11,0.01,0.01,True,-1.58,6.49,4.91,1
