symbol,range_minutes,rr,month,date,opened_at,closed_at,direction,entry,stop_loss,take_profit,exit_price,result,r_multiple,spread_r,spread_points,pnl,range_high,range_low,range_atr,risk_per_lot,lot_min,lot_max,lot_step
AUDUSD,45,1.3333333333333333,2025-12,2025-12-30,2025-12-31 00:45:00,2025-12-31 07:00:00,SELL,0.66953,0.67103,0.66753,0.66846,timeout,0.6533,0.06,9.0,107.0,0.66992,0.66953,1.8571,150.0,0.01,200.0,0.01
GBPUSD,45,1.3333333333333333,2025-12,2025-12-30,2025-12-31 00:45:00,2025-12-31 07:00:00,SELL,1.34606,1.34756,1.34406,1.34524,timeout,0.48,0.0667,10.0,82.0,1.34671,1.34606,1.7843,150.0,0.01,200.0,0.01
USDCAD,45,1.3333333333333333,2025-12,2025-12-30,2025-12-31 00:45:00,2025-12-31 07:00:00,BUY,1.36975,1.36825,1.37175,1.37071,timeout,0.54,0.1,15.0,96.0,1.36975,1.36928,1.8177,105.69,0.01,200.0,0.01
AUDUSD,45,1.3333333333333333,2026-01,2026-01-01,2026-01-02 00:45:00,2026-01-02 07:00:00,BUY,0.6682,0.6667,0.6702,0.66918,timeout,0.5933,0.06,9.0,98.0,0.6682,0.66763,1.6871,150.0,0.01,200.0,0.01
EURUSD,45,1.3333333333333333,2026-01,2026-01-01,2026-01-02 00:45:00,2026-01-02 07:00:00,BUY,1.1753,1.1738,1.1773,1.17448,timeout,-0.6,0.0533,8.0,-82.0,1.1753,1.17495,1.0,150.0,0.01,200.0,0.01
GBPUSD,45,1.3333333333333333,2026-01,2026-01-01,2026-01-02 00:45:00,2026-01-02 07:00:00,BUY,1.3477,1.3462,1.3497,1.34675,timeout,-0.7,0.0667,10.0,-95.0,1.3477,1.34711,0.8507,150.0,0.01,200.0,0.01
USDCAD,45,1.3333333333333333,2026-01,2026-01-01,2026-01-02 00:45:00,2026-01-02 07:00:00,SELL,1.37131,1.37281,1.36931,1.37091,timeout,0.1667,0.1,15.0,40.0,1.37184,1.37131,1.2264,105.69,0.01,200.0,0.01
AUDUSD,45,1.3333333333333333,2026-01,2026-01-06,2026-01-07 00:45:00,2026-01-07 03:45:00,BUY,0.67371,0.67221,0.67571,0.67571,win,1.2733,0.06,9.0,200.0,0.67371,0.67168,7.25,150.0,0.01,200.0,0.01
GBPUSD,45,1.3333333333333333,2026-01,2026-01-06,2026-01-07 00:45:00,2026-01-07 07:00:00,BUY,1.35046,1.34896,1.35246,1.35112,timeout,0.3733,0.0667,10.0,66.0,1.35046,1.3497,1.9275,150.0,0.01,200.0,0.01
EURUSD,45,1.3333333333333333,2026-01,2026-01-06,2026-01-07 01:00:00,2026-01-07 07:00:00,BUY,1.16937,1.16787,1.17137,1.16942,timeout,-0.02,0.0533,8.0,5.0,1.16937,1.16848,3.0614,150.0,0.01,200.0,0.01
USDCAD,45,1.3333333333333333,2026-01,2026-01-06,2026-01-07 01:15:00,2026-01-07 07:00:00,BUY,1.38242,1.38092,1.38442,1.38157,timeout,-0.6667,0.1,15.0,-85.0,1.38242,1.38144,2.9761,105.69,0.01,200.0,0.01
EURUSD,45,1.3333333333333333,2026-01,2026-01-07,2026-01-08 00:45:00,2026-01-08 07:00:00,SELL,1.16755,1.16905,1.16555,1.1678,timeout,-0.22,0.0533,8.0,-25.0,1.16777,1.16755,0.9904,150.0,0.01,200.0,0.01
AUDUSD,45,1.3333333333333333,2026-01,2026-01-07,2026-01-08 01:00:00,2026-01-08 04:30:00,BUY,0.67232,0.67082,0.67432,0.67082,loss,-1.06,0.06,9.0,-150.0,0.67232,0.67166,4.0526,150.0,0.01,200.0,0.01
GBPUSD,45,1.3333333333333333,2026-01,2026-01-07,2026-01-08 01:00:00,2026-01-08 07:00:00,BUY,1.34602,1.34452,1.34802,1.34521,timeout,-0.6067,0.0667,10.0,-81.0,1.34602,1.34556,1.5407,150.0,0.01,200.0,0.01
USDCAD,45,1.3333333333333333,2026-01,2026-01-07,2026-01-08 01:15:00,2026-01-08 07:00:00,BUY,1.38614,1.38464,1.38814,1.38734,timeout,0.7,0.1,15.0,120.0,1.38614,1.3857,1.2623,105.69,0.01,200.0,0.01
EURUSD,45,1.3333333333333333,2026-01,2026-01-08,2026-01-09 00:45:00,2026-01-09 07:00:00,SELL,1.16536,1.16686,1.16336,1.16448,timeout,0.5333,0.0533,8.0,88.0,1.16577,1.16536,1.3256,150.0,0.01,200.0,0.01
GBPUSD,45,1.3333333333333333,2026-01,2026-01-08,2026-01-09 00:45:00,2026-01-09 07:00:00,SELL,1.34313,1.34463,1.34113,1.34196,timeout,0.7133,0.0667,10.0,117.0,1.34366,1.34313,1.0785,150.0,0.01,200.0,0.01
USDCAD,45,1.3333333333333333,2026-01,2026-01-08,2026-01-09 00:45:00,2026-01-09 07:00:00,BUY,1.38686,1.38536,1.38886,1.38723,timeout,0.1467,0.1,15.0,37.0,1.38686,1.38641,1.2257,105.69,0.01,200.0,0.01
AUDUSD,45,1.3333333333333333,2026-01,2026-01-08,2026-01-09 01:00:00,2026-01-09 07:00:00,SELL,0.66945,0.67095,0.66745,0.66863,timeout,0.4867,0.06,9.0,82.0,0.66993,0.66945,2.1889,150.0,0.01,200.0,0.01
AUDUSD,45,1.3333333333333333,2026-01,2026-01-13,2026-01-14 00:45:00,2026-01-14 03:00:00,SELL,0.66812,0.66962,0.66612,0.66962,loss,-1.06,0.06,9.0,-150.0,0.66844,0.66812,1.5342,150.0,0.01,200.0,0.01
GBPUSD,45,1.3333333333333333,2026-01,2026-01-13,2026-01-14 00:45:00,2026-01-14 03:45:00,BUY,1.34267,1.34117,1.34467,1.34467,win,1.2667,0.0667,10.0,200.0,1.34267,1.34201,1.8896,150.0,0.01,200.0,0.01
USDCAD,45,1.3333333333333333,2026-01,2026-01-13,2026-01-14 00:45:00,2026-01-14 07:00:00,BUY,1.38924,1.38774,1.39124,1.38814,timeout,-0.8333,0.1,15.0,-110.0,1.38924,1.38864,1.8962,105.69,0.01,200.0,0.01
EURUSD,45,1.3333333333333333,2026-01,2026-01-13,2026-01-14 01:00:00,2026-01-14 07:00:00,SELL,1.16376,1.16526,1.16176,1.16484,timeout,-0.7733,0.0533,8.0,-108.0,1.16434,1.16376,2.1946,150.0,0.01,200.0,0.01
AUDUSD,45,1.3333333333333333,2026-01,2026-01-14,2026-01-15 00:45:00,2026-01-15 03:15:00,BUY,0.66854,0.66704,0.67054,0.66704,loss,-1.06,0.06,9.0,-150.0,0.66854,0.66801,2.12,150.0,0.01,200.0,0.01
EURUSD,45,1.3333333333333333,2026-01,2026-01-14,2026-01-15 00:45:00,2026-01-15 07:00:00,SELL,1.1637,1.1652,1.1617,1.16311,timeout,0.34,0.0533,8.0,59.0,1.16453,1.1637,3.0499,150.0,0.01,200.0,0.01
USDCAD,45,1.3333333333333333,2026-01,2026-01-14,2026-01-15 00:45:00,2026-01-15 07:00:00,BUY,1.38915,1.38765,1.39115,1.38997,timeout,0.4467,0.1,15.0,82.0,1.38915,1.38844,1.9115,105.69,0.01,200.0,0.01
GBPUSD,45,1.3333333333333333,2026-01,2026-01-14,2026-01-15 01:30:00,2026-01-15 07:00:00,SELL,1.34302,1.34452,1.34102,1.34347,timeout,-0.3667,0.0667,10.0,-45.0,1.34396,1.34302,1.8406,150.0,0.01,200.0,0.01
AUDUSD,45,1.3333333333333333,2026-01,2026-01-15,2026-01-16 00:45:00,2026-01-16 07:00:00,SELL,0.66987,0.67137,0.66787,0.6701,timeout,-0.2133,0.06,9.0,-23.0,0.67021,0.66987,1.7,150.0,0.01,200.0,0.01
EURUSD,45,1.3333333333333333,2026-01,2026-01-15,2026-01-16 00:45:00,2026-01-16 07:00:00,SELL,1.16051,1.16201,1.15851,1.16132,timeout,-0.5933,0.0533,8.0,-81.0,1.16094,1.16051,1.6139,150.0,0.01,200.0,0.01
