timeframe_minutes,pivot_bars,minimum_impulse_atr,minimum_gap_atr,rejection_mode,expiry_bars,stop_mode,stop_buffer_atr,reward_risk,maximum_hold_hours,management,train_trades,train_wins,train_losses,train_win_rate_pct,train_profit_factor,train_net_r,train_mean_r,train_return_pct,train_max_drawdown_pct,train_final_balance,validation_trades,validation_wins,validation_losses,validation_win_rate_pct,validation_profit_factor,validation_net_r,validation_mean_r,validation_return_pct,validation_max_drawdown_pct,validation_final_balance,robust_score
5,3,2.0,0.05,1,24,0,0.25,3.0,24,0,25,4,21,16.0,0.39312810548780974,-13.926633181965544,-0.5570653272786218,-13.220035656676322,15.180650502700205,8677.996434332368,11,1,10,9.090909090909092,0.26790700964160064,-7.9302045345630425,-0.7209276849602766,-7.716631617021996,11.047345199076247,9228.3368382978,-72.21930284192766
5,3,2.0,0.05,1,24,0,0.25,3.0,72,0,25,3,22,12.0,0.3659665185499735,-15.219278860526211,-0.6087711544210485,-14.339141201679961,16.323919108666114,8566.085879832004,11,1,10,9.090909090909092,0.26790700964160064,-7.9302045345630425,-0.7209276849602766,-7.716631617021996,11.047345199076247,9228.3368382978,-72.28789895828561
5,3,2.0,0.05,1,24,0,0.25,2.5,24,0,25,5,20,20.0,0.5555492684975566,-9.719278860526217,-0.38877115442104865,-9.502701364339805,12.045486919388937,9049.729863566019,11,1,10,9.090909090909092,0.22174849083116366,-8.430204534563098,-0.766382230414827,-8.165035630381535,11.047345199076247,9183.496436961846,-76.66896461000492
5,3,2.0,0.05,1,24,0,0.25,2.5,72,0,25,5,20,20.0,0.5555492684975566,-9.719278860526217,-0.38877115442104865,-9.502701364339805,12.045486919388937,9049.729863566019,11,1,10,9.090909090909092,0.22174849083116366,-8.430204534563098,-0.766382230414827,-8.165035630381535,11.047345199076247,9183.496436961846,-76.66896461000492
5,3,2.0,0.2,1,24,0,0.25,2.0,72,0,25,7,18,28.0,0.6852596985671328,-6.1895895982952425,-0.2475835839318097,-6.223840476222198,9.464487710449083,9377.61595237778,10,1,9,10.0,0.19467029056693372,-7.8684989934054315,-0.7868498993405432,-7.6327716622655135,9.95225980940023,9236.722833773449,-78.65299541420463
5,3,2.0,0.2,1,24,0,0.25,2.0,24,0,25,7,18,28.0,0.6852596985671328,-6.1895895982952425,-0.2475835839318097,-6.223840476222198,9.464487710449083,9377.61595237778,10,1,9,10.0,0.19467029056693372,-7.8684989934054315,-0.7868498993405432,-7.6327716622655135,9.95225980940023,9236.722833773449,-78.65299541420463
5,3,2.0,0.05,1,24,0,0.25,2.0,24,0,26,7,19,26.923076923076923,0.6492055260252599,-7.2817409371225725,-0.28006695912009894,-7.248018057962002,9.464487710449083,9275.1981942038,11,1,10,9.090909090909092,0.17558997202073703,-8.930204534563043,-0.8118367758693675,-8.61343964374095,10.908301656691025,9138.656035625905,-81.23850507731794
5,3,2.0,0.05,1,24,0,0.25,2.0,72,0,26,7,19,26.923076923076923,0.6492055260252599,-7.2817409371225725,-0.28006695912009894,-7.248018057962002,9.464487710449083,9275.1981942038,11,1,10,9.090909090909092,0.17558997202073703,-8.930204534563043,-0.8118367758693675,-8.61343964374095,10.908301656691025,9138.656035625905,-81.23850507731794
5,3,2.0,0.2,1,24,0,0.25,1.5,72,0,25,7,18,28.0,0.5072848849674649,-9.689589598295255,-0.3875835839318102,-9.397008134947448,10.874749891056561,9060.299186505255,10,1,9,10.0,0.14349599988532333,-8.368498993405375,-0.8368498993405374,-8.08598749321554,9.916771017274817,9191.401250678446,-83.81069340046665
5,3,2.0,0.2,1,24,0,0.25,1.5,24,0,25,7,18,28.0,0.5072848849674649,-9.689589598295255,-0.3875835839318102,-9.397008134947448,10.874749891056561,9060.299186505255,10,1,9,10.0,0.14349599988532333,-8.368498993405375,-0.8368498993405374,-8.08598749321554,9.916771017274817,9191.401250678446,-83.81069340046665
