entry_time_utc,exit_time_utc,direction,entry,initial_stop,target,exit_reason,r_multiple,balance
2022-02-28 09:55:00+00:00,2022-02-28 11:01:00+00:00,short,13997.525000000001,14022.095714285715,13936.098214285717,stop,-1.0172970144480653,9898.270298555193
2022-04-12 19:00:00+00:00,2022-04-13 00:46:00+00:00,short,13955.525000000001,14014.42892857143,13808.265178571432,stop,-1.007215138451825,9798.573421663265
2022-06-20 19:50:00+00:00,2022-06-20 20:03:00+00:00,short,11387.425000000001,11392.185714285715,11375.523214285717,target,2.410727681920439,10034.790343572598
2022-07-18 00:50:00+00:00,2022-07-18 03:23:00+00:00,long,12013.725,11991.62392857143,12068.977678571428,target,2.4807701630496175,10283.730428340532
2022-09-02 00:05:00+00:00,2022-09-02 00:08:00+00:00,short,12285.325,12293.7075,12264.368750000001,stop,-1.050700864897022,10175.67918378628
2022-10-06 05:45:00+00:00,2022-10-06 06:05:00+00:00,short,11651.075,11663.657142857142,11619.619642857146,target,2.4662219699121337,10426.634019404593
2022-10-31 00:30:00+00:00,2022-10-31 14:50:00+00:00,short,11529.475,11582.283928571429,11397.45267857143,target,2.491952118486454,10686.460746737976
2022-12-01 10:10:00+00:00,2022-12-01 10:16:00+00:00,short,11991.425000000001,12003.92142857143,11960.18392857143,stop,-1.0340097170619593,10575.961704206693
2023-03-02 09:30:00+00:00,2023-03-02 10:00:00+00:00,long,11852.275,11834.533571428572,11896.62857142857,stop,-1.0239552298896455,10467.668591225342
2023-03-20 00:05:00+00:00,2023-03-20 02:37:00+00:00,long,12582.275000000001,12554.005357142858,12652.94910714286,stop,-1.0150337944538934,10361.41821753297
2023-04-06 10:25:00+00:00,2023-04-06 10:27:00+00:00,short,12910.325,12916.782142857142,12894.182142857146,stop,-1.065818584070696,10250.984296597217
2023-06-06 13:20:00+00:00,2023-06-06 13:30:00+00:00,short,14546.525000000001,14556.273571428572,14522.153571428575,target,2.4564038686988736,10502.789871438545
2023-07-06 22:55:00+00:00,2023-07-06 23:23:00+00:00,short,15080.325,15091.226428571428,15053.071428571431,stop,-1.0389857161577147,10393.667384876238
2023-09-05 10:25:00+00:00,2023-09-05 10:53:00+00:00,short,15458.825,15464.65142857143,15444.25892857143,stop,-1.0729434841239407,10282.149207908693
2023-09-25 17:00:00+00:00,2023-09-25 17:11:00+00:00,long,14718.675000000001,14706.721428571429,14748.55892857143,target,2.46444577233342,10535.547199368013
2023-09-26 04:05:00+00:00,2023-09-26 04:24:00+00:00,short,14704.025000000001,14711.390000000001,14685.612500000003,stop,-1.0577053632042477,10424.112151597383
2023-10-23 02:20:00+00:00,2023-10-23 02:21:00+00:00,long,14609.775,14605.075714285713,14621.523214285717,stop,-1.0904392764856121,10310.443538471456
2023-12-26 01:25:00+00:00,2023-12-26 01:30:00+00:00,short,16797.325,16803.20464285714,16782.625892857148,stop,-1.072283301949733,10199.886374051472
2023-12-28 05:35:00+00:00,2023-12-28 13:31:00+00:00,long,16953.725,16945.798214285714,16973.54196428571,target,2.446384320793052,10449.414795044973
2024-02-23 08:45:00+00:00,2024-02-23 12:31:00+00:00,short,17978.175,17994.666785714286,17936.945535714283,stop,-1.025770405180023,10342.227790562898
2024-05-31 09:30:00+00:00,2024-05-31 10:16:00+00:00,long,18486.075,18465.924642857142,18536.450892857145,stop,-1.0210914375852589,10236.624188137897
2024-07-11 13:00:00+00:00,2024-07-11 13:32:00+00:00,long,20669.675,20648.091428571428,20723.633928571428,stop,-1.0196909024720848,10132.242262571199
2024-07-25 23:55:00+00:00,2024-07-26 01:07:00+00:00,long,18867.475,18850.86857142857,18908.991071428565,target,2.474407501397842,10382.955225176063
2024-09-16 18:05:00+00:00,2024-09-16 18:11:00+00:00,short,19396.475000000002,19418.924285714285,19340.351785714294,stop,-1.0189315600241513,10277.160017523567
2024-09-23 04:25:00+00:00,2024-09-23 04:38:00+00:00,short,19911.175,19918.912857142856,19891.83035714286,stop,-1.0549247669158175,10168.74371116314
2025-04-23 12:25:00+00:00,2025-04-23 12:32:00+00:00,short,18786.925,18813.742857142857,18719.880357142854,stop,-1.0158476494872544,10065.444767190907
2025-05-30 11:40:00+00:00,2025-05-30 12:09:00+00:00,long,21348.625,21327.780714285716,21400.735714285707,stop,-1.0203892810636366,9962.738047695111
2025-07-11 19:10:00+00:00,2025-07-11 20:00:00+00:00,long,22788.725,22766.417857142857,22844.492857142854,stop,-1.0190521934037464,9861.212547097004
2025-07-23 22:45:00+00:00,2025-07-24 01:22:00+00:00,long,23241.775,23230.449285714283,23270.089285714297,target,2.462474772956687,10104.042418376908
2025-08-29 03:40:00+00:00,2025-08-29 03:55:00+00:00,long,23676.375,23665.93571428571,23702.47321428572,stop,-1.0407115976735428,9998.888477095006
2025-09-23 07:50:00+00:00,2025-09-23 07:50:00+00:00,short,24757.725000000002,24762.328214285713,24746.216964285726,stop,-1.0923267902861955,9889.66793952886
2025-11-26 00:00:00+00:00,2025-11-26 01:16:00+00:00,long,25020.875,24995.874642857143,25083.37589285714,target,2.4830002428536297,10135.22841848478
2026-01-27 05:40:00+00:00,2026-01-27 05:40:00+00:00,short,25854.525,25859.5075,25842.068750000006,stop,-1.085298544907059,10025.230931935957
2026-04-21 07:40:00+00:00,2026-04-21 08:06:00+00:00,long,26661.975,26648.469285714284,26695.739285714284,stop,-1.0314681616246537,9921.823866743693
