timeframe_minutes,pivot_bars,minimum_impulse_atr,minimum_gap_atr,rejection_mode,expiry_bars,stop_mode,stop_buffer_atr,reward_risk,maximum_hold_hours,management,train_trades,train_wins,train_losses,train_win_rate_pct,train_profit_factor,train_net_r,train_mean_r,train_return_pct,train_max_drawdown_pct,train_final_balance,validation_trades,validation_wins,validation_losses,validation_win_rate_pct,validation_profit_factor,validation_net_r,validation_mean_r,validation_return_pct,validation_max_drawdown_pct,validation_final_balance,robust_score
5,3,2.0,0.05,1,48,0,0.1,2.0,24,0,18,3,15,16.666666666666668,0.2466510201794902,-11.90250734160248,-0.6612504078668044,-11.329191488529467,11.618975673574257,8867.080851147053,4,0,4,0.0,0.0,-4.415192829670186,-1.1037982074175465,-4.342627722181991,4.342627722181987,9565.737227781801,-1000000000.0
