timeframe_minutes,pivot_bars,minimum_impulse_atr,minimum_gap_atr,rejection_mode,expiry_bars,stop_mode,stop_buffer_atr,reward_risk,maximum_hold_hours,management,train_trades,train_wins,train_losses,train_win_rate_pct,train_profit_factor,train_net_r,train_mean_r,train_return_pct,train_max_drawdown_pct,train_final_balance,validation_trades,validation_wins,validation_losses,validation_win_rate_pct,validation_profit_factor,validation_net_r,validation_mean_r,validation_return_pct,validation_max_drawdown_pct,validation_final_balance,robust_score
5,5,4.0,0.2,1,48,0,0.25,1.5,6,0,27,13,14,48.148148148148145,1.3161406843346033,4.528579007818227,0.1677251484377121,4.413485920004145,4.588643301656268,10441.348592000415,13,6,7,46.15384615384615,1.095203103895133,0.6805139205694295,0.05234722465918688,0.5905640802808865,3.4467339150383762,10059.05640802809,7.413715808571104
5,5,4.0,0.2,1,48,0,0.0,2.0,6,0,26,11,15,42.30769230769231,1.3460724453437807,5.339627361754834,0.2053702831444167,5.1947125496555335,3.821240021747015,10519.471254965554,13,5,8,38.46153846153846,1.0197545867080031,0.16285515932613048,0.012527319948163883,0.04198912962467549,3.528398268424711,10004.198912962467,3.3268724998890997
5,5,4.0,0.1,1,48,0,0.25,1.5,6,0,30,14,16,46.666666666666664,1.2313891896083766,3.810202714771232,0.12700675715904106,3.643705782376272,5.592369424121454,10364.370578237627,14,6,8,42.857142857142854,0.9596192331452518,-0.3294247235155834,-0.02353033739397024,-0.4253388986689588,4.421862661356622,9957.466110133104,-0.49853241844358664
5,5,4.0,0.2,1,48,0,0.25,1.5,24,0,27,13,14,48.148148148148145,1.3404412852592325,4.876674639534425,0.18061757924201574,4.77282465755966,4.588643301656255,10477.282465755965,13,5,8,38.46153846153846,0.9050331775865215,-0.7742855418341308,-0.05956042629493314,-0.866276943000599,4.802599682732499,9913.37230569994,-4.170226522322696
5,5,4.0,0.2,1,48,0,0.25,1.5,72,0,27,13,14,48.148148148148145,1.3404412852592325,4.876674639534425,0.18061757924201574,4.77282465755966,4.588643301656255,10477.282465755965,13,5,8,38.46153846153846,0.9050331775865215,-0.7742855418341308,-0.05956042629493314,-0.866276943000599,4.802599682732499,9913.37230569994,-4.170226522322696
5,5,4.0,0.1,1,48,0,0.0,2.0,6,0,28,12,16,42.857142857142854,1.3754457028125282,6.191265942497925,0.2211166408034973,6.069237020498952,4.109896547836757,10606.923702049895,14,5,9,35.714285714285715,0.9081655364457444,-0.850099806744232,-0.060721414767445143,-0.971391167419422,4.505612149012324,9902.860883258058,-4.255342112683544
5,5,4.0,0.2,1,48,0,0.0,1.5,24,0,26,11,15,42.30769230769231,1.052345591703352,0.8076515697423174,0.031063521913166057,0.61089051692782,3.6055087645166615,10061.089051692783,13,5,8,38.46153846153846,0.8950903031545255,-0.8648667596626676,-0.06652821228174366,-0.9569878915216212,4.001582300941982,9904.301210847838,-4.838829826960308
5,5,4.0,0.2,1,48,0,0.0,1.5,72,0,26,11,15,42.30769230769231,1.052345591703352,0.8076515697423174,0.031063521913166057,0.61089051692782,3.6055087645166615,10061.089051692783,13,5,8,38.46153846153846,0.8950903031545255,-0.8648667596626676,-0.06652821228174366,-0.9569878915216212,4.001582300941982,9904.301210847838,-4.838829826960308
5,5,4.0,0.2,1,48,0,0.0,1.5,6,0,26,11,15,42.30769230769231,1.052345591703352,0.8076515697423174,0.031063521913166057,0.61089051692782,3.6055087645166615,10061.089051692783,13,5,8,38.46153846153846,0.8950903031545255,-0.8648667596626676,-0.06652821228174366,-0.9569878915216212,4.001582300941982,9904.301210847838,-4.838829826960308
5,5,4.0,0.2,1,48,1,0.25,2.5,24,1,27,6,21,22.22222222222222,0.9401790076167449,-0.9395498513104612,-0.03479814264112819,-1.1927049399763967,6.151551320537614,9880.72950600236,13,3,10,23.076923076923077,0.8963269721958841,-0.8504815515858963,-0.06542165781429972,-0.9764947194563889,6.841215885004,9902.350528054361,-4.896079057176919
5,5,4.0,0.2,1,48,1,0.25,2.5,6,1,27,6,21,22.22222222222222,0.9401790076167449,-0.9395498513104612,-0.03479814264112819,-1.1927049399763967,6.151551320537614,9880.72950600236,13,3,10,23.076923076923077,0.8963269721958841,-0.8504815515858963,-0.06542165781429972,-0.9764947194563889,6.841215885004,9902.350528054361,-4.896079057176919
5,5,4.0,0.2,1,48,1,0.25,2.5,72,1,27,6,21,22.22222222222222,0.9401790076167449,-0.9395498513104612,-0.03479814264112819,-1.1927049399763967,6.151551320537614,9880.72950600236,13,3,10,23.076923076923077,0.8963269721958841,-0.8504815515858963,-0.06542165781429972,-0.9764947194563889,6.841215885004,9902.350528054361,-4.896079057176919
