symbol,broker_symbol,timeframe,confirmation,pivot_len,atr_sl_mult,rr,session,trades,wins,losses,win_rate,start_balance,final_balance,profit,return_pct,max_drawdown_pct,profit_factor,avg_r,avg_lot,avg_actual_risk,max_trades_per_day,risk_mode,fixed_lot,risk_usd_cap,risk_usd_offset
EURJPY,EURJPY..,M5,EMA,3,1.2,1.0/1.5/2.0,LONDON,273,143,130,52.38,10000.0,15017.59,5017.59,50.18,33.1,1.14,0.087,3.037,271.68,3,RISK_PERCENT,0.01,12.0,0.5
USDSGD,USDSGD..,M5,EMA,3,2.0,1.0/2.0/3.0,ALL,259,136,122,52.51,10000.0,12472.06,2472.06,24.72,24.29,1.11,0.053,2.443,198.11,1,RISK_PERCENT,0.01,12.0,0.5
