case_id,stage,asset,symbol,period,direction,geometry,entry_offset,stop_distance,trail_distance,management,buy,sell,dynamic,close_seconds,risk_per_enabled_side_pct,from,to,execution_mode,report,initial_balance,final_balance,net_profit,return_pct,gross_profit,gross_loss,profit_factor,win_rate_pct,wins,losses,trades,max_drawdown_amount,max_drawdown_pct,sharpe_ratio,recovery_factor,history_quality_pct,bars,selection_score
xauusd__two-sided__base__native60,Locked,xauusd,XAUUSD,M1,two-sided,base,6,6,15,native60,True,True,False,60,1,2026.06.01,2026.09.01,1,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\News Pulse Direction Research 2026-09-05\Backtest Reports\Locked\xauusd__two-sided__base__native60.htm,10000.0,14390.46,4390.46,43.9046,4667.39,-276.93,16.85,80.0,8,2,10,327.2,2.41,26.73,13.42,100.0,90454,51.65204467966325
xagusd__two-sided__tight__native60,Locked,xagusd,XAGUSD,M1,two-sided,tight,0.08,0.08,0.2,native60,True,True,False,60,1,2026.06.01,2026.09.01,1,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\News Pulse Direction Research 2026-09-05\Backtest Reports\Locked\xagusd__two-sided__tight__native60.htm,10000.0,20097.309999999998,10097.31,100.97309999999999,10545.25,-447.94,23.54,80.0,8,2,10,579.88,3.29,24.47,17.41,100.0,90342,108.01654467966323
ustec__buy-only__tight__native60,Locked,ustec,USTEC,M1,buy-only,tight,30,30,75,native60,True,False,False,60,1,2026.06.01,2026.09.01,1,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\News Pulse Direction Research 2026-09-05\Backtest Reports\Locked\ustec__buy-only__tight__native60.htm,10000.0,11511.369999999999,1511.37,15.1137,1746.41,-235.04,7.43,71.43,5,2,7,323.3,2.73,4.5,4.67,100.0,90540,21.370410539815456
eurusd__two-sided__tight__native60,Locked,eurusd,EURUSD,M1,two-sided,tight,0.0006,0.0006,0.0015,native60,True,True,False,60,1,2026.06.01,2026.09.01,1,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\News Pulse Direction Research 2026-09-05\Backtest Reports\Locked\eurusd__two-sided__tight__native60.htm,10000.0,12966.07,2966.07,29.660700000000002,3305.53,-339.46,9.74,70.0,7,3,10,240.84,1.82,15.75,12.32,100.0,94834,37.880144679663246
btcusd__buy-only__tight__native60,Locked,btcusd,BTCUSD,M1,buy-only,tight,150,150,375,native60,True,False,False,60,1,2026.06.01,2026.09.01,1,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\News Pulse Direction Research 2026-09-05\Backtest Reports\Locked\btcusd__buy-only__tight__native60.htm,10000.0,10282.13,282.13,2.8213,506.18,-224.05,2.26,66.67,4,2,6,251.64,2.39,0.96,1.12,100.0,132433,2.8243341907227375
