case_id,stage,asset,symbol,period,direction,geometry,entry_offset,stop_distance,trail_distance,management,buy,sell,dynamic,close_seconds,risk_per_enabled_side_pct,from,to,execution_mode,report,initial_balance,final_balance,net_profit,return_pct,gross_profit,gross_loss,profit_factor,win_rate_pct,wins,losses,trades,max_drawdown_amount,max_drawdown_pct,sharpe_ratio,recovery_factor,history_quality_pct,bars,selection_score
xauusd__two-sided__base__native60,Stress,xauusd,XAUUSD,M1,two-sided,base,6,6,15,native60,True,True,False,60,1,2025.09.01,2026.09.01,-1,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\News Pulse Direction Research 2026-09-05\Backtest Reports\Stress\xauusd__two-sided__base__native60.htm,10000.0,18720.64,8720.64,87.2064,9535.18,-814.54,11.71,65.62,21,11,32,464.16,2.5,284.21,18.79,99.0,353486,97.67086609406726
xagusd__two-sided__tight__native60,Stress,xagusd,XAGUSD,M1,two-sided,tight,0.08,0.08,0.2,native60,True,True,False,60,1,2025.09.01,2026.09.01,-1,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\News Pulse Direction Research 2026-09-05\Backtest Reports\Stress\xagusd__two-sided__tight__native60.htm,10000.0,45042.48,35042.48,350.42480000000006,38365.75,-3323.27,11.54,59.46,22,15,37,2533.33,5.59,317.19,13.83,99.0,352540,358.6648202538929
ustec__buy-only__tight__native60,Stress,ustec,USTEC,M1,buy-only,tight,30,30,75,native60,True,False,False,60,1,2025.09.01,2026.09.01,-1,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\News Pulse Direction Research 2026-09-05\Backtest Reports\Stress\ustec__buy-only__tight__native60.htm,10000.0,12353.1,2353.1,23.531,3160.1,-807.0,3.92,63.64,14,8,22,478.94,4.28,188.31,4.91,100.0,353892,31.842985672887792
eurusd__two-sided__tight__native60,Stress,eurusd,EURUSD,M1,two-sided,tight,0.0006,0.0006,0.0015,native60,True,True,False,60,1,2025.09.01,2026.09.01,-1,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\News Pulse Direction Research 2026-09-05\Backtest Reports\Stress\eurusd__two-sided__tight__native60.htm,10000.0,17470.82,7470.82,74.7082,8502.63,-1031.81,8.24,70.59,24,10,34,496.84,3.56,318.31,15.04,100.0,372135,84.43022829714982
btcusd__buy-only__tight__native60,Stress,btcusd,BTCUSD,M1,buy-only,tight,150,150,375,native60,True,False,False,60,1,2025.09.01,2026.09.01,-1,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\News Pulse Direction Research 2026-09-05\Backtest Reports\Stress\btcusd__buy-only__tight__native60.htm,10000.0,10392.91,392.91,3.9291,1665.05,-1272.14,1.31,45.83,11,13,24,943.62,8.66,49.35,0.42,100.0,525440,-4.601382904638631
