utc_day;balance_at_observation;min_equity;max_equity
2026.02.04;9947.39;9947.39;9947.39
2026.02.05;9947.39;9947.39;9947.39
2026.02.06;9947.39;9947.39;9947.39
2026.02.08;9947.39;9947.39;9947.39
2026.02.09;10047.38;9929.03;10047.38
2026.02.10;10047.38;10047.38;10047.38
2026.02.11;10047.38;10047.38;10047.38
2026.02.12;10047.38;10047.38;10047.38
2026.02.13;10047.38;10047.38;10047.38
2026.02.15;10047.38;10047.38;10047.38
2026.02.16;10047.38;10047.38;10047.38
2026.02.17;10047.38;10047.38;10047.38
2026.02.18;10047.38;10047.38;10047.38
2026.02.19;10047.38;10047.38;10047.38
2026.02.20;10148.87;10013.94;10148.87
2026.02.22;10148.87;10148.87;10148.87
2026.02.23;10148.87;10148.87;10148.87
2026.02.24;10223.80;10067.43;10223.80
2026.02.25;10223.80;10223.80;10223.80
2026.02.26;10223.80;10223.80;10223.80
2026.02.27;10223.80;10223.80;10223.80
2026.03.01;10223.80;10223.80;10223.80
2026.03.02;10219.21;10162.33;10280.89
2026.03.03;10219.21;10219.21;10219.21
2026.03.04;10219.21;10219.21;10219.21
2026.03.05;10114.20;10114.20;10248.37
2026.03.06;10114.20;10114.20;10114.20
2026.03.08;10114.20;10114.20;10114.20
2026.03.09;10114.20;10114.20;10114.20
2026.03.10;10112.55;10108.72;10173.25
2026.03.11;10111.13;10077.67;10170.94
2026.03.12;10111.13;10111.13;10111.13
2026.03.13;10111.13;10111.13;10111.13
2026.03.15;10111.13;10111.13;10111.13
2026.03.16;10111.13;10111.13;10111.13
2026.03.17;10111.13;10111.13;10111.13
2026.03.18;10111.13;10111.13;10111.13
2026.03.19;10111.13;10111.13;10111.13
2026.03.20;10111.13;10111.13;10111.13
2026.03.22;10111.13;10111.13;10111.13
2026.03.23;10111.13;10111.13;10111.13
2026.03.24;10111.13;10111.13;10111.13
2026.03.25;10111.13;10111.13;10111.13
2026.03.26;10111.13;10111.13;10111.13
2026.03.27;10111.13;10111.13;10111.13
2026.03.29;10111.13;10111.13;10111.13
2026.03.30;10111.13;10111.13;10111.13
2026.03.31;10111.13;10111.13;10111.13
2026.04.01;10111.13;10111.13;10111.13
2026.04.02;10111.13;10111.13;10111.13
2026.04.03;10111.13;10111.13;10111.13
2026.04.05;10111.13;10111.13;10111.13
2026.04.06;10111.13;10111.13;10111.13
2026.04.07;10111.13;10111.13;10111.13
2026.04.08;10111.13;10111.13;10111.13
2026.04.09;10111.13;10111.13;10111.13
2026.04.10;10111.13;10111.13;10111.13
2026.04.12;10111.13;10111.13;10111.13
2026.04.13;10111.13;10111.13;10111.13
2026.04.14;10111.13;10111.13;10111.13
2026.04.15;10111.13;10111.13;10111.13
2026.04.16;10111.13;10111.13;10111.13
2026.04.17;10111.13;10111.13;10111.13
2026.04.19;10111.13;10111.13;10111.13
2026.04.20;10111.13;10111.13;10111.13
2026.04.21;10111.13;10111.13;10111.13
2026.04.22;10111.13;10111.13;10111.13
2026.04.23;10111.13;10111.13;10111.13
2026.04.24;10206.64;10074.82;10206.64
2026.04.26;10206.64;10206.64;10206.64
2026.04.27;10206.64;10206.64;10206.64
2026.04.28;10206.64;10206.64;10206.64
2026.04.29;10206.64;10206.64;10206.64
2026.04.30;10206.64;10206.64;10206.64
2026.05.01;10206.64;10206.64;10206.64
2026.05.03;10206.64;10206.64;10206.64
2026.05.04;10202.85;10198.29;10274.30
2026.05.05;10202.85;10202.85;10202.85
2026.05.06;10300.40;10127.10;10300.40
2026.05.07;10300.40;10300.40;10300.40
2026.05.08;10300.40;10300.40;10300.40
2026.05.10;10300.40;10300.40;10300.40
2026.05.11;10300.40;10300.40;10300.40
2026.05.12;10300.40;10300.40;10300.40
2026.05.13;10300.40;10300.40;10300.40
2026.05.14;10300.40;10300.40;10300.40
2026.05.15;10300.40;10300.40;10300.40
2026.05.17;10300.40;10300.40;10300.40
2026.05.18;10300.40;10300.40;10300.40
2026.05.19;10300.40;10300.40;10300.40
2026.05.20;10300.40;10300.40;10300.40
2026.05.21;10300.40;10300.40;10300.40
2026.05.22;10300.40;10300.40;10300.40
2026.05.24;10300.40;10300.40;10300.40
2026.05.25;10300.40;10300.40;10300.40
2026.05.26;10300.40;10300.40;10300.40
2026.05.27;10300.40;10300.40;10300.40
2026.05.28;10300.40;10300.40;10300.40
2026.05.29;10300.40;10300.40;10300.40
2026.05.31;10300.40;10300.40;10300.40
2026.06.01;10300.40;10300.40;10300.40
2026.06.02;10300.40;10300.40;10300.40
2026.06.03;10300.40;10300.40;10300.40
2026.06.04;10300.40;10300.40;10300.40
2026.06.05;10300.40;10300.40;10300.40
2026.06.07;10300.40;10300.40;10300.40
2026.06.08;10193.41;10193.41;10323.87
2026.06.09;10193.41;10193.41;10193.41
2026.06.10;10193.41;10193.41;10193.41
2026.06.11;10193.41;10193.41;10193.41
2026.06.12;10191.79;10191.13;10246.57
2026.06.14;10191.79;10191.79;10191.79
2026.06.15;10191.79;10191.79;10191.79
2026.06.16;10191.79;10191.79;10191.79
2026.06.17;10083.99;10083.99;10196.05
2026.06.18;10083.99;10083.99;10083.99
2026.06.19;10083.99;10083.99;10083.99
2026.06.21;10083.99;10083.99;10083.99
2026.06.22;10083.99;10083.99;10083.99
2026.06.23;10083.99;10083.99;10083.99
2026.06.24;10083.99;10083.99;10083.99
2026.06.25;10083.99;10083.99;10083.99
2026.06.26;10083.99;10083.99;10083.99
2026.06.28;10083.99;10083.99;10083.99
2026.06.29;10083.99;10083.99;10083.99
2026.06.30;10083.99;10083.99;10083.99
2026.07.01;10083.99;10083.99;10083.99
2026.07.02;10083.99;10083.99;10083.99
2026.07.03;10083.99;10083.99;10083.99
2026.07.05;10083.99;10083.99;10083.99
2026.07.06;10083.99;10083.99;10083.99
2026.07.07;10083.99;10083.99;10083.99
2026.07.08;10083.99;10083.99;10083.99
2026.07.09;10083.99;10083.99;10083.99
2026.07.10;10083.99;10083.99;10083.99
2026.07.12;10083.99;10083.99;10083.99
2026.07.13;10083.99;10083.99;10083.99
2026.07.14;10083.99;10083.99;10083.99
2026.07.15;10083.99;10083.99;10083.99
2026.07.16;10083.99;10083.99;10083.99
2026.07.17;10083.99;10083.99;10083.99
2026.07.19;10083.99;10083.99;10083.99
2026.07.20;10083.99;10083.99;10083.99
2026.07.21;10083.99;10083.99;10083.99
2026.07.22;10083.99;10083.99;10083.99
2026.07.23;10083.99;10083.99;10083.99
2026.07.24;10083.99;10083.99;10083.99
2026.07.26;10083.99;10083.99;10083.99
2026.07.27;10083.99;10083.99;10083.99
2026.07.28;10083.99;10083.99;10083.99
2026.07.29;10083.99;10083.99;10083.99
2026.07.30;10083.99;10083.99;10083.99
2026.07.31;10083.99;10083.99;10083.99
2026.08.02;10083.99;10083.99;10083.99
2026.08.03;10083.99;10083.99;10083.99
2026.08.04;10083.99;10083.99;10083.99
2026.08.05;10083.99;10083.99;10083.99
2026.08.06;10083.99;10083.99;10083.99
2026.08.07;10083.99;10083.99;10083.99
2026.08.09;10083.99;10083.99;10083.99
2026.08.10;10083.99;10083.99;10083.99
2026.08.11;10083.99;10083.99;10083.99
2026.08.12;10083.99;10083.99;10083.99
2026.08.13;10083.99;10083.99;10083.99
2026.08.14;10083.99;10083.99;10083.99
2026.08.16;10083.99;10083.99;10083.99
2026.08.17;10083.99;10083.99;10083.99
2026.08.18;10083.99;10083.99;10083.99
2026.08.19;10083.99;10083.99;10083.99
2026.08.20;10083.99;10083.99;10083.99
2026.08.21;10083.99;10083.99;10083.99
2026.08.23;10083.99;10083.99;10083.99
2026.08.24;10083.99;10083.99;10083.99
2026.08.25;10083.99;10083.99;10083.99
2026.08.26;10083.99;10083.99;10083.99
2026.08.27;10083.99;10083.99;10083.99
2026.08.28;10083.99;10083.99;10083.99
2026.08.30;10083.99;10083.99;10083.99
2026.08.31;10083.99;10083.99;10083.99
2026.09.01;10083.99;10083.99;10083.99
2026.09.02;10083.99;10083.99;10083.99
2026.09.03;10083.99;10083.99;10083.99
2026.09.04;10083.99;10083.99;10083.99
2026.09.06;10083.99;10083.99;10083.99
2026.09.07;10083.99;10083.99;10083.99
2026.09.08;10083.99;10083.99;10083.99
2026.09.09;10083.99;10083.99;10083.99
2026.09.10;10083.99;10083.99;10083.99
2026.09.11;10083.99;10083.99;10083.99
2026.09.13;10083.99;10083.99;10083.99
2026.09.14;10083.99;10083.99;10083.99
2026.09.15;10083.99;10083.99;10083.99
2026.09.16;10083.99;10083.99;10083.99
2026.09.17;10083.99;10083.99;10083.99
2026.09.18;10083.99;10083.99;10083.99
