symbol,start,end,return_pct,profit_factor,win_rate,max_dd_pct,trades,sharpe,recovery,expectancy_r,average_rr,longs,shorts
XAUUSD,2023-09-01,2024-03-01,14.514300676492553,1.501808304340136,45.65217391304348,7.656081146872085,46,3.314770631186662,1.895787204714048,0.30596198252958257,1.8972339518388044,46,0
XAUUSD,2023-12-01,2024-06-01,6.068300803692672,1.2183240832979074,40.0,8.822726709095551,45,1.706293631345019,0.6878033292629048,0.14137584419144236,1.8834396104786058,45,0
XAUUSD,2024-03-01,2024-09-01,19.254725902573888,1.5061419617710996,45.16129032258064,6.340719135962591,62,3.467748141712512,3.0366785674777894,0.2956499847176985,1.9409883342744518,62,0
XAUUSD,2024-06-01,2024-12-01,41.82544096108059,2.0354048911383913,52.112676056338024,6.340719135962591,71,5.774769363065731,6.5963244963587275,0.5048114932486029,1.9504776583698564,71,0
XAUUSD,2024-09-01,2025-03-01,25.74435942665798,1.5840177309501688,47.69230769230769,10.284210672820503,65,3.879170289044653,2.503289775529019,0.3651872116811102,1.979999999999999,65,0
XAUUSD,2024-12-01,2025-06-01,12.239335061491996,1.3478796602051006,42.857142857142854,10.284210672820503,56,2.1760001224103367,1.190109328841208,0.21831878198426177,1.9799999999999998,56,0
XAUUSD,2025-03-01,2025-09-01,9.673492827343289,1.3175436520422679,41.30434782608695,6.553563102273163,46,2.3489638358964093,1.476066175968909,0.21188263444716268,1.9799999999999995,46,0
XAUUSD,2025-06-01,2025-12-01,-2.997569424455915,0.9132741818555952,33.33333333333333,10.120719551600544,51,-0.6774918133499946,-0.2961814532230431,-0.04987208272039959,1.9252108030033672,51,0
XAUUSD,2025-09-01,2026-03-01,5.459920536540164,1.1754666464418557,38.775510204081634,6.39903064869094,49,1.4668020823534924,0.8532418168144121,0.11897801217734985,1.9309780868977493,49,0
XAUUSD,2025-12-01,2026-06-01,4.224957096346182,1.2320862329431455,39.285714285714285,7.313894524752296,28,1.8801148657157742,0.5776617480670152,0.1585714285714285,1.9800000000000002,28,0
XAUUSD,2026-03-01,2026-09-01,5.2990069674137885,1.3212759947545338,40.74074074074074,8.61289359311157,27,2.158069366080003,0.6152411974126598,0.20222222222222225,1.9800000000000002,27,0
