symbol,phase,config,score,train_return_pct,train_profit_factor,train_win_rate,train_max_dd_pct,train_trades,train_sharpe,train_recovery,train_expectancy_r,train_average_rr,train_longs,train_shorts,validation_return_pct,validation_profit_factor,validation_win_rate,validation_max_dd_pct,validation_trades,validation_sharpe,validation_recovery,validation_expectancy_r,validation_average_rr,validation_longs,validation_shorts
XAUUSD,stop,"{""arm_bars"": 12, ""breakout_buffer_atr"": 0.0, ""compression"": ""atr-ratio"", ""compression_value"": 0.8, ""confirmation"": ""body"", ""direction"": ""long-only"", ""management"": ""none"", ""maximum_hold_bars"": 24, ""range_bars"": 12, ""rr"": 2.0, ""session"": ""asia"", ""stop_mode"": ""range"", ""stop_value"": 0.1, ""timeframe"": ""M30"", ""trend"": ""ema50-200""}",1.0046971951239665,3.5733583491230014,1.0824765551627782,41.37931034482759,11.54199525147691,87,0.6231383929419941,0.30959624148742876,0.047585048000592815,1.3278047233568913,87,0,12.159223312749257,1.2546079358300473,51.06382978723404,4.952402197350015,94,1.7505819205814575,2.455217251792584,0.12894590700350192,1.1663463174660782,94,0
XAUUSD,stop,"{""arm_bars"": 12, ""breakout_buffer_atr"": 0.0, ""compression"": ""atr-ratio"", ""compression_value"": 0.8, ""confirmation"": ""body"", ""direction"": ""long-only"", ""management"": ""none"", ""maximum_hold_bars"": 24, ""range_bars"": 12, ""rr"": 2.0, ""session"": ""asia"", ""stop_mode"": ""range"", ""stop_value"": 0.2, ""timeframe"": ""M30"", ""trend"": ""ema50-200""}",1.228130724082015,3.78367814644871,1.0881045425647105,41.37931034482759,11.42692764549148,87,0.6556787627311014,0.3311194630642095,0.04985578002358162,1.3209861878450975,87,0,12.548086336238185,1.270117960903444,51.61290322580645,4.9214964914788055,93,1.7930956000250677,2.5496485383996994,0.1338894822859642,1.1484902766101925,93,0
XAUUSD,stop,"{""arm_bars"": 12, ""breakout_buffer_atr"": 0.0, ""compression"": ""atr-ratio"", ""compression_value"": 0.8, ""confirmation"": ""body"", ""direction"": ""long-only"", ""management"": ""none"", ""maximum_hold_bars"": 24, ""range_bars"": 12, ""rr"": 2.0, ""session"": ""asia"", ""stop_mode"": ""atr"", ""stop_value"": 0.75, ""timeframe"": ""M30"", ""trend"": ""ema50-200""}",8.402559384459328,17.13786934306163,1.1820864364424055,40.65040650406504,16.162411925417295,123,1.7121680532210162,1.0603534560402037,0.14049207297878327,1.9800000000000002,123,0,29.762383907590472,1.2773480724665172,44.53125,13.110226244427404,128,2.3123285842513237,2.270165545025677,0.21708384286044088,1.9800000000000002,128,0
XAUUSD,stop,"{""arm_bars"": 12, ""breakout_buffer_atr"": 0.0, ""compression"": ""atr-ratio"", ""compression_value"": 0.8, ""confirmation"": ""body"", ""direction"": ""long-only"", ""management"": ""none"", ""maximum_hold_bars"": 24, ""range_bars"": 12, ""rr"": 2.0, ""session"": ""asia"", ""stop_mode"": ""atr"", ""stop_value"": 1.0, ""timeframe"": ""M30"", ""trend"": ""ema50-200""}",20.408162209805123,35.23932686704785,1.4077591408793046,43.69747899159664,13.289220223957287,119,3.1487086612352826,2.651722695024631,0.26543217948043124,1.9800000000000004,119,0,36.6806516421085,1.3746686694330013,44.71544715447154,12.010489233386657,123,2.9141193108647307,3.0540514153365153,0.2665743603589828,1.9800000000000006,123,0
XAUUSD,stop,"{""arm_bars"": 12, ""breakout_buffer_atr"": 0.0, ""compression"": ""atr-ratio"", ""compression_value"": 0.8, ""confirmation"": ""body"", ""direction"": ""long-only"", ""management"": ""none"", ""maximum_hold_bars"": 24, ""range_bars"": 12, ""rr"": 2.0, ""session"": ""asia"", ""stop_mode"": ""atr"", ""stop_value"": 1.25, ""timeframe"": ""M30"", ""trend"": ""ema50-200""}",23.253537763788273,36.56371539100045,1.5044127484038852,45.370370370370374,10.037625516262871,108,3.4192935561237623,3.642665820891629,0.30004213193387136,1.9222364560877467,108,0,37.90823101658445,1.4601205392197962,45.04504504504504,10.284210672820503,111,3.272017090097613,3.6860613052948965,0.30165558507965434,1.9800000000000002,111,0
XAUUSD,stop,"{""arm_bars"": 12, ""breakout_buffer_atr"": 0.0, ""compression"": ""atr-ratio"", ""compression_value"": 0.8, ""confirmation"": ""body"", ""direction"": ""long-only"", ""management"": ""none"", ""maximum_hold_bars"": 24, ""range_bars"": 12, ""rr"": 2.0, ""session"": ""asia"", ""stop_mode"": ""atr"", ""stop_value"": 1.5, ""timeframe"": ""M30"", ""trend"": ""ema50-200""}",8.453946779425502,14.428714668456323,1.2094284363931647,40.38461538461539,12.123131877393611,104,1.6351322513242283,1.1901804595033734,0.14007317320490598,1.8669138846232005,104,0,27.59748661264576,1.3794179361186627,43.56435643564357,9.26452461105336,101,2.6508845080010013,2.978834616049228,0.252817943781423,1.947861358834662,101,0
XAUUSD,stop,"{""arm_bars"": 12, ""breakout_buffer_atr"": 0.0, ""compression"": ""atr-ratio"", ""compression_value"": 0.8, ""confirmation"": ""body"", ""direction"": ""long-only"", ""management"": ""none"", ""maximum_hold_bars"": 24, ""range_bars"": 12, ""rr"": 2.0, ""session"": ""asia"", ""stop_mode"": ""atr"", ""stop_value"": 2.0, ""timeframe"": ""M30"", ""trend"": ""ema50-200""}",-38.63728228772512,-2.7054990834256554,0.956906187168656,35.78947368421053,14.176216969519063,95,-0.2175480638135177,-0.1908477479741509,-0.01964041069357519,1.7418803525847857,95,0,33.95981844913347,1.5923967343763028,49.473684210526315,7.147799895452655,95,3.4900775363315444,4.751086900283583,0.31793638168560084,1.6628804418628953,95,0
XAUUSD,stop,"{""arm_bars"": 12, ""breakout_buffer_atr"": 0.0, ""compression"": ""atr-ratio"", ""compression_value"": 0.8, ""confirmation"": ""body"", ""direction"": ""long-only"", ""management"": ""none"", ""maximum_hold_bars"": 24, ""range_bars"": 12, ""rr"": 2.0, ""session"": ""asia"", ""stop_mode"": ""signal"", ""stop_value"": 0.1, ""timeframe"": ""M30"", ""trend"": ""ema50-200""}",9.465874174435859,16.833157958056265,1.2042025848911067,40.17094017094017,12.806421817205404,117,1.7496532337869029,1.3144310095612304,0.14379332941885958,1.911134541203203,117,0,47.98293717263571,1.5646544842746186,47.41379310344828,9.606198194090354,116,3.875931982076048,4.994997625819794,0.34981288835144914,1.913979933351549,116,0
XAUUSD,stop,"{""arm_bars"": 12, ""breakout_buffer_atr"": 0.0, ""compression"": ""atr-ratio"", ""compression_value"": 0.8, ""confirmation"": ""body"", ""direction"": ""long-only"", ""management"": ""none"", ""maximum_hold_bars"": 24, ""range_bars"": 12, ""rr"": 2.0, ""session"": ""asia"", ""stop_mode"": ""swing5"", ""stop_value"": 0.1, ""timeframe"": ""M30"", ""trend"": ""ema50-200""}",3.638056298773692,7.2806571497989525,1.1111620774913327,39.0,10.614811497968969,100,0.8979830883444027,0.6858960379270069,0.07987042834403489,1.7410316203649825,100,0,38.020117064289764,1.6195303123221767,50.505050505050505,7.95187686674852,99,3.656507097235154,4.781275880072322,0.33582220539851015,1.6539658297731858,99,0
XAGUSD,stop,"{""arm_bars"": 6, ""breakout_buffer_atr"": 0.1, ""compression"": ""atr-ratio"", ""compression_value"": 0.65, ""confirmation"": ""volume"", ""direction"": ""both"", ""management"": ""none"", ""maximum_hold_bars"": 24, ""range_bars"": 12, ""rr"": 2.0, ""session"": ""london"", ""stop_mode"": ""range"", ""stop_value"": 0.1, ""timeframe"": ""M30"", ""trend"": ""ema50""}",-9951.0,10.154611491330545,1.8435471395343614,56.25,6.069023266986184,32,4.264349950189424,1.6731871084707874,0.30940232117646826,1.199757681448692,19,13,-0.2512344986687065,0.9733196543590396,35.294117647058826,4.211719934226055,17,-0.09635251419880046,-0.059651283226854285,-0.0075504851006396555,1.5295952541371909,14,3
