starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,max_drawdown_pct,skipped_guardrail,skipped_same_symbol_overlap,policy
300.0,312.66,12.66,4.22,2,2,0,100.0,0.83,0.0,0,0,fixed_current
300.0,312.66,12.66,4.22,2,2,0,100.0,0.83,0.0,0,0,dynamic_aggressive
300.0,298.44,-1.56,-0.52,5,3,2,60.0,0.01,8.58,0,0,dynamic_balanced
300.0,298.44,-1.56,-0.52,5,3,2,60.0,0.01,8.58,0,0,dynamic_score
300.0,295.59,-4.41,-1.47,3,2,1,66.67,-0.26,5.46,0,0,dynamic_conservative
300.0,268.46,-31.54,-10.51,2,0,2,0.0,-2.16,10.51,0,0,dynamic_capped
