bot,symbol,timeframe,status,candles,broker_symbol
LTA,AUDUSD,M15,ok,5194,AUDUSDm
LTA,AUDUSD,M30,ok,2597,AUDUSDm
LTA,GBPJPY,M15,ok,5194,GBPJPYm
LTA,GBPJPY,M30,ok,2597,GBPJPYm
LTA,USDCAD,M15,ok,5194,USDCADm
LTA,USDCAD,M30,ok,2597,USDCADm
ORB,AUDUSD,M15,ok,2794,AUDUSDm
ORB,NZDUSD,M15,ok,2794,NZDUSDm
ORB,USDCAD,M15,ok,2794,USDCADm
ORB,GBPUSD,M15,ok,2794,GBPUSDm
ORB,USDCHF,M15,ok,2794,USDCHFm
