symbol,range_minutes,rr,month,date,opened_at,closed_at,direction,entry,stop_loss,take_profit,exit_price,result,r_multiple,spread_r,spread_points,pnl,range_high,range_low,range_atr
AUDUSD,15,1.2987012987012987,2026-05,2026-05-28,2026-05-28 12:15:00,2026-05-28 14:00:00,BUY,0.71208,0.71054,0.71408,0.71408,win,1.2403,0.0584,9.0,200.0,0.71208,0.71173,0.8235
EURGBP,15,1.2987012987012987,2026-05,2026-05-28,2026-05-28 12:15:00,2026-05-28 21:00:00,BUY,0.86668,0.86514,0.86868,0.86647,timeout,-0.2208,0.0844,13.0,-21.0,0.86668,0.86644,0.9256
EURUSD,15,1.2987012987012987,2026-05,2026-05-28,2026-05-28 12:15:00,2026-05-28 13:00:00,BUY,1.16195,1.16041,1.16395,1.16395,win,1.2468,0.0519,8.0,200.0,1.16195,1.16152,0.7748
GBPUSD,15,1.2987012987012987,2026-05,2026-05-28,2026-05-28 12:15:00,2026-05-28 14:00:00,BUY,1.34077,1.33923,1.34277,1.34277,win,1.2338,0.0649,10.0,200.0,1.34077,1.34025,0.6816
NZDUSD,15,1.2987012987012987,2026-05,2026-05-28,2026-05-28 12:15:00,2026-05-28 14:00:00,BUY,0.58941,0.58787,0.59141,0.59141,win,1.2078,0.0909,14.0,200.0,0.58941,0.58897,1.278
USDCAD,15,1.2987012987012987,2026-05,2026-05-28,2026-05-28 12:15:00,2026-05-28 14:00:00,SELL,1.38486,1.3864,1.38286,1.38286,win,1.2078,0.0909,14.0,200.0,1.38534,1.38486,0.9081
USDCHF,15,1.2987012987012987,2026-05,2026-05-28,2026-05-28 12:15:00,2026-05-28 12:45:00,SELL,0.78867,0.79021,0.78667,0.78667,win,1.2143,0.0844,13.0,200.0,0.78906,0.78867,0.8465
USDJPY,15,1.2987012987012987,2026-05,2026-05-28,2026-05-28 12:15:00,2026-05-28 14:00:00,SELL,159.417,159.571,159.217,159.217,win,1.2338,0.0649,10.0,20000.0,159.456,159.417,0.9463
AUDUSD,15,1.2987012987012987,2026-05,2026-05-29,2026-05-29 12:15:00,2026-05-29 14:45:00,BUY,0.71744,0.7159,0.71944,0.71944,win,1.2403,0.0584,9.0,200.0,0.71744,0.71671,1.8448
EURGBP,15,1.2987012987012987,2026-05,2026-05-29,2026-05-29 12:15:00,2026-05-29 14:45:00,BUY,0.86733,0.86579,0.86933,0.86579,loss,-1.0844,0.0844,13.0,-154.0,0.86733,0.86707,0.8143
GBPUSD,15,1.2987012987012987,2026-05,2026-05-29,2026-05-29 12:15:00,2026-05-29 13:15:00,SELL,1.34239,1.34393,1.34039,1.34393,loss,-1.0649,0.0649,10.0,-154.0,1.34296,1.34239,0.8471
USDCAD,15,1.2987012987012987,2026-05,2026-05-29,2026-05-29 12:15:00,2026-05-29 12:45:00,BUY,1.38063,1.37909,1.38263,1.38263,win,1.2078,0.0909,14.0,200.0,1.38063,1.37991,1.6716
EURUSD,15,1.2987012987012987,2026-05,2026-05-29,2026-05-29 12:30:00,2026-05-29 14:45:00,SELL,1.16426,1.1658,1.16226,1.1658,loss,-1.0519,0.0519,8.0,-154.0,1.16484,1.16426,0.9988
USDCHF,15,1.2987012987012987,2026-05,2026-05-29,2026-05-29 12:30:00,2026-05-29 14:45:00,BUY,0.78246,0.78092,0.78446,0.78092,loss,-1.0844,0.0844,13.0,-154.0,0.78246,0.78175,1.4099
USDJPY,15,1.2987012987012987,2026-05,2026-05-29,2026-05-29 12:30:00,2026-05-29 15:00:00,BUY,159.278,159.124,159.478,159.124,loss,-1.0649,0.0649,10.0,-15400.0,159.278,159.248,0.7865
NZDUSD,15,1.2987012987012987,2026-05,2026-05-29,2026-05-29 12:45:00,2026-05-29 20:45:00,BUY,0.59772,0.59618,0.59972,0.59885,timeout,0.6429,0.0909,14.0,113.0,0.59772,0.59707,1.75
AUDUSD,15,1.2987012987012987,2026-06,2026-06-01,2026-06-01 12:15:00,2026-06-01 13:00:00,SELL,0.71709,0.71863,0.71509,0.71509,win,1.2403,0.0584,9.0,200.0,0.7174,0.71709,0.9042
EURGBP,15,1.2987012987012987,2026-06,2026-06-01,2026-06-01 12:15:00,2026-06-01 21:00:00,BUY,0.86499,0.86345,0.86699,0.86423,timeout,-0.5779,0.0844,13.0,-76.0,0.86499,0.86478,0.8212
GBPUSD,15,1.2987012987012987,2026-06,2026-06-01,2026-06-01 12:15:00,2026-06-01 13:00:00,SELL,1.3462,1.34774,1.3442,1.3442,win,1.2338,0.0649,10.0,200.0,1.34682,1.3462,1.0611
USDCAD,15,1.2987012987012987,2026-06,2026-06-01,2026-06-01 12:15:00,2026-06-01 21:00:00,BUY,1.38317,1.38163,1.38517,1.38401,timeout,0.4545,0.0909,14.0,84.0,1.38317,1.38259,1.2889
USDCHF,15,1.2987012987012987,2026-06,2026-06-01,2026-06-01 12:15:00,2026-06-01 13:00:00,SELL,0.78361,0.78515,0.78161,0.78515,loss,-1.0844,0.0844,13.0,-154.0,0.78393,0.78361,0.8374
USDJPY,15,1.2987012987012987,2026-06,2026-06-01,2026-06-01 12:15:00,2026-06-01 13:00:00,SELL,159.47,159.624,159.27,159.624,loss,-1.0649,0.0649,10.0,-15400.0,159.491,159.47,0.9671
NZDUSD,15,1.2987012987012987,2026-06,2026-06-01,2026-06-01 12:45:00,2026-06-01 13:00:00,BUY,0.59553,0.59399,0.59753,0.59399,loss,-1.0909,0.0909,14.0,-154.0,0.59553,0.59507,1.3586
EURGBP,15,1.2987012987012987,2026-06,2026-06-02,2026-06-02 12:15:00,2026-06-02 18:15:00,BUY,0.86469,0.86315,0.86669,0.86315,loss,-1.0844,0.0844,13.0,-154.0,0.86469,0.86452,0.7256
NZDUSD,15,1.2987012987012987,2026-06,2026-06-02,2026-06-02 12:15:00,2026-06-02 21:00:00,SELL,0.59337,0.59491,0.59137,0.59218,timeout,0.6818,0.0909,14.0,119.0,0.5938,0.59337,1.4647
USDCAD,15,1.2987012987012987,2026-06,2026-06-02,2026-06-02 12:15:00,2026-06-02 13:30:00,BUY,1.38413,1.38259,1.38613,1.38259,loss,-1.0909,0.0909,14.0,-154.0,1.38413,1.38354,1.652
USDCHF,15,1.2987012987012987,2026-06,2026-06-02,2026-06-02 12:15:00,2026-06-02 17:15:00,BUY,0.78541,0.78387,0.78741,0.78741,win,1.2143,0.0844,13.0,200.0,0.78541,0.78496,1.2186
USDJPY,15,1.2987012987012987,2026-06,2026-06-02,2026-06-02 12:15:00,2026-06-02 17:30:00,BUY,159.747,159.593,159.947,159.947,win,1.2338,0.0649,10.0,20000.0,159.747,159.729,0.766
AUDUSD,15,1.2987012987012987,2026-06,2026-06-03,2026-06-03 12:15:00,2026-06-03 13:45:00,SELL,0.71604,0.71758,0.71404,0.71404,win,1.2403,0.0584,9.0,200.0,0.71657,0.71604,1.096
EURGBP,15,1.2987012987012987,2026-06,2026-06-03,2026-06-03 12:15:00,2026-06-03 21:00:00,SELL,0.86349,0.86503,0.86149,0.86436,timeout,-0.6494,0.0844,13.0,-87.0,0.86374,0.86349,0.9259
EURUSD,15,1.2987012987012987,2026-06,2026-06-03,2026-06-03 12:15:00,2026-06-03 21:00:00,SELL,1.16122,1.16276,1.15922,1.15972,timeout,0.9221,0.0519,8.0,150.0,1.16183,1.16122,1.2504
GBPUSD,15,1.2987012987012987,2026-06,2026-06-03,2026-06-03 12:15:00,2026-06-03 13:15:00,SELL,1.34458,1.34612,1.34258,1.34258,win,1.2338,0.0649,10.0,200.0,1.34507,1.34458,0.7101
NZDUSD,15,1.2987012987012987,2026-06,2026-06-03,2026-06-03 12:15:00,2026-06-03 13:30:00,SELL,0.58963,0.59117,0.58763,0.58763,win,1.2078,0.0909,14.0,200.0,0.59006,0.58963,1.0985
USDCAD,15,1.2987012987012987,2026-06,2026-06-03,2026-06-03 12:15:00,2026-06-03 14:45:00,BUY,1.38571,1.38417,1.38771,1.38771,win,1.2078,0.0909,14.0,200.0,1.38571,1.38532,0.9192
USDCHF,15,1.2987012987012987,2026-06,2026-06-03,2026-06-03 12:15:00,2026-06-03 16:00:00,BUY,0.78933,0.78779,0.79133,0.79133,win,1.2143,0.0844,13.0,200.0,0.78933,0.7886,1.9768
EURUSD,15,1.2987012987012987,2026-06,2026-06-04,2026-06-04 13:00:00,2026-06-04 18:45:00,SELL,1.16342,1.16496,1.16142,1.16142,win,1.2468,0.0519,8.0,200.0,1.16448,1.16342,1.7296
GBPUSD,15,1.2987012987012987,2026-06,2026-06-04,2026-06-04 13:00:00,2026-06-04 15:30:00,SELL,1.34519,1.34673,1.34319,1.34319,win,1.2338,0.0649,10.0,200.0,1.34622,1.34519,1.5422
USDCHF,15,1.2987012987012987,2026-06,2026-06-04,2026-06-04 13:00:00,2026-06-04 21:00:00,BUY,0.78789,0.78635,0.78989,0.78927,timeout,0.8117,0.0844,13.0,138.0,0.78789,0.78677,1.8106
USDJPY,15,1.2987012987012987,2026-06,2026-06-04,2026-06-04 13:00:00,2026-06-04 21:00:00,BUY,159.874,159.72,160.074,160.004,timeout,0.7792,0.0649,10.0,13000.0,159.874,159.752,2.8851
EURGBP,15,1.2987012987012987,2026-06,2026-06-04,2026-06-04 13:30:00,2026-06-04 21:00:00,BUY,0.86502,0.86348,0.86702,0.86485,timeout,-0.1948,0.0844,13.0,-17.0,0.86502,0.86473,1.1871
NZDUSD,15,1.2987012987012987,2026-06,2026-06-04,2026-06-04 13:45:00,2026-06-04 18:15:00,BUY,0.58861,0.58707,0.59061,0.58707,loss,-1.0909,0.0909,14.0,-154.0,0.58861,0.58779,2.2248
AUDUSD,15,1.2987012987012987,2026-06,2026-06-04,2026-06-04 14:30:00,2026-06-04 21:00:00,SELL,0.71386,0.7154,0.71186,0.71303,timeout,0.4805,0.0584,9.0,83.0,0.71483,0.71386,2.2372
AUDUSD,15,1.2987012987012987,2026-06,2026-06-05,2026-06-05 12:15:00,2026-06-05 12:45:00,SELL,0.71384,0.71538,0.71184,0.71184,win,1.2403,0.0584,9.0,200.0,0.71428,0.71384,1.0903
EURUSD,15,1.2987012987012987,2026-06,2026-06-05,2026-06-05 12:15:00,2026-06-05 12:30:00,SELL,1.16382,1.16536,1.16182,1.16182,win,1.2468,0.0519,8.0,200.0,1.16426,1.16382,1.0284
GBPUSD,15,1.2987012987012987,2026-06,2026-06-05,2026-06-05 12:15:00,2026-06-05 12:30:00,SELL,1.34646,1.348,1.34446,1.34446,win,1.2338,0.0649,10.0,200.0,1.34687,1.34646,0.5746
NZDUSD,15,1.2987012987012987,2026-06,2026-06-05,2026-06-05 12:15:00,2026-06-05 12:45:00,SELL,0.58752,0.58906,0.58552,0.58552,win,1.2078,0.0909,14.0,200.0,0.5879,0.58752,1.0556
USDCAD,15,1.2987012987012987,2026-06,2026-06-05,2026-06-05 12:15:00,2026-06-05 12:30:00,BUY,1.38826,1.38672,1.39026,1.38672,loss,-1.0909,0.0909,14.0,-154.0,1.38826,1.38755,1.3786
USDCHF,15,1.2987012987012987,2026-06,2026-06-05,2026-06-05 12:15:00,2026-06-05 12:30:00,BUY,0.78821,0.78667,0.79021,0.79021,win,1.2143,0.0844,13.0,200.0,0.78821,0.78786,0.8942
USDJPY,15,1.2987012987012987,2026-06,2026-06-05,2026-06-05 12:15:00,2026-06-05 12:45:00,BUY,159.87,159.716,160.07,160.07,win,1.2338,0.0649,10.0,20000.0,159.87,159.832,1.2174
EURGBP,15,1.2987012987012987,2026-06,2026-06-08,2026-06-08 12:15:00,2026-06-08 21:00:00,BUY,0.86361,0.86207,0.86561,0.86433,timeout,0.3831,0.0844,13.0,72.0,0.86361,0.86341,0.6731
EURUSD,15,1.2987012987012987,2026-06,2026-06-08,2026-06-08 12:15:00,2026-06-08 13:15:00,SELL,1.1536,1.15514,1.1516,1.15514,loss,-1.0519,0.0519,8.0,-154.0,1.15432,1.1536,0.8129
GBPUSD,15,1.2987012987012987,2026-06,2026-06-08,2026-06-08 12:15:00,2026-06-08 14:45:00,SELL,1.33577,1.33731,1.33377,1.33377,win,1.2338,0.0649,10.0,200.0,1.33672,1.33577,0.824
NZDUSD,15,1.2987012987012987,2026-06,2026-06-08,2026-06-08 12:15:00,2026-06-08 21:00:00,SELL,0.58261,0.58415,0.58061,0.58075,timeout,1.1169,0.0909,14.0,186.0,0.58312,0.58261,0.7719
USDCAD,15,1.2987012987012987,2026-06,2026-06-08,2026-06-08 12:15:00,2026-06-08 14:15:00,SELL,1.3932,1.39474,1.3912,1.39474,loss,-1.0909,0.0909,14.0,-154.0,1.39381,1.3932,1.0491
USDCHF,15,1.2987012987012987,2026-06,2026-06-08,2026-06-08 12:15:00,2026-06-08 13:15:00,BUY,0.79649,0.79495,0.79849,0.79495,loss,-1.0844,0.0844,13.0,-154.0,0.79649,0.79575,1.2482
USDJPY,15,1.2987012987012987,2026-06,2026-06-08,2026-06-08 12:15:00,2026-06-08 14:15:00,BUY,159.977,159.823,160.177,160.177,win,1.2338,0.0649,10.0,20000.0,159.977,159.937,0.4403
AUDUSD,15,1.2987012987012987,2026-06,2026-06-08,2026-06-08 12:30:00,2026-06-08 14:15:00,SELL,0.70691,0.70845,0.70491,0.70491,win,1.2403,0.0584,9.0,200.0,0.70758,0.70691,0.8661
