skipped,symbol,date
ambiguous_breakout,EURUSD,2026-06-01
ambiguous_breakout,EURUSD,2026-06-02
ambiguous_breakout,GBPUSD,2026-06-02
ambiguous_breakout,GBPUSD,2026-06-26
ambiguous_breakout,USDJPY,2026-06-03
ambiguous_breakout,USDJPY,2026-06-12
ambiguous_breakout,USDJPY,2026-06-22
ambiguous_breakout,USDCHF,2026-06-17
ambiguous_breakout,USDCHF,2026-06-24
ambiguous_breakout,USDCHF,2026-06-26
ambiguous_breakout,USDCAD,2026-06-04
ambiguous_breakout,USDCAD,2026-06-10
ambiguous_breakout,AUDUSD,2026-06-02
ambiguous_breakout,AUDUSD,2026-06-26
ambiguous_breakout,NZDUSD,2026-06-23
ambiguous_breakout,NZDUSD,2026-06-26
ambiguous_breakout,EURGBP,2026-06-05
ambiguous_breakout,EURGBP,2026-06-11
ambiguous_breakout,EURGBP,2026-06-15
ambiguous_breakout,EURGBP,2026-06-17
ambiguous_breakout,EURJPY,2026-06-01
ambiguous_breakout,EURJPY,2026-06-02
ambiguous_breakout,EURJPY,2026-06-05
ambiguous_breakout,GBPJPY,2026-06-05
ambiguous_breakout,GBPJPY,2026-06-26
