starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,avg_r,avg_spread_r,max_drawdown_pct,symbol
300.0,466.22,166.22,55.41,86,42,44,48.84,10.49,0.122,0.0213,28.06,US30
300.0,306.39,6.39,2.13,22,10,12,45.45,0.8,0.0364,0.0001,17.07,XAUUSD
