starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,avg_r,avg_spread_r,max_drawdown_pct,timeframe
300.0,398.19,98.19,32.73,44,8,36,18.18,13.76,0.3127,0.0002,41.47,M30
