logical_symbol,broker_symbol,side,signal_time,entry_time,exit_time,entry,sl,tp1,tp2,tp5,exit_price,result,r_multiple,risk_per_lot,bull_pct,bear_pct,bias,atr,spread,entry_time_iso,exit_time_iso,lot,risk_budget,actual_risk,pnl,balance_before,balance_after
BTCUSD,BTCUSDm,BUY,1776110400,1776110400,1776621000,73370.33,71987.84,74752.82,76135.31,80282.79,74752.82,trail_stop,1.0,1382.49,85.71,14.29,STRONG BULL,921.66,14.0,2026-04-13T20:00:00Z,2026-04-19T17:50:00Z,0.01,15.0,13.82,13.82,300.0,313.82
BTCUSD,BTCUSDm,SELL,1778630400,1778630400,1778775000,80483.56,81615.81,79351.31,78219.06,74822.32,81615.81,loss,-1.0,1132.25,0.0,85.71,STRONG BEAR,754.83,14.0,2026-05-13T00:00:00Z,2026-05-14T16:10:00Z,0.01,15.69,11.32,-11.32,313.82,302.5
